REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10/3/2014	
2013	GENERAL MANAGER/LOCATION MANAGER	TRACY BUONO	89408CNTRY2095N	21ST CENTURY ENVIRONMENTAL MANAGEMENT OF NEVADA LLC	2095 NEWLANDS DR E	FERNLEY	LYON	NV	89408			21ST CENTURY ENVIRONMENTAL MANAGEMENT OF NEVADA LLC	2095 NEWLANDS DR E	FERNLEY	NV		89408	YES	NO	NO	NO	CHRISTINE HILLS	7755755760	4953							562211						39.61033	-119.20296	248622813								PSC LLC	248622813	NO	CHRISTINE.HILLS@PSCNOW.COM	
2013	SAFETY & REGULATORY ENGINEER	RANDALL PERRY	89410RVPCF1198S	AERVOE INDUSTRIES INC	1191 MARK CIR	GARDNERVILLE	DOUGLAS	NV	89410			AERVOE INDUSTRIES INC	PO BOX 485	GARDNERVILLE	NV		89410	YES	NO	NO	NO	MARK WILLIAMS	7757820100	2851							325510						38.92565	-119.69961											NO	MAILBOX@AERVOE.COM	
2013	ENVIRONMENTAL AND LAND SERVICES MANAGER	MARK MILLER	89124STHRNSLANR	AGGREGATE INDUSTRIES SLOAN FACILITY (QUARRY HMA,RMX)	5300 SLOAN RD	SLOAN	CLARK	NV	89054			AGGREGATE INDUSTRIES SLOAN FACILITY (QUARRY HMA,RMX)	3101 E CRAIG RD	N LAS VEGAS	NV		89030	YES	NO	NO	NO	MARK MILLER	7026496250	2951							212312	324121	327320				35.9433	-115.21735	622258929								HOLCIM (US) INC	622258929	NO	MARK.MILLER@AGGREGATE-US.COM	
2013	ENVIRONMENTAL AND LAND SERVICES MANAGER	MARK MILLER	89032STHRN413EG	AGGREGATE INDUSTRIES SWR GOWAN ASPHALT	413 E GOWAN RD	NORTH LAS VEGAS	CLARK	NV	89030			AGGREGATE INDUSTRIES SWR GOWAN ASPHALT	3101 E CRAIG RD	NORTH LAS VEGAS	NV		89030	YES	NO	NO	NO	MARK MILLER	7026496250	2951							324121						36.22497	-115.13844	622258929								HOLCIM (US) INC	622258929	NO	MARK.MILLER@AGGREGATE-US.COM	
2013	GENERAL MANAGER	DAVID DODGEN	89701MRCNB2401C	AMERICAN BUILDINGS CO CARSON CITY	2401 CONESTOGA DR	CARSON CITY	CARSON CITY (CITY)	NV	89706			AMERICAN BUILDINGS CO CARSON CITY	2401 CONESTOGA DR	CARSON CITY	NV		89706	YES	NO	NO	NO	CLAY DODGEN	7758872900	3448							332311						39.2046	-119.74053	006418235								NUCOR CORP	003446796	NO	DCDODGEN@AMERICANBUILDINGS.COM	
2013	ASST PLANT MANAGER	TIMOTHY JULIUS	89005MRTYR151IN	AMERITYRE CORP	1501 INDUSTRIAL RD	BOULDER CITY	CLARK	NV	89005			AMERITYRE CORP	1501 INDUSTRIAL RD	BOULDER CITY	NV		89005	YES	NO	NO	NO	TIM RYAN	7022931930								326150						35.97479	-114.85467	883670242										NO	TRYAN@AMERITYRE.COM	
2013	VICE PRESIDENT	DOUG COON	89101NDRSN801SE	ANDERSON DAIRY	801 SEARLES AVE	LAS VEGAS	CLARK	NV	891011131			ANDERSON DAIRY	801 SEARLES AVE	LAS VEGAS	NV		89101-1131	YES	NO	NO	NO	GARY PRITCHARD	7026427507	2026	2024						311511	311512	311520	311513	311514		36.18471	-115.13191	003850971										NO	GPRITCHARD@ANDERSONDAIRY.COM	
2013	SR. HSE MANAGER	DAVE CLOUSER	89025LSCBT201NM	AQUATIC CO	201 N MEADOW VALLEY RD	MOAPA	CLARK	NV	89025			AQUATIC CO	PO BOX 310	MOAPA	NV		89025	YES	NO	NO	NO	STEVE DOWLER	7028642100	3088							326191						36.68803	-114.62055	876657107										NO	SDOWLER@AQUATICBATH.COM	
2013	GENERAL MANAGER	TRACY MILLER	89803BLDMN70MIL	BALD MOUNTAIN MINE	70 MILES S OF ELKO	ELKO	WHITE PINE	NV	89803			BALD MOUNTAIN MINE	PO BOX 2706	ELKO	NV		89803	YES	NO	NO	NO	JOSHUA RODERICK	7752375844	1041							212221						39.946842	-115.623068	941267115								BARRICK GOLD CORP	020917170	NO	JRODERICK@BARRICK.COM	
2013	PLANT MANGER/GENERAL MANAGER	RON BELL	8940WBNGRF22221	BANGO REFINING NV LLC	22211 BANGO RD	FALLON	CHURCHILL	NV	89406			BANGO REFINING NV LLC	PO BOX 5129	FALLON	NV		89406	YES	NO	NO	NO	JEFFREY BARD	2199325000								324191						39.499385	-119.040076	035575820								OMEGA HOLDINGS CO LLC	034488046	NO	JEFFREYBARD@OMEGA-HOLDINGSLLC.COM	
