REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
2007	PLANT MANAGER	TODD CANTRELL	72216M    POBOX	3M CO - LITTLE ROCK	HWY 365 & WALTERS DR	LITTLE ROCK	PULASKI	AR	72206	3M CO - LITTLE ROCK	HWY 365 & WALTERS DR	LITTLE ROCK	AR		72206	YES	NO	NO	NO	TODD CANTRELL	5014901509	3295							212319						34.71	-92.236389	089233027								3M CO	006173082	NO	RTCANTRELL@MMM.COM	
2006	EXECUTIVE ADMINISTRATOR	LOU SAMUEL	72117TNNBM4500B	A. TENENBAUM CO INC.	4500 W BETHANY RD	NORTH LITTLE ROCK	PULASKI	AR	72117	A. TENENBAUM CO INC.	4500 W BETHANY RD	NORTH LITTLE ROCK	AR		72117	YES	NO	NO	NO	GARY GATHWRIGHT	5019450881	3399							332999						34.774294	-92.213219	007962806										NO		
2001	PLANT MANAGER	STEVE NAGEL	72701MRCNR2355A	AAF INTERNATIONAL	2355 ARMSTRONG AVE.	FAYETTEVILLE	WASHINGTON	AR	72701	AAF INTERNATIONAL	2355 ARMSTRONG AVE.	FAYETTEVILLE	AR		72701	YES	NO	NO	NO	STEVE NAGEL	4795218621	3296							327993						36.037466	-94.136772	070812003								AAF-MCQUAY INC.	006249791	NO		
1999	SITE MANGER	BOB WADE	72450CDPLY103WE	ACADIA POLYMERS	103 W. MONROE ST.	PARAGOULD	GREENE	AR	72450	ACADIA POLYMERS	103 W. MONROE ST.	PARAGOULD	AR		72450	YES	NO	NO		BOB WADE	8702367768	3053	3061						339991						36.078392	-90.489786	003126737				ARR00B401				ACADIA POLYMERS	780770954	NO		
1990	PRESIDENT	KENNETH HOLIMAN	72015C    1912D	ACI	1510 BOONE RD.	BENTON	SALINE	AR	72015	ACI	1510 BOONE RD.	BENTON	AR		72015	YES	NO	NO		CHRIS NELSON	6154818021	3264	3053						327113						34.599689	-92.547174	186333977		ARD983266768						ADOLPH COORS CO.	007057342	NO		
2007	TECHNICAL MANAGER	GARTH TAYLER	72830RKBRCPOBOX	ACME BRICK CO - EUREKA PLANT	HWY 64 E	CLARKSVILLE	JOHNSON	AR	72830	ACME BRICK CO	3024 ACME BRICK PLAZA	FORT WORTH	TX		76109	YES	NO	NO	NO	JASON PENCE	8173324101	3251							327121						35.460845	-93.421341	008018772								ACME BRICK CO	008018772	NO	JPENCE@BRICK.COM	
2007	TECHNICAL MANAGER	GARTH TAYLER	72104CMBRCUSHIG	ACME BRICK CO PERLA	U.S. HWY 67 N	MALVERN	HOT SPRING	AR	72104	ACME BRICK	3024 ACEM BRICK PLZA	FORT WORTH	TX		76109	YES	NO	NO	NO	JASON PENCE	8173324101	3251							327121						34.364988	-92.781163									ACME BRICK	008018772	NO	JPENCE@BRICK.COM	
2007	TECHNICAL MANAGER	GARTH TAYLER	72403WHLRBHWY63	ACME BRICK CO WHEELER	2905 DAN AVE	JONESBORO	CRAIGHEAD	AR	72403	ACME BRICK	3024 ACME BRICK PLAZA	FORT WORTH	TX		76109	YES	NO	NO	NO	JASON PENCE	8173324101	3251							327121						35.853279	-90.755715									ACME BRICK	008018772	NO	JPENCE@BRICK.COM	
2007	TECHNICAL MANAGER	GARTH TAYLER	72913CMBRC2723O	ACME BRICK CO. -FORT SMITH	2723 OLD GREENWOOD RD	FORT SMITH	SEBASTIAN	AR	72903	ACME BRICK CO	3024 ACME BRICK PLZA	FORT WORTH	TX		76109	YES	NO	NO	NO	JASON PENCE	8173324101	3251							327121						35.363989	-94.399251	008018772								ACME BRICK CO	008018772	NO	JPENCE@BRICK.COM	
2007	TECHNICAL MANAGER	GARTH TAYLER	72104CMBRCGRIGS	ACME BRICK CO.-OUACHITA	GRIGSBY FORD RD	MALVERN	HOT SPRING	AR	72104	ACME BRICK	3024 ACME BRICK PLZA	FORT WORTH	TX		76109	YES	NO	NO	NO	JASON PENCE	8173324101	3251							327121						34.356416	-92.830936	008018772								ACME BRICK	008018772	NO	JPENCE@BRICK.COM	
1993	VICE PRESIDENT OF OPERATIONS	BRIAN FREDRICK	72901CMNGN408SP	ACME ENGINEERING & MANUFACTURING CORP	408 S PHOENIX	FORT SMITH	SEBASTIAN	AR	72901	ACME ENGINEERING & MANUFACTURING CORP	408 S PHOENIX	FORT SMITH	AR		72901	YES	NO	NO		SAME AS SECTION 4.3	5016462294	3564							333410						35.33938	-94.431856	024000784		ARD981913288								NO		
1997	GENERAL MANAGER	RANDY BAKER	72315GLDWN700SE	ACUTUS GLADWIN ARKANSAS	700 S. ELM ST.	BLYTHEVILLE	MISSISSIPPI	AR	72315	ACUTUS GLADWIN ARKANSAS	700 S. ELM ST.	BLYTHEVILLE	AR		72315	YES	NO	NO		MICHAEL E. JACQUES	5017625765	3599	3498	3549					332710						35.921336	-89.90995	879250918		ARD982552721						AG INDUSTRIES INC	879250918	NO		
2007	PLANT SUPERINTENDANT	STEVE KLEIN	72601NCHRD300NO	ADC MANUFACTURING	300 N INDUSTRIAL PARK RD	HARRISON	BOONE	AR	72601	ADC MANUFACTURING	PO BOX 1197	HARRISON	AR		72601	YES	NO	NO	NO	WILLIAM FRIEDEMANN	2818760080	3363	3469	3479					331521	332812	332116				36.252353	-93.139899	048908180								MMI PRODUCTS INC.	037232337	NO	RFRIEDEMANN@MMIPRODUCTSINC.COM	
2004	REGIONAL MANAGER	DUANE STROH	72203RCHRDFOOTO	ADM	901 BOND ST	LITTLE ROCK	PULASKI	AR	72203	ADM PROCESSING	PO BOX 30	LITTLE ROCK	AR		72203	YES	NO	NO	NO	MARK CALMES	2174517456	2075							311222						34.738746	-92.250056	021350459		ARD982296006		ARR00A158				ADM	001307586	NO		
2000	VICE PRESIDENT	STEVE FURCICH	72342QNCYSPOBOX	ADM	HWY. #20 S.	HELENA	PHILLIPS	AR	72342	ARCHER DANIELS MIDLAND CO.	P.O. BOX #70	HELENA	AR		72342	YES	NO	NO	NO	MARK CALMES	2174517456	2075							311222						34.4013	-90.733278	115273377				AR0000019				ADM	001307586	NO		
2007	PRESIDENT	JASON C. DI LEO	72113DVNCF7516C	ADVANCE FIBERGLASS LLC	7516 COUNTS MASSIE RD	NORTH LITTLE ROCK	PULASKI	AR	72113	ADVANCE FIBERGLASS LLC	PO BOX 13268	MAUMELLE	AR		72113	YES	NO	NO	NO	JASON DI LEO	5017589494	3089							339999						34.829775	-92.382572	150581957										NO	JDILEO@FIBRDOR.COM	
