REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10/3/2014	
2013	SECRETARY	JULIE PERKINS	43832NC   100EN	31 INC	100 ENTERPRISE DR	NEWCOMERSTOWN	TUSCARAWAS	OH	43832			31 INC	PO BOX 278	NEWCOMERSTOWN	OH		43832	YES	NO	NO	NO	PAUL G. CLARK	3303889839	3069							326299						40.2814	-81.56784	054663372		OHD054663372								NO	PCLARK@31INC.COM	
2013	PLANT MANAGER	MARGARET MARREN	44256RTNCR1030L	3M CO - MEDINA	1030 LAKE RD	MEDINA	MEDINA	OH	44256			3M CO - MEDINA	1030 LAKE RD	MEDINA	OH		44256	YES	NO	NO	NO	MARGARET MARREN	3307648840	2672							322222						41.11369	-81.89472	131822624								3M CO	006173082	NO	MAMARREN@MMM.COM	
2013	PLANT MANAGER	JOHN AKEY	44035NYLNG1301L	3M ELYRIA	1301 LOWELL ST	ELYRIA	LORAIN	OH	440354864			3M ELYRIA	1301 LOWELL ST	ELYRIA	OH		44035-4864	YES	NO	NO	NO	JOHN AKEY	4403236161	3089							325211						41.375556	-82.138889	092628510								3M CO	006173082	NO	JCAKEY@MMM.COM	
2013	PRESIDENT	TODD HOFFMAN	44646RNC  400NA	A R E ACCESSORIES LLC	400 NAVE RD SE	MASSILLON	STARK	OH	44646			A R E ACCESSORIES LLC	PO BOX 1100	MASSILLON	OH		44648	YES	NO	NO	NO	TODD HOFFMAN	3308307800	3792							336214						40.7676	-81.5157	080381734								ARE ACCESSORIES LLC		NO	THOFFMAN@4ARE.COM	
2013	BUSINESS UNIT LEADER AMERICAS CPC	ANTHONY MAGHES	4472WSCHLM8562P	A SCHULMAN COLOR CENTER	8562 PORT JACKSON AVE NW	NORTH CANTON	STARK	OH	44720			A SCHULMAN COLOR CENTER	8562 PORT JACKSON AVE NW	NORTH CANTON	OH		44720	YES	NO	NO	NO	AJ MAGHES	3304984840								325991						40.9042	-81.44603									A SCHULMAN INC	006998413	NO	AJ_MAGHES@US.ASCHULMAN.COM	
2013	SITE MANAGER	GREGORY ARNOLD	44306NTWRK1353E	A SCHULMAN EXETER FACILITY	1353 EXETER RD	AKRON	SUMMIT	OH	44306			A SCHULMAN EXETER FACILITY	1353 EXETER RD	AKRON	OH		44306	YES	NO	NO	NO	GREG ARNOLD	3307732700								325991						41.029248	-81.479023	155325137								A SCHULMAN INC		NO	GARNOLD@ASCHULMAN.COM	
2013	VP PROCESS	MOJIE MIRSALIMI	44111BRTPL3000W	A-BRITE PLATING CO	3000 W 121 ST	CLEVELAND	CUYAHOGA	OH	44111			A-BRITE PLATING CO	3000 W 121 ST	CLEVELAND	OH		44111	YES	NO	NO	NO	HAL  LEITCH	2162522995	3471							332813						41.4696	-81.77266	004199592										NO	HLEITCH@ABRITEPLATING.COM	
2013	ENVIRONMENTAL, HEALTH & SAFETY MANAGER	CURTIS HOAG	43402RMTCN11HAS	A-GAS REMTEC	1100 HASKINS RD	BOWLING GREEN	WOOD	OH	43402			A-GAS REMTEC	1100 HASKINS RD	BOWLING GREEN	OH		43402	YES	NO	NO	NO	CURTIS HOAG	4198678990								325120						41.39132	-83.67208	020830910								REMTEC INTERNATIONAL		NO	CURTIS.HOAG@REMTEC.NET	
2013	CORPORATE HUMAN RESOURCE MANAGER	KIMBERLY SCHUMM	43506CHLLN720EP	A-STAMP INDUSTRIES	633 COMMERCE DR	BRYAN	WILLIAMS	OH	43506			A-STAMP INDUSTRIES	633 COMMERCE DR	BRYAN	OH		43506	YES	NO	NO	NO	MICAH FRANKENFIELD	4196330662	3582							336370						41.46758	-84.5235	058071882		OHD005035084						ALEX PRODUCTS INC	068113703	NO	MICAH.FRANKENFIELD@ALEXPRODUCTS.CC	
2013	CHAIRMAN	RANDY WENDEL	45885PSTMR1100M	AAP ST MARYS CORP	1100 MCKINLEY RD	SAINT MARYS	AUGLAIZE	OH	45885			AAP ST MARYS CORP	1100 MCKINLEY RD	SAINT MARYS	OH		45885	YES	NO	NO	NO	DAN DANAHER	4193947840	3363							336399						40.55358	-84.37325	185385574								HITACHI METALS OF AMERICA LTD	070572482	NO	DAN.DANAHER@HITMET.COM	
2013	SENIOR VP MANUFACTURING OPERATIONS	DAVID HAKALA	4413WCLRRF34SLN	ACLARA TECHNOLOGIES LLC	30400 SOLON RD	SOLON	CUYAHOGA	OH	44139			ACLARA TECHNOLOGIES LLC	30400 SOLON RD	SOLON	OH		44139	YES	NO	NO	NO	GARY BROWN	4405287529								334412						41.38716	-81.46323	079353790	879869641							METER READINGS HOLDING LLC	079353790	NO	GBROWN@ACLARA.COM	
2013	PRESIDENT	RICHARD BURTON	44601CMHRD540NO	ACME HARD CHROME INC	555 N FREEDOM AVE	ALLIANCE	STARK	OH	44601			ACME HARD CHROME INC	PO BOX 2388	ALLIANCE	OH		44601	YES	NO	NO	NO	RICHARD W BURTON JR	3308213900	3471							332813						40.92566	-81.10203			OHD004173027								NO	RBURTON@ACMESDI.COM	
