REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
2000	EXECUTIVE VICE PRESIDENT	LYNN FISHER	68832DNVSTOLDHW	3-D INVESTMENT INC	112 W PLUM ST	DONIPHAN	HALL	NE	68832	3-D INVESTMENT INC	PO BOX 433	DONIPHAN	NE		68832-0433	YES	NO	NO		LYNN FISHER	4024322386	3482							332992						40.771971	-98.369106	048731558		NED048731558								NO		
2007	PLANT MANAGER	DAVE JOHNSON	68064MC   600EA	3M CO - VALLEY	600 E MEIGS PO BOX 368	VALLEY	DOUGLAS	NE	68064	3M CO - VALLEY	600 E MEIGS PO BOX 368	VALLEY	NE		68064	YES	NO	NO	NO	DAVE JOHNSON	4023592131	3842	2297						313230	339113	334510	325222			41.306283	-96.335689	028196103								3M CO	006173082	NO	NA	
2007	VICE PRESIDENT OF OPERATIONS	ERIC KADOW	68901FBRGLROUTE	A-1 FIBERGLASS	4495 S GUNPOWDER CIR	HASTINGS	ADAMS	NE	68901	A-1 FIBERGLASS	4495 S GUNPOWDER CIR	HASTINGS	NE		68901	YES	NO	NO	NO	BRIAN PERKINS	4024630180	3089							326199						40.565	-98.312222											NO	BPERKINS@A1FIBERGLASS.COM	
2007	VICE PRESIDENT OF OPERATIONS	ERIC KADOW	688181FBRG1318W	A-1 FIBERGLASS	1318 WILSON ST	AURORA	HAMILTON	NE	68818	A-1 FIBERGLASS	4495 S GUNPOWDER CIR	HASTINGS	NE		68901	YES	NO	NO	NO	BRIAN PERKINS	4024630180	3089							326199						40.8869	-98.02682											NO	BPERKINS@A1FIBERGLASS.COM	
2003	V.P. OF OPERATIONS	ERIC KADOW	688181FBRG105HA	A-1 FIBERGLASS	105 HAMILTON	AURORA	HAMILTON	NE	68818	A-1 FIBERGLASS	4495 S GUNPOWDER CIRCLE	HASTINGS	NE		68901	YES	NO	NO	NO	TROY POST	4024630180	3089							326191						40.873526	-98.02272			NED981713472								NO		
1992	V.P. ENVIRONMENTAL AFFAIRS	MEL A. ROSHANRAVAN	68107RN   3811D	AARON OMAHA	3811 DAHLMAN AVE.	OMAHA	DOUGLAS	NE	68107	AARON OMAHA	3811 DAHLMAN AVE.	OMAHA	NE		68107	YES	NO	NO		MIKE MUSGRAVE	4027317600	2077							311613						41.222898	-95.95944									DARLING INTERNATIONAL INC	005092358	NO		
2007	PLANT MANAGER	GRANT JOHANSON	68354BFRMN1214R	ABE-FAIRMONT LLC	1214 RD G	FAIRMONT	FILLMORE	NE	68354	ABE-FAIRMONT LLC	1214 RD G	FAIRMONT	NE		68354	YES	NO	NO	NO	GRANT JOHANSON	4022687900								325193						40.611234	-97.595856									ADVANCED BIOENERGY LLC	606983398	NO	NA	
2007	PLANT MANAGER	MITCH STUHR	68467HGHPL1414C	ABENGOA BIOENERGY CORP	1414 COUNTY RD O	YORK	YORK	NE	68467	ABENGOA BIOENERGY CORP	1414 COUNTY RD O	YORK	NE		68467	YES	NO	NO	NO	JACK BEERY	4023622285	2869							325199						40.9	-97.54388	874819840								ABENGOA BIOENERGY CORP	021366125	NO	JACK.BEERY@BIOENERGY.ABENGOA.COM	
2007	CHIEF OPERATING OFFICER	TIM WILSON	68869BNGBN35955	ABENGOA BIOENERGY OF NEBRASKA	35955 NAVAHO RD	RAVENNA	BUFFALO	NE	68869	ABENGOA BIOENERGY OF NEBRASKA LLC	PO BOX 85	RAVENNA	NE		68869	NO	NO	NO	NO	JAMES EWTON	3084526116								325193						41.022473	-98.874705									ABENGOA BIOENERGY CORP.	021366125	NO	JAMES.EWTON@BIOENERGY.ABENGOA.COM	
2007	PLANT MANAGER	JOHN KLINCK	68310CCMCR2101R	ACCUMA CORP	2101 RIDGEWAY DR	BEATRICE	GAGE	NE	68310	ACCUMA CORP	2101 RIDGEWAY DR	BEATRICE	NE		68310	YES	NO	NO	NO	JOHN KLINCK	7048731488	3061	3089						326199						40.300278	-96.754444	148527443										NO	KLINCKJ@ACCUMACORP.COM	
