REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10/3/2014	
2013	ENVIRONMENTAL COORDINATOR	PAUL KARAFFA	96707SHWNC91086	AES HAWAII INC	91-086 KAOMI LOOP	KAPOLEI	HONOLULU	HI	96707			AES HAWAII INC	91-086 KAOMI LOOP	KAPOLEI	HI		96707	YES	NO	NO	NO	JEFF WALSH	8086825330	4911							221112						21.306111	-158.108056	031835064								AES CORP	043857812	NO		
2013	TERMINAL MANAGER	DAVID BELKNAP	96707TXCBR91119	ALOHA PETROLEUM BARBERS POINT TERMINAL	91-119 HANUA ST	KAPOLEI	HONOLULU	HI	967071727			ALOHA PETROLEUM BARBERS POINT TERMINAL	91-119 HANUA ST	KAPOLEI	HI		96707-1727	YES	NO	NO	NO	DAVID BELKNAP	8086734296	5171							424710						21.310595	-158.10339	081909046								ALOHA PETROLEUM		NO	DBELKNAP@ALOHAGAS.COM	
2013	TERMINAL MANAGER	KELVIN CHUN	96720LHPTR999KA	ALOHA PETROLEUM HILO  EAST TERMINAL	999 KALANAIANAOLE AVE	HILO	HAWAII	HI	967204749			ALOHA PETROLEUM HILO  EAST TERMINAL	999 KALANAIANAOLE AVE	HILO	HI		96720-4749	YES	NO	NO	NO	KELVIN CHUN	8089358288								424710						19.729701	-155.049511	081909046								ALOHA PETROLEUM		NO	KCHUN@ALOHAGAS.COM	
2013	TERMINAL MANAGER	DAVID BELKNAP	96817QLNHN789NN	ALOHA PETROLEUM HONOLULU TERMINAL	789 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817			ALOHA PETROLEUM HONOLULU TERMINAL	91-119 HANUA ST	KAPOLEI	HI		967071727	YES	NO	NO	NO	DAVID BELKNAP	8086734296	5171							424710						21.313366	-157.872694	081909046								ALOHA PETROLEUM		NO	DBELKNAP@ALOHAGAS.COM	
2013	DIRECTOR, EHS	JOETTE BAILEY-KEOWN	96707RYNLD91320	BALL METAL BEVERAGE CONTAINER CORP	91-320 KOMOHANA ST	KAPOLEI	HONOLULU	HI	96707			BALL METAL BEVERAGE CONTAINER CORP	9300 W 108TH CIR	BROOMFIELD	CO		800213682	YES	NO	NO	NO	SCOTT MCCARTY	3034605774	3411							332431						21.311415	-158.093615	091797480								BALL CORP	006419147	NO	SMCCARTY@BALL.COM	
2013	REGULATORY COMPLIANCE OFFICER	PATRICK IONA	96707BRWRN91291	BEI HAWAII  - BARBERS POINT	91-150  KAOMI LOOP	KAPOLEI	HONOLULU	HI	96707			BEI HAWAII  - BARBERS POINT	311 PACIFIC ST	HONOLULU	HI		96817	YES	NO	NO	NO	PATRICK IONA	8085356025	2819							325320	325314	325311	325312			21.305174	-158.112842	101471600								PHOENIX V LLC	101471600	NO	PIONA@BEIHAWAII.COM	
2013	REGULATORY COMPLIANCE OFFICER	PATRICK IONA	96817BRWRC311PA	BEI HAWAII  - IWILEI	311 PACIFIC ST	HONOLULU	HONOLULU	HI	968175089			BEI HAWAII  - IWILEI	311 PACIFIC ST	HONOLULU	HI		968175089	YES	NO	NO	NO	PATRICK IONA	8085356025	5169	5191						424690	325314					21.31481	-157.87147	101471600								PHOENIX V LLC	101471600	NO	PIONA@BEIHAWAII.COM	
2013	REGULATORY COMPLIANCE OFFICER	PATRICK IONA	96793BRWRN275EW	BEI HAWAII MAUI MAIN WAREHOUSE	300 PAKANA ST	WAILUKU	MAUI	HI	96793			BEI HAWAII MAUI MAIN WAREHOUSE	311 PACIFIC ST	HONOLULU	HI		96817	YES	NO	NO	NO	PATRICK IONA	8085356025	5169	5191						424690						20.852222	-156.497222	101471600								PHOENIX V LLC	101471600	NO	PIONA@BEIHAWAII.COM	
2013	TERMINAL MANAGER	WESLEY MCELHANNON	96817HNLLM777NN	CHEVRON HONOLULU TERMINAL MARI NE	777 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817			CHEVRON HONOLULU TERMINAL MARI NE	777 N NIMITZ HWY	HONOLULU	HI		96817	YES	NO	NO	NO	ELLEN COLLINS	9258425364	5171							424710						21.31321	-157.87218	081920324								CHEVRON CORP	001382555	NO	ECOLLINS@CHEVRON.COM	
2013	REFINERY MANAGER	ALAN DAVIS	96707CHVRN91480	CHEVRON PRODUCTS CO - HAWAII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	96707			CHEVRON PRODUCTS CO - HAWAII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HI		96707	YES	NO	NO	NO	ALBERT D. CHEE, JR.	8086822313	2911	2819						324110	325188					21.309854	-158.111997	009140559								CHEVRON CORP	001382555	NO	ALCHEE@CHEVRON.COM	
