REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
2007	PRESIDENT	HARRY DUGAS, JR.	705604DCRR4911S	4-D CORROSION CONTROL SPECIALISTS INC.	4911 S LEWIS ST	NEW IBERIA	IBERIA	LA	70560	4-D CORROSION CONTROL SPECIALISTS INC.	PO BOX 9589	NEW IBERIA	LA		70562	YES	NO	NO	NO	GWEN JOHNSON	3373672494	3479							332812						29.943087	-91.840836											NO		
1996	V.P. GEN. MGR.	RICHARD L. SOUDELIER	70343CDNSHLAHWY	ACADIAN SHIPYARD INC	723 HWY 24	BOURG	LAFOURCHE	LA	70343	ACADIAN SHIPYARD INC	PO BOX 298	BOURG	LA		70343	YES	NO	NO		RICHARD L SOUDELIER	5045944123	3731							336611						29.558928	-90.57827	020872511		LAD020872511								NO		
1997	GEN. MGR.	MARCEL BULLIARD	70508CDNBT700KA	ACADIANA BOTTLING CO. INC.	700 KALISTE SALOOM RD.	LAFAYETTE	LAFAYETTE	LA	70508	ACADIANA BOTTLING CO. INC.	P.O. BOX 53205	LAFAYETTE	LA		70505	YES	NO	NO				2086							312111						30.180971	-92.019286			LAD020854584								NO		
2002	TECHNICAL MANAGER	GARTH TAYLER	71045CMBRC3457H	ACME BRICK CO. DIXIE PLANT	3457 HWY. 792	JAMESTOWN	BIENVILLE	LA	71045	ACME BRICK CO.	2821 W. 7TH ST.	FORT WORTH	TX		76107	YES	NO	NO	NO	MIKE O'CONNOR	8173324101	3251							327121						32.367984	-93.21144	008018772				LAR00B913				ACME BRICK CO.	008018772	NO		
2002	PRESIDENT	JAMES MAC MAHON	71052CMTBFDESOT	ACME ROMAC INC.	325 LIBERTY LN. RTE. 171 DESOTO INDUSTRIAL PARK	MANSFIELD	DE SOTO	LA	71052	ACME ROMAC INC.	P.O. BOX 929	MANSFIELD	LA		71052-0929	YES	NO	NO	NO	GYORGY FULOP	3188722577	3317							331210						32.068889	-93.758333	037201035		LAD003723376						PREMIERE PIPE & TUBE GROUP INC.	037201035	NO		
1994	PRESIDENT	RAYMOND BORDELON	71301FCNDS3400R	AFCO INDUSTRIES INC	3400 ROY AVE	ALEXANDRIA	RAPIDES	LA	71307	AFCO INDUSTRIES INC	PO BOX 5085	ALEXANDRIA	LA		71307	YES	NO	NO		ALFRED MILLER	3184481651	3354	3471						331316						31.279836	-92.445734	862119771		LAD062119771		LAR00A961						NO		
2002	PLANT MANAGER	ROBYN S. DUHE'	70764BGTHRHWY1S	AIR LIQUIDE AMERICA  PLAQUEMINE ASU	57805 EVERGREEN RD	PLAQUEMINE	IBERVILLE	LA	707646720	AIR LIQUIDE AMERICA  PLAQUEMINE ASU	57805 EVERGREEN RD	PLAQUEMINE	LA		70764-6720	YES	NO	NO	NO	ROBYN S DUHE	2256854207	2813							325120						30.2422	-91.1967	120298914		LAD000632893		LA0050695						NO		
2004	PLANT MANAGER	MARCUS SAUCIER	70079BGTHRCEDAR	AIR LIQUIDE AMERICA CORP	211 CEDAR DR	NORCO	ST CHARLES	LA	70079	AIR LIQUIDE AMERICA CORP	PO BOX 336	NORCO	LA		70079	YES	NO	NO	NO	MARCUS SAUCIER	9857836995	2813							325120						30.436389	-91.177222	606067130		LAD094925351		LA0051764				AIR LIQUIDE AMERICA CORP	606067130	NO		
2001	PLANT MANAGER	BRIAN K. MARTINEZ	70669RLQDM1095P	AIR LIQUIDE AMERICA CORP	1091-A  PPG DR	WESTLAKE	CALCASIEU	LA	70669	AIR LIQUIDE AMERICA CORP	PO BOX 250	WESTLAKE	LA		70669	YES	NO	NO		BRIAN K MARTINEZ	3378826839	2813							325120						30.233333	-93.286667	073300303		LAR000033159								NO		
2007	SITE SUPERVISOR	KIRK MARCEAUX	70669RPRDC12TRU	AIR PRODUCTS & CHEMICALS IN C	102 TROUSDALE RD	WESTLAKE	CALCASIEU	LA	70669	AIR PRODUCTS & CHEMICALS IN C	102 TROUSDALE RD	WESTLAKE	LA		70669	YES	NO	NO	NO	KIRK J. MARCEAUX	3378822812	2813							325120						30.237617	-93.284	071461110										NO	MARCEAKJ@AIRPRODUCTS.COM	
