REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10/3/2014	
2013	CHIEF EXECUTIVE OFFICER	KIM VANDERMEULEN	04364LTRNT3BSUM	ALTERNATIVE MANUFACTURING INC	30 SUMMER ST SUITE B	WINTHROP	KENNEBEC	ME	04364			ALTERNATIVE MANUFACTURING INC	30 SUMMER ST SUITE B	WINTHROP	ME		04364	YES	NO	NO	NO	KIM VANDERMEULEN	2073779377	3672							334418						44.30881	-69.974975	168543952								ELECTRONIC SERVICES CORP OF AMERICA	168543952	NO	KVANDERMEULEN@ALTMFG.COM	
2013	GENERAL MANAGER	ROBERT FAIREY	04005VXTNT69LAN	AVX TANTALUM CORP	401 HILL ST	BIDDEFORD	YORK	ME	040054335			AVX TANTALUM CORP	401 HILL ST	BIDDEFORD	ME		04005-4335	YES	NO	NO	NO	ROBERT FAIREY	2072825111	3675							334416						43.46755	-70.47764	800194482								AVX CORP	058895921	NO	RFAIREY@AVXTANTALUM.COM	
2013	PLANT MANAGER	EDWARD SNOOK	04103BRNHM1BEAN	B&G FOODS NA INC (BURNHAM & MORRILL CO DIVISION)	1 BEANPOT CIR	PORTLAND	CUMBERLAND	ME	04103			B&G FOODS NA INC (BURNHAM & MORRILL CO DIVISION)	1 BEANPOT CIR	PORTLAND	ME		04103	YES	NO	NO	NO	SCOTT LERNER	9736306406	2033							311422	311612					43.678102	-70.254537	068049936								B&G FOODS INC	009269445	NO	SLERNER@BGFOODS.COM	
2013	MANAGER, ENVIRONMENTAL OPERATIONS	STEPHANIE CARVER	04530BTHRN700WA	BATH IRON WORKS	700 WASHINGTON ST	BATH	SAGADAHOC	ME	04530			BATH IRON WORKS	700 WASHINGTON ST	BATH	ME		04530	YES	NO	NO	NO	STEPHANIE CARVER	2074421274	3731							336611						43.908426	-69.815181	045953718								GENERAL DYNAMICS CORP	001381284	NO	STEPHANIE.CARVER@BIW.COM	
2013	MANAGER, ENVIRONMENTAL OPERATIONS	STEPHANIE CARVER	04011BTHRNROUTE	BATH IRON WORKS	RT ONE OLD BATH RD	BRUNSWICK	CUMBERLAND	ME	04011			BATH IRON WORKS	700 WASHINGTON ST	BATH	ME		04530	YES	NO	NO	NO	STEPHANIE CARVER	2074421274	3731							336611						43.91601	-69.885034	045953718								GENERAL DYNAMICS CORP	001381284	NO	STEPHANIE.CARVER@BIW.COM	
2013	PROCESS ENGINEER	JERROD BENTLEY	04210CSCDS586LE	CASCADES AUBURN FIBER INC	586 LEWISTON JUNCTION RD	AUBURN	ANDROSCOGGIN	ME	04210			CASCADES AUBURN FIBER INC	586 LEWISTON JUNCTION RD	AUBURN	ME		04210	YES	NO	NO	NO	CASCADES AUBURN FIBER	2077535300	2611							322121						44.044848	-70.29881					MER05A822				CASCADES INC		NO	AUBURNFIBER@CASCADES.COM	
2013	MANAGER, EHS&S	JACK MCCROSSIN	04116STHPR102ME	CITGO PETROLEUM CORP SOUTH PORTLAND TERMINAL	102 MECHANIC ST	SOUTH PORTLAND	CUMBERLAND	ME	04106			CITGO PETROLEUM CORP SOUTH PORTLAND TERMINAL	102 MECHANIC ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	FERNANDO GARAY	8324861489	5171							424710						43.635	-70.265556	859754004								CITGO PETROLEUM CORP	102417268	NO	FGARAY@CITGO.COM	
2013	PRESIDENT / CEO	JOHN ADELMAN	04074CMMRC2GIBS	CPRC GROUP LLC	70 PLEASANT HILL RD	SCARBOROUGH	CUMBERLAND	ME	04074			CPRC GROUP LLC	70 PLEASANT HILL RD	SCARBOROUGH	ME		04074	YES	NO	NO	NO	JIM HILTNER	2078833325	2951							423930						43.60532	-70.30631	019070812	021594992									NO	JHILTNER@CPCRS.COM	
2013	OPERATIONS  MANAGER	JOHN MAYHAN	04071DLCTRTOWER	DIELECTRIC LLC	22 TOWER RD	RAYMOND	CUMBERLAND	ME	04071			DIELECTRIC LLC	22 TOWER RD	RAYMOND	ME		04071	YES	NO	NO	NO	KEITH PELLETIER	2076558253	3663							334220						43.92808	-70.48633	006024129								SINCLAIR BROADCAST GROUP INC.	175516384	NO	KEITH.PELLETIER@DIELECTRIC.COM	
2013	FACILITY MANAGER	MIKE OBERLANDER	04250DNGLY119LI	DINGLEY PRESS	119 LISBON ST	LISBON	ANDROSCOGGIN	ME	042506005			DINGLEY PRESS	119 LISBON ST	LISBON	ME		04250-6005	YES	NO	NO	NO	MIKE OBERLANDER	2073534151	2752							323110						44.043039	-70.11458	037718483										NO	MIKE.OBERLANDER@DINGLEY.COM	
2013	PLANT MANAGER	RAYMOND DEGRASS	04861DRGNPUSROU	DRAGON PRODUCTS CO	107 NEW COUNTY RD	THOMASTON	KNOX	ME	04861			DRAGON PRODUCTS CO	PO BOX 191	THOMASTON	ME		04861	YES	NO	NO	NO	MICHAEL MARTUNAS	2075930147	3241							327310						44.08401	-69.157238									GIANT CEMENT HOLDING INC	869563304	NO	MIICHAEL.MARTUNAS@GCPV.COM	
2013	PLANT MANAGER	JOE HORNYAK	04401LDRCR448GR	ELDUR CORP	448 GRIFFIN RD	BANGOR	PENOBSCOT	ME	04401			ELDUR CORP	448 GRIFFIN RD	BANGOR	ME		04401	YES	NO	NO	NO	JOE HORNYAK	2079426592	3679							335110						44.81563	-68.818445	949012876								ELDUR AG SWITZERLAND		NO	JOSEPH.HORNYAK@DIETZEGROUP.COM	
2013	VICE PRESIDENT, OPERATIONS	JEFF WALLS	04240PHLPS1560L	ELMET TECHNOLOGIES INC	1560 LISBON ST	LEWISTON	ANDROSCOGGIN	ME	04240			ELMET TECHNOLOGIES INC	1560 LISBON ST	LEWISTON	ME		04240	YES	NO	NO	NO	JD WALLS	2073336208	3356	3641						331491	335110					44.071632	-70.171461	138923573										NO	JDWALLS@ELMETTECH.COM	
2013	PLANT MANAGER	SHAWN MARSH	04073CYRNDINDUS	EVONIK CYRO LLC	1796 MAIN ST	SANFORD	YORK	ME	04073			EVONIK CYRO LLC	1796 MAIN ST	SANFORD	ME		04073	YES	NO	NO	NO	SHAWN MARSH	2074904330	3081	2821						326113						43.4042	-70.711132	040249096								EVONIK INDUSTRIES	068209295	NO	SHAWN.MARSH@EVONIK.COM	
2013	VICE PRESIDENT	J NEY	04073XPNDDONERI	EXPANDED RUBBER PRODUCTS INC	81 INDUSTRIAL AVE	SANFORD	YORK	ME	04073			EXPANDED RUBBER PRODUCTS INC	PO BOX  1070	SANFORD	ME		04073	YES	NO	NO	NO	CLAYTON NEY JR	2073248226	3069							326299						43.40298	-70.69818	044119162								EXPANDED RUBBER PRODUCTS INC	044119162	NO	CLAYTONNEY@EXPANDEDRUBBERPRODUCTS.COM	
2013	ENVIRONMENTAL, HEALTH AND SAFETY MANAGER	MICHAEL VAIL	04106NTNLS333WE	FAIRCHILD SEMICONDUCTOR CORP	333 WESTERN AVE	SOUTH PORTLAND	CUMBERLAND	ME	04106			FAIRCHILD SEMICONDUCTOR CORP	333 WESTERN AVE	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	JULIE MOODIE	2077613127	3674							334413						43.640687	-70.325903	004895751								FAIRCHILD SEMICONDUCTOR CORP	004895751	NO	JULIE.MOODIE@FAIRCHILDSEMI.COM	
2013	HSEP SPECIALIST	RALPH STEVENS	04005FBRMT5MORI	FIBER MATERIALS INC	5 MORIN ST	BIDDEFORD	YORK	ME	04005			FIBER MATERIALS INC	5 MORIN ST	BIDDEFORD	ME		04005	YES	NO	NO	NO	JENNIFER BEEDY	2072825911	3764	3624						335991						43.46	-70.48	048268890								GRAFTECH INTERNATIONAL LTD	877176578	NO	JCBEEDY@FIBERMATERIALSINC.COM	
