REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10/3/2014	
2013	DIRECTOR CORPORATE ENVIRONMENTAL	JOHN HOWARD	7054WDCKXX2254S	193 DOCK	2254 S TALENS LANDING RD	GUEYDAN	VERMILION	LA	70542			193 DOCK	PO BOX 191	KILGORE	TX		75663	YES	NO	NO	NO	NATHAN KAUFHOLD	7135021686								424710						30.037596	-92.637763									MARTIN OPERATING PTNR LP	829943989	NO	NATHAN.KAUFHOLD@MARTINMLP.COM	
2013	VP - CFO	LENORA KRIELOW	70525BLNTR124HW	ABL INDUSTRIES LLC	1024 HWY 343	CHURCH POINT	ST LANDRY	LA	70525			ABL INDUSTRIES LLC	PO BOX 850	SCOTT	LA		70583	YES	NO	NO	NO	LENORA KRIELOW	3376684800								332812						30.321311	-92.140957											NO	LKRIELOW@ABLINDUSTRIES.ORG	
2013	PRESIDENT	GLYNN HEBERT	7051WCDNCN1712W	ACADIAN CONTRACTORS INC	17102 W HWY 330	ABBEVILLE	VERMILION	LA	70510			ACADIAN CONTRACTORS INC	PO BOX 1608	ABBEVILLE	LA		70511	YES	NO	NO	NO	GLYNN HEBERT	3378936397								237120						29.902985	-92.111514	065511065								ACADIAN CONTRACTORS INC.	065511065	NO	GLYNN-HEBERT@ACADIANCONTRACTORS.COM	
2013	SVP OF ENVIRONMENTAL AND EXTERNAL AFFAIRS	SHEILA GLESMANN	7101WDCRBN21RED	ADA CARBON SOLUTIONS (RED RIVER) LLC	201 RED RIVER MINE RD	COUSHATTA	RED RIVER	LA	71019			ADA CARBON SOLUTIONS (RED RIVER) LLC	4160 W CANAL COURT, SUITE 100	LITTLETON	CO		80120	YES	NO	NO	NO	SHEILA GLESMANN	4105445292								325998						32.005405	-93.387829									ADA CARBON SOLUTIONS LLC	833125011	NO	SHEILA.GLESMANN@ADA-CS.COM	
2013	PRODUCTION MANAGER	DAVID WHITE	70726DLLCM9813J	ADELL COMPOUNDING	9813 JC SUMMERS LN	DENHAM SPRINGS	LIVINGSTON	LA	70726			ADELL COMPOUNDING	30128 EDEN CHURCH RD	DENHAM SPRINGS	LA		70726	YES	NO	NO	NO	DAVID WHITE	2256647653								325991						30.487029	-90.92627	003065224								ADELL PLASTICS	003065224	NO	DWHITE@ADELLPLAS.COM	
2013	SITE SUPERINTENDENT	GARY SENIOR	7007WRPRDC14885	AIR PRODUCTS & CHEMCIALS INC - NORCO SMR	14885 AIRLINE HWY	NORCO	ST CHARLES	LA	70079			AIR PRODUCTS & CHEMCIALS INC - NORCO SMR	14885 AIRLINE HWY	NORCO	LA		70079	YES	NO	NO	NO	GARY SENIOR	9857641049								325120								833130409								AIR PRODUCTS & CHEMICALS INC.	833130409	NO	SENIORG@AIRPRODUCTS.COM	
2013	PORT ARTHUR SITE MANAGER	THOMAS HELLER	70669RPRDC12TRU	AIR PRODUCTS & CHEMICALS IN C	102 TROUSDALE RD	WESTLAKE	CALCASIEU	LA	70669			AIR PRODUCTS & CHEMICALS IN C	102 TROUSDALE RD	WESTLAKE	LA		70669	YES	NO	NO	NO	THOMAS J. HELLER	4099828600	2813							325120						30.237362	-93.285908	071461110								AIR PRODUCTS & CHEMICALS INC		NO	HELLERTJ@AIRPRODUCTS.COM	
2013	LOUISIANA DOWNRIVER SITE MANAGER	DAN DILLER	70129RPRDC14700	AIR PRODUCTS & CHEMICALS INC ( NEW ORLEANS LA FACILITY)	14700 INTRACOASTAL DR	NEW ORLEANS	ORLEANS	LA	70129			AIR PRODUCTS & CHEMICALS INC ( NEW ORLEANS LA FACILITY)	14700 INTRACOASTAL DR	NEW ORLEANS	LA		70129	YES	NO	NO	NO	DAN DILLER	5042541590	2813	5169						325120						30.029033	-89.900517	041222365								AIR PRODUCTS & CHEMICALS INC	003001070	NO	DILLERDJ@AIRPRODUCTS.COM	
2013	SITE SUPERVISOR	BARRY BERGERON	70723RPRDC1759C	AIR PRODUCTS & CHEMICALS INC - CONVENT SMR	10759 CONVENT WAY	CONVENT	ST JAMES	LA	70723			AIR PRODUCTS & CHEMICALS INC - CONVENT SMR	10759 CONVENT WAY	CONVENT	LA		70723	YES	NO	NO	NO	BARRY BERGERON	2255623778								325120						30.10817	-90.88404	624115189								AIR PRODUCTS & CHEMICALS INC	003001070	NO	BERGERBJ@AIRPRODUCTS.COM	
2013	SITE SUPERVISOR	WALLACE WEST	7005WRPRDC4663W	AIR PRODUCTS & CHEMICALS INC - GARYVILLE SMR	4663 W AIRLINE HWY (WITHIN MARATHON PETROLEUM CO. LLC)	GARYVILLE	ST JOHN THE BAPTIST	LA	70051			AIR PRODUCTS & CHEMICALS INC - GARYVILLE SMR	4663 W AIRLINE HWY (WITHIN MARATHON PETROLEUM CO. LLC)	GARYVILLE	LA		70051	YES	NO	NO	NO	JIM JOUBERT	9853513457								325120						30.0763	-90.595736	833130409								AIR PRODUCTS & CHEMICALS INC	833130409	NO	JOUBERJM@AIRPRODUCTS.COM	
2013	SITE SUPERINTENDENT	GARY SENIOR	7007WRPRDC1251B	AIR PRODUCTS & CHEMICALS INC LULING SMR	12501 B RIVER RD	LULING	ST CHARLES	LA	70070			AIR PRODUCTS & CHEMICALS INC LULING SMR	12501 B RIVER RD	LULING	LA		70070	YES	NO	NO	NO	REBECCA RADOSTA	5042541590								325120						29.921746	-90.350852	948929950								AIR PRODUCTS & CHEMICALS INC.	948929950	NO	WHALEYRM@AIRPRODUCTS.COM	
2013	SITE SUPERVISOR	KEVIN OTWELL	7080WRPRDC2GULF	AIR PRODUCTS - BATON ROUGE SMR	2 GULF STATES UTILITY RD	BATON ROUGE	EAST BATON ROUGE	LA	708052709			AIR PRODUCTS - BATON ROUGE SMR	PO BOX 52709	BATON ROUGE	LA		708092709	YES	NO	NO	NO	JEFFREY B.BELLELO	2253554613								325120						30.493536	-91.187226	962884123								AIR PRODUCTS & CHEMICALS INC	003001070	NO	BELLELJB@AIRPRODUCTS.COM	
2013	PLANT MANAGER	ARTIS WILLIAMS	70084LCLC 430NO	AIR PRODUCTS PERFORMANCE MANUFACTURING INC	474 W 19TH ST	RESERVE	ST JOHN THE BAPTIST	LA	70084			AIR PRODUCTS PERFORMANCE MANUFACTURING INC	474 W 19TH ST	RESERVE	LA		70084	YES	NO	NO	NO	BILL ROSENZWEIG	9855369125	2843							325613						30.07159	-90.574532									AIR PRODUCTS & CHEMICALS INC	833130409	NO	ROSENZWA@AIRPRODUCTS.COM	
2013	DIRECTOR, DOT COMPLIANCE	DAVID GIBBS	70734RGSGL35114	AIRGAS USA LLC	35114 HWY 30	GEISMAR	ASCENSION	LA	707343408			AIRGAS USA LLC	31 N PEORIA AVE	TULSA	OK		741201633	YES	NO	NO	NO	BRANDON KETCHER	9182956214	5169	2813						424690						30.23019	-91.01912	168167799								AIRGAS INC.	024492860	NO	BRANDON.KETCHER@AIRGAS.COM	
2013	PLANT MANAGER	KARL MEYER	70805LBMRLGULFS	ALBEMARLE CORP	GULF STATES RD AT KCS RAILROAD	BATON ROUGE	EAST BATON ROUGE	LA	70805			ALBEMARLE CORP	PO BOX 341	BATON ROUGE	LA		708210341	YES	NO	NO	NO	K. W. MEYER	2253592295	2869							325199	325188					30.49375	-91.17874	825080096								ALBEMARLE CORP	825080096	NO	KARL.MEYER@ALBEMARLE.COM	
2013	PLANT MANAGER	KEN GARDNER	71457LLNCC100IN	ALLIANCE COMPRESSORS	100 INDUSTRIAL DR	NATCHITOCHES	NATCHITOCHES	LA	71457			ALLIANCE COMPRESSORS	100 INDUSTRIAL DR	NATCHITOCHES	LA		71457	YES	NO	NO	NO	KEN GARDNER	3183564500	3585							333415						31.72427	-93.0859	849369491								EMERSON ELECTRIC CO	849369491	NO	KEN.GARDNER@EMERSON.COM	
2013	ENVIRONMENTAL MGR.	TIM ADAMOWICZ	70737RMTCRLAHWY	ALMATIS BURNSIDE INC	41237 HWY 22	BURNSIDE	ASCENSION	LA	70738			ALMATIS BURNSIDE INC	PO BOX 1629	GONZALES	LA		707071629	YES	NO	NO	NO	TIM ADAMOWICZ	2254741682	2819							331313	331311					30.131588	-90.91982											NO	TIM.ADAMOWICZ@ORMET.COM	
