REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	AIRGAS PIONEER ROAD	CATHY GARNER	84104RGSPN1211S	AIRGAS PIONEER RD	1211 S PIONEER RD	SALT LAKE CITY	SALT LAKE	UT	841043718	AIRGAS PIONEER RD	3415 S 700 W	SALT LAKE CITY	UT		841194140	YES	NO	NO	NO	CATHY GARNER	8012885015	5169							424690						40.74307	-111.95802	868306952								AIRGAS INC	024492860	NO	CATHY.GARNER@AIRGAS.COM	
2011	CORPORATE EHS MANAGER	PAUL THURBER	84059MCKLM212N1	ALABAMA METAL INDUSTRIES CORP	212 N 1330 W	OREM	UTAH	UT	84057	ALABAMA METAL INDUSTRIES CORP	PO BOX 1720	OREM	UT		84057	YES	NO	NO	NO	PAUL THURBER	2057872611	3441							332323						40.30113	-111.72743									GIBRALTAR INDUSTRIES INC		NO	PTHURBER@GIBRALTAR1.COM	
2011	CORPORATE EHS MANAGER	PAUL THURBER	84059MCKLM212N1	ALABAMA METAL INDUSTRIES CORP	212 N 1330 W	OREM	UTAH	UT	84057	ALABAMA METAL INDUSTRIES CORP	PO BOX 1720	OREM	UT		84057	YES	NO	NO	NO	PAUL THURBER	2057872611	3441							332323						40.30113	-111.72743									GIBRALTAR INDUSTRIES INC		NO	PTHURBER@GIBRALTAR1.COM	
2011	CHIEF SCIENCE OFFICER	STEPHEN ASHMEAD	8401WLBNCL11NMA	ALBION CLEARFIELD	101 N MAIN ST	CLEARFIELD	WEBER	UT	840152243	ALBION CLEARFIELD	101 N MAIN ST	CLEARFIELD	UT		84015-2243	YES	NO	NO	NO	ROBERT KREITLOW	8017734631								339999						41.11563	-112.02606	624857249								ALBION GROUP	624857249	NO	BKREITLOW@ALBIONMINERALS.COM	
2011	CHIEF SCIENCE OFFICER	STEPHEN ASHMEAD	84401LBNMF2774S	ALBION MANUFACTURING TECHNOLOGIES	2774 S 1760 W	OGDEN	WEBER	UT	84401	ALBION MANUFACTURING TECHNOLOGIES	2774 S 1760 W	OGDEN	UT		84401	YES	NO	NO	NO	MIKE BRAILSFORD	8016272627	2099							311999						41.21491	-112.02248									ALBION GROUP	624857249	NO	MBRAILSFORD@ALBIONMINERALS.COM	
2011	VP/GENERAL MANAGER	PAUL KAMNIKAR	84054MCR  333SR	AMCOR MASONRY PRODUCTS	333 S REDWOOD RD	NORTH SALT LAKE	DAVIS	UT	84054	AMCOR MASONRY PRODUCTS	333 S REDWOOD RD	NORTH SALT LAKE	UT		84054	YES	NO	NO	NO	MICHAEL WARD	8014201287	3271							327331						40.837098	-111.93433	037176591								OLDCASTLE INC	037176591	NO	MICHAEL.WARD@OLDCASTLE.COM	
2011	V.P. GENERAL MANAGER	DAVE THAYER	84720MRCNZ10622	AMERICAN PACIFIC CORP UTAH OPERATIONS	10622 W 6400 N	CEDAR CITY	IRON	UT	84721	AMERICAN PACIFIC CORP UTAH OPERATIONS	10622 W 6400 N	CEDAR CITY	UT		84721	YES	NO	NO	NO	FRANK CASPERSON	4358655000	2819							325188						37.795127	-113.128931	077585024								AMERICAN PACIFIC CORP		NO	FCASPERSON@APFC.COM	
2011	V.P. GENERAL MANAGER	DAVE THAYER	84720MRCNZ10622	AMERICAN PACIFIC CORP UTAH OPERATIONS	10622 W 6400 N	CEDAR CITY	IRON	UT	84721	AMERICAN PACIFIC CORP UTAH OPERATIONS	10622 W 6400 N	CEDAR CITY	UT		84721	YES	NO	NO	NO	FRANK CASPERSON	4358655000	2819							325188						37.795127	-113.128931	077585024								AMERICAN PACIFIC CORP		NO	FCASPERSON@APFC.COM	
2011	V.P. GENERAL MANAGER	DAVE THAYER	84720MRCNZ10622	AMERICAN PACIFIC CORP UTAH OPERATIONS	10622 W 6400 N	CEDAR CITY	IRON	UT	84721	AMERICAN PACIFIC CORP UTAH OPERATIONS	10622 W 6400 N	CEDAR CITY	UT		84721	YES	NO	NO	NO	FRANK CASPERSON	4358655000	2819							325188						37.795127	-113.128931	077585024								AMERICAN PACIFIC CORP		NO	FCASPERSON@APFC.COM	
2011	V.P. GENERAL MANAGER	DAVE THAYER	84720MRCNZ10622	AMERICAN PACIFIC CORP UTAH OPERATIONS	10622 W 6400 N	CEDAR CITY	IRON	UT	84721	AMERICAN PACIFIC CORP UTAH OPERATIONS	10622 W 6400 N	CEDAR CITY	UT		84721	YES	NO	NO	NO	FRANK CASPERSON	4358655000	2819							325188						37.795127	-113.128931	077585024								AMERICAN PACIFIC CORP		NO	FCASPERSON@APFC.COM	
2011	V.P. GENERAL MANAGER	DAVE THAYER	84720MRCNZ10622	AMERICAN PACIFIC CORP UTAH OPERATIONS	10622 W 6400 N	CEDAR CITY	IRON	UT	84721	AMERICAN PACIFIC CORP UTAH OPERATIONS	10622 W 6400 N	CEDAR CITY	UT		84721	YES	NO	NO	NO	FRANK CASPERSON	4358655000	2819							325188						37.795127	-113.128931	077585024								AMERICAN PACIFIC CORP		NO	FCASPERSON@APFC.COM	
