REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
2006	PRESIDENT	IAN FISHMAN	92507220LB2375T	220 LABORATORIES	2375 THIRD ST	RIVERSIDE	RIVERSIDE	CA	92507	220 LABORATORIES	2375 THIRD ST	RIVERSIDE	CA		92507	YES	NO	NO	NO	IAN FISHMAN	9516832912	2844							325620						33.982984	-117.360643											NO		
2001	EHS MANAGER	ALLANA BINDI	95052CMCRP5400B	3COM CORP	5400 BAYFRONT PLAZA	SANTA CLARA	SANTA CLARA	CA	95052	3COM CORP	5400 BAYFRONT PLAZA	SANTA CLARA	CA		95052	NO	NO	NO		ALLANA BINDI	4083262095	3661							334119						37.41064	-121.982305	099956906		CAL000040687								NO		
2007	PLANT MANAGER	CAROLE BEESLEY	91719M    8500M	3M CO - CORONA	18750 MINNESOTA RD	CORONA	RIVERSIDE	CA	92881	3M CO - CORONA	18750 MINNESOTA RD	CORONA	CA		92881	YES	NO	NO	NO	CAROLE BEESLEY	9517373441	3295							212319						33.846303	-117.511451	008276214								3M CO	006173082	NO	EPCRA@MMM.COM	
2006	MANUFACTURING OPERATIONS MANAGER	ANGELICA BODNAR	92713MSRGC17132	3M CO - IRVINE SURGICAL	17132 PULLMAN ST	IRVINE	ORANGE	CA	92614	3M CORONA	18750 MINNESOTA RD	CORONA	CA		92881	YES	NO	NO	NO	ROBERTA REED	9517373441	3842							339113						33.703466	-117.856345	028213940								3M CO	006173082	NO		
2007	PLANT MANAGER	BOB PALMER	91016M    1601S	3M CO - MONROVIA TAPE	1601 S SHAMROCK AVE	MONROVIA	LOS ANGELES	CA	910164248	3M CO - MONROVIA TAPE	1601 S SHAMROCK AVE	MONROVIA	CA		91016-4248	YES	NO	NO	NO	BOB PALMER	6265744317	2295	3069	3497					313320	332999	326299				34.134257	-117.990746	093995496								3M CO	006173082	NO	EPCRA@MMM.COM	
2007	PLANT MANAGER	DENA ROBERTSON	91324MRKR 19901	3M CO - NORTHRIDGE	19901 NORDHOFF ST	NORTHRIDGE	LOS ANGELES	CA	91324	3M CO - NORTHRIDGE	19901 NORDHOFF ST	NORTHRIDGE	CA		91324	YES	NO	NO	NO	DENA ROBERTSON	8183411300	2834							325412						34.231847	-118.567792	128688199								3M CO	006173082	NO	EPCRA@MMM.COM	
1990	PLANT ENGINEER	D. D. SMITH	95926MLCTR890FO	3M CO ELECTRONIC PRODUCTS DIV	890 FORTRESS ST.	CHICO	BUTTE	CA	95926	3M CO ELECTRONIC PRODUCTS DIV	890 FORTRESS ST.	CHICO	CA		95926	YES	NO	NO		D. D. SMITH	9168935010	3678							334417						39.800337	-121.851897	006173082		CAD981369846						3M CO INC	006173082	NO		
2007	PLANT MANAGER	BETH LAROCK	92345TPCNC8981S	3M OAK HILLS	8981 STATE HWY 395	HESPERIA	SAN BERNARDINO	CA	92345	3M OAK HILLS	8981 STATE HWY 395	OAK HILLS	CA		92344	YES	NO	NO	NO	BETH LAROCK	7609494204	3291	2295	2297	2299	3082			327910	313230					34.413611	-117.398611									3M		NO	BELAROCK@MMM.COM	
2007	PLANT ENGINEERING/EHS MANAGER	STEPHEN MARANO	91016NTKMC2724S	3M UNITEK CORP	2724 S PECK RD	MONROVIA	LOS ANGELES	CA	91016	3M UNITEK CORP	2724 S PECK RD	MONROVIA	CA		91016	YES	NO	NO	NO	STEPHEN MARANO	6265744761	3843							339114						34.116618	-118.003946	008256356								3M CO	006173082	NO	SMARANO@MMM.COM	
2007	PLANT MANAGER	TONY BRUNO	94547BDCST900AL	A & B DIE CASTING	900 ALFRED NOBEL DR	HERCULES	CONTRA COSTA	CA	94547	A & B DIE CASTING	900 ALFRED NOBEL DR	HERCULES	CA		94547	YES	NO	NO	NO	HEMPHILL, GREEN & ASSOCIATES	9516580114	3363	3364						331521						38.022597	-122.27713											NO	AGOODRICH@HEMPHILLGREEN.COM	
1998	PRESIDENT	ROBERT DATHE	94710BDCST1417F	A & B DIE CASTING	1417 4TH ST	BERKELEY	ALAMEDA	CA	94710	A & B DIE CASTING	1417 4TH ST	BERKELEY	CA		94710	YES	NO	NO		HEMPHILL GREEN & ASSOCIATES	9096580114	3363	3364						331521						37.876981	-122.302947	009200957		CAL000023741								NO		
2007	PRESIDENT	ADRIAN LLANO	92376FNTNM22WLW	A & F MARBLE	2020 W LOWELL ST	RIALTO	SAN BERNARDINO	CA	92376	A & F MARBLE	2020 W LOWELL ST	RIALTO	CA		92376	YES	NO	NO	NO	DERMOT KERIN	3193936336	3089							326199						34.1524	-117.4071											NO	NA	
1990	PRESIDENT	WILLIAM B. BERRY	90038SCSCN1111N	A & S CASE CO INC	1111 N GORDON ST	LOS ANGELES	LOS ANGELES	CA	90038	A & S CASE CO INC	5260 VINELAND AVE	INVALID	CA		91601	YES	NO	NO		WILLIAM B BERRY	2134666181	3999	2449						321920						34.09097	-118.320077	040348518										NO		
2002	PRESIDENT	FRANK LEE	90058BRSS 2052E	A BRASS FOUNDRY INC	2052 E VERNON AVE	VERNON	LOS ANGELES	CA	90058	A BRASS FOUNDRY INC	2052 E VERNON AVE	VERNON	CA		90058	YES	NO	NO	NO	FRANK LEE	2132311101	3369							331528						34.00398	-118.233621											NO		
2007	PRESIDENT	ROBERT PERRINE	95828CNCRT8272B	A&A CONCRETE SUPPLY INC SACRAMENTO PLANT	8272 BERRY AVE	SACRAMENTO	SACRAMENTO	CA	95828	A&A CONCRETE SUPPLY INC SACRAMENTO PLANT	8272 BERRY AVE	SACRAMENTO	CA		95828	NO	NO	NO	NO	DANIEL K. BARBER	5308232156	3273							327320						38.505	-121.397222	858635808				CAS000001				A&A READY MIX. INC	945088227	NO		
2007	PRESIDENT	ROBERT PERRINE	95215CNCRT435EM	A&A CONCRETE SUPPLY INC STOCKTON PLANT	4035 E MARIPOSA RD	STOCKTON	SAN JOAQUIN	CA	95215	A&A CONCRETE SUPPLY INC STOCKTON PLANT	8272 BERRY AVE	SACRAMENTO	CA		95828	NO	NO	NO	NO	DANIEL K. BARBER	5308232156	3273							327320						37.931667	-121.222222	858635808		CAL000266391		CAS000001				A&A READY MIX. INC	945088227	NO		
2007	PRESIDENT	ROBERT PERRINE	95377CNCRT125WL	A&A CONCRETE SUPPLY INC TRACY PLANT	10250 W LINNE RD	TRACY	SAN JOAQUIN	CA	95377	A&A CONCRETE SUPPLY INC TRACY PLANT	8272 BERRY AVE	SACRAMENTO	CA		95828	NO	NO	NO	NO	DANIEL K. BARBER	5308232156	3273							327320						37.695833	-121.430555	858635808		CAL000266395		CAS000001				A&A READY MIX. INC	945088227	NO		
1999		BOB THOMAS	95050PLTNG2655L	A-1 PLATING	2655 LAFAYETTE ST	SANTA CLARA	SANTA CLARA	CA	95050	A-1 PLATING	2655 LAFAYETTE ST	SANTA CLARA	CA		95050	YES	NO	NO		BOB THOMAS	4087276111	3471							332813						37.369167	-121.950276			CAD088835475								NO		
2002	GENERAL MANAGER	CLIFF MEEKS	91504HPLTN1837N	A-H PLATING	1837 N VICTORY PLACE	BURBANK	LOS ANGELES	CA	91504	A-H PLATING	2117 EMPIRE AVE	BURBANK	CA		91504	YES	NO	NO	NO	RUEL GREY	8188451897	3471							332813						34.192512	-118.32997	098627714		CAD098627714								NO		
1988	SALES & MARKETING MANAGER	CHRIS T. MCLEOD	90058JLYNC4560E	A. J. LYNCH & CO.	4560 E. 50TH ST.	VERNON	LOS ANGELES	CA	90058	A. J. LYNCH & CO.	4560 E. 50TH ST.	VERNON	CA		90058	NO	YES	NO		GARY E. WYGANT	2167652558	2819							325188						33.99684	-118.196326	053019298								ALCAN ALUMINUM CORP.	001504935	NO		
2001	PRESIDENT	BOB MCBRIDE	93307CPLTN317MT	A.C. PLATING	317 MT. VERNON AVE.	BAKERSFIELD	KERN	CA	93307	A.C. PLATING	317 MT. VERNON AVE.	BAKERSFIELD	CA		93307	YES	NO	NO	NO	BOB MCBRIDE	6613245454	3471							332813						35.358013	-118.967449			CAD008390247						S.U.M., INC.		NO		
