REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	EHS SPECIALIST	CHARLES BONE	65201MCLMB5400R	3M CO - COLUMBIA	5400 RT B, PO BOX 1228	COLUMBIA	BOONE	MO	652051228	3M CO - COLUMBIA	5400 RT B, PO BOX 1228	COLUMBIA	MO		65205-1228	YES	NO	NO	NO	CHARLES BONE	5734748521	3674	3672	3678	3827				334111						39.00886	-92.27361	054950670								3M CO	006173082	NO	EPCRA@MMM.COM	
2011	EHS SPECIALIST	CHARLES BONE	65201MCLMB5400R	3M CO - COLUMBIA	5400 RT B, PO BOX 1228	COLUMBIA	BOONE	MO	652051228	3M CO - COLUMBIA	5400 RT B, PO BOX 1228	COLUMBIA	MO		65205-1228	YES	NO	NO	NO	CHARLES BONE	5734748521	3674	3672	3678	3827				334111						39.00886	-92.27361	054950670								3M CO	006173082	NO	EPCRA@MMM.COM	
2011	EHS SPECIALIST	CHARLES BONE	65201MCLMB5400R	3M CO - COLUMBIA	5400 RT B, PO BOX 1228	COLUMBIA	BOONE	MO	652051228	3M CO - COLUMBIA	5400 RT B, PO BOX 1228	COLUMBIA	MO		65205-1228	YES	NO	NO	NO	CHARLES BONE	5734748521	3674	3672	3678	3827				334111						39.00886	-92.27361	054950670								3M CO	006173082	NO	EPCRA@MMM.COM	
2011	PLANT MANAGER	DAVID ROBINSON	64772MNVDPHIGHW	3M CO - NEVADA	2120 E AUSTIN BLVD	NEVADA	VERNON	MO	647720327	3M CO - NEVADA	PO BOX 327	NEVADA	MO		647720327	YES	NO	NO	NO	DAVID ROBINSON	4176677851	3081	2672	3861					326113						37.829306	-94.331722	057894321								3M CO	006173082	NO	EPCRA@MMM.COM	
2011	PLANT MANAGER	DAVID ROBINSON	64772MNVDPHIGHW	3M CO - NEVADA	2120 E AUSTIN BLVD	NEVADA	VERNON	MO	647720327	3M CO - NEVADA	PO BOX 327	NEVADA	MO		647720327	YES	NO	NO	NO	DAVID ROBINSON	4176677851	3081	2672	3861					326113						37.829306	-94.331722	057894321								3M CO	006173082	NO	EPCRA@MMM.COM	
2011	PLANT MANAGER	DAVID ROBINSON	64772MNVDPHIGHW	3M CO - NEVADA	2120 E AUSTIN BLVD	NEVADA	VERNON	MO	647720327	3M CO - NEVADA	PO BOX 327	NEVADA	MO		647720327	YES	NO	NO	NO	DAVID ROBINSON	4176677851	3081	2672	3861					326113						37.829306	-94.331722	057894321								3M CO	006173082	NO	EPCRA@MMM.COM	
2011	PLANT MANAGER	DAVID ROBINSON	64772MNVDPHIGHW	3M CO - NEVADA	2120 E AUSTIN BLVD	NEVADA	VERNON	MO	647720327	3M CO - NEVADA	PO BOX 327	NEVADA	MO		647720327	YES	NO	NO	NO	DAVID ROBINSON	4176677851	3081	2672	3861					326113						37.829306	-94.331722	057894321								3M CO	006173082	NO	EPCRA@MMM.COM	
2011	PLANT MANAGER	DAVID ROBINSON	64772MNVDPHIGHW	3M CO - NEVADA	2120 E AUSTIN BLVD	NEVADA	VERNON	MO	647720327	3M CO - NEVADA	PO BOX 327	NEVADA	MO		647720327	YES	NO	NO	NO	DAVID ROBINSON	4176677851	3081	2672	3861					326113						37.829306	-94.331722	057894321								3M CO	006173082	NO	EPCRA@MMM.COM	
2011	PLANT MANAGER	DAVID ROBINSON	64772MNVDPHIGHW	3M CO - NEVADA	2120 E AUSTIN BLVD	NEVADA	VERNON	MO	647720327	3M CO - NEVADA	PO BOX 327	NEVADA	MO		647720327	YES	NO	NO	NO	DAVID ROBINSON	4176677851	3081	2672	3861					326113						37.829306	-94.331722	057894321								3M CO	006173082	NO	EPCRA@MMM.COM	
2011	PLANT MANAGER	DAVID ROBINSON	64772MNVDPHIGHW	3M CO - NEVADA	2120 E AUSTIN BLVD	NEVADA	VERNON	MO	647720327	3M CO - NEVADA	PO BOX 327	NEVADA	MO		647720327	YES	NO	NO	NO	DAVID ROBINSON	4176677851	3081	2672	3861					326113						37.829306	-94.331722	057894321								3M CO	006173082	NO	EPCRA@MMM.COM	
2011	PLANT MANAGER	DAVID ROBINSON	64772MNVDPHIGHW	3M CO - NEVADA	2120 E AUSTIN BLVD	NEVADA	VERNON	MO	647720327	3M CO - NEVADA	PO BOX 327	NEVADA	MO		647720327	YES	NO	NO	NO	DAVID ROBINSON	4176677851	3081	2672	3861					326113						37.829306	-94.331722	057894321								3M CO	006173082	NO	EPCRA@MMM.COM	
2011	PLANT MANAGER	DAVID ROBINSON	64772MNVDPHIGHW	3M CO - NEVADA	2120 E AUSTIN BLVD	NEVADA	VERNON	MO	647720327	3M CO - NEVADA	PO BOX 327	NEVADA	MO		647720327	YES	NO	NO	NO	DAVID ROBINSON	4176677851	3081	2672	3861					326113						37.829306	-94.331722	057894321								3M CO	006173082	NO	EPCRA@MMM.COM	
2011	PLANT MANAGER	DAVID ROBINSON	64772MNVDPHIGHW	3M CO - NEVADA	2120 E AUSTIN BLVD	NEVADA	VERNON	MO	647720327	3M CO - NEVADA	PO BOX 327	NEVADA	MO		647720327	YES	NO	NO	NO	DAVID ROBINSON	4176677851	3081	2672	3861					326113						37.829306	-94.331722	057894321								3M CO	006173082	NO	EPCRA@MMM.COM	
2011	PLANT MANAGER	SYLVIA PROPPS	65802M    3211E	3M CO - SPRINGFIELD	3211 E CHESTNUT EXPY	SPRINGFIELD	GREENE	MO	658022540	3M CO - SPRINGFIELD	3211 E CHESTNUT EXPY	SPRINGFIELD	MO		65802-2540	YES	NO	NO	NO	SYLVIA T. PROPPS	4178693501	2891							325520						37.213097	-93.228012	043937895								3M CO	006173082	NO	EPCRA@MMM.COM	
2011	PLANT MANAGER	SYLVIA PROPPS	65802M    3211E	3M CO - SPRINGFIELD	3211 E CHESTNUT EXPY	SPRINGFIELD	GREENE	MO	658022540	3M CO - SPRINGFIELD	3211 E CHESTNUT EXPY	SPRINGFIELD	MO		65802-2540	YES	NO	NO	NO	SYLVIA T. PROPPS	4178693501	2891							325520						37.213097	-93.228012	043937895								3M CO	006173082	NO	EPCRA@MMM.COM	
2011	PLANT MANAGER	SYLVIA PROPPS	65802M    3211E	3M CO - SPRINGFIELD	3211 E CHESTNUT EXPY	SPRINGFIELD	GREENE	MO	658022540	3M CO - SPRINGFIELD	3211 E CHESTNUT EXPY	SPRINGFIELD	MO		65802-2540	YES	NO	NO	NO	SYLVIA T. PROPPS	4178693501	2891							325520						37.213097	-93.228012	043937895								3M CO	006173082	NO	EPCRA@MMM.COM	
2011	PLANT MANAGER	SYLVIA PROPPS	65802M    3211E	3M CO - SPRINGFIELD	3211 E CHESTNUT EXPY	SPRINGFIELD	GREENE	MO	658022540	3M CO - SPRINGFIELD	3211 E CHESTNUT EXPY	SPRINGFIELD	MO		65802-2540	YES	NO	NO	NO	SYLVIA T. PROPPS	4178693501	2891							325520						37.213097	-93.228012	043937895								3M CO	006173082	NO	EPCRA@MMM.COM	
2011	PLANT MANAGER	SYLVIA PROPPS	65802M    3211E	3M CO - SPRINGFIELD	3211 E CHESTNUT EXPY	SPRINGFIELD	GREENE	MO	658022540	3M CO - SPRINGFIELD	3211 E CHESTNUT EXPY	SPRINGFIELD	MO		65802-2540	YES	NO	NO	NO	SYLVIA T. PROPPS	4178693501	2891							325520						37.213097	-93.228012	043937895								3M CO	006173082	NO	EPCRA@MMM.COM	
2011	PLANT MANAGER	SYLVIA PROPPS	65802M    3211E	3M CO - SPRINGFIELD	3211 E CHESTNUT EXPY	SPRINGFIELD	GREENE	MO	658022540	3M CO - SPRINGFIELD	3211 E CHESTNUT EXPY	SPRINGFIELD	MO		65802-2540	YES	NO	NO	NO	SYLVIA T. PROPPS	4178693501	2891							325520						37.213097	-93.228012	043937895								3M CO	006173082	NO	EPCRA@MMM.COM	
