REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	20-NOV-13	
2012	PLANT MANAGER	JOSEPH LAPLANTE	032763MTLT1PAPE	3M TILTON	1 PAPER TRAIL	TILTON	BELKNAP	NH	03276	3M TILTON	1 PAPER TRAIL	TILTON	NH		03276	YES	NO	NO	NO	PETER MASTERSON	6035453024	2621							322121	335999					43.458	-71.545	006173082								3M CO	006173082	NO	JPMASTERSON@MMM.COM	
2012	EH&S MANAGER	GEORGE WEEKS	03247VDNGNONEKO	AAVID THERMALLOY LLC	67 PRIMROSE DR	LACONIA	BELKNAP	NH	03246	AAVID THERMALLOY LLC	67 PRIMROSE DR	LACONIA	NH		03246	YES	NO	NO	NO	GEORGE T. WEEKS	6035272292	3679							334419						43.5421	-71.489497	002576817								AAVID THERMAL TECHNOLOGIES INC	842079949	NO	WEEKS@AAVID.COM	
2012	PERMITTING ADVISOR	LISA YOUNG	03801WKFLD650PE	AGGREGATE INDUSTRIES NORTHEAST REGION INC	650 PEVERLY HILL RD	PORTSMOUTH	ROCKINGHAM	NH	03801	AGGREGATE INDUSTRIES NORTHEAST REGION INC	1715 BROADWAY	SAUGUS	MA		01906	YES	NO	NO	NO	LISA YOUNG	7813074051	3273							327320						43.04666	-70.77583									HOLCIM (US) INC	622258929	NO	LISA.YOUNG@AGGREGATE-US.COM	
2012	PERMITTING ADVISOR	LISA YOUNG	03102WKFLD888DU	AGGREGATE INDUSTRIES NORTHEAST REGION INC	888 DUNBARTON RD	MANCHESTER	HILLSBOROUGH	NH	03102	AGGREGATE INDUSTRIES NORTHEAST REGION INC	1715 BROADWAY	SAUGUS	MA		01906	YES	NO	NO	NO	LISA YOUNG	7813074051	3273							327320	212321					43.02249	-71.49944									HOLCIM (US) INC	622258929	NO	LISA.YOUNG@AGGREGATE-US.COM	
2012	OWNER	THOMAS FERRIN	03820GLTYM279LC	AGILITY MANUFACTURING INC	279 LOCUST ST	DOVER	STRAFFORD	NH	03820	AGILITY MANUFACTURING INC	279 LOCUST ST	DOVER	NH		03820	YES	NO	NO	NO	TOM FERRIN	6037428977								334418						43.184	-70.877	199076217										NO	TFERRIN@AGILITYMFG.COM	
2012	VP SAFETY AND COMPLIANCE	ROBERT GIANNINI	03079RGSST17NRT	AIRGAS USA LLC	17 NORTHWESTERN DR	SALEM	ROCKINGHAM	NH	03079	AIRGAS USA LLC	17 NORTHWESTERN DR	SALEM	NH		03079	YES	NO	NO	NO	TIMOTHY READING	9784391412								424690						42.77499	-71.26219	606601136								AIRGAS INC		NO	TIM.READING@AIRGAS.COM	
2012	PRESIDENT	MARK RICHARDSON	03053LCMTN3PLAN	ALCUMET INC	3 PLANEVIEW DR	LONDONDERRY	ROCKINGHAM	NH	030532307	ALCUMET INC	3 PLANEVIEW DR	LONDONDERRY	NH		03053-2307	YES	NO	NO	NO	MARK RICHARDSON	6034326220								331525	331512					42.918	-71.421	040227985										NO	MRICHARDSON@ALCUMET.COM	
2012	GENERAL MANAGER	PAMELA SIMONDS	03062TRDYN4PITT	AMPHENOL APC INC	91 NORTHEASTERN BLVD	NASHUA	HILLSBOROUGH	NH	03062	AMPHENOL APC INC	91 NORTHEASTERN BLVD	NASHUA	NH		03062	YES	NO	NO	NO	PAMELA SIMONDS	6033244649	3672							334412						42.739723	-71.489339	177220647								AMPHENOL CORP	177220647	NO	PSIMONDS@AMPHENOLPRINTEDCIRCUITS.COM	
2012	GENERAL MANAGER	CHRIS MILANO	03063MPHNL18CEL	AMPHENOL BACKPLANE SYSTEMS	18 CELINA AVE	NASHUA	HILLSBOROUGH	NH	03063	AMPHENOL BACKPLANE SYSTEMS	18 CELINA AVE	NASHUA	NH		03063	YES	NO	NO	NO	CHRIS MILANO	6038835100	3679	3678						334418						42.799722	-71.543889	001827633								AMPHENOL CORP	001827633	NO	CMILANO@AMPHENOL-ABS.COM	
2012	GENERAL MANAGER	JACQUELINE HAMEL	03054NHSRB221DA	ANHEUSER-BUSCH LLC (MERRIMACK BREWERY)	221 DANIEL WEBSTER HWY	MERRIMACK	HILLSBOROUGH	NH	030544807	ANHEUSER-BUSCH LLC (MERRIMACK BREWERY)	221 DANIEL WEBSTER HWY	MERRIMACK	NH		03054-4807	YES	NO	NO	NO	JACQUELINE HAMEL	6035951262	2082							312120						42.82407	-71.485564	045008430								ANHEUSER-BUSCH INBEV	098630254	NO	JACKIE.HAMEL@ANHEUSER-BUSCH.COM	
