REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
2001	STAFF VICE PRESIDENT, ET&SS	K.E. REED	19007MCMPNGREEN	3M CO BRISTOL	2201 GREEN LN.	BRISTOL	BUCKS	PA	190070119	3M ET&S	BUILDING 42-2E-27 P.O. BOX 33331	ST. PAUL	MN		55133-3331	YES	NO	NO	NO	JEFF MCCOMAS	6517784911	2672	2891						322222						40.12751	-74.852234	002360980		PAD000766170						3M CO INC	006173082	NO		
2007	GENERAL MANAGER	MARK ALBRIGHT	155524GYSN23IND	4 GUYS INC	230 INDUSTRIAL PARK RD	MEYERSDALE	SOMERSET	PA	15552	4 GUYS INC	230 INDUSTRIAL PARK RD	MEYERSDALE	PA		15552	YES	NO	NO	NO	MARK ALBRIGHT	8146348373	3312							332420						39.799651	-79.041602											NO	ALBRIGHT@4GUYSFIRE.COM	
1994	VICE PRESIDENT	PHILIP K. STONIER	19464LHNDL244SH	A & L HANDLES INC	244 SHOEMAKER RD	POTTSTOWN	MONTGOMERY	PA	19464	A & L HANDLES INC	244 SHOEMAKER RD	POTTSTOWN	PA		19464	YES	NO	NO		PHILIP K STONIER	6103231516	3079							326199						40.256365	-75.667184	083242891		PAD981039571		PAR230001						NO		
2007	PRESIDENT	JAMES ACKERMAN	16161MSPCL100FI	A & M SPECIALTIES	100 FIRST ST	WHEATLAND	MERCER	PA	16161	A & M SPECIALTIES	100 FIRST ST	WHEATLAND	PA		16161	YES	NO	NO	NO	JAMES ACKERMAN	7246622750	3462							332710						41.196667	-80.499444	948576319								MERCER FORGE CORP	555451012	NO	NA	
2007	EHS MANAGER	JOHN IRVINE	16682GNRLRPOBOX	A P GREEN REFRACTORIES INC SPROUL PA  PLANT	OLD RT 220 & SR #3006	SPROUL	BLAIR	PA	16682	A P GREEN REFRACTORIES INC	400 FAIRWAY DR	MOON TOWNSHIP	PA		15108	YES	NO	NO	NO	DOUG HILEMAN	8142392111	3255							327124	327125					40.270833	-78.465	006504005								GLOBAL INDUSTRIES TECHNOLOGIES INC.	792521445	NO	DHILEMAN@ANHREFRACTORIES.COM	
1988	VICE PRESIDENT	A. CHARLES KUSS	18103TRTBT2001U	A-TREAT BOTTLING CO	2001 UNION BLVD	ALLENTOWN	LEHIGH	PA	18103	A-TREAT BOTTLING CO	2001 UNION BLVD	ALLENTOWN	PA		18103	YES	NO	NO		RICHARD KNUPP	7162787205	2086							312111						40.626123	-75.425981	002392322										NO		
1992	TREASURER & GENERAL MANAGER	ALEXANDER WHITNEY CADMAN	15222WCDMN2816S	A. W. CADMAN MFG. CO.	2816 SMALLMAN ST.	PITTSBURGH	ALLEGHENY	PA	152224791	A. W. CADMAN MFG. CO.	2816 SMALLMAN ST.	PITTSBURGH	PA		15222-4791	YES	NO	NO		ALEXANDER WHITNEY CADMAN	4122816683	3366	3362						331525						40.457807	-79.976097	004335014										NO		
2000	DIRECTOR, ENVIRONMENTAL, HEALTH & SAFETY	MICHAEL LUKART	17057GRMTCMAINN	A.P. GREEN REFRACTORIES INC.	105 N. WOOD ST.	MIDDLETOWN	DAUPHIN	PA	170570272	A. P. GREEN INDS. INC.	600 GRANT ST.	PITTSBURGH	PA		15219	YES	NO	NO	NO	MICHAEL LUKART	4124696122	3297							327125						40.195686	-76.734329	006504005		000008801710		PAR213546				GLOBAL INDUSTRIAL TECHNOLOGIES INC	792521445	NO		
2007	PRESIDENT	ROGER S. NIELSEN	19134BBYCL400ET	ABBEY COLOR INC	400 E TIOGA ST	PHILADELPHIA	PHILADELPHIA	PA	19134	ABBEY COLOR INC	400 E TIOGA ST	PHILADELPHIA	PA		19134	YES	NO	NO	NO	ROGER NIELSEN	2157399960	2865	2891						325132	325520	322299				40.0024	-75.122269	069006658										NO	RSN@ABBEYCOLOR.COM	
2007	PLANT MANAGER	BRIAN SHAFFER	18447BCWRR141EL	ABC/WARREN/AMPLEX SUPERABRASIONS	1401 E LACKAWANNA AVE	OLYPHANT	LACKAWANNA	PA	18447	ABC/WARREN/AMPLEX SUPERABRASIONS	1401 E LACKAWANNA AVE	OLYPHANT	PA		18447	YES	NO	NO	NO	KRYSTYNA PIOTROWICZ	5703833261								327910						41.459742	-75.59022	787104645								SAINT GOBAIN GRAINS & POWDERS	879702090	NO	KRYS.PIOTROWICZ@SAINT-GOBAIN.COM	
