REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
2007	MANAGER	STEVE WENDT	99611NCLCHMILE2	AGRIUM KENAI NITROGEN OPERATIO NS	MILE 21 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611	AGRIUM KENAI NITROGEN OPERATIONS	PO BOX 575	KENAI	AK		99611	YES	NO	NO	NO	LISA PARKER	9077763275	2873							325311						60.674444	-151.37916	124032389								AGRIUM U.S. INC.	808957229	NO		
1994	EXEC. V.P.	FRANKLIN C. ROPPEL	99835LSKPLMILE6	ALASKA PULP CORP	4600 SAWMILL CREEK RD	SITKA	SITKA	AK	998359798	ALASKA PULP CORP	4600 SAWMILL CREEK RD	SITKA	AK		99835-9798	YES	NO	NO		WARREN LEE	9077472272	2611							322100						57.04088	-135.208259	009252248		AKD009252487		AK0000531						NO		
2006	VICE PRESIDENT/GENERAL MANAGER	WES VANDER MARTIN	99515NCHRG11155	ANCHORAGE SAND & GRAVEL CO INC	11155 LANG ST	ANCHORAGE	ANCHORAGE	AK	99515	ANCHORAGE SAND & GRAVELL CO INC	1040 O'MALLEY RD	ANCHORAGE	AK		99515	YES	NO	NO	NO	WES VANDER MARTIN	9073493333								327320						61.120155	-149.873955	066962286								MDU RESOURCES GROUP INC	006962286	NO		
2007	MANAGER ENVIRONMENTAL AFFAIRS	BARTLY COILEY	99701RRNRG1204F	AURORA ENERGY LLC	1204 FIRST AVE	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99701	AURORA ENERGY LLC	100 CUSHMAN STREETSUITE 210	FAIRBANKS	AK		99701	YES	NO	NO	NO	BUKI WRIGHT	9074528767	4911							221112						64.847193	-147.731498	005227504										NO		
2007	SAFETY, REGULATORY, AND QUALITY MANAGER	SUZANNE MILLER	99701GRTWS4199S	BRENNTAG PACIFIC INC.	4199 S LATHROP ST	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99701	BRENNTAG PACIFIC INC.	4199 S LATHROP ST	FAIRBANKS	AK		99701	YES	NO	NO	NO	SUZANNE MILLER	5109707540	5169							424690						64.803261	-147.744384	145245192								BRENNTAG PACIFIC INC.	145245192	NO	SMILLER@BRENNTAG.COM	
2002	TERMINAL MANAGER	MIKE ADAMS	99501NCHRG459WB	CHEVRON PRODS CO ANCHORAGE TERMINAL	459 W BLUFF DR	ANCHORAGE	ANCHORAGE	AK	99501	CHEVRON PRODS CO ANCHORAGE TERMINAL	459 W BLUFF DR	ANCHORAGE	AK		99501	YES	NO	NO	NO	KIRK TARDIFF	9258428798	5171							424710						61.230217	-149.889547			AKD000831750		AK0000370				CHEVRON USA INC	009140559	NO		
1991	MANAGER	ROBERT F. WILLIAMS	99611CHVRNMILE2	CHEVRON USA INC., ALASKA REFY.	MILE 22.5 N. RD.	KENAI	KENAI PENINSULA	AK	99611	CHEVRON USA INC., ALASKA REFY.	MILE 22.5 N. RD.	KENAI	AK		99611	YES	NO	NO		ROBERT F. WILLIAMS	9077765555	2911							324110						60.6756	-151.341	048319438		AKD009266149		AK0000167				CHEVRON CORP.	001382555	NO		
1997	SITE MGR.	CARL MARTIN	99613SRFRCKINGS	CHUGACH DEVELOPMENT CORP. U.S. AIR FORCE KING SALMON	KING SALMON AIRPORT	KING SALMON	BRISTOL BAY	AK	99613	CHUGACH DEVELOPMENT CORP. U.S. AIR FORCE KING SALMON	P.O. BOX 595	KING SALMON	AK		99613	YES	NO	NO		CARL MARTIN	9077213750	9711							928110						58.693056	-156.668333			AK3570028669								NO		
2007	VICE PRESIDENT / GENERAL MANAGER	TOM HENDERSON	99801CRLSK331CL	COEUR ALASKA INC KENSINGTON GOLD PROJECT	3031 CLINTON DR SUITE 202	JUNEAU	JUNEAU	AK	99801	COEUR ALASKA INC KENSINGTON GOLD PROJECT	3031 CLINTON DR SUITE 202	JUNEAU	AK		99801	YES	NO	NO	NO	CLYDE GILLESPIE	9077230206								212221						58.370203	-134.594531	048439806								COEUR D'ALENE MINES CORP	048439806	NO	CGILLESPIE@COEUR.COM	
2004	PRESIDENT	JOSEPH W VAN TREECK	99503CRMRY814WN	CREAMERY CORP (DBA MATANUSKA MAID DAIRY)	814 W NORTHERN LIGHTS BLVD	ANCHORAGE	ANCHORAGE	AK	99503	CREAMERY CORP (DBA MATANUSKA MAID DAIRY)	814 W NORTHERN LIGHTS BLVD	ANCHORAGE	AK		99503	YES	NO	NO	NO	GARY NELSON	9075615223	2026							311421						61.195662	-149.896432	620669481										NO		
