REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
1989	PLANT MANAGER	RICHARD E. SOENEN	14471MCMPN127EA	3M CO	127 E. LAKE RD.	HONEOYE	ONTARIO	NY	144710040	3M CO	127 E. LAKE RD.	HONEOYE	NY		14471-0040	YES	NO	NO		JAMES A. MACDONALD	7163673112	3861							325992						42.784539	-77.502787	041288739		NYD000689059		NY0002356				3M CO INC	006173082	NO		
2007	PLANT MANAGER	DOUGLAS LANE	14150GNRLM305SA	3M CO - TONAWANDA	305 SAWYER AVE	TONAWANDA	ERIE	NY	14150	3M CO - TONAWANDA	305 SAWYER AVE	TONAWANDA	NY		14150	YES	NO	NO	NO	DOUGLAS LANE	7168761596	2821							325211						42.975573	-78.918551	002127124								3M CO	006173082	NO	NA	
2000	VICE PRESIDENT	MICHAEL J. PINTO	11706MMNFC275FE	A & M MFG. CO. INC.	275 FELDMAN CT.	BAY SHORE	SUFFOLK	NY	11706	A & M MFG. CO. INC.	275 FELDMAN CT.	BAY SHORE	NY		11706	YES	NO	NO	NO	MICHAEL J. PINTO	6312420918	3498							332996						40.763814	-73.28361	075776914		NYD075776914								NO		
1988		LEON MARGOLIS	11216MRGLS1504A	A MARGOLIS & SONS CORP	1504 ATLANTIC AVE	BROOKLYN	KINGS	NY	11216	A MARGOLIS & SONS CORP	1504 ATLANTIC AVE	BROOKLYN	NY		11216	YES	NO	NO		LEON MARGOLIS	7184677665	2992							324191						40.677947	-73.941872											NO		
1999	V.P.	DON ALLEN	12601CDTTN1HOFF	A. C. DUTTON LUMBER CORP.	1 HOFFMAN ST.	POUGHKEEPSIE	DUTCHESS	NY	12601	A. C. DUTTON LUMBER CORP.	1 HOFFMAN ST.	POUGHKEEPSIE	NY		12601	YES	NO	NO				2491							321114						41.712256	-73.938288	006003711		NYD006993711						ALBANY MIRON LUMBER CORP.	037363629	NO		
1988	PRES.	ANDREW J.SCHONBECK	12901SCHNB48IND	A. SCHONBEK & CO. INC.	4-8 INDUSTRIAL BLVD. W.	PLATTSBURGH	CLINTON	NY	12901	A. SCHONBEK & CO. INC.	4-8 INDUSTRIAL BLVD. W.	PLATTSBURGH	NY		12901	NO	NO	NO		RON LEONARD	5185637500	3646	3645						335122						44.689995	-73.515367	099372664		NYD059372664						A. SCHONBEK & CO. LTD.		NO		
2007	PLANT MANAGER	DANIEL VANDERHOOF	14240GNRLM2390K	AAM TONAWANDA FORGE	2390 KENMORE AVE	TONAWANDA	ERIE	NY	14150	AAM TONAWANDA FORGE	PO BOX 1210	BUFFALO	NY		142401210	YES	NO	NO	NO	GLENN WYGANT	7164475180	3462							332111						42.971491	-78.905686	808844591								AMERICAN AXLE & MANUFACTURING INC.	808844567	NO	GLENN.WYGANT@AAM.COM	
1992	GENERAL MANAGER	JAY BENSON	12771SKYDY21RIV	AAR BROOKS & PERKINS SKYDYNE DIV.	21 RIVER RD.	PORT JERVIS	ORANGE	NY	12771	AAR BROOKS & PERKINS SKYDYNE DIV.	21 RIVER RD.	PORT JERVIS	NY		12771	YES	NO	NO		WILLARD I. WILSON	9148566655	2499	3069	3499					321999						41.37563	-74.701037	049373152		NYD056308349						AAR MANUFACTURING INC.	147926042	NO		
2005	MANUFACTURING MANAGER	ROB SOUTHWORTH	13088SSCNC7460M	ABB INC	7460 MORGAN RD	LIVERPOOL	ONONDAGA	NY	13090	ABB INC	PO BOX 1000	BALDWINSVILLE	NY		13027	YES	NO	NO	NO	ROB SOUTHWORTH	3156381300	3625							335314						43.130441	-76.206234	055867055		NYD980651459								NO		
2005	MANUFACTURING MANAGER	ROB SOUTHWORTH	13090SSCNC7701M	ABB INC	7701 MALTLAGE DR	LIVERPOOL	ONONDAGA	NY	13090	ABB INC	PO BOX 1000	BALDWINSVILLE	NY		13027	YES	NO	NO	NO	ROB SOUTHWORTH	3156381300	3625							335314						43.147155	-76.195562	055867055										NO		
1991	PRESIDENT	CHRISTOPHER CARNAVOS	14611PRCSS95AME	ABB KENT-TAYLOR INC.	95 AMES ST.	ROCHESTER	MONROE	NY	14611	ABB KENT-TAYLOR INC.	95 AMES ST.	ROCHESTER	NY		14611	YES	NO	NO		ROBERT E. HALTON	7162736201	3823	3829						334513						43.152518	-77.643944			NYD002211415						ASEA BROWN BOVERI INC.	054000416	NO		
2006	MANUFACTURING MANAGER	ROB SOUTHWORTH	13027SSCNC8242L	ABB, INC.	8242 LOOP RD	BALDWINSVILLE	ONONDAGA	NY	13027	ABB, INC.	PO BOX 1000	BALDWINSVILLE	NY		13027	YES	NO	NO	NO	ROB SOUTHWORTH	3156381300	3625							335314						43.168044	-76.305833	055867055										NO		
