REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
1999	PRESIDENT	KENNETH W. LANDRUM	32204FBRGL825NM	A A FIBERGLASS INC	825 N MYRTLE AVE	JACKSONVILLE	DUVAL	FL	32204	A A FIBERGLASS INC	825 N MYRTLE AVE	JACKSONVILLE	FL		32204	YES	NO	NO		KENNETH W LANDRUM	9043534368	3999							339999						30.335921	-81.676068	188553457		FLD982109274								NO		
2005	PRESIDENT,CEO	MR.JOHN COLEMAN	33010WTSCN1800W	A-1 COMPONENTS CORP	625 W 18TH ST	HIALEAH	MIAMI-DADE	FL	33010	A-1 COMPONENTS CORP	625 W 18TH ST	HIALEAH	FL		33010	YES	NO	NO	NO	PEDRO LOPEZ	3058851911	3585							333415						25.837559	-80.294869	804832087		FLD004123576								NO		
2007	OWNER	OLYMPIA PAGANO	33556SPRRN2426S	A1 SUPERIOR	2426 SUCCESS DR	ODESSA	PASCO	FL	33556	A1 SUPERIOR	2426 SUCCESS DR	ODESSA	FL		33556	YES	NO	NO	NO	OLYMPIA PAGANO	8138541109	3999							INVALD						28.181795	-82.580737	198396970										NO	ASUPERIOR@TAMPABAY.RR.COM	
2007	GENERAL MANAGER	PASTOR LOPEZ	33178RLNDN9371N	AAR LANDING GEAR SERVICES	9371 NW 100 ST	MIAMI	MIAMI-DADE	FL	33178	AAR LANDING GEAR SERVICES	9371 NW 100 ST	MIAMI	FL		33178	YES	NO	NO	NO	CESAR BENDEK	3058874027	3728							811310						25.862703	-80.349369	005425814								AAR CORP	005425814	NO	CBENDEK@AARCORP.COM	
1989	V. P. ENVIRONMENTAL AFFAIRS	MEL ROSHANRAVAN	32446RNSTH1001D	AARON SOUTH	1001 DAVEY ST.	MARIANNA	JACKSON	FL	32446	AARON SOUTH	1001 DAVEY ST.	MARIANNA	FL		32446	YES	NO	NO		MEL ROSHANRAVAN	2146382223	2077							311000						30.773184	-85.219502									DARLING INTERNATIONAL INC.	005092358	NO		
2006	SENIOR VP & GENERAL MGR. PPMV	JOSEPH W. BAKER JR.	32746BBPWR655CE	ABB INC.	655 CENTURY POINT	LAKE MARY	SEMINOLE	FL	327462137	ABB INC.	655 CENTURY POINT	LAKE MARY	FL		32746-2137	YES	NO	NO	NO	LINDA LOPEZ	4077322106	3613							335313						28.776337	-81.352734	609774435								ABB LTD	011885969	NO		
2007	MANAGING DIRECTOR	PATRICK WILKINSON	33065WSTNG4300C	ABB INC.	4300 CORAL RIDGE DR	CORAL SPRINGS	BROWARD	FL	33065	ABB INC.	4300 CORAL RIDGE DR	CORAL SPRINGS	FL		33065	YES	NO	NO	NO	PATRICK WILKINSON	9548250638	3625							335314						26.28354	-80.282439	011885969										NO	PAT.WILKINSON@US.ABB.COM	
1999	VICE PRESIDENT & GENERAL MANAGER	NORBERT J. HAGENHOFF	32771BBPWR201HI	ABB POWER T&D CO. INC.	201 HICKMAN DR.	SANFORD	SEMINOLE	FL	327718201	ABB POWER T&D CO. INC.	655 CENTURY POINT	LAKE MARY	FL		32746	YES	NO	NO		JAMES TREFFINGER	4077322105	3613							335313						28.815157	-81.332857	609774435		FLD099694572		FLR05B623		N/A		ASEA BROWN BOVERI INC.	011885969	NO		
2004	PLANT MANAGER	KAI TESTORF	33487MRCNB6650P	ABC SUPERABRASIVES	6650 PARK OF COMMERCE BLVD	BOCA RATON	PALM BEACH	FL	33487	ABC SUPERABRASIVES	6650 PARK OF COMMERCE BLVD	BOCA RATON	FL		33487	YES	NO	NO	NO	KAI TESTORF	5619957900	3291							327910						26.407671	-80.096912	001247493		FL0000855221						SAINT-GOBAIN CERAMICS & PLASTICS	879702090	NO		
2004	VICE PRESIDENT	THEO KATSULOS	34689CMSPN855EP	ACME SPONGE & CHAMOIS CO INC	855 E PINE ST	TARPON SPRINGS	PINELLAS	FL	34689	ACME SPONGE & CHAMOIS CO INC	855 E PINE ST	TARPON SPRINGS	FL		34689	YES	NO	NO	NO	GEORGE M CANTONIS	7279373222	3111							316110						28.150865	-82.741312	001952159										NO		
