REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10/3/2014	
2013	DIRECTOR OF MANUFACTURING	JACK WILFLEY	80205RWLFL2763B	A R WILFLEY & SONS INC	2763 BLAKE ST	DENVER	DENVER	CO	80205			A R WILFLEY & SONS INC	PO BOX 2330	DENVER	CO		80201	YES	NO	NO	NO	CHUCK HOPLEY	3038897107	3561							333911						39.76173	-104.98469	007078363		COD007078363								NO	C.HOPLEY@ATT.NET	
2013	VICE PRESIDENT OF OPERATIONS	MARK WALLICK	81501PBDYB610S1	ABC INDUSTRIES INC	610 S 12TH ST	GRAND JUNCTION	MESA	CO	81501			ABC INDUSTRIES INC	PO BOX 2928	GRAND JUNCTION	CO		81502	YES	NO	NO	NO	STEVEN S. FLEAGLE	5742675166	3052	3083	3089	3564				326130						39.06238	-108.55236	058957598								ABC INDUSTRIES INC	058957598	NO	SFLEA@ABC-INDUSTRIES.NET	
2013	TECHNICAL DIRECTOR	GARTH TAYLER	80104DNVRB401SA	ACME BRICK DENVER PLANT	401 PRAIRIE HAWK DR	CASTLE ROCK	DOUGLAS	CO	80104			ACME BRICK DENVER PLANT	401 PRAIRIE HAWK DR	CASTLE ROCK	CO		80104	YES	NO	NO	NO	JASON WINNER	8173324104	3251							327121						39.375376	-104.866308	008018772								BERKSHIRE HATHAWAY		NO	JWINNER@BRICK.COM	
2013	ENVIRONMENTAL HEALTH AND SAFETY MANAGER	JOSEPH JAMERO	80011JHNHH21100	ADVANCED CIRCUITS	21101 E 32ND PKWY	AURORA	ADAMS	CO	80011			ADVANCED CIRCUITS	21101 E 32ND PKWY	AURORA	CO		80011	YES	NO	NO	NO	JIM HELLMER	3039619530	3672							334412						39.75847	-104.74133	603111717										NO	JHELLMER@4PCB.COM	
2013	CORPORATE MANAGER - EH&S AND TRAINING	MATTHEW TAYLOR	8052WDVNCD2424M	ADVANCED ENERGY INDUSTRIES INC	2424 MIDPOINT DR	FORT COLLINS	LARIMER	CO	80525			ADVANCED ENERGY INDUSTRIES INC	1625 SHARP POINT DR	FORT COLLINS	CO		80525	YES	NO	NO	NO	MATT S. TAYLOR	7904076562								335999						40.56432	-105.03213	021192422										NO	MATT.TAYLOR@AEI.COM	
2013	EH&S MANAGER	DEREK SHELTON	80504PRCSN74WEL	ADVANCED FORMING TECHNOLOGY	7040 WELD COUNTY RD 20	LONGMONT	WELD	CO	80504			ADVANCED FORMING TECHNOLOGY	7040 WELD COUNTY RD 20	LONGMONT	CO		80504	YES	NO	NO	NO	DEREK SHELTON	3038336085	3499							332117						40.1301	-104.9224	160892055								ARC GROUP WORLDWIDE INC.	602416869	NO	DSHELTON@PCC-AFT.COM	
2013	CEO	DONALD YTTERBERG	80002FRNTR6155W	ADVANCED SURFACE TECHNOLOGIES INC	6155 W 54TH AVE	ARVADA	JEFFERSON	CO	80002			ADVANCED SURFACE TECHNOLOGIES INC	6155 W 54TH AVE	ARVADA	CO		80002	YES	NO	NO	NO	DONALD YTTERBERG	3034328500	3471							332813						39.79434	-105.06527	037537693								FRSL INC		NO	DY@ASTFINISHING.COM	
2013	GEN MGR	GERALD REINSMA	80907RFLXT4350C	AEROFLEX COLORADO SPRINGS	4350 CENTENNIAL BLVD	COLORADO SPRINGS	EL PASO	CO	80907			AEROFLEX COLORADO SPRINGS	4350 CENTENNIAL BLVD	COLORADO SPRINGS	CO		80907	YES	NO	NO	NO	BOB LEE	7195948488	3674							334413						38.89392	-104.85172	795480698								AEROFLEX INC	002050532	NO	BOB.LEE@AEROFLEX.COM	
2013	REGIONAL ENVIRONMENTAL ADVISOR	DOUG HESS	8060WGGRGT1857H	AGGREGATE INDUSTRIES WCR INC - BRIGHTON READY MIX	1857 HWY 85	BRIGHTON	ADAMS	CO	80601			AGGREGATE INDUSTRIES WCR INC - BRIGHTON READY MIX	1687 COLE BLVD SUITE 300	GOLDEN	CO		80401	YES	NO	NO	NO	DOUG HESS	3037165225								327320								041580643								HOLCIM (US) INC	622258929	NO	DOUG.HESS@AGGREGATE-US.COM	
2013	REGIONAL ENVIRONMENTAL ADVISOR	DOUG HESS	80223GGRGT1751S	AGGREGATE INDUSTRIES WCR INC BANNOCK READY MIX PLANT	1751 S BANNOCK ST	DENVER	DENVER	CO	80223			AGGREGATE INDUSTRIES WCR INC BANNOCK READY MIX PLANT	1707 COLE BLVD SUITE 100	GOLDEN	CO		80401	YES	NO	NO	NO	DOUG HESS	3037165225	3273							327320						39.68515	-104.98988	041580643								HOLCIM (US) INC	622258929	NO	DOUG.HESS@AGGREGATE-US.COM	
