REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	ENVIRONMENTAL DIR.	GORDON ERICKSON	99901LSKSH381TN	ALASKA SHIP & DRYDOCK	3801 TONGASS AVE	KETCHIKAN	KETCHIKAN GATEWAY	AK	99901	ALASKA SHIP & DRYDOCK	3801 TONGASS AVE	KETCHIKAN	AK		99901	YES	NO	NO	NO	RANDY JOHNSON	9072285349								336611						55.35714	-131.69553	161702568										NO	RANDYJ@AKSHIP.COM	
2011	OPERATIONS MANAGER	SCOTT BROWN	99515NCHRG11155	ANCHORAGE SAND & GRAVEL CO INC	11155 LANG ST	ANCHORAGE	ANCHORAGE	AK	99515	ANCHORAGE SAND & GRAVEL CO INC	1040 O'MALLEY RD	ANCHORAGE	AK		99515	YES	NO	NO	NO	WES VANDER MARTIN	9073493333								327320						61.11946	-149.87701	066962286								MDU RESOURCES GROUP INC	006962286	NO	WES.VANDERMARTIN@ANCHSAND.COM	
2011	PRESIDENT	BUKI WRIGHT	99701RRNRG1204F	AURORA ENERGY LLC	1206 FIRST AVE	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99701	AURORA ENERGY LLC	100 CUSHMAN STREET, SUITE 210	FAIRBANKS	AK		99701	YES	NO	NO	NO	BUKI WRIGHT	9074528767	4911							221112						64.84689	-147.73334	005227504										NO	BUKI@USIBELLI.COM	
2011	PRESIDENT	BUKI WRIGHT	99701RRNRG1204F	AURORA ENERGY LLC	1206 FIRST AVE	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99701	AURORA ENERGY LLC	100 CUSHMAN STREET, SUITE 210	FAIRBANKS	AK		99701	YES	NO	NO	NO	BUKI WRIGHT	9074528767	4911							221112						64.84689	-147.73334	005227504										NO	BUKI@USIBELLI.COM	
2011	PRESIDENT	BUKI WRIGHT	99701RRNRG1204F	AURORA ENERGY LLC	1206 FIRST AVE	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99701	AURORA ENERGY LLC	100 CUSHMAN STREET, SUITE 210	FAIRBANKS	AK		99701	YES	NO	NO	NO	BUKI WRIGHT	9074528767	4911							221112						64.84689	-147.73334	005227504										NO	BUKI@USIBELLI.COM	
2011	PRESIDENT	BUKI WRIGHT	99701RRNRG1204F	AURORA ENERGY LLC	1206 FIRST AVE	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99701	AURORA ENERGY LLC	100 CUSHMAN STREET, SUITE 210	FAIRBANKS	AK		99701	YES	NO	NO	NO	BUKI WRIGHT	9074528767	4911							221112						64.84689	-147.73334	005227504										NO	BUKI@USIBELLI.COM	
2011	PRESIDENT	BUKI WRIGHT	99701RRNRG1204F	AURORA ENERGY LLC	1206 FIRST AVE	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99701	AURORA ENERGY LLC	100 CUSHMAN STREET, SUITE 210	FAIRBANKS	AK		99701	YES	NO	NO	NO	BUKI WRIGHT	9074528767	4911							221112						64.84689	-147.73334	005227504										NO	BUKI@USIBELLI.COM	
2011	PRESIDENT	BUKI WRIGHT	99701RRNRG1204F	AURORA ENERGY LLC	1206 FIRST AVE	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99701	AURORA ENERGY LLC	100 CUSHMAN STREET, SUITE 210	FAIRBANKS	AK		99701	YES	NO	NO	NO	BUKI WRIGHT	9074528767	4911							221112						64.84689	-147.73334	005227504										NO	BUKI@USIBELLI.COM	
2011	PRESIDENT	BUKI WRIGHT	99701RRNRG1204F	AURORA ENERGY LLC	1206 FIRST AVE	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99701	AURORA ENERGY LLC	100 CUSHMAN STREET, SUITE 210	FAIRBANKS	AK		99701	YES	NO	NO	NO	BUKI WRIGHT	9074528767	4911							221112						64.84689	-147.73334	005227504										NO	BUKI@USIBELLI.COM	
2011	PRESIDENT	BUKI WRIGHT	99701RRNRG1204F	AURORA ENERGY LLC	1206 FIRST AVE	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99701	AURORA ENERGY LLC	100 CUSHMAN STREET, SUITE 210	FAIRBANKS	AK		99701	YES	NO	NO	NO	BUKI WRIGHT	9074528767	4911							221112						64.84689	-147.73334	005227504										NO	BUKI@USIBELLI.COM	
