REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
1991	VICE PRESIDENT	ROBERT S. MACKEY	59711FFCNCSIXTH	AFFCO INC	6TH & JEFFERSON ST	ANACONDA	DEER LODGE	MT	59711	AFFCO INC	PO BOX 1071	ANACONDA	MT		59711	YES	NO	NO		DEBBIE PUCCINELLI	4065638494	3321	3499						331511						46.1225	-112.939722											NO		
2007	VICE PRESIDENT OF OPERATIONS	DAN BRIMHALL	59635MRCNCSMELT	AMERICAN CHEMET CORP	ONE SMELTER RD	EAST HELENA	LEWIS AND CLARK	MT	59635	AMERICAN CHEMET CORP	PO BOX 1160	EAST HELENA	MT		59635	YES	NO	NO	NO	DAN BRIMHALL	4062275302	2816	2819	2879					325188	325510	325320				46.583116	-111.927521	006233910										NO	DBRIMHALL@CHEMET.COM	
2001	PLANT MANAGER	BLAINE COX	59635SRCNCSMELT	ASARCO INC.	100 SMELTER RD.	EAST HELENA	LEWIS AND CLARK	MT	59635	ASARCO INC.	P.O. BOX 1230	EAST HELENA	MT		59635	YES	NO	NO	NO	BLAINE COX	4062277183	3339							331419						46.58166	-111.9183	006230346		MTD006230346		MT0030147				AMERICAS MINING CORP. (AMC)		NO		
2007	PLANT MANAGER	RICHARD JOHNSON	59634SHGRV100HW	ASH GROVE CEMENT CO	100 HWY #518	CLANCY	JEFFERSON	MT	59634	ASH GROVE CEMENT CO	100 HWY #518	CLANCY	MT		59634	YES	NO	NO	NO	JOE SCHEELER	4064428855								INVALD						46.543056	-111.922222	009024415		MTD986067825		000000415				ASGROVE CEMENT CO	009024415	NO	JOE.SCHEELER@ASHGROVE.COM	
1990	VICE PRESIDENT/GENERAL MANAGER	DAVID W. SHANNON	59103BLLTR1430H	BEALL TRAILERS OF MT INC.	1430 HWY. 87 E.	BILLINGS	YELLOWSTONE	MT	59103	BEALL TRAILERS OF MT INC.	1430 HWY. 87 E.	BILLINGS	MT		59103	YES	NO	NO		ISRAEL S. SANCHEZ	4062527163	3715							336212						45.796667	-108.446944			MTD990732984						BEALL INC.		NO		
1991	VICE PRESIDENT	JOHANNA C. BOUMA	59422BMPSTDRAWE	BOUMA POST YARDS	HWY 89 2 MILES NW OF CHOTEAU DRAWER A	CHOTEAU	TETON	MT	59422	BOUMA POST YARDS	PO BOX 106	CHOTEAU	MT		59422-0106	YES	NO	NO		HAROLD BOUMA	4064662140	2491							321114						47.811552	-112.193632	006473649		MTD980952006								NO		
1992	VICE PRESIDENT	JOHANNA C. BOUMA	59639BMPSTPOBOX	BOUMA POST YARDS INC	10 MILES NE HWY 200	LINCOLN	LEWIS AND CLARK	MT	596390188	BOUMA POST YARDS INC	PO BOX 188	LINCOLN	MT		59639-0188	YES	NO	NO		HAROLD BOUMA	4064662140	2491							321114						47.003889	-112.494444	006473649		MTD006473649								NO		
2007	SAFETY, REGLUATORY COMPLIANCE & QUALITY MANAG	ROCHELE THOMPSON	59107DYCCH1353T	BRENNTAG PACIFIC INC	1363 TAYLOR PL	BILLINGS	YELLOWSTONE	MT	59107	BRENNTAG PACIFIC INC	1363 TAYLOR PL	BILLINGS	MT		59107	YES	NO	NO	NO	ROCHELE THOMPSON	8019751770	5169							424690						45.803067	-108.450947	145245192								BRENNTAG PACIFIC INC	145245192	NO	STHOMPSON@BENNTAG.COM	
2007	SENIOR PRODUCTION MANAGER	JOHN D. JONES	59101CRGLL1406I	CARGILL, INC	1406 INDUSTRIAL AVE	BILLINGS	YELLOWSTONE	MT	591013127	CARGILL, INC	1406 INDUSTRIAL AVE	BILLINGS	MT		59101-3127	YES	NO	NO	NO	WENDEE LARSON	9529841864	2048							311119						45.766072	-108.55241	006249189								CARGILL, INC	006249189	NO	WENDEE_J_LARSON@CARGILL.COM	
2007	REFINERY MANAGER	PATRICK B. KIMMET	59044CNXRF803HI	CHS INC.  LAUREL REFINERY	803 HWY 212 S	LAUREL	YELLOWSTONE	MT	59044	CHS INC.  LAUREL REFINERY	P. O. BOX 909	LAUREL	MT		590440909	YES	NO	NO	NO	PATRICK KIMMET	4066285220	2911							324110						45.6565	-108.75222	006147177								CHS INC.	006147177	NO	PATRICK.KIMMET@CHSINC.COM	
