REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	GENERAL MANAGER	LEIGH GUIN	39730CHMDLDARRA	3F CHIMICA AMERICAS INC	10930 DARRACOTT RD	ABERDEEN	MONROE	MS	39730	3F CHIMICA AMERICAS INC	PO BOX 577	ABERDEEN	MS		39730	YES	NO	NO	NO	LEIGH GUIN	6623193237	2821							325998						33.811111	-88.528611											NO	LEIGH.GUIN@3FCHIMICA.COM	
2011	GENERAL MANAGER	LEIGH GUIN	39730CHMDLDARRA	3F CHIMICA AMERICAS INC	10930 DARRACOTT RD	ABERDEEN	MONROE	MS	39730	3F CHIMICA AMERICAS INC	PO BOX 577	ABERDEEN	MS		39730	YES	NO	NO	NO	LEIGH GUIN	6623193237	2821							325998						33.811111	-88.528611											NO	LEIGH.GUIN@3FCHIMICA.COM	
2011	ENVIRONMENTAL ENGINEER	ALLEN GEARHART	39059KHLMN101KU	ABB KUHLMAN	101 KUHLMAN DR	CRYSTAL SPRINGS	COPIAH	MS	39059	ABB KUHLMAN	101 KUHLMAN DR	CRYSTAL SPRINGS	MS		39059	YES	NO	NO	NO	PHILLIP JAMES	6018924661	3612							335311						31.98865	-90.35621	808229041		MSD008188724						ABB INC	808229041	NO	PHILLIP.K.JAMES@US.ABB.COM	
2011	ENVIRONMENTAL ENGINEER	ALLEN GEARHART	39059KHLMN101KU	ABB KUHLMAN	101 KUHLMAN DR	CRYSTAL SPRINGS	COPIAH	MS	39059	ABB KUHLMAN	101 KUHLMAN DR	CRYSTAL SPRINGS	MS		39059	YES	NO	NO	NO	PHILLIP JAMES	6018924661	3612							335311						31.98865	-90.35621	808229041		MSD008188724						ABB INC	808229041	NO	PHILLIP.K.JAMES@US.ABB.COM	
2011	DIRECTOR OF OPERATIONS	GREG GOETZINGER	38901HTCRF1995A	ADVANCED DISTRIBUTOR PRODUCTS LLC	1995 AIR INDUSTRIAL PARK RD	GRENADA	GRENADA	MS	389010219	ADVANCED DISTRIBUTOR PRODUCTS LLC	1995 AIR INDUSTRIAL PARK RD	GRENADA	MS		38901-0219	YES	NO	NO	NO	OZZIE BUCKLER	9724975000	3585							333415						33.835833	-89.808333									LENNOX INTERNATIONAL INC	139564538	NO		
2011	DIRECTOR OF OPERATIONS	GREG GOETZINGER	38901HTCRF1995A	ADVANCED DISTRIBUTOR PRODUCTS LLC	1995 AIR INDUSTRIAL PARK RD	GRENADA	GRENADA	MS	389010219	ADVANCED DISTRIBUTOR PRODUCTS LLC	1995 AIR INDUSTRIAL PARK RD	GRENADA	MS		38901-0219	YES	NO	NO	NO	OZZIE BUCKLER	9724975000	3585							333415						33.835833	-89.808333									LENNOX INTERNATIONAL INC	139564538	NO		
2011	EXECUTIVE VICE PRESIDENT	STEVE SETZER	38824DVNCD976HW	ADVANCED INNOVATIONS EAST LLC	976 HWY 45	BALDWYN	LEE	MS	38824	ADVANCED INNOVATIONS EAST LLC	976 HWY 45	BALDWYN	MS		38824	YES	NO	NO	NO	STEVE SETZER / EXECUTIVE VICE PRESIDENT	6623651640								326150						34.48003	-88.665146	133368303										NO	SSETZER@SLEEPINNOVATIONS.COM	
2011	EXECUTIVE VICE PRESIDENT	STEVE SETZER	38824DVNCD976HW	ADVANCED INNOVATIONS EAST LLC	976 HWY 45	BALDWYN	LEE	MS	38824	ADVANCED INNOVATIONS EAST LLC	976 HWY 45	BALDWYN	MS		38824	YES	NO	NO	NO	STEVE SETZER / EXECUTIVE VICE PRESIDENT	6623651640								326150						34.48003	-88.665146	133368303										NO	SSETZER@SLEEPINNOVATIONS.COM	
2011	OFFICE MANAGER	HEATHER SCOTT	38618MPNC 485IN	ADVANCED URETHANE TECHNOLOGIES	485 INDUSTRIAL DR	COLDWATER	TATE	MS	38618	ADVANCED URETHANE TECHNOLOGIES	PO BOX 1040	COLDWATER	MS		38618	YES	NO	NO	NO	HEATHER J. SCOTT	6626227221	3086							325199						34.695417	-89.978972	796490584								SLEEP INNOVATIONS INC	796490584	NO	HSCOTT@SLEEPINNOVATIONS.COM	
2011	REGIONAL MANAGER	ROGER WEBER	39167CRBNCANDRE	AIRGAS CARBONIC	217 ANDREW JACKSON CIR	STAR	RANKIN	MS	39167	AIRGAS CARBONIC	217 ANDREW JACKSON CIR	STAR	MS		39167	YES	NO	NO	NO	STEVE AINSWORTH	6018453597	2813							325120						32.102778	-90.053333	041138371								AIRGAS INC	024492860	NO		
