REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
2007	DIRECTOR OF RISK MANAGEMENT & EHS	BERNARD WENZEL	05257KRNPT441WA	ADC OPTICAL SYSTEMS	441 WATER ST	NORTH BENNINGTON	BENNINGTON	VT	05257	ADC OPTICAL SYSTEMS	441 WATER ST	NORTH BENNINGTON	VT		05257	YES	NO	NO	NO	CHRIS GIDDINGS	9529170086	3357							335921						42.923105	-73.245543	194654158								ADC TELECOMMUNICATIONS IN.C	006249312	NO	CHRIS.GIDDINGS@ADC.COM	
1993	PLANT MANAGER	BERNARD BOUDREAU	05868KRFTNMILLS	AGRI-MARK INC.	MILL ST.	TROY	ORLEANS	VT	058680107	AGRI-MARK INC.	P.O. BOX 107	TROY	VT		05868-0107	YES	NO	NO		BERNARD BOOREQU	8027442245	2022							311513						44.902778	-72.425	005015985				VT0000710				AGRI-MARK INC.	005015985	NO		
2007	PLANT MANAGER	BERNARD BOUDREAU	05753CBTGR100EX	AGRI-MARK, INC.	869 EXCHANGE ST	MIDDLEBURY	ADDISON	VT	05753	AGRI-MARK, INC.	869 EXCHANGE ST	MIDDLEBURY	VT		05753	YES	NO	NO	NO	BERNARD BOUDREAU	8023886731	2022	2023						311513	311514					44.03193	-73.17226	001765916								AGRI-MARK, INC.	001765916	NO	NA	
1998	ENVIRONMENTAL FACILITY SPECIALIST	VINCENT J. FARRELL	05478GWYNC79WAL	AGWAY INC. ST. ALBANS FEED MILL	79 WALNUT ST.	SAINT ALBANS	FRANKLIN	VT	05478	AGWAY INC. ST. ALBANS FEED MILL	79 WALNUT ST.	SAINT ALBANS	VT		05478	YES	NO	NO				2048							311119						44.812454	-73.098747	002249159								AGWAY INC.	002249159	NO		
2001	EHS MANAGER	WILLIAM GRADIE	05089SCTNY2637U	ASCUTNEY METAL PRODS.	2637 U.S. RTE. 5 N.	WINDSOR	WINDSOR	VT	05089	ASCUTNEY METAL PRODS.	2637 U.S. RTE. 5 N.	WINDSOR	VT		05089	YES	NO	NO	NO	WILLIAM GRADIE	8607748571	3451							332721						43.487617	-72.384803	095525218		VTR000005264						SPIROL INTL. CORP.	001140862	NO		
2005	DIRECTOR OF MANUFACTURING	DICK KIRSCHNER	05451CPRNDTHOMP	BELDEN CDT INC ESSEX JUNCTION	26 THOMPSON DR	ESSEX JUNCTION	CHITTENDEN	VT	05452	BELDEN CDT INC ESSEX JUNCTION	26 THOMPSON DR	ESSEX JUNCTION	VT		05452	YES	NO	NO	NO	CHARLES LEAMAN	7659835295	3357							331422						44.506611	-73.052643	809430325								BELDEN CDT INC.	809182579	NO		
1994	CORPORATE SAFETY MANAGER	TERESE CHURCHILL	05478BNJRR900IN	BEN & JERRY'S HOMEMADE INC. ST. ALBANS SOUTH PLANT	900 INDL. PARK RD.	SAINT ALBANS	FRANKLIN	VT	05478	BEN & JERRY'S HOMEMADE INC. ST. ALBANS SOUTH PLANT	900 INDL. PARK RD.	SAINT ALBANS	VT		05478	YES	NO	NO		ROB MICHALAK	8022445641	2024							311520						44.797833	-73.096182	042684902								BEN & JERRY'S HOMEMADE INC.	042684902	NO		
1989	PLANT MANAGER	JEAN LASHER	05201BNMNTBENMO	BEN-MONT CORP.	BENMONT AVE.	BENNINGTON	BENNINGTON	VT	05201	BEN-MONT CORP.	BENMONT AVE.	BENNINGTON	VT		05201	YES	NO	NO		JOAN LASHER	8024426331	2754	2679						323111						42.892653	-73.201816			VTD002207504						GNI INC.		NO		
1992	MANAGER,MANUFACTURING ENGINEERING	DONALD J. DECKER	05201BJRLB50KOC	BIJUR LUBRICATING CORP	50 KOCHER DR	BENNINGTON	BENNINGTON	VT	052011994	BIJUR LUBRICATING CORP	50 KOCHER DR	BENNINGTON	VT		05201-1994	YES	NO	NO		DORIS ZAMPINI	8024472174	3569	3545						333999						42.896268	-73.203628	001471010		VTD019092766								NO		
2002	VP OPERATIONS	NAJIB MAALOUF	05495BLDGT290BO	BLODGETT COMBI	290 BOYER CIRCLE	WILLISTON	CHITTENDEN	VT	05495	BLODGETT OVEN CO	50 LAKESIDE AVE	BURLINGTON	VT		05402	YES	NO	NO	NO			3589							333319						44.444326	-73.132936	070414805		VTR000001305		VT0008207				MIDDLEBY CORP	107636953	NO		
