REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
2007	PLANT MANAGER	CHARLES AVERY	48205NDSTR11900	3M CO - DETROIT	11900 E 8 MILE RD	DETROIT	WAYNE	MI	48205	3M CO - DETROIT	11900 E 8 MILE RD	DETROIT	MI		48205	YES	NO	NO	NO	CHARLES AVERY	3133724200	3291							327910						42.448902	-83.002718	055693618								3M CO	006173082	NO	EPCRA@MMM.COM	
1996	PLT. MGR.	JAMES T. BROWN	48642SCNTF4100J	3M CO SCIENTIFIC ANGLERS	4100 JAMES SAVAGE RD.	MIDLAND	MIDLAND	MI	486425887	3M CO SCIENTIFIC ANGLERS	4100 JAMES SAVAGE RD.	MIDLAND	MI		48642-5887	YES	NO	NO		PAUL NAROG	6127785380	3949							339920						43.61056	-84.17419	005363882		MID000722223						3M CO INC	006173082	NO		
2002	VP AND GENERAL MANAGER	JIM OLDANI	487474D   136EM	4D INC	136 E. MUNGER RD.	MUNGER	BAY	MI	48747	4D INC	P.O. BOX 592	MIDLAND	MI		48640	YES	NO	NO	NO	TONY WESSEL	9896310400	3271							327331						43.522028	-83.774384	106514128								OLDCASTLE INC.	037176591	NO		
2002	PRESIDENT	DONELY BOLT	49512KFNSH4175D	A & K FINISHING INC PLANT 1	4175 DANVERS CT SE	KENTWOOD	KENT	MI	49512	A & K FINISHING INC PLANT 1	4175 DANVERS CT SE	KENTWOOD	MI		49512	YES	NO	NO	NO	DON BOLT	6169499100	3714							336399						42.88579	-85.554177	090895012		MID985589907		MIS110630						NO		
2006	PAINT ENGINEER	KEVIN BRIGGS	49512KFNSH4436D	A & K FINISHING PLANT INC 2	4436 DONKER CT SE	KENTWOOD	KENT	MI	49512	A & K FINISHING PLANT INC 2	4436 DONKER CT SE	KENTWOOD	MI		49512	YES	NO	NO	NO	DON BOLT	6169499100	3714							336399						42.88677	-85.553317	617950233										NO		
2002	MANAGER, ENVIRONMENTAL AFFAIRS	MR. MAURICE PESTOWKA	48077CSHMM6640S	A. G. SIMPSON (USA) INC.	6640 STERLING DR. S.	STERLING HEIGHTS	MACOMB	MI	48312	A. G. SIMPSON (USA) INC.	6640 STERLING DR. S.	STERLING HEIGHTS	MI		48312	YES	NO	NO	NO	MAURICE PESTOWKA	5196217953	3479	3465	3471					331221						42.543437	-83.041015	005373782		MID005373782		MIG259000	MIS110330			A. G. SIMPSON AUTOMOTIVE INC.	201521747	NO		
2004	OPERATIONS MANAGER	TERRY HOWDYSHELL	48867MGNTK152UN	A. O. SMITH ELECTRICAL PRODUCTS CO	200 UNIVERSAL DR	OWOSSO	SHIAWASSEE	MI	48867	A. O. SMITH ELECTRICAL PRODUCTS CO	200 UNIVERSAL DR	OWOSSO	MI		48867	YES	NO	NO	NO	TERRY HOWDYSHELL	9897237866	3621							335312						42.991153	-84.171832	004235701		MID054699830		MIS210244				A. O. SMITH CORP	006085815	NO		
1995	PRESIDENT	ROBERT J. MCVICKER	49120BRNDY2832S	AAA ASSOCIATES INC	2732 S 3RD ST	NILES	BERRIEN	MI	49120	AAA ASSOCIATES INC	PO BOX 1225	NILES	MI		49120	YES	NO	NO		ROBERT J MCVICKER	6166840455	3087							325991						41.773612	-86.254952	040271603		MID057390361	MIDO57390981							NO		
2005	GENERAL MANAGER	GREGG MINER	48150RBRKS12633	AAR CARGO SYSTEMS	12633 INKSTER RD	LIVONIA	WAYNE	MI	48150	AAR CARGO SYSTEMS	12633 INKSTER RD	LIVONIA	MI		48150	YES	NO	NO	NO	SAME AS SECTION 4.3	7345222000	3728							336413						42.376777	-83.314063	009773367								AAR CORP.	005425814	NO		
2007	EHS MANAGER- CADILLAC TRIME	LAURA PHELPS	49601RBRKS201HA	AAR MOBILITY SYSTEMS	201 HAYNES ST	CADILLAC	WEXFORD	MI	49601	AAR MOBILITY SYSTEMS	PO BOX 550	CADILLAC	MI		49601	YES	NO	NO	NO	LEE KRANTZ	2317798800	3499							332439	332999					44.253784	-85.405105	069510246								AAR CORP	005425814	NO	LEE.KRANTZ@AARCORP.COM	
