REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
2003	POWER PLANT ASSET MANAGER	ROBERT ENGLUND	20024BZZRD1STVS	BUZZARD POINT GENERATING STATION	1ST & V ST SW	WASHINGTON	DISTRICT OF COLUMBIA	DC	20024	BUZZARD POINT GENERATING STATION	1ST & V ST SW	WASHINGTON	DC		20024	YES	NO	NO	NO	ROBERT ENGLUND	2023882513	4911							221100						38.864671	-77.01216			DCD000819508						POTOMAC POWER RESOURCES		NO		
1989	PURCHASING AGENT	JEFFREY B. STEED	20018CPTLP806CH	CAPITOL PRINTING INK CO. INC.	806 CHANNING PL. N.E.	WASHINGTON	DISTRICT OF COLUMBIA	DC	200181728	CAPITOL PRINTING INK CO. INC.	806 CHANNING PL. N.E.	WASHINGTON	DC		20018-1728	YES	NO	NO		JEFFREY B. STEED	2028328100	2893							325910						38.923204	-76.994719	003242195		DCD003242195						FLINT INK CORP.	005355854	NO		
2007	VICE PRESIDENT OPERATIONS	STEPHEN RENDER	20004DCMTR25POT	DC MATERIALS	25 POTOMAC AVE SE	WASHINGTON	DISTRICT OF COLUMBIA	DC	20004	DC MATERIALS	PO BOX 5096	SPRINGFIELD	VA		22150	YES	NO	NO	NO	STEPHEN RENDER	7033547100	3273							327320						38.871031	-77.008272									VULCAN MATERIALS CO	805344798	NO	RENDERS@VMCMAIL.COM	
2007	VICE PRESIDENT-CONCRETE DIV.	TOM PITTMAN	20011FRTTT5001F	FORT TOTTEN READY MIX CONCRETE	5001 FORT TOTTEN DR NE	WASHINGTON	DISTRICT OF COLUMBIA	DC	20011	SUPER CONCRETE CORP (DBA AGGREGATE IND)	6401 GOLDEN TRIANGLE DR, 400	GREENBELT	MD		20770	NO	NO	NO	NO	RICHARD FREEDMAN, PE	3019821400	3273							327320						38.951713	-77.007781			DCD007972920		DC0000175				AGGREGATE INDUSTRIES MANAGEMENT INC.	622258929	NO		
2007	POWER PLANT ASSET MANAGER	SHIRLEY HARMON	20019BNNNG3400B	POTOMAC POWER RESOURCES BENNING GENERATING STATION	3400 BENNING RD NE	WASHINGTON	DISTRICT OF COLUMBIA	DC	20019	POTOMAC POWER RESOURCES BENNING GENERATING STATION	3400 BENNING RD NE	WASHINGTON	DC		20019	YES	NO	NO	NO	ROGER WILLIAMSON	7032537711	4911							221112						38.898611	-76.958889									POTOMAC POWER RESOURCES LLC		NO	RWILLIAMSON@PEPCOENERGY.COM	
2004	ENVIRONMENTAL MANAGER	CHARLES RIMBACH	20332BLLNG20MAC	U.S. AIR FORCE BOLLING AFB DC	11TH CES / CEV 370 BROOKLEY AVE	WASHINGTON	DISTRICT OF COLUMBIA	DC	200325403	U.S. AIR FORCE BOLLING AFB DC	11TH CES / CEV 370 BROOKLEY AVE	WASHINGTON	DC		20032-5403	YES	NO	YES	NO	CHARLES RIMBACH	2027678600	9199	9711						921190						38.845833	-77.007222			DC9570090036		DC0000078				U.S. DEPARTMENT OF DEFENSE		YES		
2007	GENERAL MANAGER	THOMAS JACOBUS	20315SCDLC5900M	U.S. ARMY CORPS OF ENGINEERS DALECARLIA WTP	5900 MACARTHUR BLVD NW	WASHINGTON	DISTRICT OF COLUMBIA	DC	20016	U.S. ARMY CORPS OF ENGINEERS DALECARLIA WTP	5900 MACARTHUR BLVD NW	WASHINGTON	DC		20016	YES	NO	YES	NO	JAGDISH P TARPARA	2027640564	4941							221310						38.9382	-77.1139									U.S. DEPARTMENT OF DEFENSE		YES	JAGDISH.P.TARPARA@USACE.ARMY.MIL	
2007	GENERAL MANAGER	THOMAS JACOBUS	20001SCMCM2500F	U.S. ARMY CORPS OF ENGINEERS MCMILLAN WTP WASHINGTON AQUEDUCT	2500 1ST ST NW	WASHINGTON	DISTRICT OF COLUMBIA	DC	20001	U.S. ARMY CORPS OF ENGINEERS WASHINGTON AQUEDUCT DIV	5900 MACARTHUR BLVD NW	WASHINGTON	DC		20016	YES	NO	YES	NO	JAGDISH P. TARPARA	2027640564	4941							221310						38.9245	-77.0134									U.S. DEPARTMENT OF DEFENSE		YES	JAGDISH.P.TARPARA@USACE.ARMY.MIL	
2007	CHIEF	NEAL MOHLMANN	20228BRFNG14THC	U.S. DEPT OF THE TREASURY BUREAU OF ENGRAVING & PRINTING	14TH & C ST SW	WASHINGTON	DISTRICT OF COLUMBIA	DC	20228	BUREAU OF ENGRAVING & PRINTING	14TH & C ST SW	WASHINGTON	DC		20228	YES	NO	YES	NO	DAWN HALEY	2028743545	2754	2759	2796	2893	3471			323111	332813	323122	323119			38.885674	-77.032147									U.S. DEPARTMENT OF TREASURY		YES	NA	
2006	ACTING DIRECTOR ASSET MANAGEMENT	EDWARD J. RYNNE, JR.	20536SDHSM425IS	U.S. DHS IMMIGRATION & CUSTOMS ENFORCEMENT (ICE)  NFTTU	425 I ST NW	WASHINGTON	DISTRICT OF COLUMBIA	DC	20536	U.S. DHS IMMIGRATION & CUSTOMS ENFORCEMENT (ICE)  NFTTU	425 I ST NW	WASHINGTON	DC		20536	YES	NO	YES	NO	LESLIE FRIEDLANDER	2023054374								922190						38.901618	-77.016916									U.S. DEPARTMENT OF HOMELAND SECURITY		YES		
2004	AD/CFO	MARGUERITE MOCCIA	20226SDJBR650MA	U.S. DOJ BUREAU OF ALCOHOL TOBACCO FIREARMS & EXPLOSIVES HQ	650 MASSACHUSETTS AVE NW	WASHINGTON	DISTRICT OF COLUMBIA	DC	20226	U.S. DOJ BUREAU OF ALCOHOL TOBACCO FIREARMS & EXPLOSIVES HQ	650 MASSACHUSETTS AVE NW	WASHINGTON	DC		20226	YES	NO	YES	NO	JOANNE MEYER	2029278850	9221							922120						38.901389	-77.021111			DC0001010057						U.S. DEPARTMENT OF JUSTICE		YES		
2001	FPS RANGE MASTER	CLARKE DUNGEE	20004SGSFPSEFED	U.S. GSA FPS PISTOL  RANGE BUILDING 202	S.E. FEDERAL CENTER 3RD & M ST. S.E.	WASHINGTON	DISTRICT OF COLUMBIA	DC	20004	U.S. GSA FPS PISTOL  RANGE BUILDING 202	S.E. FEDERAL CENTER 3RD & M ST. S.E.	WASHINGTON	DC		20004	YES	NO	NO		KELLY HOLLAND	2027085255	9199							921190						38.876186	-77.017965			DC0000255653		DC0000299				U.S. GENERAL SERVICES ADMINISTRATION		YES		
1994	ASST. DIR. - ADMINISTRATION	W. RALPH BASHAM	20004SSCRTARIEL	U.S. SECRET SERVICE	ARIEL RIOS FEDERAL BLDG., 12TH & PENNSYLVANIA AVE. N.W	WASHINGTON	DISTRICT OF COLUMBIA	DC	20004	U.S. SECRET SERVICE	ARIEL RIOS FEDERAL BLDG., 12TH & PENNSYLVANIA AVE. N.W	WASHINGTON	DC		20004	NO	YES	NO		GREGORY FRAZIER	2024355708														38.895833	-77.023611									U.S. DEPARTMENT OF THE TREASURY		YES		
