REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	20-NOV-13	
2012	PLANT MANAGER	CHARLES AVERY	50010MNNST900DA	3M CO - AMES	900 DAYTON AVE	AMES	STORY	IA	500106493	3M CO - AMES	900 DAYTON AVE	AMES	IA		50010-6493	YES	NO	NO	NO	CHARLES AVERY	5152321184	3291							327910						42.0296	-93.57913	089979058								3M CO	006173082	NO	CAVERY@MMM.COM	
2012	ACTING PLANT MANAGER	KEN FROMMELT	50138MNNST3406E	3M CO - KNOXVILLE	3406 E PLEASANT	KNOXVILLE	MARION	IA	50138	3M CO - KNOXVILLE	3406 E PLEASANT	KNOXVILLE	IA		50138	YES	NO	NO	NO	KEN FROMMELT	6418285500	2672	2891						322222						41.320607	-93.065893	075846824								3M CO	006173082	NO	KCFROMMELT@MMM.COM	
2012	PRESIDENT	LOREN SMITH	50171RNHRTHWY63	A-1 FIBERGLASS	530 N FRONT ST	MONTEZUMA	POWESHIEK	IA	50171	A-1 FIBERGLASS	4495 S GUNPOWDER CIR	HASTINGS	NE		68901	YES	NO	NO	NO	BRIAN PERKINS	4024630180	3089							326199						41.590786	-92.531568									A-1 FIBERGLASS		NO	BPERKINS@A1FIBERGLASS.COM	
2012	DIRECTOR OF OPERATIONS	ROSS BUCHELE	50401CRRSC16001	AADG INC CURRIES DIV 12TH ST NW FACILITY	1500 12TH ST NW	MASON CITY	CERRO GORDO	IA	50401	AADG INC CURRIES DIV 12TH ST NW FACILITY	PO BOX 1648	MASON CITY	IA		50401	YES	NO	NO	NO	MARK EVERS	6414231334	3442							332321						43.16503	-93.22786									ASSA ABLOY INC	556317287	NO	MARK.EVERS@DOORGROUP.COM	
2012	DIRECTOR OF OPERATIONS	ROSS BUCHELE	50401CRRSC2519T	AADG INC CURRIES DIV 9TH ST FACILITY	251 9TH ST SE	MASON CITY	CERRO GORDO	IA	50401	AADG INC CURRIES DIV 9TH ST FACILITY	PO BOX 1648	MASON CITY	IA		50401	YES	NO	NO	NO	MARK EVERS	6414231334	3442							332321						43.142743	-93.196207									ASSA ABLOY INC	556317287	NO	MARK.EVERS@DOORGROUP.COM	
2012	ENVIRONMENTAL HEALTH AND SAFETY TECH	TYLER SCHWARCK	5047WBSLTN1372S	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	MITCHELL	IA	50472	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	IA		50472	YES	NO	NO	NO	TYLER SCHWARCK	6413262220								325193						43.49951	-92.91709	794106463										NO	TYLER.SCHWARCK@ABSENERGY.ORG	
2012	CEO	STEVEN ARTHUR	52002DMSCX84CHA	ADAMS CO	8040 CHAVENELLE RD	DUBUQUE	DUBUQUE	IA	52002	ADAMS CO	8040 CHAVENELLE RD	DUBUQUE	IA		52002	YES	NO	NO	NO	JOHN C. HENDRY	5635833591	3566							333612						42.49171	-90.78131	005148200										NO		
2012	PRODUCTION MANGER	HARLAN PRIEKSAT	51031SPRSW8THST	ADM ALLIANCE NUTRITION	710 8TH ST SW	LE MARS	PLYMOUTH	IA	51031	ADM ALLIANCE NUTRITION	710 8TH ST SW	LE MARS	IA		51031	YES	NO	NO	NO	CHRIS ROBARE	7125465145	2048							311119						42.78274	-96.17723	849684428								ARCHER DANIELS MIDLAND CO	001307586	NO	CHRISTOPHE.ROBARE@ADM.COM	
2012	PRODUCTION MANAGER	STEVE SCHWARTZ	50659SPRSWNORTH	ADM ALLIANCE NUTRITION INC	506 N SHERMAN AVE	NEW HAMPTON	CHICKASAW	IA	50659	ADM ALLIANCE NUTRITION INC	506 N SHERMAN AVE	NEW HAMPTON	IA		50659	YES	NO	NO	NO	MARK CALMES	2174245200	2048							311119						43.064444	-92.3225	849684428								ARCHER DANIELS MIDLAND CO	001307586	NO	MARK.CALMES@ADM.COM	
2012	LOCATION MANAGER	MONICA MORSE	50313FDSPC1877N	ADM ALLIANCE NUTRITION INC	1877 NE 58TH AVE	DES MOINES	POLK	IA	503131627	ADM ALLIANCE NUTRITION INC	1877 NE 58TH AVE	DES MOINES	IA		50313-1627	YES	NO	NO	NO	MARK CALMES	2174245200	2048							311119						41.66666	-93.58333	849684428								ARCHER DANIELS MIDLAND CO	001307586	NO	MARK.CALMES@ADM.COM	
2012	PLANT MANAGER	DEAN BRAINERD	52732DMCRN1251B	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	52732	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	IA		52732	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2085	2869					311221						41.818117	-90.214731	932986623								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2012	PLANT MANAGER	ERIC FASNACHT	52404DMCRN1350W	ADM CORN PROCESSING	1350 WACONIA AVE SW	CEDAR RAPIDS	LINN	IA	52404	ADM CORN PROCESSING	PO BOX 1445	CEDAR RAPIDS	IA		52406	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2869	4911					311221	221119	325199				41.928594	-91.687203	096525670								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2012	PLANT MANAGER	MIKE CARSTENS	50316RCHRD1940E	ADM SOYBEAN PROCESSING	1935 E EUCLID AVE	DES MOINES	POLK	IA	50313	ADM SOYBEAN PROCESSING	1935 E EUCLID AVE	DES MOINES	IA		50313	YES	NO	NO	NO	ADM MEDIA	2174245413	2075	2079						311222						41.62244	-93.58555	010254001	789611878							ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2012	HUMAN RESOURCES MANAGER	GAYLA HOPPENWORTH	50703DVNCD2825M	ADVANCED HEAT TREAT CORP	2825 MIDPORT BLVD	WATERLOO	BLACK HAWK	IA	50703	ADVANCED HEAT TREAT CORP	2825 MIDPORT BLVD	WATERLOO	IA		50703	YES	NO	NO	NO	GAYLA HOPPENWORTH	3192913381	3398							332811						42.546629	-92.392913									ADVANCED HEAT TREAT CORP	056504186	NO	HR@ION-NITRIDING.COM	
2012	HUMAN RESOURCES MANAGER	GAYLA HOPPENWORTH	50703DVNCD2839B	ADVANCED HEAT TREAT CORP	2859 BURTON AVE	WATERLOO	BLACK HAWK	IA	50703	ADVANCED HEAT TREAT CORP	2859 BURTON AVE	WATERLOO	IA		50703	YES	NO	NO	NO	GAYLA HOPPENWORTH	3192913381	3398							332811						42.54032	-92.35802	056504186								ADVANCED HEAT TREAT CORP	056504186	NO	HR@ION-NITRIDING.COM	
2012	PLANT OPERATIONS MANAGER	KELLY CROGHAN	51054GPRCSBOX20	AG PROCESSING INC	2753 PORT NEAL CIR	SERGEANT BLUFF	WOODBURY	IA	510540200	AG PROCESSING INC	PO BOX 200	SERGEANT BLUFF	IA		510540200	YES	NO	NO	NO	KELLY CROGHAN	7129437275	2075	2869						311222						42.305176	-96.362271	005275631								AG PROCESSING INC	005275631	NO	KCROGHAN@AGP.COM	
2012	PLANT OPERATIONS MANAGER	JEFF LAMPMAN	50533GPRCS500NO	AG PROCESSING INC	500 N COMMERCIAL AVE	EAGLE GROVE	WRIGHT	IA	50533	AG PROCESSING INC	PO BOX 85	EAGLE GROVE	IA		50533	YES	NO	NO	NO	JEFF LAMPMAN	5154484711	2075	2079						311222	311225					42.66861	-93.90333	005275631								AG PROCESSING INC	005275631	NO	JLAMPMAN@AGP.COM	
2012	OPERATIONS MANAGER	JOHN JAMISON	50536GPRCS47393	AG PROCESSING INC	4739 380TH ST	EMMETSBURG	PALO ALTO	IA	50536	AG PROCESSING INC	PO BOX 98	EMMETSBURG	IA		50536	YES	NO	NO	NO	JOHN JAMISON	7128523334	2075							311222						43.09946	-94.65287	005275631								AG PROCESSING INC	005275631	NO	JJAMISON@AGP.COM	
2012	PLANT OPERATIONS MANAGER	TRAVIS  ROBINSON	51201GPRCS8042N	AG PROCESSING INC	804 2ND AVE	SHELDON	OBRIEN	IA	51201	AG PROCESSING INC	PO BOX 220	SHELDON	IA		51201	YES	NO	NO	NO	TRAVIS ROBINSON	7123242531	2075	0116						311222						43.182248	-95.856177	005275631								AG PROCESSING INC	005275631	NO	TROBINSON@AGP.COM	
2012	PLANT MANAGER	SHANNON HETT	50401GPRCS16051	AG PROCESSING INC	1605 19TH ST SW	MASON CITY	CERRO GORDO	IA	50401	AG PROCESSING INC	PO BOX 1068	MASON CITY	IA		50401	YES	NO	NO	NO	SHANNON HETT	6414234733	2075							311222						43.132102	-93.226923	005275631								AG PROCESSING INC	005275631	NO	SHETT@AGP.COM	
2012	OPERATIONS MANAGER	TERRY STERK	51455GPRCS1MILE	AG PROCESSING INC  A COOPERATIVE (AGP)	1000 300TH ST	MANNING	CARROLL	IA	51455	AG PROCESSING INC  A COOPERATIVE (AGP)	PO BOX 187	MANNING	IA		51455	YES	NO	NO	NO	TERRY STERK	7126533985	2075							311222						41.920794	-95.070791	005275631								AG PROCESSING INC	005275631	NO	TSTERK@AGP.COM	
2012	PLANT MANAGER	LOU RICKERS	50511STFRK21814	AG PROCESSING INC-ALGONA METHYL ESTER	2108 140TH AVE	ALGONA	KOSSUTH	IA	50511	AG PROCESSING INC-ALGONA METHYL ESTER	PO BOX 480	ALGONA	IA		50511	YES	NO	NO	NO	LOU RICKERS	5153953910								325199						43.0686	-94.18721	005275631										NO	LRICKERS@AGP.COM	
2012	ENVIRONMENTAL MANAGER	ANDY YEAROUS	52162GRPRC22NWS	AGRI STAR MEAT & POULTRY LLC	220 W ST	POSTVILLE	ALLAMAKEE	IA	52162	AGRI STAR MEAT & POULTRY LLC	PO BOX 920	POSTVILLE	IA		52162	YES	NO	NO	NO	CHAIM ABRAHAMS	5638647811	2011	2013	2015					311611	311615					43.08721	-91.57826											NO	CHAIM@IOWABESTBEEF.COM	
2012	ENVIRONMENTAL MANAGER	TED WINKELMAN	51239GRNMD332DI	AGROPUR INC	332 DIVISION ST	HULL	SIOUX	IA	51239	AGROPUR INC	PO BOX 820	HULL	IA		51239	YES	NO	NO	NO	TIM CZMOWSKI	7124396780								311513						43.18163	-96.13403									AGROPUR INC		NO	TIM.CZMOWSKI@AGROPUR.COM	
2012	CHIEF SCIENCE OFFICER	STEPHEN ASHMEAD	50598PRCSS515WE	AI PROCESSORS	515 W BROAD ST	WHITTEMORE	KOSSUTH	IA	50598	AI PROCESSORS	515 W BROAD ST	WHITTEMORE	IA		50598	YES	NO	NO	NO	CRAIG BROWNELL	5158842472	2048							339999						43.06396	-94.42449									ALBION GROUP	624857249	NO	BOPHEIM@ALBIONMINERALS.COM	
2012	SAFETY AND COMPLIANCE SPECIALIST	MICHAEL MILLER	50021RGSNR41SEC	AIRGAS USA LLC - ANKENY IA	410 SE CREEKVIEW RD	ANKENY	POLK	IA	50021	AIRGAS USA LLC - ANKENY IA	410 SE CREEKVIEW RD	ANKENY	IA		50021	YES	NO	NO	NO	MIKE MILLER	4146870940	2813							325120						41.719059	-93.573464	198976359								AIRGAS INC	024492860	NO	MIKE.MILLER@AIRGAS.COM	
2012	PLANT MANAGER	RANDY SCHREINER	52553HRTLNHIGHW	AJINOMOTO HEARTLAND INC	1116 HWY 137	EDDYVILLE	MONROE	IA	52553	AJINOMOTO HEARTLAND INC	1116 HWY 137	EDDYVILLE	IA		52553	YES	NO	NO	NO	RANDY SCHREINER	6419693125	2048							311119						41.143573	-92.647934	114172596										NO	SCHREINERR@AJIUSA.COM	
2012	GENERAL MANAGER	JEFF PEYTON	52553JNMTS1AJIN	AJINOMOTO NA INC	1 AJINOMOTO DR	EDDYVILLE	MONROE	IA	52553	AJINOMOTO NA INC	1 AJINOMOTO DR	EDDYVILLE	IA		52553	YES	NO	NO	NO	JEFF PEYTON	6419693310	2869							325199						41.143573	-92.647934	001853852								AJINOMOTO NA. INC.	001853852	NO	PEYTONJ@AJIUSA.COM	
2012	ENVIRONMENTAL LEAD	JOHN MITCHELL	52808LMNMCHIGHW	ALCOA INC	4879 STATE ST	BETTENDORF	SCOTT	IA	527223567	ALCOA INC	PO BOX 3567	BETTENDORF	IA		527228030	YES	NO	NO	NO	JOHN RICHES	5634592248	3353	3355						331315	331314					41.53653	-90.467159	005270160								ALCOA INC	001339472	NO	JOHN.RICHES@ALCOA.COM	
2012	CORPORATE SAFETY DIRECTOR	RICK HELDT	5026WLLSTT52S18	ALL STATE INDUSTRIES INC	520 S 18TH ST	WEST DES MOINES	POLK	IA	50265	ALL STATE INDUSTRIES INC	520 S 18TH ST	WEST DES MOINES	IA		50265	YES	NO	NO	NO	DOUG TIBKEN	5154532532								326220						41.56202	-93.7278	073486789										NO	DTIBKEN@ALL-STATEIND.COM	
2012	ES MANAGER, HNI CORPORATION	GREGORY LESNET	52761HNC  HWY61	ALLSTEEL MUSCATINE  PLANT	3000 HWY 61 N	MUSCATINE	MUSCATINE	IA	527610071	ALLSTEEL MUSCATINE  PLANT	3000 HWY 61 N	MUSCATINE	IA		52761-0071	YES	NO	NO	NO	TIM MATTES	5632724695	2521	2522						337214	337211					41.454049	-91.022158	120316711								HNI CORP	005269709	NO	MATTEST@ALLSTEELOFFICE.COM	
2012	VICE PRESIDENT/GENERAL MANAGER	CHRIS WEST	50501MRCNC26QUA	AMERICAN CONCRETE PRODUCTS	2060 QUAIL AVE	FORT DODGE	WEBSTER	IA	50501	AMERICAN CONCRETE PRODUCTS	PO BOX 3349	DES MOINES	IA		50316	YES	NO	NO	NO	JOE PILLE	5154225437	3273							327320						42.49323	-94.12855	014887225								OLDCASTLE INC	103942520	NO	JPILLE@OMGMIDWEST.COM	
2012	VICE PRESIDENT/GENERAL MANAGER	CHRIS WEST	50313MRCNC4DELA	AMERICAN CONCRETE PRODUCTS	4000 DELAWARE	DES MOINES	POLK	IA	50313	AMERICAN CONCRETE PRODUCTS	PO BOX 3349	DES MOINES	IA		50316	YES	NO	NO	NO	JOE PILLE	5154225437	3273							327320						41.63316	-93.58131	014887225								OLDCASTLE INC	103942520	NO	JPILLE@OMGMIDWEST.COM	
2012	PLANT ENGINEER	TRAVIS PERRY	50248MRCNP13WBR	AMERICAN PACKAGING CORP	103 W BROAD ST	STORY CITY	STORY	IA	50248	AMERICAN PACKAGING CORP	103 W BROAD ST	STORY CITY	IA		50248	YES	NO	NO	NO	TRAVIS PERRY	5157331435	2759							323112						42.188352	-93.603475	066536517								AMERICAN PACKAGING CORP	066536517	NO	TPERRY@AMPKCORP.COM	
2012	WORKS MANAGER	BRAD HICKERSON	52632GRFFNCARBI	AMSTED RAIL CO INC	416 CARBIDE LN	KEOKUK	LEE	IA	52632	AMSTED RAIL CO INC	416 CARBIDE LN	KEOKUK	IA		52632	YES	NO	NO	NO	BOB RIBBING	6182256419	3325							331513						40.425434	-91.422986	826334729								AMSTED INDUSTRIES INC	005146667	NO	RRIBBING@AMSTEDRAIL.COM	
2012	FLEET AND SAFETY OPERATIONS SUPERVISOR	MICHAEL GEZEL	50317NDRSN2229H	ANDERSON ERICKSON DAIRY	2229 HUBBELL AVE	DES MOINES	POLK	IA	50317	ANDERSON ERICKSON DAIRY	2420 E UNIVERSITY AVE	DES MOINES	IA		50317	YES	NO	NO	NO	MICHAEL W GEZEL	5152652521	2026	2024						311511						41.60089	-93.57379	005278734		IAD984570713								NO	MICHAELG@AEDAIRY.COM	
2012	REGULATORY COMPLIANCE MANAGER	ALLISON MOYER	51442MZNGN244WH	ANDERSONS DENISON ETHANOL LLC	2404 W HWY 30	DENISON	CRAWFORD	IA	51442	ANDERSONS DENISON ETHANOL LLC	2404 W HWY 30	DENISON	IA		51442	YES	NO	NO	NO	MR. STACY SCHMIDT	4198912957	2869							325193						41.98905	-95.39912	604523204								THE ANDERSONS INC	604523204	NO	STACY_SCHMIDT@ANDERSONSINC.COM	
2012	PRESIDENT / CEO	SCOTT PFLUGHOEFT	5066WWSHLYN951S	ASHLEY INDUSTRIAL MOLDING	951 SECOND AVE SE	OELWEIN	FAYETTE	IA	50662	ASHLEY INDUSTRIAL MOLDING	951 SECOND AVE SE	OELWEIN	IA		50662	YES	NO	NO	NO	CATHERINE MOWERY	2605879155								326199						42.66431	-91.90905	098647266										NO	CMOWERY@ASHINMOLD.COM	
2012	DIVISION MANAGER	MIKE WOLKOW	51248SSCTD101W1	ASSOCIATED MILK PRODUCERS INC	101 W FIRST ST	SANBORN	OBRIEN	IA	51248	ASSOCIATED MILK PRODUCERS INC	101 W FIRST ST	SANBORN	IA		51248	YES	NO	NO	NO	MIKE WOLKOW	7127293255	2022							311513						43.180254	-95.656401	052761202								ASSOCIATED MILK PRODUCERS INC	047247754	NO	WOLKOWM@AMPI.COM	
2012	PLANT SUPERINTENDENT	STEVEN FAUST	50606SSCTDJCT31	ASSOCIATED MILK PRODUCERS INC  ARLINGTON DIV	3281 40TH ST	ARLINGTON	FAYETTE	IA	50606	ASSOCIATED MILK PRODUCERS INC  ARLINGTON DIV	3281 40TH ST	ARLINGTON	IA		50606	YES	NO	NO	NO	JERRY JOHNSON	5639334521	2023							311514						42.68621	-91.64971	053742763								ASSOCIATED MILK PRODUCERS INC	047247754	NO	JOHNSOJM@AMPI.COM	
