REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
1995	PLANT MANAGER	MARK HATZENBELLER	54166DMNFCRT1WA	3-D MANUFACTURING INC	RT 1 WAUKECHON RD	SHAWANO	SHAWANO	WI	54166	3-D MANUFACTURING INC	500 AIRPORT DR	SHAWANO	WI		54166	YES	NO	NO		MARK HATZENBELLER	7155242546	3713							336211						44.77153	-88.590401	068316553		WIT560011736								NO		
2007	PLANT MANAGER	ANGELICA BODNAR	54401MGRYSNFOUR	3M CO -  WAUSAU - GREYSTONE	N FOURTH AVE	WAUSAU	MARATHON	WI	54401	3M CO GREYSTONE	PO BOX 1207	WAUSAU	WI		544021207	YES	NO	NO	NO	MICHELLE DUPEY	7158457241	3295							212313						45.014444	-89.638056	052598299								3M CO	006173082	NO	NA	
2007	PLANT  MANAGER	JAMES M. MCSWEENEY	54751MC   1425P	3M CO - MENOMONIE	1425 STOKKE PKWY	MENOMONIE	DUNN	WI	54751	3M CO - MENOMONIE	1425 STOKKE PKWY	MENOMONIE	WI		54751	YES	NO	NO	NO	JAMES M. MCSWEENEY	7155782210	3081	2672	3299	3812				326113	334511	327999	322222			44.900833	-91.881389	078673084								3M CO	006173082	NO	NA	
2007	SITE MANAGER	RORY J. MEISNER	53821MCMPNHWY35	3M CO - PRAIRIE DU CHIEN BLDG. 50	801 N MARQUETTE RD	PRAIRIE DU CHIEN	CRAWFORD	WI	53821	3M CO - PRAIRIE DU CHIEN BLDG. 50	801 N MARQUETTE RD	PRAIRIE DU CHIEN	WI		53821	YES	NO	NO	NO	RORY J MEISNER	6083262466	3291							327910						43.063611	-91.14055	023505357								3M CO	006173082	NO	RORYMEISNER@MMM.COM	
2007	PLANT MANAGER	ANGELICA BODNAR	54401M    144RO	3M CO - WAUSAU - DOWNTOWN	144 ROSECRANS ST	WAUSAU	MARATHON	WI	544019132	3M CO - WAUSAU- DOWNTOWN	P. O. BOX 1207	WAUSAU	WI		544021207	YES	NO	NO	NO	MICHELLE DUPEY	7158457241	3295							212313						44.950227	-89.636684	052598299								3M CO	006173082	NO	NA	
1994	PLANT MANAGER	M. A. MILLER	53821MCHCC405EA	3M CO H & CC DIV	405 E. FREDERICK ST. BLDG 49	PRAIRIE DU CHIEN	CRAWFORD	WI	53821	3M CO H & CC DIV	217 N. PRAIRIE ST. PLANT 1	PRAIRIE DU CHIEN	WI		53821	YES	NO	NO		D.L. SANDER-PLANT ENVIROMENTAL ENGINEER	6083262466	3089							327910						43.065648	-91.136166	023505357		WID988631370						3M CO INC	006173082	NO		
2001	SITE MANAGER	MARK D. REED	53821MCMPN217NO	3M CO PRAIRIE DU CHIEN BLDG 1	217 N. PRAIRIE ST.	PRAIRIE DU CHIEN	CRAWFORD	WI	53821	3M CO PRAIRIE DU CHIEN BLDG 1	217 N. PRAIRIE ST.	PRAIRIE DU CHIEN	WI		53821	YES	NO	NO	NO	CHARLES E. CONNELL	6083262466	2821							325211						43.053133	-91.14802	023505357		WID006430623						3M CO INC	006173082	NO		
2007	PLANT MANAGER	THOMAS HARRIS	54829MCMPN1640W	3M CUMBERLAND	1640 WESTERN AVE	CUMBERLAND	BARRON	WI	54829	3M CUMBERLAND	1640 WESTERN AVE	CUMBERLAND	WI		54829	YES	NO	NO	NO	THOMAS HARRIS	7158228501	3291							327910						45.539351	-92.018813	006173082								3M CO	006173082	NO	TGHARRIS2@MMM.COM	
2007	GENERAL MANAGER-VP	DAVID BRADSHAW	53401NC   55012	A & E INC	5501 21ST ST	RACINE	RACINE	WI	53406	A & E INC	PO BOX 1616	RACINE	WI		53401	YES	NO	NO	NO	BILL GREUEL	2625542300	3423							332212						42.70447	-87.845801									A & E INC	006425631	NO	BGREUEL@AETOOLS.COM	
1995	PRESIDENT	JONATHAN P. LAUN	53042LNFRN300S6	A A LAUN FURNITURE CO	300 S 6TH ST	KIEL	MANITOWOC	WI	530420068	A A LAUN FURNITURE CO	PO BOX 68	KIEL	WI		53042-0068	YES	NO	NO		JONATHAN P LAUN	4148947741	2511							337122						43.909479	-88.037734	006069512		WID006069512								NO		
1995		MARK NONWEILER	54901PNNWL3321N	A P NONWEILER CO INC	3321 N SHORE DR	OSHKOSH	WINNEBAGO	WI	54901	A P NONWEILER CO INC	PO BOX 1007	OSHKOSH	WI		54902	YES	NO	NO		MARK NONWEILER	4142310850	2851							325510						44.070915	-88.527635	032000522		WID006069298								NO		
2006	TECHNICAL MANAGER	THOMAS LARSEN	54115PRTCT29ENT	A W CHESTERTON CO PROTECTIVE FLOORINGS & LININGS  DIV	2009 ENTERPRISE DR	DE PERE	BROWN	WI	541153169	A W CHESTERTON CO PROTECTIVE FLOORINGS & LININGS  DIV	2009 ENTERPRISE DR	DE PERE	WI		54115-3169	YES	NO	NO	NO	BRIAN O'DONNELL	9784696641	2869							325199						44.416962	-88.061517	001014562										NO		
2007	VICE PRESIDENT OF OPERATIONS	DAN CROAL	53151MNFCT2300S	A&A MANUFACTURING CO. INC.	2300 S CALHOUN RD	NEW BERLIN	WAUKESHA	WI	53151	A&A MANUFACTURING CO. INC.	2300 S CALHOUN RD	NEW BERLIN	WI		53151	YES	NO	NO	NO	CHRIS METRUSIAS	2627876121	3069	3061	3499					326299	339114	336399	333515	332999		43.007116	-88.1272	006090583								A&A GROUP HOLDINGS INC.		NO	CHRIS.METRUSIAS@GORTITE.COM	
2007	EHS MANAGER	BILL THOMPSON	54484BPRCS21SWI	A&B PROCESS SYSTEMS	201 S WISCONSIN AVE	STRATFORD	MARATHON	WI	54484	A&B PROCESS SYSTEMS	201 S WISCONSIN AVE	STRATFORD	WI		54484	YES	NO	NO	NO	BILL THOMPSON	7156872847								333999						44.799553	-90.086638	030175350										NO	NA	
2002	MANAGER	ROBERT SCHULTZ	54915CCMPR401ES	A-C COMPRESSOR CORP.	401 E. S. ISLAND ST.	APPLETON	OUTAGAMIE	WI	54915	A-C COMPRESSOR CORP.	401 E. S. ISLAND ST.	APPLETON	WI		54915	YES	NO	NO	NO	ROBERT SCHULTZ	9207384558	3563							333912						44.256719	-88.400904	130184674		WID053090429		WIS067857	WI0044938			DOVER CORP.	003245271	NO		
1992	PRESIDENT	C.G. WOLFF	53201FGLLN1818N	A. F. GALLUN & SONS CO.	1818 N. WATER ST.	MILWAUKEE	MILWAUKEE	WI	532021500	A. F. GALLUN & SONS CO.	P.O. BOX 533	MILWAUKEE	WI		53201-0533	YES	NO	NO		C.G. WOLFF	4142714400	3111							316110						43.054622	-87.902107	006098438		WID006098438								NO		
1998	GENERAL MANAGER	MIKE SCHAEWE	53204GBHRD1228W	A. L. GEBHARDT CO. INC. - BRUCE	1228 W. BRUCE ST.	MILWAUKEE	MILWAUKEE	WI	53204	UNITED STATES LEATHER INC.	1403 W. BRUCE ST.	MILWAUKEE	WI		53204	YES	NO	NO		GEORGE STOCKMAN	4143895159	3111							316110						43.025395	-87.927103	624854683								U.S. LEATHER INC.	606071892	NO		
2007	PRESIDENT	RAYMOND B. GRIGG	54166RRWCS2900E	AARROWCAST INC	2900 E RICHMOND ST	SHAWANO	SHAWANO	WI	54166	AARROWCAST INC	2900 E RICHMOND ST	SHAWANO	WI		54166	YES	NO	NO	NO	MIKE MATHEY	7155263600	3321							331511						44.774561	-88.576967	557103520										NO	MMATHEY@AARROWCAST.COM	
2007	MANAGER, FACILITIES & ADMINISTRATION	MR. JERRY ULATOWSKI	53151BBTMT16250	ABB INC	1625 W GLENDALE DR	NEW BERLIN	WAUKESHA	WI	53151	ABB INC	PO BOX 372	MILWAUKEE	WI		532010372	YES	NO	NO	NO	JERRY ULATOWSKI	2627853415	3625							335314						42.997142	-88.114828	063586762								ASEA BROWN BOVERI INC USA	011885969	NO	JERRY.ULATOWSKI@US.ABB.COM	
2001	SENIOR VICE PRESIDENT	TIM GRAFF	54405BBYLN52ELI	ABBYLAND FOODS INC	502 E LINDEN	ABBOTSFORD	MARATHON	WI	54405	ABBYLAND FOODS INC	PO BOX 69	ABBOTSFORD	WI		54405	YES	NO	NO	NO	DAVID FOEMMEL	7152236386	2013							311612						44.942102	-90.310518	042009316		WID988589487		WI-0057436						NO		
2000	PLANT MANAGER	ROBERT GALLAGHER	54880BCRLC2700W	ABC-NACO	2700 WINTER ST.	SUPERIOR	DOUGLAS	WI	54880	ABC-NACO	2700 WINTER ST.	SUPERIOR	WI		54880	YES	NO	NO	NO	ROBERT GALLAGHER	7153928181	3743							332111						46.727739	-92.119353	174451286		WID006156822		WIS067857				ABC-NACO INC	174451286	NO		
2007	DIRECTOR OF OPERATIONS	JOHN BIELAS	53545CPTLC1530S	ABITEC CORP JANESVILLE PLANT	1530 S JACKSON ST	JANESVILLE	ROCK	WI	53546	ABITEC CORP JANESVILLE PLANT	1530 S JACKSON ST	JANESVILLE	WI		53546	YES	NO	NO	NO	JOHN BIELAS	6087559403	2843							325613						42.657222	-89.02194	873174361										NO	JBIELAS@ABITECCORP.COM	
