REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
1989	PRESIDENT	THOMAS ROTONDO	06001RTNDS151OL	A ROTONDO & SONS INC	151 OLD FARMS RD	AVON	HARTFORD	CT	06001	A ROTONDO & SONS INC	151 OLD FARMS RD	AVON	CT		06001	YES	NO	NO		RICHARD PINETTE	2036733291	3272	3441						327000						41.800664	-72.834016	001145028										NO		
2006	MEMBER	CHRISTOPHER AIUDI	06062DSNSL190CA	A. AIUDI & SONS LLC	190 CAMP ST	PLAINVILLE	HARTFORD	CT	06062	A. AIUDI & SONS LLC	PO BOX 279	PLAINVILLE	CT		06062	YES	NO	NO	NO	CHRISTOPHER AIUDI	8607475534	3272							327320						41.677615	-72.880946											NO		
2007	OPERATIONS MANAGER	JERRY BEAUDOIN	06110BBTTBRAILR	ABBOT BALL CO INC	RAILROAD PL	WEST HARTFORD	HARTFORD	CT	06133	ABBOT BALL CO INC	PO BOX 330100	WEST HARTFORD	CT		06133	YES	NO	NO	NO	JEFF ASTLE	8602365901	3562							332991						41.7275	-72.728611	185547361										NO	NA	
2000	SITE MANAGER	DANIEL F. SULLIVAN	06492CMLDNTOELL	AC MOLDING COMPOUNDS	TOELLES RD	WALLINGFORD	NEW HAVEN	CT	06492	AC MOLDING COMPOUNDS	PO BOX 425	WALLINGFORD	CT		06492	NO	YES	NO	NO	DANIEL F SULLIVAN	2032844240	2821							325211						41.430135	-72.844304	809749948		CTD001173467		CT0000086						NO		
2007	OPERATIONS MANAGER	RON LIPEIKA	06795TTCNC169CA	ACCELLENT ENDOSCOPY	169 CALLENDER RD	WATERTOWN	LITCHFIELD	CT	06795	ACCELLENT ENDOSCOPY	169 CALLENDER RD	WATERTOWN	CT		06795	YES	NO	NO	NO	RON LIPEIKA	8609450601	3469							332116						41.614298	-73.089153	195808928								ACCELLENT HOLDINGS CORP	615261810	NO		
1998	MANAGER - ENVIRONMENTAL SERVICES	DAVID J. HOLMBERG	06053NFRMP1303C	ACME PACKAGING CORP. NEW BRITAIN	100 BURRITT ST.	NEW BRITAIN	HARTFORD	CT	060506500	ACME PACKAGING CORP. NEW BRITAIN	P.O. BOX 6500	NEW BRITAIN	CT		06050-6500	YES	NO	NO		J. HAWTHORNE	7088492500	3499	3479	3541					332999						41.669098	-72.806336	784738270		CTD982200933		GSI000528				ACME METALS INC.	791200652	NO		
1989		SHERMAN C. BUCHOMAN	06010CMRVT50EMM	ACME RIVET & MACHINE CORP.	50 EMMETT ST.	BRISTOL	HARTFORD	CT	06010	ACME RIVET & MACHINE CORP.	50 EMMETT ST.	BRISTOL	CT		06010	YES	NO	NO		JOHN MICHAUD	2035827200	3452							332722						41.673	-72.913	103961298		CTD103961298								NO		
1989	VICE PRESIDENT/PLANT MANAGER	JOHN J. MCDONALD	06608CMNTD100HI	ACME UNITED CORP	100 HICKS ST	BRIDGEPORT	FAIRFIELD	CT	06608	ACME UNITED CORP	100 HICKS ST	BRIDGEPORT	CT		06608	YES	NO	NO		RALPH D MASTRONY	2033841371	3421							332211						41.19059	-73.18809	001180207		CTD001180207								NO		
1988	PRODUCTION MNAGER	BRUCE R. BULL	06051CMMNC75WIN	ACME-MONACO CORP	75 WINCHELL DR	NEW BRITAIN	HARTFORD	CT	06052	ACME-MONACO CORP	75 WINCHELL DR	NEW BRITAIN	CT		06052	YES	NO	NO		BRUCE R BULL	2032241349	3429	3495	3496					332611						41.664014	-72.821224	118378371		CTD001148488	CTD001148188	CT0025399						NO		
1991	PRESIDENT	RANDALL KLEIN	06810CTNCRELIBE	ACTION CIRCUITS INC	E LIBERTY ST	DANBURY	FAIRFIELD	CT	06810	ACTION CIRCUITS INC	E LIBERTY ST	DANBURY	CT		06810	YES	NO	NO		RANDALL KLEIN	2037940043	3672							334412						41.397388	-73.443459	012211884		CTD012211884		CT0024210						NO		
2007	PRESIDENT	ANDREW BATSON	06111DVNCD681NM	ADVANCED ADHESIVE SYSTEMS INC	681 N MOUNTAIN RD	NEWINGTON	HARTFORD	CT	06111	ADVANCED ADHESIVE SYSTEMS INC	681 N MOUNTAIN RD	NEWINGTON	CT		06111	YES	NO	NO	NO	BRIAN GEHERTY	8609534100	2891							325520						41.721851	-72.716465	085251135										NO	BGEHERTY@ADVADH.COM	
1995	GENERAL MANAGER	GREGORY A. O'BRIEN	06410DVNCD617WE	ADVANCED COMPOUNDING	617 W. JOHNSON AVE.	CHESHIRE	NEW HAVEN	CT	06410	ADVANCED COMPOUNDING	617 W. JOHNSON AVE.	CHESHIRE	CT		06410	YES	NO	NO		GREGORY A. O'BRIEN	2032712526	3087							325991						41.557668	-72.915481	101415842								AMSPEC CHEMICAL CORP.	101415842	NO		
1995	ADMINISTRATIVE ASSISTANT TO VICE PRESIDENT	ROBERT J. BOSCO JR	06416RSPCT5PASC	AEROSPACE TECHNIQUES INC	5 PASCO HILL RD	CROMWELL	MIDDLESEX	CT	06416	AEROSPACE TECHNIQUES INC	5 PASCO HILL RD	CROMWELL	CT		06416	YES	NO	NO		ROBERT BOSCO JR	8608286528	3724							336412						41.619899	-72.705242	004531042		CTD004531042								NO		
2007	PLANT MANAGER	ROBERT PRICE	06382STHMS141DE	AES THAMES LLC	141 DEPOT RD	UNCASVILLE	NEW LONDON	CT	06382	AES THAMES LLC	141 DEPOT RD	UNCASVILLE	CT		06382	YES	NO	NO	NO	ROBERT PRICE	8608489223	4911							221112						41.434694	-72.097417	198650814								AES CORP	04385712	NO	ROBERT.PRICE@AES.COM	
2007	GENERAL MANAGER	JAMES J. CULTRERA	06450GCNC 106EV	AGC INC	106 EVANSVILLE AVE	MERIDEN	NEW HAVEN	CT	06450	AGC INC	106 EVANSVILLE AVE	MERIDEN	CT		06450	YES	NO	NO	NO	JAMES J. CULTRERA	2033172627	3069							326299						41.515611	-72.830806											NO	NA	
2007	MANAGER, HSE	GARY JACKSON	06096THDXTTWOEL	AHLSTROM NONWOVENS LLC	CANAL BANK RD	WINDSOR LOCKS	HARTFORD	CT	06096	AHLSTROM NONWOVENS LLC	TWO ELM ST	WINDSOR LOCKS	CT		06096	YES	NO	NO	NO	GARY A. JACKSON	8606548556	2621	2297						322121	313230					41.925	-72.628	039993345								AHLSTROM CORPORATE	540163599	NO	GARY.JACKSON@AHLSTROM.COM	
2007	SAFETY & COMPLIANCE DIRECTOR	TIM BREADING	06410RGSST325MC	AIRGAS EAST INC	325 MCCAUSLAND CT	CHESHIRE	NEW HAVEN	CT	06410	AIRGAS EAST INC	325 MCCAUSLAND CT	CHESHIRE	CT		06410	YES	NO	NO	NO	TIM B. READING	8005623815								325120						41.547759	-72.879344	606601136										NO	TIM.READING@AIRGAS.COM	
1991	GENERAL MANAGER	STEWART J. WILEY	06604RDKNW560NO	AIRSHIELD CORP.	560 N. WASHINGTON AVE.	BRIDGEPORT	FAIRFIELD	CT	06604	AIRSHIELD CORP.	560 N. WASHINGTON AVE.	BRIDGEPORT	CT		06604	YES	NO	NO		STEWART J. WILEY	2033346122	3714	3089						336000						41.193	-73.19			CTD983870080						AIRSHIELD INC.		NO		
2006	MANAGER	SANDRA AIUDI DIVINCENZO	06498DCNCR129ES	AIUDI CONCRETE INC.	129 ESSEX RD	WESTBROOK	MIDDLESEX	CT	06498	AIUDI CONCRETE INC.	129 ESSEX RD	WESTBROOK	CT		06498	YES	NO	NO	NO	SANDRA AIUDI-DIVINCENZO	8607475534	3272							327320						41.287379	-72.44801											NO		
1999	COMPTROLLER & MANAGER OF ADMINISTRATON	EILEEN GREEN	06497KZNBLMERRI	AKZO NOBEL RHEOLOGY ADDITIVES INC	MERRIT 8 CORPORATE PARK 99 HAWLEY LN.	STRATFORD	FAIRFIELD	CT	066141202	AKZO NOBEL RHEOLOGY ADDITIVES INC	MERRIT 8 CORPORATE PARK 99 HAWLEY LN.	STRATFORD	CT		06614-1202	YES	NO	NO		EILEEN GREEN	2033780500	5169							424690						41.231667	-73.151667	050986983								AKZO NOBEL INC	062999347	NO		
1994	VICE PRESIDENT / GENERAL MANAGER	DENIS PRITCHARD	06473LCDNC73DEF	ALCAD INC.	73 DEFCO PARK RD.	NORTH HAVEN	NEW HAVEN	CT	06473	ALCAD INC.	3 POWDERED METAL DR.	NORTH HAVEN	CT		06473-3209	YES	NO	NO		RAY DAVIS	2032348333	3691							335911						41.41876	-72.847285	175748383		CTD175748383						SAFT AMERICA INC.	063152573	NO		
2007	ENVIROMENTAL MANAGER	GREGORY JANKURA	06437LGNQN129SO	ALGONQUIN INDUSTRIES	129 SOUNDVIEW RD	GUILFORD	NEW HAVEN	CT	06437	ALGONQUIN INDUSTRIES	P.0 BOX 441	GUILFORD	CT		06437	YES	NO	NO	NO	KAMESH CHIVUKULA	2034534348	3351							331421	331319					41.284416	-72.664	044121606								REA MAGNET WIRE CO INC.	004320032	NO	KCHIVUKULA@ALGONQUIN-INDUSTRIES.COM	
2007	DIRECTOR, CORP. FACILITIES	ALAN CHAPIN	06460LNBLN28WOO	ALINABAL INC	28 WOODMONT RD	MILFORD	NEW HAVEN	CT	06460	ALINABAL INC	28 WOODMONT RD	MILFORD	CT		06460	YES	NO	NO	NO	ALAN CHAPIN	2038773241	3469							332116						41.241974	-73.026446	099760357		CTD080849749						ALINABAL HOLDINGS CORP	030304141	NO	ACHAPIN@ALINABAL.COM	
2007	DIRECTOR OF ENVIRONMENTAL AFFAIRS	DEBORAH CALDERAZZO	06708LLGHN271RA	ALLEGHENY LUDLUM CORP	271 RAILROAD HILL ST	WATERBURY	NEW HAVEN	CT	06708	ALLEGHENY LUDLUM CORP	100 RIVER RD	BRACKENRIDGE	PA		150141597	YES	NO	NO	NO	DAN GREENFIELD	4123943034	3316							331221						41.536685	-73.039575	058867656								ALLEGHENY TECHNOLOGIES INC	949262737	NO	DGREENFIELD@ALLEGHENYTECHNOLOGIES.COM	
2007	DIRECTOR OF ENVIRONMENTAL AFFAIRS	DEBORAH CALDERAZZO	06492LLGHN80VAL	ALLEGHENY LUDLUM CORP	80 VALLEY ST	WALLINGFORD	NEW HAVEN	CT	06492	ALLEGHENY LUDLUM CORP	100 RIVER RD	BRACKENRIDGE	PA		150141597	YES	NO	NO	NO	DAN GREENFIELD	4123943034	3316							331221						41.454111	-72.834194	058867656								ALLEGHENY TECHNOLOGIES INC	949262737	NO	DGREENFIELD@ALLEGHENYTECHNOLOGIES.COM	
2007	V.P. OF ENVIRONMENTAL SERVICES	RANDY WASKUL	06790LLNCC180CH	ALLIANCE CARPET CUSHION - CONN ECTICUT	180 CHURCH ST	TORRINGTON	LITCHFIELD	CT	06790	MOHAWK INDUSTRIES - ATTEN DENISE WOOD	PO BOX 1006	DALTON	GA		30722	YES	NO	NO	NO	DENISE WOOD	7064288118	3086							326150						41.803596	-73.125158	014540079								MOHAWK INDUSTRIES INC	612757070	NO	DENISE_WOOD@MOHAWKIND.COM	
1988		MR. JOSEPH L. MAISTO	06479LLDCN100RE	ALLIED CONTROLS INC.	100 RELAY RD.	PLANTSVILLE	HARTFORD	CT	06479	ALLIED CONTROLS INC.	100 RELAY RD.	PLANTSVILLE	CT		06479	YES	NO	NO		DAVID SUDOL	2036216771	3625							335314						41.582	-72.904			CTD981067812								NO		
1999	PRESIDENT	MARK FOSTER	06810LLDSN29BRI	ALLIED SINTERINGS INC	29 BRIAR RIDGE RD	DANBURY	FAIRFIELD	CT	06810	ALLIED SINTERINGS INC	29 BRIAR RIDGE RD	DANBURY	CT		06810	YES	NO	NO		MATT BAKER	2037437502	3499							331221						41.382509	-73.515466	001177088		CTP000012028								NO		
1993	DIRECTOR MANUFACTURING SERVICES	ROBERT J. DENNIS	06497TXTRN550MA	ALLIED-SIGNAL INC. STRATFORD ARMY ENGINE PLANT	550 MAIN ST.	STRATFORD	FAIRFIELD	CT	064977554	ALLIED-SIGNAL INC. STRATFORD ARMY ENGINE PLANT	550 MAIN ST.	STRATFORD	CT		06497-7554	YES	NO	NO		LOUIS SAVINELLI	6023652057	3724							336412						41.168924	-73.124329	181193905	139691877	CTD001181502		CT0002984				ALLIED-SIGNAL INC.	139691877	NO		
1987	PRESIDENT	DONALD A. FARMER	06484LLSNB875BR	ALLISON ABRASIVES INC	875 BRIDGEPORT AVE	SHELTON	FAIRFIELD	CT	06484	ALLISON ABRASIVES INC	163 INDUSTRY RD PO BOX 192	LANCASTER	KY		40444	YES	NO	NO		DONALD A FARMER	6067923033	3291													41.264183	-73.133737	161985270								MERCATOR HOLDING AG		NO		
