REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
1988	VICE PRESIDENT	ARTURO BERRIOS MEDINA	00629PRFNGPOBOX	A & P PROOFING INSULATION INC	PO BOX 146	CANOVANAS	CANOVANAS	PR	00729	A & P PROOFING INSULATION INC	PO BOX 146	CANOVANAS	PR		00729	YES	NO	NO		ARTURO BERRIOS MEDINA	8097570844	2891							325520						18.383333	-65.9											NO		
1990	ENVIRONMENTAL CONTROL OFFICER	ESTHER C. GONZALEZ ROMAN	00708WSTNGDSTGU	ABB POWER T&D CO. INC.	D ST. GUANAJIBO INDL. PARK	MAYAGUEZ	MAYAGUEZ	PR	00680	ABB POWER T&D CO. INC.	D ST. GUANAJIBO INDL. PARK	MAYAGUEZ	PR		00680	YES	NO	NO		JULIO E. PEREZ	8098345050	3613							335313						18.161944	-67.161944			PRD105748842						ABB POWER T&D CO INC	609774435	NO		
2007	ENVIRONMENTAL &  PROCESS SAFETY MANAGER	JUAN FORTEZA	00617BBTTCROADN	ABBOTT PHARMACEUTICALS PR LTD	RD NO2 KM 580 CRUCE DAVILA	BARCELONETA	BARCELONETA	PR	00617	ABBOTT PHARMACEUTICALS PR,LTD	PO BOX 278	BARCELONETA	PR		00617	YES	NO	NO	NO	HECTOR L. BENITEZ	7878464370	2834	2833						325412						18.440278	-66.56694	001307602								ABBOTT LABORATORIES	001307602	NO	HECTOR.BENITEZ@ABBOTT.COM	
2006	GENERAL MANAGER	CAMILO ALMEYDA DOMENECH	00659CNTRLRD2KM	ADM ALLIANCE NUTRITION OF PR LLC	STATE RD NO. 2 KM 83.0 CARRIZALES WARD	HATILLO	HATILLO	PR	00659	ADM ALLIANCE NUTRITION OF PR LLC	PO BOX 908	HATILLO	PR		00659	YES	NO	NO	NO	LAUREN BARKER	2174512836	2048							311119						18.485142	-66.777319	091035535								ADM	001307586	NO		
2007	GENERAL MANAGER	CAMILO ALMEYDA DOMENECH	00617PRCSNTMASD	ADM ALLIANCE NUTRITION OF PUERTO RICO LLC	TOMÁS DÁVILA ST EDIF 10  PALMAS ALTAS INDUSTRIAL PARK	BARCELONETA	BARCELONETA	PR	00617	ADM ALLIANCE NUTRITION OF PUERTO RICO LLC	PO BOX 2113	BARCELONETA	PR		00617	YES	NO	NO	NO	MARK CALMES	2174515200	2048							311119						0	0	104096847								ADM	001307586	NO	MARK_CALMES@ADMWORLD.COM	
2007	PRESIDENT	ALLAN B. DYER	00785SPRTRKM142	AES PUERTO RICO LP	KM 142, RD #3 BO. JOBOS	GUAYAMA	GUAYAMA	PR	00784	AES PUERTO RICO LP	PO BOX 1890	GUAYAMA	PR		00785	YES	NO	NO	NO	RAMIRO RIVERA	7878668117	4911							221112						17.945028	-66.15027	160160420								AES CORP	043857812	NO	RAMIRO.RIVERA@AES.COM	
2007	GENERAL MANAGER	JOSE BOLIVAR	00979GDNVTSUNOI	AIR BP AIRPORT FUEL FACILITY SJU	AIRPORT FUEL FACILITY BASE MUNOZ/FUEL TERMINAL	CAROLINA	CAROLINA	PR	00979	AIR BP	PO BOX 810297	CAROLINA	PR		00981	YES	NO	NO	NO	DIANE HOETING	5135527007	5171							424710						18.440278	-65.998333	001344258								BP PRODUCTS N.A.	513435301	NO	DIANE.HOETING@PARSONS.COM	
1996	AUTHORIZED AGENT	HERIBERTO RIVERA	00717RMSTRCARR1	AIR MASTER AWNING INC	STATE RD 155 KM 48.5 BARRIO BUENA VISTA	MOROVIS	MOROVIS	PR	00687	AIR MASTER AWNING INC	PO BOX 177	MOROVIS	PR		00687-0177	YES	NO	NO		HERIBERTO RIVERA	7877244015	3499	3356	3471					332999						18.373162	-66.425285											NO		
1988	PRODUCTION MANAGER	R. C. KENNER	00656RPRDCSTATE	AIR PRODUCTS OF PR	STATE RD. 127 KM. 12.7	GUAYANILLA	GUAYANILLA	PR	00656	AIR PRODUCTS OF PR	STATE RD. 127 KM. 12.7	GUAYANILLA	PR		00656	YES	NO	NO		A. NEGRON	8098352233	2813							325120						18.002305	-66.756315	105748354				PR0000108				AIR PRODUCTS & CHEMICALS INC	003001070	NO		
1996	V.P. GEN. MGR.	MILTON BARLEY	00661LCNPRPRROA	ALCON PUERTO RICO INC.	P.R. RD. 925 BO. JUNQUITO	HUMACAO	HUMACAO	PR	00791	ALCON PUERTO RICO INC.	P.O. BOX 3000	HUMACAO	PR		00792	YES	NO	NO		JUSTO L. MARTINEZ	7878523080	2834							325412						18.161111	-65.8	016835456		PRD980526057		PRR00A077				ALCON LABORATORIES INC.	008018525	NO		
2002		BERNARDO GUERRA	00734LJMLMPONCE	ALJOMA LUMBER INC	PONCE PORT FACILITIES	PIAYA	PONCE	PR	00734	ALJOMA LUMBER INC	PONCE PORT FACILITIES	PIAYA	PR		00734	YES	NO	NO	NO	NA	7878421493	2491							321114						0	0			PRR000009480								NO		
1993	GENERAL MANAGER	JOSE L. DIAZ	00610LLRGNGPOBO	ALLERGAN MEDICAL OPTICS	RD. 402 LAS MARIAS G.P.O. BOX 1408	ANASCO	ANASCO	PR	006104108	ALLERGAN MEDICAL OPTICS	P.O. BOX 1410	ANASCO	PR		00610-1408	YES	NO	NO		VIVIAN RUIZ	8098262727	3827							333314						18.290278	-67.136667	144796497		PRD980527030						ALLERGAN INC	144796497	NO		
1991	OPERATIONS DIRECTOR	FERNANDO A. VAZQUEZ	00757LLRGNSANTA	ALLERGAN OPTICAL PR INC.	SANTA ISABEL INDL. PARK	SANTA ISABEL	SANTA ISABEL	PR	00757	ALLERGAN OPTICAL PR INC.	SANTA ISABEL INDL. PARK	SANTA ISABEL	PR		00757	YES	NO	NO		MIGUEL A. MUNIZ	8098452113	3851							339115						17.958333	-66.408333	105813414		PRD105813414						ALLERGAN INC	144796497	NO		
1992	VICE PRESIDENT MANUFACTURING	CARLOS L. YORDAN	00629LMNMP185RO	ALUMINUM PROCESSING CORP.	185 STATE RD. KM. 0.65	CANOVANAS	CANOVANAS	PR	00729	ALUMINUM PROCESSING CORP.	185 STATE RD. KM. 0.65	CANOVANAS	PR		00729	YES	NO	NO		CARLOS L. YORDAN	8097252545	3471	3354						332813						18.373702	-65.899955									ALUMINUM EXTRUSIONS CORP.	090000068	NO		
1996	MGR.	GEOFFREY A. WORTLEY	00632MRCNNPOBOX	AMERICAN NATIONAL CAN CO PUERTO RICO FACILITY	RD. 869 KM 1.1 BO PALMAS INDL. PARK P.O. BOX 185	CATANO	CATANO	PR	00962	AMERICAN NATIONAL CAN CO PUERTO RICO FACILITY	8770 W. BRYN MAWR AVE. MAIL CODE 04D	CHICAGO	IL		60631-3504	YES	NO	NO		CAROL DONSTANTINE	7733993786	3411							332431						18.426796	-66.148517	005105366		PRD090027434						AMERICAN NATIONAL CAN CO	005105366	NO		
2007	EHS MANAGER	JOSE MARTINEZ	00777MGNMNRD31K	AMGEN MANUFACTURING LTD	RD 31 KM 246	JUNCOS	JUNCOS	PR	00777	AMGEN MANUFACTURING LTD	PO BOX 4060	JUNCOS	PR		00777	YES	NO	NO	NO	MIGUEL PEREIRA	7879161269	2834	2836						325412	325414					18.2375	-65.907222	785800020										NO	PEREIRA@AMGEN.COM	
1989	PRES. CHACE PRECISION METALS INC.	L. E. SKRABEC	00630CHCPRCARRE	AMI CHACE INC.	CARRETA 190 KM. 15	CAROLINA	CAROLINA	PR	00985	AMI CHACE INC.	CARRETA 190 KM. 15	CAROLINA	PR		00985	YES	NO	NO		TOM JOHNSON	9193422381	3499							332999						18.385	-65.9583			PR0090510520						TECHNITROL INC.	002300556	NO		
2007	ENGINEERING SERVICES MANAGER	ADRIAN ORTIZ	00673GBNSLROAD9	AMI DODUCO (PR) INC	RD 992 KM 03 BOX 1005	LUQUILLO	LUQUILLO	PR	00773	AMI DODUCO (PR) INC	RD 992 KM 03 BOX 1005	LUQUILLO	PR		00773	YES	NO	NO	NO	FRED NINCKE	7243254028	3499							332117						18.358333	-65.70833	090426180								TECHNITROL INC.	002300556	NO	FNINCKE@AMIDODUCO.COM	
1997	OPS. MGR.	JOSE ABDELNOOR	00673GBSNLROADS	AMI GIBSON INC.  PLANT II	RD. 992 KM 0.3 LOT #7 LUQUILLO INDL. PARK	LUQUILLO	LUQUILLO	PR	007731005	AMI GIBSON INC.  PLANT II	P.O. BOX 1005	LUQUILLO	PR		00773-1005	YES	NO	NO		LARRY GAUDINO	7247338332	3499							332999						18.370825	-65.718227	005995048		PRD987366069						TECHNITROL INC.	002300556	NO		
2002	E.H.& S. COORDINATOR	WILBERT E. MEDINA	00620NTLLSDSTRE	ANTILLES ELECTROPLATING INC	D ST # 466 MINILLAS INDL. PARK	BAYAMON	BAYAMON	PR	00959	ANTILLES ELECTROPLATING INC	PO BOX 2670	BAYAMON	PR		00960-2670	YES	NO	NO	NO	CARMEN MA ROSA	7877866350	3471							332813						18.3775	-66.142222	090608159		PRD980526180								NO		
1988	V.P. OF OPERATIONS	PAUL J. SAUNDERS	00625RBRKMSTATE	ARBROOK MFG. CORP.	STATE RD. 156 KM. 58.8	CAGUAS	CAGUAS	PR	00725	ARBROOK MFG. CORP.	STATE RD. 156 KM. 58.8	CAGUAS	PR		00725	YES	NO	NO		BRENT T. MCQUIRK	8174670211	2834							325412						18.228889	-66.049722	090462417		PRD090462417						JOHNSON & JOHNSON	001307081	NO		
1998	PRES.	MIGUEL VASALLO	00656VSSLLBARRI	ARMSTRONG HOLDING CORP	BARRIO MANGAS	GUAYANILLA	GUAYANILLA	PR	00656	ARMSTRONG HOLDING CORP	PO BOX 7394	PONCE	PR		00732	YES	NO	NO		RAMON M GUZMAN	7877549070	2851							325510						17.991111	-66.7525											NO		
1988		DANIEL A. RICAURTE, SR	00629RMSTRRD188	ARMSTRONG PAINT OF PURETO RICO INC	RD #188 KM. 0.7 LOIZA INDUSTRIAL PARK	CANOVANAS	CANOVANAS	PR	00729	ARMSTRONG PAINT OF PURETO RICO INC	RD #188 KM. 0.7 LOIZA INDUSTRIAL PARK	CANOVANAS	PR		00729	YES	NO	NO		HECTOR PABELLON GARCIA SR	8098762434	2851							325510						18.37345	-65.885528	090006099										NO		
2000	PLANT MANAGER	CECILIA MARTINEZ	00962SHLNDST4BL	ASHLAND DISTRIBUTION CO	ST. 4 BLDG. 4 IND. ZONE	CATANO	CATANO	PR	00962	ASHLAND INC	5200 BLAZER PKY. DS4	DUBLIN	OH		43017	YES	NO	NO	NO	JIM VITAK	6147903517	5169							424690						18.426221	-66.146459	091113753		PRD000706291						ASHLAND INC.	005003264	NO		
2001	COMPLIANCE ADMINISTRATOR	SIXTO RODRIGUEZ	00755VNLMLGUATE	AVON LOMALINDA INC.	STATE RD. 446 KM 0.9 BO. GUATEMALA	SAN SEBASTIAN	SAN SEBASTIAN	PR	00685	AVON LOMALINDA INC.	P.O. BOX 153	SAN SEBASTIAN	PR		00685	YES	NO	NO	NO	NEFTALI FUENTES	7878962323	3471	3911	3961					332813						18.341667	-67	001468693		PRD980650709						AVON PRODUCTS INC	001468693	NO		
1995	ADMINISTRATION DIRECTOR	DENNIS ROMAN	00605VNMRBMONTA	AVON MIRABELLA INC	MONTANA INDL. PARK A ST., LOT 26/27	AGUADILLA	AGUADILLA	PR	00603	AVON MIRABELLA INC	P.O. BOX 3918	AGUADILLA	PR		00605-3918	YES	NO	NO		SIXTO RODRIGUEZ	7878913066	3961	3471	3911					339914						18.453059	-67.140845	001468693		PRD090519752		PRR00A218				AVON PRODUCTS INC	001468693	NO		
