REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10/3/2014	
2013	R&D ANALYST	DANIEL GOOD	21227DLLPL453AN	ADELL PLASTICS	4530 ANNAPOLIS RD	BALTIMORE	BALTIMORE	MD	21227			ADELL PLASTICS	4530 ANNAPOLIS RD	BALTIMORE	MD		21227	YES	NO	NO	NO	DANIEL J. GOOD	4107897780								325991						39.23047	-76.64168	003065224								ADELL PLASTICS		NO	DGOOD@ADELLPLAS.COM	
2013	ENVIRONMENTAL MANAGER	JEFFREY LEAF	21502SWRRR11600	AES WARRIOR RUN INC	11600 MEXICO FARMS RD SE	CUMBERLAND	ALLEGANY	MD	21502			AES WARRIOR RUN INC	11600 MEXICO FARMS RD SE	CUMBERLAND	MD		21502	YES	NO	NO	NO	JEFF LEAF	3017770055	4911							221112						39.59419	-78.74661	159808419								AES CORP	043857812	NO	JEFF.LEAF@AES.COM	
2013	R&D MANAGER	ERIC FRANZOI	21040LCRNC1502Q	ALCORE INC - LAKESIDE	1502 QUARRY DR	EDGEWOOD	HARFORD	MD	210401063			ALCORE INC - LAKESIDE	1502 QUARRY DR	EDGEWOOD	MD		21040-1063	YES	NO	NO	NO	ERIC FRANZOI	4106767100	3499							332999						39.445877	-76.314067	786677716								MC GILL CORP	786677716	NO	EFRANZOI@ALCORE.COM	
2013	SENIOR MANAGER , PROCESSING	JAMES QUINTON	21625LLNFMHWY30	ALLEN HARIM FOODS LLC- CORDOVA	12041 CORDOVA RD	CORDOVA	TALBOT	MD	216252946			ALLEN HARIM FOODS LLC- CORDOVA	126 N SHIPLEY ST	SEAFORD	DE		199733100	YES	NO	NO	NO	JIM QUINTON	4108202100	2015							311615						38.878584	-75.993219	969764542								HARIM USA LTD		NO	JIM.QUINTON@ALLENHARIMLLC.COM	
2013	MANUFACTURING ENGINEER	ANDREW HROUDA	21703PTPSC5350P	AMERICAN COMPUTER DEVELOPMENT INC (DBA ACDI)	5350 PARTNERS CT	FREDERICK	FREDERICK	MD	21703			AMERICAN COMPUTER DEVELOPMENT INC (DBA ACDI)	5350 PARTNERS CT	FREDERICK	MD		21703	YES	NO	NO	NO	WILLIAM HORNBAKER	3016241620	3699							334418						39.38182	-77.41816	086014546										NO	BHORNBAKER@ACDI.COM	
2013	ENVIRONMENTAL MANAGER, DOMINO REFINERY ASR	DARYL SABOURIN	21230MSTRS1100K	AMERICAN SUGAR REFINING INC BALTIMORE DOMINO SUGAR REFINERY	1100 KEY HWY E	BALTIMORE	BALTIMORE (CITY)	MD	21230			AMERICAN SUGAR REFINING INC BALTIMORE DOMINO SUGAR REFINERY	1100 KEY HWY E	BALTIMORE	MD		21230	YES	NO	NO	NO	STUART FITZGIBBON	4107526150	2062							311314						39.276747	-76.60637	070572912								AMERICAN SUGAR REFINING INC.	070572912	NO	STU.FITZGIBBON@ASR-GROUP.COM	
2013	PLANT MANAGER	MARYSE BOURDAGES	21222MRCNY8215B	AMERICAN YEAST CORP	8215 BEACHWOOD RD	BALTIMORE	BALTIMORE	MD	21222			AMERICAN YEAST CORP	8215 BEACHWOOD RD	BALTIMORE	MD		21222	YES	NO	NO	NO	MARYSE BOURDAGES	4104773700	2099							311999						39.276435	-76.464978									LALLEMAND INC		NO	MBOURDAGES@LALLEMAND.COM	
2013	GENERAL OPERATIONS MANAGER	DAVID MCSWEENEY	21222VLCNM2415G	AMG RESOURCES CORP	2415 GRAYS RD	BALTIMORE	BALTIMORE (CITY)	MD	21222			AMG RESOURCES CORP	2415 GRAYS RD	BALTIMORE	MD		21222	YES	NO	NO	NO	DAVID N. MCSWEENEY	4104770300	3341							331492						39.2454	-76.46752	185112661		MDD003093119		MDR000001				AMG RESOURCES CORP	185112661	NO	DMCSWEENEY@AMGRESOURCES.COM	
2013	CONCRETE OPERATIONS MANAGER	JEFFREY SLAGLE	2140WNNPLS215IN	ANNAPOLIS/BESTGATE PLANT	2015 INDUSTRIAL DR	ANNAPOLIS	ANNE ARUNDEL	MD	21401			ANNAPOLIS/BESTGATE PLANT	2015 INDUSTRIAL DR	ANNAPOLIS	MD		21401	YES	NO	NO	NO	VICTOR VILECE	3018616094								327320						38.994569	-76.545526									CHANEY ENTERPRISES	167423045	NO	VVILECE@CHANEYENTERPRISES.COM	
2013	REGIONAL MANAGER	ROGER LEITCH	21226BLTMR2400P	BALTIMORE TERMINAL	2400 PETROLIA AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226			BALTIMORE TERMINAL	PO BOX 2463	HOUSTON	TX		772522463	YES	NO	NO	NO	CHANNING ALEXANDER	7132413663	5171							424710						39.23404	-76.56807									MOTIVA ENTERPRISES LLC	023838670	NO	CHANNING.ALEXANDER@SHELL.COM	
