REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
2007	PRESIDENT	MATT RIEL	96707SHWNC91086	AES HAWAII INC.	91-086 KAOMI LOOP	KAPOLEI	HONOLULU	HI	96707	AES HAWAII INC.	91-086 KAOMI LOOP	KAPOLEI	HI		96707	YES	NO	NO	NO	MATT RIEL	8086825330	4911							221112						21.306111	-158.10805	031835064								AES CORP.	043857812	NO	NA	
2007	MGR. FUEL DISTRIBUTION	PATRICK IONA	96707TXCBR91119	ALOHA PETROLEUM BARBERS POINT TERMINAL	91-119 HANUA ST	KAPOLEI	HONOLULU	HI	967071728	ALOHA PETROLEUM BARBERS POINT TERMINAL	91-119 HANUA ST	KAPOLEI	HI		96707-1728	YES	NO	NO	NO	RICHARD CONNER	8086734296	5171							424710						21.318105	-158.105847	081909046										NO	RCONNER@ALOHAGAS.COM	
2007	GENERAL MANAGER	PATRICK IONA	96720LHPTR999KA	ALOHA PETROLEUM LIMITED HILO  TERMINAL	999 KALANAIANAOLE AVE	HILO	HAWAII	HI	96720	ALOHA PETROLEUM LIMITED HILO  TERMINAL	999 KALANAIANAOLE AVE	HILO	HI		96720	YES	NO	NO	NO	GEORGE MITSUDA	8089350929								424710						0	0	081909046										NO	GMITSUDA@ALOHAGAS.COM	
1989	GENERAL MANAGER/TREASURER	KIICHI SAKAMOTO	96782LHSHY96120	ALOHA SHOYU CO LTD	96-1205 WAIHONA ST	PEARL CITY	HONOLULU	HI	96782	ALOHA SHOYU CO LTD	96-1205 WAIHONA ST	PEARL CITY	HI		96782	YES	NO	NO		KIICHI SAKAMOTO	8084565929	2035							311941						21.413	-157.976667											NO		
1991	V.P. OPERATIONS	MICHAEL MCMURDO	96707MFCWD91445	AMFAC WOOD TREATMENT FACILITY	91-445 KOMOHANA ST.	EWA BEACH	HONOLULU	HI	967071715	AMFAC WOOD TREATMENT FAC.	801 MOOWAA STREET	HONOLULU	HI		96817	YES	NO	NO		MICHAEL MCMURDO	8089458827	2491							321114						21.311196	-158.093494	146711491		HID982473274						AMFAC DISTRIBUTION HAWAII INC.	146711491	NO		
2007	EHS MANAGER	TIM CASE	96707RYNLD91320	BALL METAL BEVERAGE CONTAINER CORP	91-320 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071714	BALL CORP	9300 W 108TH CIR	BROOMFIELD	CO		800213682	YES	NO	NO	NO	SCOTT MCCARTY	3034602103	3411							332431						21.307222	-158.094444	091797480								BALL CORP	006419147	NO	SMCCARTY@BALL.COM	
2007	PRESIDENT, BEI HAWAII DISTRIBUTION	FREDERICK KUBOTA	96707BRWRN91291	BEI HAWAII  - BARBERS POINT	91-150  KAOMI LOOP	KAPOLEI	HONOLULU	HI	96707	BEI HAWAII	311 PACIFIC ST	HONOLULU	HI		96817	YES	NO	NO	NO	SHIRLEY ZHAI	8085356025	2819							325188						21.301389	-158.105	101471600								PHOENIX V  LLC	101471600	NO	SZHAI@BEIHAWAII.COM	
2007	PRESIDENT, BEI HAWAII DISTRIBUTION	FREDERICK KUBOTA	96817BRWRC311PA	BEI HAWAII  - IWILEI	311 PACIFIC ST	HONOLULU	HONOLULU	HI	968175089	BEI HAWAII	311 PACIFIC ST	HONOLULU	HI		968175089	YES	NO	NO	NO	SHIRLEY ZHAI	8085356025	5169	5191						424690	325314					21.31524	-157.871627	101471600								PHOENIX V  LLC	101471600	NO	SZHAI@BEIHAWAII.COM	
2007	PRESIDENT, BEI HAWAII DISTRIBUTION	FREDERICK KUBOTA	96793BRWRN275EW	BEI HAWAII MAUI MAIN WAREHOUSE	300 PAKANA ST	WAILUKU	MAUI	HI	96793	BEI HAWAII	311 PACIFIC ST	HONOLULU	HI		96817	YES	NO	NO	NO	SHIRLEY ZHAI	8085356025	5169	5191						424690	325314					20.852222	-156.49722	101471600								PHOENIX V LLC	101471600	NO	SZHAI@BEIHAWAII.COM	
2001	RICHARD HILL	PRESIDENT OF BEI HAWAII	96721BRWRC60KUH	BEI-HILO	60 KUHIO AVE.	HILO	HAWAII	HI	96720	BEI	311 PACIFIC ST.	HONOLULU	HI		96817	YES	NO	NO	NO	SHIRLEY ZHAI	8085356025	5169	5159						424690						19.728611	-155.05416			HID059472415		HIR23A088		UH-1253		C. BREWER & CO. LTD.	006922678	NO		
1991		STEVE SALES	96707BNDDM91400	BONDED MATERIALS CO	91-400 KOMOHANA ST	EWA BEACH	HONOLULU	HI	967071716	BONDED MATERIALS CO	91-400 KOMOHANA ST	EWA BEACH	HI		96707-1716	YES	NO	NO		LYLE P CREADICK	8086732000	3272	5030						327390						21.311111	-158.105556	812007800										NO		
