REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	MANAGER	BERNARD BOUDREAU	05753CBTGR100EX	AGRI-MARK INC	869 EXCHANGE ST	MIDDLEBURY	ADDISON	VT	05753	AGRI-MARK INC	869 EXCHANGE ST	MIDDLEBURY	VT		05753	YES	NO	NO	NO	BERNARD BOUDREAU	8023886731	2022	2023						311513	311514					44.03193	-73.17226	001765916								AGRI-MARK INC	001765916	NO		
2011	MANAGER	BERNARD BOUDREAU	05753CBTGR100EX	AGRI-MARK INC	869 EXCHANGE ST	MIDDLEBURY	ADDISON	VT	05753	AGRI-MARK INC	869 EXCHANGE ST	MIDDLEBURY	VT		05753	YES	NO	NO	NO	BERNARD BOUDREAU	8023886731	2022	2023						311513	311514					44.03193	-73.17226	001765916								AGRI-MARK INC	001765916	NO		
2011	MANAGER	BERNARD BOUDREAU	05753CBTGR100EX	AGRI-MARK INC	869 EXCHANGE ST	MIDDLEBURY	ADDISON	VT	05753	AGRI-MARK INC	869 EXCHANGE ST	MIDDLEBURY	VT		05753	YES	NO	NO	NO	BERNARD BOUDREAU	8023886731	2022	2023						311513	311514					44.03193	-73.17226	001765916								AGRI-MARK INC	001765916	NO		
2011	MANAGER	BERNARD BOUDREAU	05753CBTGR100EX	AGRI-MARK INC	869 EXCHANGE ST	MIDDLEBURY	ADDISON	VT	05753	AGRI-MARK INC	869 EXCHANGE ST	MIDDLEBURY	VT		05753	YES	NO	NO	NO	BERNARD BOUDREAU	8023886731	2022	2023						311513	311514					44.03193	-73.17226	001765916								AGRI-MARK INC	001765916	NO		
2011	MANAGER	BERNARD BOUDREAU	05753CBTGR100EX	AGRI-MARK INC	869 EXCHANGE ST	MIDDLEBURY	ADDISON	VT	05753	AGRI-MARK INC	869 EXCHANGE ST	MIDDLEBURY	VT		05753	YES	NO	NO	NO	BERNARD BOUDREAU	8023886731	2022	2023						311513	311514					44.03193	-73.17226	001765916								AGRI-MARK INC	001765916	NO		
2011	VP OF OPERATIONS	DAN COOLBETH	05402GSBLD50LAK	BLODGETT OVEN CO	50 LAKESIDE AVE	BURLINGTON	CHITTENDEN	VT	05401	BLODGETT OVEN CO	50 LAKESIDE AVE	BURLINGTON	VT		05401	YES	NO	NO	NO	DAN COOLBETH	8028603895	3589							333319						44.46113	-73.21987	196675706								THE MIDDELBY CORP	107636953	NO	DCOOLBETH@BLODGETT.COM	
2011	VP OF OPERATIONS	DAN COOLBETH	05402GSBLD50LAK	BLODGETT OVEN CO	50 LAKESIDE AVE	BURLINGTON	CHITTENDEN	VT	05401	BLODGETT OVEN CO	50 LAKESIDE AVE	BURLINGTON	VT		05401	YES	NO	NO	NO	DAN COOLBETH	8028603895	3589							333319						44.46113	-73.21987	196675706								THE MIDDELBY CORP	107636953	NO	DCOOLBETH@BLODGETT.COM	
2011	SR VP OF OPERATIONS	JAMES PRATT	05647CBTFRBOX12	CABOT CREAMERY	2878 MAIN ST	CABOT	WASHINGTON	VT	05647	CABOT CREAMERY	1 HOME FARM WAY	MONTPELIER	VT		05602	YES	NO	NO	NO	JAMES PRATT	8022299361	2022	2021						311513						44.400984	-72.313681	001765916								AGRI-MARK INC	001719893	NO	JPRATT@CABOTCHEESE.COM	
2011	SR VP OF OPERATIONS	JAMES PRATT	05647CBTFRBOX12	CABOT CREAMERY	2878 MAIN ST	CABOT	WASHINGTON	VT	05647	CABOT CREAMERY	1 HOME FARM WAY	MONTPELIER	VT		05602	YES	NO	NO	NO	JAMES PRATT	8022299361	2022	2021						311513						44.400984	-72.313681	001765916								AGRI-MARK INC	001719893	NO	JPRATT@CABOTCHEESE.COM	
2011	SR VP OF OPERATIONS	JAMES PRATT	05647CBTFRBOX12	CABOT CREAMERY	2878 MAIN ST	CABOT	WASHINGTON	VT	05647	CABOT CREAMERY	1 HOME FARM WAY	MONTPELIER	VT		05602	YES	NO	NO	NO	JAMES PRATT	8022299361	2022	2021						311513						44.400984	-72.313681	001765916								AGRI-MARK INC	001719893	NO	JPRATT@CABOTCHEESE.COM	
2011	SR VP OF OPERATIONS	JAMES PRATT	05647CBTFRBOX12	CABOT CREAMERY	2878 MAIN ST	CABOT	WASHINGTON	VT	05647	CABOT CREAMERY	1 HOME FARM WAY	MONTPELIER	VT		05602	YES	NO	NO	NO	JAMES PRATT	8022299361	2022	2021						311513						44.400984	-72.313681	001765916								AGRI-MARK INC	001719893	NO	JPRATT@CABOTCHEESE.COM	
2011	SENIOR PRODUCTION MANAGER	JOHN JONES	05488CRGLL100JO	CARGILL INC	149 JONERGIN DR	SWANTON	FRANKLIN	VT	05488	CARGILL INC	149 JONERGIN DR	SWANTON	VT		05488	YES	NO	NO	NO	WENDEE LARSON	9529841864	2048							311119						44.929501	-73.129891	006249189								CARGILL INC	006249189	NO	WENDEE_J_LARSON@CARGILL.COM	
2011	SENIOR PRODUCTION MANAGER	JOHN JONES	05488CRGLL100JO	CARGILL INC	149 JONERGIN DR	SWANTON	FRANKLIN	VT	05488	CARGILL INC	149 JONERGIN DR	SWANTON	VT		05488	YES	NO	NO	NO	WENDEE LARSON	9529841864	2048							311119						44.929501	-73.129891	006249189								CARGILL INC	006249189	NO	WENDEE_J_LARSON@CARGILL.COM	
2011	PRESIDENT	RASHED KANAAN	05301CBRDLQUINN	CE BRADLEY LABORATORIES INC	55 BENNETT DR	BRATTLEBORO	WINDHAM	VT	05301	CE BRADLEY LABORATORIES INC	PO BOX 8238	NORTH BRATTLEBORO	VT		05304	YES	NO	NO	NO	RASHED H. KANAAN	8022577971	2851							325510						42.89601	-72.54927	001086329										NO	RKANAAN@CEBRADLEY.COM	
