REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	20-NOV-13	
2012	PLANT MANAGER	JAMES PAPPAS	088223M   500RT	3M CO - FLEMINGTON	500 RT 202 N	FLEMINGTON	HUNTERDON	NJ	08822	3M CO - FLEMINGTON	500 RT 202 N	FLEMINGTON	NJ		08822	YES	NO	NO	NO	JAMES PAPPAS	9087884000	3841	3842						339112	339113					40.515573	-74.816862	036781508								3M CO	006173082	NO	JPAPPAS@MMM.COM	
2012	GENERAL MANAGER	JIM HUIZINGA	07419CCRTFRTE94	ACCURATE FORMING LLC	24 AMES BLVD	HAMBURG	SUSSEX	NJ	07419	ACCURATE FORMING LLC	24 AMES BLVD	HAMBURG	NJ		07419	YES	NO	NO	NO	RICHARD CRONEN	9738277155	3499							332116						41.152263	-74.579358	126511729										NO	RCRONEN@ACCFORM.COM	
2012	COMPLIANCE DIRECTOR	DANIEL RUSTIN	07305CRLXN230CU	ACRILEX INC	230 CULVER AVE	JERSEY CITY	HUDSON	NJ	07305	ACRILEX INC	230 CULVER AVE	JERSEY CITY	NJ		07305	YES	NO	NO	NO	STEVEN R SULLIVAN	2013331500								325211						40.715362	-74.094046	043589662										NO	SSULLIVAN@ACRILEX.COM	
2012	ASSOCIATE DIRECTOR, EHS, NJ SOD	DHRUTI THAKER	07207KLPHR200EL	ACTAVIS ELIZABETH LLC	200 ELMORA AVE	ELIZABETH	UNION	NJ	07207	ACTAVIS ELIZABETH LLC	200 ELMORA AVE	ELIZABETH	NJ		07207	YES	NO	NO	NO	DOUGLAS PLASSCHE	9086592482	2834							325412						40.664574	-74.233828	623114928		NJD099262404						ACTAVIS INC.	099262404	NO	DPLASSCHE@ACTAVIS.COM	
2012	EH&S MANAGER	DENISE CHARLTON	08077KLSTR1050T	ACTEGA KELSTAR INC	1050 TAYLORS LN	CINNAMINSON	BURLINGTON	NJ	08077	ACTEGA KELSTAR INC	1050 TAYLORS LN	CINNAMINSON	NJ		08077	YES	NO	NO	NO	DENISE CHARLTON	8567352011	2899							325510						40.022221	-74.981844									ALTANA	157299793	NO	DENISE.CHARLTON@ALTANA.COM	
2012	PLANT MANAGER	ROBERT GOTHAM	07083LCNPW901LE	ACUPOWDER INTERNATIONAL LLC	901 LEHIGH AVE	UNION	UNION	NJ	07083	ACUPOWDER INTERNATIONAL LLC	901 LEHIGH AVE	UNION	NJ		07083	YES	NO	NO	NO	ROBERT GOTHAM	9088514500	3399							331423						40.682472	-74.242325	839146677								ACUPOWDER INTERNATIONAL LLC		NO	GOTHAM@ACUPOWDER.NET	
2012	PLANT MANAGER	ALLISON PIERCE	08028GLLDF600EL	ADM COCOA PRODUCTS	600 ELLIS RD	GLASSBORO	GLOUCESTER	NJ	08028	ADM COCOA PRODUCTS	600 ELLIS RD	GLASSBORO	NJ		08028	YES	NO	NO	NO	DAVID WEINTRAUB	2174514960	2066							311320						39.696945	-75.12838	044517055								ARCHER DANIELS MIDLAND CO	001307586	NO	DAVID.WEINTRAUB@ADM.COM	
2012	PLANT MANAGER	WILLIAM AMADUCCI	07005DRNNC94FAN	ADRON INC	94 FANNY RD	BOONTON	MORRIS	NJ	07005	ADRON INC	PO BOX 270	BOONTON	NJ		070050270	YES	NO	NO	NO	ROBERT L. AMADUCCI	9733341600	2087							311942						40.890833	-74.421389											NO	ADRON94@AOL.COM	
2012	OPERATIONS MANAGER	KEVIN MOORE	07608GFGVR195NO	AGFA CORP	195 N  ST	TETERBORO	BERGEN	NJ	07608	AGFA CORP	195 N  ST	TETERBORO	NJ		07608	YES	NO	NO	NO	BILL BOSMANN	2013734795	3861							325992						40.865089	-74.052532	883495855								AGFA CORP	047970459	NO	BILL.BOSMANN@AGFA.COM	
2012	SENIOR VICE PRESIDENT	KEVIN GILBERT	08876RMTCT130IN	AGILEX FLAVORS & FRAGRANCES	130 INDUSTRIAL PKWY	SOMERVILLE	SOMERSET	NJ	08876	AGILEX FLAVORS & FRAGRANCES	130 INDUSTRIAL PKWY	SOMERVILLE	NJ		08876	YES	NO	NO	NO	KEVIN GILBERT	7323937300	2844							325998						40.59851	-74.709681	180048803										NO	KGILBERT@AGILEXFANDF.COM	
