REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
1994	PRESIDENT	RICHARD D. WELCH	03276QNTCRMANVI	3M CORP (FORMERLYQUIN-T CORP NH)	MANVILLE RD.	TILTON	BELKNAP	NH	032760309	3M CORP (FORMERLYQUIN-T CORP NH)	PO BOX 309	TILTON	NH		03276-0309	YES	NO	NO		RICHARD D. WELCH	6032864362	2621	2631	2672					322121						43.458	-71.545	040253379		NHD040253379						CLS INDUSTRIES INC	118203926	NO		
2007	PLANT MANAGER	JOSEPH LAPLANTE	032763MTLT1PAPE	3M TILTON	1 PAPER TRAIL	TILTON	BELKNAP	NH	03276	3M TILTON	1 PAPER TRAIL	TILTON	NH		03276	YES	NO	NO	NO	PETER MASTERSON	6035453024	2621							322121						0	0	006173082								3M CO	006173082	NO	JPMASTERSON@MMM.COM	
2007	CHIEF FINANCIAL OFFICER	BRIAN BYRNE	03247VDNGNONEKO	AAVID THERMALLOY LLC	67 PRIMROSE DR	LACONIA	BELKNAP	NH	03246	AAVID THERMALLOY LLC	67 PRIMROSE DR	LACONIA	NH		03246	YES	NO	NO	NO	GEORGE T. WEEKS	6035272292	3679							334419						43.5421	-71.489497	002576817								AAVID THERMAL TECHNOLOGIES INC.	842079949	NO	WEEKS@AAVID.COM	
2007	PRESIDENT	DAVID MCCARTHY	03246BCFBR30COO	ABC FABRICATORS INC.	30 COOK CT	LACONIA	BELKNAP	NH	03246	ABC FABRICATORS INC.	30 COOK CT	LACONIA	NH		03246	YES	NO	NO	NO	DAVID MCCARTHY	6035286185	3672							334412						43.524	-71.473	037950668										NO	DAVE@ABCFABRICATORS.COM	
1987	VICE PRESIDENT - SHEARLING DIVISION	R.F. GOODSPEED	03470CLWRNBRIDG	AC LAWRENCE LEATHER CO. INC.	BRIDGE ST.	WINCHESTER	CHESHIRE	NH	03470	AC LAWRENCE LEATHER CO. INC.	BRIDGE ST.	WINCHESTER	NH		03470	YES	NO	NO		R.F. GOODSPEED	6177742400	3111													42.781834	-72.383286	030810279		NHD990717696		NH0000183				AC LAWRENCE LEATHER CO. INC.	030810279	NO		
1989	PRESIDENT	LAWRENCE P. GAFFNEY	03867CTNMNPICKE	ACTION MFG. INC.	PICKERING RD.	GONIC	STRAFFORD	NH	03867	ACTION MFG. INC.	PICKERING RD.	GONIC	NH		03867	YES	NO	NO		LAWRENCE P. GAFFNEY	6033320689	3999							339999						43.2958	-70.979			NHD085586782								NO		
2007	GENERAL MANAGER	PAMELA SIMONDS	03062DVNCD118NO	ADVANCED CIRCUIT TECHNOLOGY I NC	118 NORTHEASTERN BLVD	NASHUA	HILLSBOROUGH	NH	03062	AMPHENOL PRINTED CIRCUITS INC	91 NORTHEASTERN BLVD	NASHUA	NH		03062	YES	NO	NO	NO	PAMELA SIMONDS	6033244649	3679							334417	334412					42.739451	-71.493067	081255788								AMPHENOL CORP	798686192	NO	PSIMONDS@ACT-FLEXCIRCUIT.COM	
2005	PRESIDENT	GREG BURZYNSKI	03874RDYNM146BA	AERO DYNAMICS INC	146 BATCHELDER RD	SEABROOK	ROCKINGHAM	NH	03874	AERO DYNAMICS INC	146 BATCHELDER RD	SEABROOK	NH		03874	YES	NO	NO	NO	LARRY CELLAMARE	6034742547	3471							332813						42.887	-70.887	610597213										NO		
2007	PRESIDENT	GREGORY BURZYNSKI	03874RDYNM142BA	AERODYNAMICS INC	142 BATCHELDER RD	SEABROOK	ROCKINGHAM	NH	03874	AERODYNAMICS INC	142 BATCHELDER RD	SEABROOK	NH		03874	YES	NO	NO	NO	LARRY CELLAMARE	6034742547								332813						42.887	-70.887	610597213										NO	AEROCHEMISTRY@VERIZON.NET	
2007	SENIOR PERMITTING SPECIALIST	TIMOTHY JONES	03102WKFLD888DU	AGGREGATE INDUSTRIES NORTHEAST REGION INC	888 DUNBARTON RD	MANCHESTER	HILLSBOROUGH	NH	03102	AGGREGATE INDUSTRIES NORTHEAST REGION INC	1715 BROADWAY	SAUGUS	MA		01906	YES	NO	NO	NO	TIM JONES	7819417200	3273							327320	212321					43.01658	-71.491021									AGGREGATE INDUSTRIES INC.	622258929	NO	TIM.JONES@AGGREGATE-US.COM	
2007	SENIOR PERMITTING SPECIALIST	TIMOTHY JONES	03051WKFLD85GRE	AGGREGATE INDUSTRIES NORTHEAST REGION INC	85 GREELEY ST	HUDSON	HILLSBOROUGH	NH	03051	AGGREGATE INDUSTRIES NORTHEAST REGION INC	1715 BROADWAY	SAUGUS	MA		01906	YES	NO	NO	NO	TIM JONES	7819417200	3273							327320						42.785	-71.414									AGGREGATE INDUSTRIES INC.	622258929	NO	TIM.JONES@AGGREGATE-US.COM	
