REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
1993	PLANT MANAGER	ROGER K. OLSTAD	58075MC   1300N	3M CO DATA STORAGE PRODUCTS DIV	1300 N. 3M DR.	WAHPETON	RICHLAND	ND	58075	3M CO DATA STORAGE PRODUCTS DIV	1300 N. 3M DR.	WAHPETON	ND		58075	YES	NO	NO		ROGER OLSTAD	7016428711	3089							326199						46.2921	-96.6206	084497775		NDD084497775						3M CO INC	006173082	NO		
2007	PLANT MANAGER	JASON STAHR	58282DMCRNCOUNT	ADM CORN PROCESSING	12868 COUNTY RD 9	WALHALLA	PEMBINA	ND	582820709	ADM CORN PROCESSING	PO BOX 709	WALHALLA	ND		582820709	YES	NO	NO	NO	MARK CALMES	2174245200	2869							325193						48.90971	-97.88701	556062040								ARCHER DANIELS MIDLAND CO	001307586	NO	CALMES@ADMWORLD.COM	
2007	PLANT MANAGER	RICHARD IRISH	58027NRTHR55251	ADM NORTHERN SUN DIV	5525 136TH AVE SE	ENDERLIN	RANSOM	ND	58027	ADM NORTHERN SUN DIV	5525 136TH AVE SE	ENDERLIN	ND		58027	YES	NO	NO	NO	MICHELLE BUBLITZ	2174512530	2076							311223						46.612599	-97.573949	838711901								ADM	001307586	NO	M_BUBLITZ@ADMWORLD.COM	
2007	PLANT MANAGER	SEAN RATH	58790MDWSTRTE2B	ADM PROCESSING	1388 HWY 97	VELVA	MCHENRY	ND	58790	ADM PROCESSING	1388 HWY 97	VELVA	ND		58790	YES	NO	NO	NO	MARK CALMES	2174245200	2076							311223	325199					48.02253	-100.882828	781701222								ARCHER DANIELS MIDLAND	001307586	NO	MARK_CALMES@ADMWORLD.COM	
2007	ENVIRONMENTAL ADVISOR	DAVID B. BORAAS	58102GGRGT15AGG	AGGREGATE INDUSTRIES FARGO READY MIX	1005 AGGREGATE INDUSTRIES DR	FARGO	CASS	ND	58102	AGGREGATE INDUSTRIES FARGO READY MIX	1005 AGGREGATE INDUSTRIES DR	FARGO	ND		58102	NO	NO	NO	NO	DAVID B. BORAAS	6516838169														46.887318	-96.84998									AGGREGATE INDUSTRIES	622258929	NO	DAVID.BORAAS@AGGREGATE.COM	
2005	PRESIDENT	MATTHEW GLESSNER	58201GSCGDRR1BO	AGSCO INC	1160 12TH ST NE	GRAND FORKS	GRAND FORKS	ND	582019515	AGSCO INC	PO BOX 13458	GRAND FORKS	ND		58208-3458	YES	NO	NO	NO	STACY EVENS	7017729236	2879							325320						47.9014	-97.0435	059041707		NDD059041707						AGSCO INC	059041707	NO		
2002	GENERAL MANAGER PRODUCTION & REGULATORY	TIM BROWN	58201GSLNC2600M	AGSCO INC.	2600 MILL RD.	GRAND FORKS	GRAND FORKS	ND	58203	AGSCO INC.	P.O. BOX 13458	GRAND FORKS	ND		58208	YES	NO	NO	NO	TIM BROWN	7017755325	2879							325320						47.945855	-97.060235	059041707		NDD059041707						AGSCO INC.	059041707	NO		
2002	FACILITY MANAGER	ROD RESNER	58237LCHML35DIV	ALCHEM LTD LP	35 DIVISION ST	GRAFTON	WALSH	ND	58237	ALCHEM LTD LP	PO BOX 32	GRAFTON	ND		58237	YES	NO	NO	NO			2899							325998						48.426926	-97.411918											NO		
2002	GENERAL MANAGER	BOB MUDLOFF	58108WDSLL13304	ALLOWAY INDUSTRIES LLC	1330 43RD ST.  N.W.	FARGO	CASS	ND	58108	ALLOWAY INDUSTRIES LLC	1330 43RD ST.  N.W.	FARGO	ND		58108	YES	NO	NO	NO	SHARON BUELING	7012827014	3531							333111						46.893108	-96.856435			NDD988268183						WOODS EQUIPMENT CO	808720008	NO		
2007	ENVIRONMENTAL SPECIALIST	ANNETTE CEDERBERG	58225MRCNCPOBOX	AMERICAN CRYSTAL SUGAR CO	OLD HWY 44	DRAYTON	PEMBINA	ND	582250190	AMERICAN CRYSTAL SUGAR CO	101 N THIRD ST	MOORHEAD	MN		56560	YES	NO	NO	NO	RON KOESTER	7014543230	2063							311313						48.592778	-97.175833	007430945								AMERICAN CRYSTAL SUGAR CO	064792773	NO	RKOESTER@CRYSTALSUGAR.COM	
2007	ENVIRONMENTAL SPECIALIST	ANNETTE CEDERBERG	58045MRCNCHWY81	AMERICAN CRYSTAL SUGAR CO	HWY 81 N	HILLSBORO	TRAILL	ND	58045	AMERICAN CRYSTAL SUGAR CO	101 N THIRD ST	MOORHEAD	MN		56560	YES	NO	NO	NO	RANDY AXTMAN	7014363111	2063							311313						47.436667	-97.062222	071753974								AMERICAN CRYSTAL SUGAR CO	064792773	NO	RAXTMAN@CRYSTALSUGAR.COM	
2007	VP PLANT OPERATIONS	ROBERT HOLZWARTH	58523NTLPV294CO	BASIN ELECTRIC   ANTELOPE VALLEY STATION	294 COUNTY 15	BEULAH	MERCER	ND	585239475	BASIN ELECTRIC POWER COOPERATIVE	1717 E INTERSTATE AVE	BISMARCK	ND		58503	YES	NO	NO	NO	ROBERT ERIKSEN	7013555654	4911							221112						47.367903	-101.837286	003868007										NO	BERIKSEN@BEPC.COM	
2007	VP PLANT OPERATIONS	ROBERT HOLZWARTH	58571LLNDL3901H	BASIN ELECTRIC  LELAND OLDS STATION	3901 HWY 200A	STANTON	MERCER	ND	585719417	BASIN ELECTRIC POWER COOPERATIVE	1717 E INTERSTATE AVE	BISMARCK	ND		58503-0564	YES	NO	NO	NO	ROBERT ERIKSEN	7013555654	4911							221112						47.281667	-101.319444	003868007										NO	BERIKSEN@BEPC.COM	
2007	VICE PRESIDENT	PAUL RICE	58329TRTLM1STST	BENCHMARK ELECTRONICS INC	19 2ND ST SE	DUNSEITH	ROLETTE	ND	58329	BENCHMARK ELECTRONICS INC GREG VANDAL	PO BOX 940	DUNSEITH	ND		58329	YES	NO	NO	NO	BILL MICHELS	7012446845	3679							334111						48.8125	-100.056944	826374092								BENCHMARK ELECTRONICS INC	826374092	NO	BILL.MICHELS@BENCH.COM	
2007	PLANT MANAGER	TRAVIS STRICKLAND	58576BLFLN28413	BLUE FLINT ETHANOL	2841 3RD ST SW	UNDERWOOD	MCLEAN	ND	58576	BLUE FLINT ETHANOL	2841 3RD ST SW	UNDERWOOD	ND		58576	YES	NO	NO	NO	TRAVIS STRICKLAND	7014427502								325193						47.377222	-101.15222	624404500								HEADWATERS INC.	786105701	NO	NA	
2007	ENVIRONMENTAL SUPERVISOR	JAY VOLK	58530BNCLL23603	BNI COAL LTD	2360 35TH ST SW	CENTER	OLIVER	ND	58530	BNI COAL LTD	2360 35TH ST SW	CENTER	ND		58530	YES	NO	NO	NO	JAY M. VOLK	7017948734	1221							212111						47.071875	-101.233156	055474845								ALLETE	006961296	NO	JVOLK@BNICOAL.COM	
2007	PLANT MANAGER	TRACY SCHMITZ	58504MLRCM530SO	BOBCAT CO	521 S 22ND ST	BISMARCK	BURLEIGH	ND	58506	BOBCAT CO	PO BOX 5556	BISMARCK	ND		58506	YES	NO	NO	NO	DARREL HELLMAN	7012225088	3531	3523						333120						46.80948	-100.758704	080224385								DOOSAN INFRACORE AMERICA CORP	688270904	NO	DARREL_HELLMAN@BOBCAT.COM	
2007	ESH COORDINATOR	RICHARD RIELY	58040MLRCM2101S	BOBCAT CO (MELROE)	210 1ST AVE NE	GWINNER	SARGENT	ND	58040	BOBCAT CO (MELROE)	PO BOX 128	GWINNER	ND		58040	YES	NO	NO	NO	GROVER RIEBE	7016786371	3531							333120						46.228733	-97.661593	080224385								DOOSAN INFRACORE AMERICA CORP	688270904	NO	GROVER_RIEBE@BOBCAT.COM	
1990	PRESIDENT	THOMAS CLEVIN	58107BRNCK26003	BRANICK INDUSTRIES INC	2600 3RD AVE N	FARGO	CASS	ND	58107	BRANICK INDUSTRIES INC	2600 3RD AVE N	FARGO	ND		58107	YES	NO	NO		THOMAS CLEVIN	7012354446	3549							333518						46.879482	-96.820895			NDD006188114								NO		
