REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
1988	PLANT SUPERINTENDENT	STEVE HOWARD	74361PGRNNCORNE	A. P. GREEN INDUSTRIES INC	CORNER OF 69A & 69 HWY.	PRYOR	MAYES	OK	74361	A. P. GREEN INDUSTRIES INC	CORNER OF 69A & 69 HWY.	PRYOR	OK		74361	YES	NO	NO		RON L. BRAMBLETT	3144733324	3299							327999						36.247222	-95.334722	006504005								A. P. GREEN INDUSTRIES INC	006504005	NO		
2007	VICE PRESIDENT GALVANIZING SERVICES	TIM PENDLEY	74016QLTYF622SI	AAA GALVANIZING - CHELSEA	6022 S INDUSTRIAL RD	CHELSEA	ROGERS	OK	74016	AZZ INC	1300 S UNIVERSITY DR UNIVERSITY CENTRE I, STE 200	FORT WORTH	TX		76107	YES	NO	NO	NO	KEVIN IRVING	8157235000								332812						0	0									AZZ INC	008012148	NO	KEVINIRVING@AAAGALVANIZING.COM	
2007	ENVIRONMENTAL MANAGER	TONY LITTLE	74107NNC  2425S	AAON INC	2425 S YUKON	TULSA	TULSA	OK	74107	AAON INC	2425 S YUKON	TULSA	OK		74107	YES	NO	NO	NO	TONY LITTLE	9185832266	3585							333415						36.126083	-96.017708	194118642										NO	TONYL@AAON.COM	
2002	PLANT MANAGER	TIM GATHMAN	73108WLSNF2801S	ACH FOOD COMPANIES INC. OKLAHOMA CITY	2801 S.W. 15TH ST.	OKLAHOMA CITY	OKLAHOMA	OK	73108	ACH FOOD COMPANIES INC. OKLAHOMA CITY	2801 S.W. 15TH ST.	OKLAHOMA CITY	OK		73108	YES	NO	NO	NO	TIM GATHMAN	4052728606	2079							311225						35.449636	-97.562845	618464036		OKD042853416						ABF NORTH AMERICA INC	612832428	NO		
2007	CERTIFYING OFFICIAL	GARTH TAYLER	73113CMBRC500EM	ACME BRICK CO OKLAHOMA CITY	500 E MEMORIAL RD	OKLAHOMA CITY	OKLAHOMA	OK	73113	ACME BRICK	2821 W 7TH ST	FORT WORTH	TX		76107	YES	NO	NO	NO	JASON PENCE	8173324101	3251							327121						35.609055	-97.504711	008018772				OK0038253				ACME BRICK CO	008018772	NO	JPENCE@BRICK.COM	
2007	CERTIFYING OFFICIAL	GARTH TAYLER	74158CMBRC4103D	ACME BRICK CO TULSA PLANT	4103 DAWSON RD	TULSA	TULSA	OK	74115	ACME BRICK	2821 W 7TH	FORT WORTH	TX		76107	YES	NO	NO	NO	JASON PENCE	8173324101	3251							327121						36.177897	-95.932073	008018772								ACME BRICK CO	008018772	NO	JPENCE@BRICK.COM	
2007	PRESIDENT	LEE BUDDRUS	74402CMNGN1820N	ACME ENGINEERING & MANUFACTURING CORP	1820 N YORK ST	MUSKOGEE	MUSKOGEE	OK	74402	ACME ENGINEERING & MANUFACTURING CORP	1820 N YORK ST	MUSKOGEE	OK		74402	YES	NO	NO	NO	LARRY TEMPLETON	9186840591	3564							333412						35.765036	-95.340817											NO	LTEMPLETON@ACMEFAN.COM	
1988	PRES.	WALTER E. ADAMS II	73942DMSHR802NE	ADAMS HARD-FACING COMPANY	802 N E  6TH	GUYMON	TEXAS	OK	73942	ADAMS HARD-FACING COMPANY	802 N E  6TH	GUYMON	OK		73942	YES	NO	NO		WALTER E ADAMS II	4053383326	3462							332111						36.683864	-101.472243									ADAMS HARD-FACING CO		NO		
2007	PRESIDENT	JOHN WEBBER	74127DJVNT3634C	ADJUVANTS UNLIMITED INC	3634 CHARLES PAGE BLVD	TULSA	TULSA	OK	74127	ADJUVANTS UNLIMITED INC	3634 CHARLES PAGE BLVD	TULSA	OK		74127	YES	NO	NO	NO	JOHN A WEBBER JR	9185831155	5191							424910						36.14804	-96.033391	957927379								OILS UNLIMITED INC	005995162	NO	JWEBBER@ADJUVANTSUNLIMITED.COM	
2007	PLANT MANAGER	KELVIN WOODS	73701PLLSB1301N	ADM MILLING CO	1301 N 4TH	ENID	GARFIELD	OK	73701	ADM MILLING CO	PO BOX 1388	ENID	OK		73702	YES	NO	NO	NO	MARK CALMES	2174517456	2041							311211						36.40936	-97.872653	007235609								ARCHER DANIELS MIDLAND CO	001307586	NO	CALMES@ADMWORLD.COM	
2004	SAFETY MANAGER	CHRIS JOHNSTON	73701DVNCF201SO	ADVANCE FOOD CO	201 S RALEIGH RD	ENID	GARFIELD	OK	73701	ADVANCE FOOD CO	201 S RALEIGH RD	ENID	OK		73701	YES	NO	NO	NO	BRIAN HAYDEN	5802134431	2013							311612						36.395128	-97.79996	065434946										NO		
1988		PAUL R. ALLEN	73701DVNCM204EP	ADVANCE MEAT CO. PINE STREET FACILITY 2260G	204 E. PINE ST.	ENID	GARFIELD	OK	73701	ADVANCE MEAT CO. PINE STREET FACILITY 2260G	204 E. PINE ST.	ENID	OK		73701	YES	NO	NO		KEET EATON	4052376656	2011							311611						36.4	-97.875									ADVANCE MEAT CO. INC.		NO		
2007	EXECUTIVE VP	SANJAY MESHRI	74015DVNCR1110W	ADVANCE RESEARCH CHEMICALS INC.	1110 W KEYSTONE AVE	CATOOSA	ROGERS	OK	74015	ADVANCE RESEARCH CHEMICALS INC.	1110 W KEYSTONE AVE	CATOOSA	OK		74015	YES	NO	NO	NO	SANJAY MESHRI	9182666789	2819							325188						36.226808	-95.759165	161518154										NO	NA	
2007	HEALTH/SAFETY ENVIRONMENTAL MGR.	JASON JOHNSTON	74134DVNCD5350S	ADVANCED COMPOSITES GROUP INC.	5350 S 129TH E AVE	TULSA	TULSA	OK	741346703	ADVANCED COMPOSITES GROUP INC.	5350 S 129TH E AVE	TULSA	OK		74134-6703	YES	NO	NO	NO	JASON JOHNSON	9182523922	2295							313320						36.087245	-95.833199	612267518								ADVANCED COMPOSITES GROUP INC.	612267518	NO	NA	
