REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	20-NOV-13	
2012	PURCHASING AGENT	LOUIS SZKLANECKI	60101STYDC450SL	1ST AYD CORP	1325 GATEWAY DR	ELGIN	KANE	IL	601247866	1ST AYD CORP	1325 GATEWAY DR	ELGIN	IL		60124-7866	YES	NO	NO	NO	TOM SCHREINER	8476220001	2841							325611						42.06464	-88.34597	077007649										NO	TSCHREINER@1STAYD.COM	
2012	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2012	PRESIDENT	JOSEPH CURCI	60619VRSNC1355E	A FINKL & SONS CO	1355 E 93RD ST	CHICAGO	COOK	IL	60619	A FINKL & SONS CO	1355 E 93RD ST	CHICAGO	IL		60619	YES	NO	NO	NO	STEVE DENTEN	7739752562	3559							331111						41.724735	-87.592537	005129697										NO	STEVED@FINKL.COM	
2012	PRESIDENT	JOSEPH CURCI	60614FNKLS2011S	A FINKL & SONS CO	2011 N SOUTHPORT AVE	CHICAGO	COOK	IL	606144079	A FINKL & SONS CO	2011 N SOUTHPORT AVE	CHICAGO	IL		60614-4079	YES	NO	NO	NO	STEVE DENTEN	7739752562	3399							331111						41.918367	-87.662925	005129697										NO	STEVED@FINKL.COM	
2012	VP-ADMINISTRATION	SCOTT TORPHY	60131LLDDC3021C	AALLIED DIE CASTING CO OF IL	3021 CULLERTON DR	FRANKLIN PARK	COOK	IL	601312258	AALLIED DIE CASTING CO OF IL	3021 CULLERTON DR	FRANKLIN PARK	IL		60131-2258	YES	NO	NO	NO	SCOTT TORPHY	8474551950	3363							331521						41.93399	-87.891363									RCM INDUSTRIES		NO	STORPHY@RCMINDUSTRIES.COM	
2012	DIVISIONAL VICE PRESIDENT GEHS&E	ROBERT MORRISON	60064BBTTL1400N	ABBOTT LABORATORIES - NORTH CH ICAGO FACILITY	1401 SHERIDAN RD	NORTH CHICAGO	LAKE	IL	600644000	ABBOTT LABORATORIES - NORTH CH ICAGO FACILITY	200 ABBOTT PARK RD (05G3; AP52S)	ABBOTT PARK	IL		600646214	YES	NO	NO	NO	THOMAS THORNTON	8479372029	2833	2834	2879					325411	325320	325412				42.332222	-87.837571	001307602								ABBOTT LABORATORIES	001307602	NO	THOMAS.THORNTON@ABBOTT.COM	
2012	QSE MANAGER	BRIAN WADE	6206WBNGBN395BI	ABENGOA BIOENERGY OF ILLINOIS	395 BISSELL ST	MADISON	MADISON	IL	62060	ABENGOA BIOENERGY OF ILLINOIS	395 BISSELL ST	MADISON	IL		62060	YES	NO	NO	NO	DAVID HENDERSON	6184514422								325193						38.68509	-90.180652	832644814								ABENGOA BIOENERGY		NO	DAVID.HENDERSON@BIOENERGY.ABENGOA.COM	
2012	CEO	SCOTT RICHTER	6017WBLDCS397WE	ABLE DIE CASTING CORP	3907 WESLEY TERRACE	SCHILLER PARK	COOK	IL	60176	ABLE DIE CASTING CORP	3907 WESLEY TERRACE	SCHILLER PARK	IL		60176	YES	NO	NO	NO	SCOTT RICHTER	8476781991								331521	331522					41.9503	-87.8634	005085691										NO	SCRICHTER@ABLEDIECASTING.COM	
2012	FACILITY MANAGER/PROCESS ENGINEER	DONALD ESSER	60623BLLCT2001S	ABLE ELECTROPOLISHING CO INC	2001 S KILBOURN AVE	CHICAGO	COOK	IL	60623	ABLE ELECTROPOLISHING CO INC	2001 S KILBOURN AVE	CHICAGO	IL		60623	YES	NO	NO	NO	DON ESSER	7732771600	3471							332813						41.853933	-87.736426	005098611										NO	DONE@ABLEELECTROPOLISHING.COM	
2012	QUALITY MANAGER	ALLEN WYCH	61008TPTTP826EA	ACCUMENT GLOBAL TECHNOLOGIES - CAMCAR LLC - BELVIDERE IL	826 E MADISON ST	BELVIDERE	BOONE	IL	61008	ACCUMENT GLOBAL TECHNOLOGIES - CAMCAR LLC - BELVIDERE IL	826 E MADISON ST	BELVIDERE	IL		61008	YES	NO	NO	NO	ALLEN R. WYCH	8155447512	3452							332722						42.26635	-88.837759	024953291								PLATINUM EQUITY LLC	183645733	NO	AWYCH@ACUMENT.COM	
2012	V.P. OF OPERATIONS	JEFF LOGAN	60650CCRTN3130S	ACCURATE ANODIZING	3130 S AUSTIN AVE	CICERO	COOK	IL	60804	ACCURATE ANODIZING	3130 S AUSTIN AVE	CICERO	IL		60804	YES	NO	NO	NO	JEFF LOGAN	7082225307	3471							332813						41.834982	-87.773656	005098694								SAPORITO FINISHING CO	005098694	NO	JEFFL@SAPORITOFINISHING.COM	
2012	DIRECTOR ENVIRONMENTAL AFFAIRS	SCOTT THOMAS	60430CCRTD1111M	ACCURATE DISPERSIONS	1111 MAPLE AVE	HOMEWOOD	COOK	IL	60430	ACCURATE DISPERSIONS	1111 MAPLE AVE	HOMEWOOD	IL		60430	YES	NO	NO	NO	R. SCOTT THOMAS	2165662182								325510						41.567327	-87.645497	004206397								THE SHERWIN-WILLIAMS CO	004206397	NO	RSTHOMAS@SHERWIN.COM	
2012	DIRECTOR ENVIRONMENTAL AFFAIRS	SCOTT THOMAS	60473MCWHR192W1	ACCURATE DISPERSIONS	192 W 155TH ST	SOUTH HOLLAND	COOK	IL	60473	ACCURATE DISPERSIONS	192 W 155TH ST	SOUTH HOLLAND	IL		60473	YES	NO	NO	NO	R. SCOTT THOMAS	2165662182	2851							325510						41.613362	-87.621746	004206397		ILR000017798		ILR006002				THE SHERWIN-WILLIAMS CO	004206397	NO	RSTHOMAS@SHERWIN.COM	
2012	DIRECTOR OF HUMAN RESOURCES	LAUREN WILSON	60645CCRTT3550W	ACCURATE THREADED FASTNERS	3550 W PRATT	LINCOLNWOOD	COOK	IL	60712	ACCURATE THREADED FASTNERS	3550 W PRATT	LINCOLNWOOD	IL		60712	YES	NO	NO	NO	LAUREN WILSON	8479338608	3452							332722						42.004464	-87.718294	013488796										NO	LWILSON@ATF-INC.COM	
2012	PRESIDENT	DAVID VAUGHN	60162CNDZN4161B	ACE ANODIZING & IMPREGNATING INC	4161 BUTTERFIELD RD	HILLSIDE	COOK	IL	60162	ACE ANODIZING & IMPREGNATING INC	PO BOX 639	HILLSIDE	IL		60162	YES	NO	NO	NO	DAVID VAUGHN	7085476680	3471							332813						41.880204	-87.891777	005258405										NO	DAVIDACE@AMERITECH.NET	
2012	EHS DIRECTOR	RAYMOND HORTON	60609CDPRD6W41S	ACID PRODUCTS CO INC	600 W 41ST ST	CHICAGO	COOK	IL	60609	ACID PRODUCTS CO INC	600 W 41ST ST	CHICAGO	IL		60609	YES	NO	NO	NO	RAYMOND HORTON	7732545222								424690						41.820033	-87.641051	148314503								ACID PRODUCTS CO INC	148314503	NO	RAY.HORTON@ACIDPRODUCTS.NET	
2012	CONTROLLER	ROY DUSELL	60062CMDCS3610C	ACME DIE CASTING LLC	3610 COMMERCIAL AVE	NORTHBROOK	COOK	IL	60062	ACME DIE CASTING LLC	3610 COMMERCIAL AVE	NORTHBROOK	IL		60062	YES	NO	NO	NO	DENNIS DECMAN	8472729520	3363	3364						331521						42.146726	-87.868268											NO	DDECMAN@ACMEALLIANCE.COM	
