REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
1989	PRESIDENT	JERRY COWARD	78201STQLT931WL	1ST QUALITY CYLINDERS INC.	931 W. LAUREL	SAN ANTONIO	BEXAR	TX	78201	1ST QUALITY CYLINDERS INC.	931 W. LAUREL	SAN ANTONIO	TX		78201	YES	NO	NO		E. M. WELLS	5127362255	3471							332813						29.4421	-98.5048			TXD982557217						1ST QUALITY CYLINDERS INC.		NO		
2007	SITE MANAGER	DAVID HARDIMAN	78759MDYNT11705	3M CO - AUSTIN RESEARCH BOULEVARD SITE	11705 RESEARCH BLVD	AUSTIN	TRAVIS	TX	78759	3M CO - AUSTIN RESEARCH BOULEVARD SITE	11705 RESEARCH BLVD	AUSTIN	TX		78759	YES	NO	NO	NO	MICHAEL D. GARCIA, P.E.	5129841800	3825	3661						334515						30.3809	-97.7398	112559018								3M CO	006173082	NO	EPCRA@MMM.COM	
2007	PLANT MANAGER	DEAN MILL	76804MCMPNCAMPB	3M CO - BROWNWOOD	4501 HWY 377 S	BROWNWOOD	BROWN	TX	76801	3M CO - BROWNWOOD	4501 HWY 377 S	BROWNWOOD	TX		76801	YES	NO	NO	NO	DEAN MILL	3256463551	3081							326113	327212					31.671177	-98.996513	001806868								3M CO	006173082	NO	NA	
2007	OWNER	DAVE WILLIAMSON	75229BLMNM11165	A & B ALUMINUM & BRASS FOUNDRY	11165 DENTON DR	DALLAS	DALLAS	TX	75229	A & B ALUMINUM & BRASS FOUNDRY	11165 DENTON DR	DALLAS	TX		75229	YES	NO	NO	NO	DAVE WILLIAMSON	9722473579								331528								007508237										NO	DWILLIAMSON@ABFOUNDRYONLINE.COM	
2007	VICE PRESIDENT	THOMAS HYMAN	75041BRTCX3217W	A BRITE CO	3217 WOOD DR	GARLAND	DALLAS	TX	75041	A BRITE CO	3217 WOOD DR	GARLAND	TX		75041	YES	NO	NO	NO	STEVEN K. MOUNCE	9724923911	5169							325188						32.886944	-96.679722	072758733										NO	STEVE@MOUNCE.NET	
2001	PLANT SUPERINTENDENT	PAM  YOUNG	79905SMTHW401FR	A. O. SMITH WATER PRODUCTS CO.	401 FREDERICK RD.	EL PASO	EL PASO	TX	79905	A. O. SMITH WATER PRODUCTS CO.	401 FREDERICK RD.	EL PASO	TX		79905	YES	NO	NO	NO	PAM YOUNG	9156292310	3433							333414						31.772112	-106.418062	139555494		TXD981908783						A. O. SMITH CORP.	006085815	NO		
1999	PLANT MANAGER	DEBRA GIPSON	77630SCHLMTHOMA	A. SCHULMAN INC. DISPERSIONS DIV.	3007 BURNETT	ORANGE	ORANGE	TX	776301517	A. SCHULMAN INC. DISPERSIONS DIV.	P.O. BOX 1527	ORANGE	TX		77630-1517	YES	NO	NO		DEBRA GIBSON	4098839371	3087							325991						30.072503	-93.771662	026905547		TXD982284408		TX0008281				A. SCHULMAN INC.	006998413	NO		
1998	MANAGER, ENVIRONMENTAL AND SAFETY COMPLIANCE	MICHAEL G. LUKART	75482PGRNNFM187	A.P. GREEN REFRACTORIES INC.	FM 1870 E.	SULPHUR SPRINGS	HOPKINS	TX	75482	HARBISON WALKER REFRACTORIES CO.	600 GRANT ST.	PITTSBURGH	PA		15219-2702	YES	NO	NO		MICHAEL LUKART	4125626383	3255							327124						33.102778	-95.513889	006504005				TX0090514				GLOBAL INDUSTRIAL TECHNOLOGIES INC	792521445	NO		
2006	PRESIDENT	GENE ALEXANDER	78210FNDRS231VI	AA FOUNDRIES INC	231 VIRGINIA BLVD	SAN ANTONIO	BEXAR	TX	78210	AA FOUNDRIES INC	PO BOX 10307	SAN ANTONIO	TX		78210	YES	NO	NO	NO	GENE ALEXANDER	8067473411								INVALD						29.410673	-98.478763			TXD987998200								NO		
1992	VICE PRESIDENT GENERAL MANAGER	FRED JANSEN	75472WRPRDHWY69	AAA WIRE PRODUCTS INC	HWY. 69 S.	POINT	RAINS	TX	75472	AAA WIRE PRODS. INC.	P.O. BOX 215	POINT	TX		75472	YES	NO	NO		FRED JANSEN	9035982225	3496	3471						332618						32.9339	-95.8769	046671707		TXD087605267						TALBOT INDUSTRIES INC	007140874	NO		
