REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	PURCHASING MANAGER	LOUIS SZKLANECKI	60101STYDC450SL	1ST AYD CORP	1325 GATEWAY DR	ELGIN	KANE	IL	601247866	1ST AYD CORP	1325 GATEWAY DR	ELGIN	IL		60124-7866	YES	NO	NO	NO	TOM SCHREINER	8476220001	2841							325611						42.06501	-88.34328	077007649										NO	TSCHREINER@1STAYD.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
