REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	20-NOV-13	
2012	PLANT MANAGER	ERIC DELORME	29330MRMTW597NM	3G MERMET	5970 N MAIN ST	COWPENS	SPARTANBURG	SC	29330	3G MERMET	5970 N MAIN ST	COWPENS	SC		29330	YES	NO	NO	NO	ERIC DELORME	8644635418	2299							313210						35.019167	-81.785	603058462										NO	ERIC.DELORME@MERMETUSA.COM	
2012	SITE MANAGER	DAVID LONGLET	29606MCMPNPERIM	3M CO - GREENVILLE	1400 PERIMETER RD	GREENVILLE	GREENVILLE	SC	296055467	3M CO - GREENVILLE	1400 PERIMETER RD	GREENVILLE	SC		29605-5467	YES	NO	NO	NO	BARRY L. STONE	8642994369	3081	2672	3861					326113	322222	333315				34.7514	-82.358757	073704975								3M CO	006173082	NO	BLSTONE@MMM.COM	
2012	CHIEF OPERATING OFFICER	JOHN CENTIONI	29440VCHMCPENNY	3V INC	888 WOODSTOCK ST	GEORGETOWN	GEORGETOWN	SC	294404789	3V INC	PO BOX 2810	GEORGETOWN	SC		294422810	YES	NO	NO	NO	KEN WILLIAMS	8435468556	2869							325998						33.362222	-79.383056	009104381										NO	K.WILLIAMS@3VUSA.COM	
2012	DIRECTOR OF OPERATIONS	RICHARD DOSS	29101SMTHWUSHWY	A O SMITH WATER PRODUCTS CO	25589 HWY 1	MC BEE	CHESTERFIELD	SC	29101	A O SMITH WATER PRODUCTS CO	25589 HWY 1	MC BEE	SC		29101	YES	NO	NO	NO	RICK DOSS	8433358281	3443	3639						333319						34.486042	-80.246283	098398860								A O SMITH CORP	006085815	NO	RDOSS@HOTWATER.COM	
2012	VICE PRESIDENT AND GENERAL MANAGER	JAY LAVRINC	29501BBPWRI95ME	ABB INC	2300 MECHANICSVILLE RD	FLORENCE	FLORENCE	SC	29501	ABB INC	2300 MECHANICSVILLE RD	FLORENCE	SC		29501	YES	NO	NO	NO	DEBBIE REMBERT	8434134721	3612	3613						335311						34.238161	-79.788522	196294557								ABB INC	099290447	NO	DEBBIE.B.REMBERT@US.ABB.COM	
2012	GENERAL MANAGER	GREG ANDREWS	29732CLSTM32BRY	ACE ELASTOMER	320 BRYANT BLVD	ROCK HILL	YORK	SC	29732	ACE ELASTOMER	320 BRYANT BLVD	ROCK HILL	SC		29732	YES	NO	NO	NO	TIFFANY MULKEY	8033247979								326299						34.98001	-81.05644	090758640										NO	TIFFANYE@ACEELASTOMER.COM	
2012	PRESIDENT	COLIN CLAMPETT	29330MTTST165AL	ADAMS AN OLDCASTLE CO - COWPENS	165 ALLISON RD	COWPENS	CHEROKEE	SC	29330	ADAMS AN OLDCASTLE CO - COWPENS	165 ALLISON RD	COWPENS	SC		29330	YES	NO	NO	NO	DOUG FOUTS	3362759114	3271							327331						35.06293	-81.78174									OLDCASTLE INC	037176591	NO	DOUG.FOUTS@OLDCASTLE.COM	
2012	PLANT MANAGER	BRYCE NIELSEN	29067RCHRD413NH	ADM	413 N HAMPTON ST	KERSHAW	LANCASTER	SC	29067	ADM	PO BOX 338	KERSHAW	SC		29067	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2075							311222						34.551239	-80.583666	062705678								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2012	PLANT MANAGER	ERIC BOROWICZ	29334LCFJK260PK	AFL TELECOMMUNICATIONS	260 PKWY E	DUNCAN	SPARTANBURG	SC	29334	AFL TELECOMMUNICATIONS	PO BOX 3127	SPARTANBURG	SC		29304	YES	NO	NO	NO	DON HEATHERLY	8644335577	3644							335932						34.89985	-82.10671	176151488								AMERICA FUJIKURA LTD	139437560	NO	DON.HEATHERLY@AFLGLOBAL.COM	
2012	PLANT MANAGER	ERIC BOROWICZ	2933WFLTLC14HID	AFL TELECOMMUNICATIONS	104 HIDDEN LAKE CIR	DUNCAN	SPARTANBURG	SC	29334	AFL TELECOMMUNICATIONS	PO BOX	SPARTANBURG	SC		29304	YES	NO	NO	NO	DON HEATHERLY	8644335577								335932						34.91484	-82.09967	176151488								AMERICA FUJIKURA LTD	139437560	NO	DON.HEATHERLY@AFLGLOBAL.COM	
