REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10/3/2014	
2013	PLANT MANAGER	BOB SILBERNAGEL	088223M   500RT	3M CO - FLEMINGTON	500 RT 202 N	FLEMINGTON	HUNTERDON	NJ	08822			3M CO - FLEMINGTON	500 RT 202 N	FLEMINGTON	NJ		08822	YES	NO	NO	NO	ROBERT SILBERNAGEL	9087884000	3841	3842						339112	339113					40.51591	-74.82029	036781508								3M CO	006173082	NO	RHSILBERNAGEL1@MMM.COM	
2013	EHS MANAGER	CHARLES WELSH	07114RHSKR131MA	AARHUSKARLSHAMN USA INC	131 MARSH ST	NEWARK	ESSEX	NJ	07114			AARHUSKARLSHAMN USA INC	131 MARSH ST	NEWARK	NJ		07114	YES	NO	NO	NO	SCOTT WELSH	2013412565	2079							311225						40.69466	-74.149719	037017922								AARHUSKARLSHAMN USA	037017922	NO	SCOTT.WELSH@AAK.COM	
2013	GENERAL MANAGER	JIM HUIZINGA	07419CCRTFRTE94	ACCURATE FORMING LLC	24 AMES BLVD	HAMBURG	SUSSEX	NJ	07419			ACCURATE FORMING LLC	24 AMES BLVD	HAMBURG	NJ		07419	YES	NO	NO	NO	RICHARD CRONEN	9738277155	3499							332116						41.152263	-74.579358	126511729										NO	RCRONEN@ACCFORM.COM	
2013	BUSINESS MANAGER	ANDREA TISSOT-REBNER	07055CMNGR1937D	ACME ENGRAVING CO INC	19-37 DELAWARE AVE	PASSAIC	PASSAIC	NJ	07055			ACME ENGRAVING CO INC	19-37 DELAWARE AVE	PASSAIC	NJ		07055	YES	NO	NO	NO	ANDREA TISSOT-REBNER	9737780885	2796							332813						40.85493	-74.13911											NO	ANDREA@ACMEENGRAVING.COM	
2013	COMPLIANCE DIRECTOR	DANIEL RUSTIN	07305CRLXN230CU	ACRILEX INC	230 CULVER AVE	JERSEY CITY	HUDSON	NJ	07305			ACRILEX INC	230 CULVER AVE	JERSEY CITY	NJ		07305	YES	NO	NO	NO	STEVEN R SULLIVAN	2013331500								325211						40.715117	-74.093533	043589662										NO	SSULLIVAN@ACRILEX.COM	
2013	ASSOCIATE DIRECTOR, EHS, NJ SOD	DHRUTI THAKER	07207KLPHR200EL	ACTAVIS ELIZABETH LLC	200 ELMORA AVE	ELIZABETH	UNION	NJ	07207			ACTAVIS ELIZABETH LLC	200 ELMORA AVE	ELIZABETH	NJ		07207	YES	NO	NO	NO	MARK ROSENBAUM	9086592482	2834							325412						40.664574	-74.233828	623114928		NJD099262404						ACTAVIS INC.	099262404	NO	MARK.ROSENBAUM@ACTAVIS.COM	
2013	EH&S MANAGER	DENISE CHARLTON	08077KLSTR1050T	ACTEGA KELSTAR INC	1050 TAYLORS LN	CINNAMINSON	BURLINGTON	NJ	08077			ACTEGA KELSTAR INC	1050 TAYLORS LN	CINNAMINSON	NJ		08077	YES	NO	NO	NO	DENISE CHARLTON	8567352011	2899							325510						40.022751	-74.982746									ALTANA	157299793	NO	DENISE.CHARLTON@ALTANA.COM	
2013	PLANT MANAGER	ROBERT GOTHAM	07083LCNPW901LE	ACUPOWDER INTERNATIONAL LLC	901 LEHIGH AVE	UNION	UNION	NJ	07083			ACUPOWDER INTERNATIONAL LLC	901 LEHIGH AVE	UNION	NJ		07083	YES	NO	NO	NO	ROBERT GOTHAM	9088514500	3399							331423						40.682472	-74.242325	839146677								ACUPOWDER INTERNATIONAL LLC		NO	GOTHAM@ACUPOWDER.NET	
2013	PLANT MANAGER	ALLISON PIERCE	08028GLLDF600EL	ADM COCOA PRODUCTS	600 ELLIS RD	GLASSBORO	GLOUCESTER	NJ	08028			ADM COCOA PRODUCTS	600 ELLIS RD	GLASSBORO	NJ		08028	YES	NO	NO	NO	DAVID WEINTRAUB	8006375843	2066							311320						39.69783	-75.128	044517055								ARCHER DANIELS MIDLAND CO	001307586	NO	DAVID.WEINTRAUB@ADM.COM	
2013	CEO - TECHNICAL DIRECTOR	ROBERT DE SIMONE	0751WDVNCD1TAFT	ADVANCED BIOTECH	10 TAFT RD	TOTOWA	PASSAIC	NJ	07512			ADVANCED BIOTECH	10 TAFT RD	TOTOWA	NJ		07512	YES	NO	NO	NO	ROBERT S. DESIMONE	9733396242								325199						40.904221	-74.24583									CENTRONE	830994182	NO	RDESIMONE@ADV-BIO.COM	
