REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10/3/2014	
2013	QUALITY MANAGER	GARY LUCE	86403LCTRN915KI	A&A ELECTRONICS ASSEMBLY	915 KIOWA AVE	LAKE HAVASU CITY	MOHAVE	AZ	86403			A&A ELECTRONICS ASSEMBLY	915 KIOWA AVE	LAKE HAVASU CITY	AZ		86403	YES	NO	NO	NO	GARY LUCE	9284537717	3679							334418						34.498107	-114.355254											NO	GARYLUCE@AAELECT.COM	
2013	SITE DIRECTOR	KRISTINA  BURKWALD	85222RSSLB1250W	ABBOTT NUTRITION A DIV OF ABBOTT LABORATORIES	1250 W MARICOPA HWY	CASA GRANDE	PINAL	AZ	85193			ABBOTT NUTRITION A DIV OF ABBOTT LABORATORIES	1250 W MARICOPA HWY	CASA GRANDE	AZ		85193	YES	NO	NO	NO	KRISTINA BURKWALD	5204216200	2023							311514						32.894	-111.78312	121457485								ABBOTT LABORATORIES	001307602	NO	KRISTINA.BURKWALD@ABBOTT.COM	
2013	PROCESS CONTROL LEAD	ROYDEL PINDER	85040BLMTL292EC	ABLE ENGINEERING & COMPONENT SERVICES INC	2920 E CHAMBERS ST	PHOENIX	MARICOPA	AZ	85040			ABLE ENGINEERING & COMPONENT SERVICES INC	2920 E CHAMBERS ST	PHOENIX	AZ		85040	YES	NO	NO	NO	ROYDEL PINDER	6023041227	3471	3541						332813						33.39745	-112.01731	965252943										NO	ROYDEL.PINDER@ABLEENGINEERING.COM	
2013	PROCESS CONTROL LEAD	ROYDEL PINDER	8521WBLNGN776EV	ABLE ENGINEERING & COMPONENT SERVICES INC	7706 E VELOCITY WAY	MESA	MARICOPA	AZ	85212			ABLE ENGINEERING & COMPONENT SERVICES INC	7706 E VELOCITY WAY	MESA	AZ		85212	YES	NO	NO	NO	ROYDEL PINDER	6023041227								332813						33.29889	-111.67013	965252943										NO	ROYDEL.PINDER@ABLEENGINEERING.COM	
2013	GENERAL MANAGER	MARK FULTZ	85215BLSTL4150Q	ABLE STEEL FABRICATORS INC	4150 E QUARTZ CIR	MESA	MARICOPA	AZ	85215			ABLE STEEL FABRICATORS INC	4150 E QUARTZ CIR	MESA	AZ		85215	YES	NO	NO	NO	MARK FULTZ	4808302253	3441							332312						33.47554	-111.74219	058509498										NO	MFULTZ@ABLESTEEL.COM	
2013	PRESIDENT	DEREK HUMPHRIES	8522WCPLYM825WB	ACO POLYMER PRODUCTS INC - AZ	825 W BEECHCRAFT ST	CASA GRANDE	PINAL	AZ	85122			ACO POLYMER PRODUCTS INC - AZ	825 W BEECHCRAFT ST	CASA GRANDE	AZ		85122	YES	NO	NO	NO	CHERYL L. BARTA	4402857000								326199	326121					32.947155	-111.76698	089890108								ACO POLYMER PRODUCTS INC		NO	CBARTA@ACO-ONLINE.COM	
2013	E & H AND SAFETY MANAGER	JIM MICHELIN	85281CRCTX2149E	ADVANCED CIRCUITS INC	229 S CLARK DR	TEMPE	MARICOPA	AZ	85281			ADVANCED CIRCUITS INC	229 S CLARK DR	TEMPE	AZ		85281	YES	NO	NO	NO	ALEX CHANDY	4809665895	3672							334412						33.427973	-111.898582	185428075								ADVANCED CIRCUITS INC	185428075	NO	ACHANDY@4PCB.COM	
2013	EH&S SPECIALIST	DENNIS BEUKELMAN	85034RGSWS157RI	AIRGAS WEST PHOENIX	1570 RIVERVIEW AVE	PHOENIX	MARICOPA	AZ	85034			AIRGAS WEST PHOENIX	3737 WORSHAM AVE	LONG BEACH	CA		90808	YES	NO	NO	NO	GEORGE PARTHMER	5624971991								424690						33.42015	-112.048117	006136793	805645793							AIRGAS USA LLC	078359651	NO	GEORGE.PARTHMER@AIRGAS.COM	
2013	PLANT MANAGER	JOHN GONZALEZ	85714HCKMN3724E	ALCOA FASTENING SYSTEMS	3724 E COLUMBIA ST	TUCSON	PIMA	AZ	85714			ALCOA FASTENING SYSTEMS	3724 E COLUMBIA ST	TUCSON	AZ		85714	YES	NO	NO	NO	JOHN BARR	5205197583	3452							332722						32.17073	-110.91293	005354436								ALCOA INC	001339472	NO	JOHN.BARR@ALCOA.COM	
2013	PLANT MANAGER	BRIAN OLIVER	85009MRCNT2613N	ALLIED TUBE & CONDUIT	2525 N 27TH AVE	PHOENIX	MARICOPA	AZ	850091710			ALLIED TUBE & CONDUIT	2525 N 27TH AVE	PHOENIX	AZ		85009-1710	YES	NO	NO	NO	ERIC EASTWOOD	6023527614	3317							331210						33.47544	-112.1171	049611429								ATKORE INTERNATIONAL	966651502	NO	EEASTWOOD@ATKORE.COM	
