REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10/3/2014	
2013	PLANT MANAGER	ALISA WOOD	06076CNNC RIVER	3M PURIFICATION INC	32 RIVER RD	STAFFORD SPRINGS	TOLLAND	CT	06076			3M PURIFICATION INC	32 RIVER RD	STAFFORD SPRINGS	CT		06076	YES	NO	NO	NO	ALISA WOOD	8606848688	3569							333999						41.9496	-72.3034	151179652								3M CO	006173082	NO	AJWOOD@MMM.COM	
2013	PLANT MANAGER	KEITH SOLOMON	06450CNNC 400RE	3M PURIFICATION INC (FORMERLY CUNO INC)	400 RESEARCH PKWY	MERIDEN	NEW HAVEN	CT	06450			3M PURIFICATION INC (FORMERLY CUNO INC)	400 RESEARCH PKWY	MERIDEN	CT		06450	YES	NO	NO	NO	KEITH SOLOMON	2032388954	3569							333999						41.51654	-72.76503	151179652								3M CO	006173082	NO	KDSOLOMON@MMM.COM	
2013	QUALITY MANAGER	THADDEUS OBLON	06110BBTTBRAILR	ABBOTT BALL CO INC	19 RAILROAD PL	WEST HARTFORD	HARTFORD	CT	06133			ABBOTT BALL CO INC	PO BOX 330100	WEST HARTFORD	CT		06133	YES	NO	NO	NO	CRAIG BOND	8602365901	3562							332991						41.72892	-72.72635	185547361										NO	CBOND@ABBOTTBALL.COM	
2013	PRESIDENT	ANDREW BATSON	06111DVNCD681NM	ADVANCED ADHESIVE SYSTEMS INC	681 N MOUNTAIN RD	NEWINGTON	HARTFORD	CT	06111			ADVANCED ADHESIVE SYSTEMS INC	681 N MOUNTAIN RD	NEWINGTON	CT		06111	YES	NO	NO	NO	BRIAN GEHERTY	8609534100	2891							325520						41.721652	-72.717014	085251135										NO	BGEHERTY@ADVADH.COM	
2013	VICE PRESIDENT-FINANCE	GLENN PURPLE	06111CVLTL275RI	AERO DIV - EDAC TECHNOLOGIES CORP	275 RICHARD ST	NEWINGTON	HARTFORD	CT	061115046			AERO DIV - EDAC TECHNOLOGIES CORP	275 RICHARD ST	NEWINGTON	CT		06111-5046	YES	NO	NO	NO	JOHN LESKY	2038066715	3724							336412						41.66169	-72.7277	144921780								GB AERO ENGINE LLC	078841540	NO	JLESKY@EDACTECHNOLOGIES.COM	
2013	MANAGER, ENVIRONMENTAL & REGULATORY COMPLIANC	GARY JACKSON	06096THDXTTWOEL	AHLSTROM NONWOVENS LLC	CANAL BANK RD	WINDSOR LOCKS	HARTFORD	CT	06096			AHLSTROM NONWOVENS LLC	TWO ELM ST	WINDSOR LOCKS	CT		06096	YES	NO	NO	NO	GARY A. JACKSON	8606548556	2621	2297						313230						41.926208	-72.626202	039993345								AHLSTROM	540163599	NO	GARY.JACKSON@AHLSTROM.COM	
2013	VP SAFETY AND COMPLIANCE	ROBERT GIANNINI	06410RGSST325MC	AIRGAS USA LLC	325 MCCAUSLAND CT	CHESHIRE	NEW HAVEN	CT	06410			AIRGAS USA LLC	325 MCCAUSLAND CT	CHESHIRE	CT		06410	YES	NO	NO	NO	TIMOTHY READING	9784391412								424690						41.550309	-72.87876	959842725								AIRGAS INC		NO	TIM.READING@AIRGAS.COM	
2013	EHS MANAGER, AMERICAS	STEPHEN TIMM	06795YLMTC1SEEM	ALBEA METAL AMERICAS INC	1 SEEMAR RD	WATERTOWN	LITCHFIELD	CT	06795			ALBEA METAL AMERICAS INC	1 SEEMAR RD	WATERTOWN	CT		06795	YES	NO	NO	NO	STEPHEN TIMM	9088355223	3469							332119						41.6185	-73.08738	963345884										NO	STEPHEN.TIMM@ALBEA-GROUP.COM	
2013	GENERAL MANAGER	RYAN KELLY	06437LGNQN129SO	ALGONQUIN INDUSTRIES	129 SOUNDVIEW RD	GUILFORD	NEW HAVEN	CT	06437			ALGONQUIN INDUSTRIES	129 SOUNDVIEW RD	GUILFORD	CT		06437	YES	NO	NO	NO	SUSAN BOYD	2604217343	3351							331420	331421	331319				41.2836	-72.66271	044121606								REA MAGNET WIRE CO INC	004320032	NO	SBOYD@REAWIRE.COM	
2013	DIRECTOR OF CORPORATE FACILITIES	PHILIP GODECK	06460LNBLN28WOO	ALINABAL INC	28 WOODMONT RD	MILFORD	NEW HAVEN	CT	06460			ALINABAL INC	28 WOODMONT RD	MILFORD	CT		06460	YES	NO	NO	NO	PHILIP GODECK	2038773241	3469							332116	332999					41.24188	-73.026383	099760357		CTD080849749						ALINABAL HOLDINGS CORP	030304141	NO	PGODECK@GMAIL.COM	
