REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
2007	PRESIDENT	CHARLES L. MUHS	43832NC   100EN	31 INC	100 ENTERPRISE DR	NEWCOMERSTOWN	TUSCARAWAS	OH	43832	31 INC	PO BOX 278	NEWCOMERSTOWN	OH		43832	NO	NO	NO	NO	CHARLES L. MUHS	7404988324	3069							326299						40.282901	-81.567747	054663372		OHD054663372								NO	CHUCK@31INC.COM	
1996	PLANT MGR.	HENRY L. STANFORD	43123MCMPN3570S	3M CO	3570 SUNSHINE PL.	GROVE CITY	FRANKLIN	OH	43123	3M CO	3570 SUNSHINE PL.	GROVE CITY	OH		43123	NO	NO	NO		HENRY L. STANFORD	6148756343	3069							325212						39.879416	-83.097266	120738075		OHD000716928						3M CO INC	006173082	NO		
2007	OPERATIONS MANAGER	DARRYL VACI	44256RTNCR1030L	3M CO - MEDINA	1030 LAKE RD	MEDINA	MEDINA	OH	44256	3M MEDINA	PO BOX 428	MEDINA	OH		44258	YES	NO	NO	NO	PAUL SEVERSON	6517784361	2672							322222	322299					41.11366	-81.894643	131822624								3M CO	006173082	NO	NA	
1993	PLANT MANAGER	P. T. SALKOW	43105MLD  8090L	3M CO ADSD	8090 LANCASTER NEWARK RD.	BALTIMORE	FAIRFIELD	OH	43105	3M CO ADSD	8090 LANCASTER NEWARK RD.	BALTIMORE	OH		43105	YES	NO	NO		DEAN WILSON	6148625125	3465							336370						39.842385	-82.568389	006173082		OHD101614907						3M CO INC	006173082	NO		
2007	PLANT MANAGER	EDWARD J. PIATTI	44035NYLNG1301L	3M ELYRIA	1301 LOWELL ST	ELYRIA	LORAIN	OH	440354864	3M ELYRIA	1301 LOWELL ST	ELYRIA	OH		44035-4864	YES	NO	NO	NO	EDWARD J. PIATTI	4403236161	3089							325211						41.375252	-82.13774	092628510								3M CO	006173082	NO	EJPIATTI@MMM.COM	
2006	OPERATIONS/ MANUFACTURING MANAGER	JEFF MELBY	45245SPRCS4000M	3M PRECISION OPTICS-CINCINNATI	4000 MCMANN RD	CINCINNATI	CLERMONT	OH	45245	3M PRECISION OPTICS-CINCINNATI	4000 MCMANN RD	CINCINNATI	OH		45245	YES	NO	NO	NO	LARUA KARMER	5137527000	3827	3089	3577					333314						39.065772	-84.256445	054440961								3M CO	006173082	NO		
2003	PRESIDENT	RICHARD A. POIRIER	45005BFNDR835NM	A & B FOUNDRY INC	835 N MAIN ST	FRANKLIN	WARREN	OH	45005	A & B FOUNDRY INC	835 N MAIN ST	FRANKLIN	OH		45005	YES	NO	NO	NO	RICHARD POIRIER	9377463634	3365	3366						331524						39.574218	-84.296457	004265963		OHD987000015		OHR000003						NO		
1994	PRESIDENT	ARVIN SHIFELY	44833GMNFC280GE	A & G MANUFACTURING CO INC	280 GELSANLITER RD	GALION	CRAWFORD	OH	44833	A & G MANUFACTURING CO INC	PO BOX 935	GALION	OH		44833	YES	NO	NO		DEAN SHIFELY	4194687433	3499							332710						40.735756	-82.762464	055514970		OHD055514970								NO		
1994	PLANT MGR.	ED RITZ	44870LMTLP1920G	A & L METAL PROCESSING	1920 GEORGE ST	SANDUSKY	ERIE	OH	44870	A & L METAL PROCESSING	1920 GEORGE ST	SANDUSKY	OH		44870	YES	NO	NO		ED RITZ	4196270022	3471							332813						41.438892	-82.74635	987023876		OHD987023876		OH0027332						NO		
2001	VP OF OPERATIONS	JOE SHARP	43215CPTLC525WF	A C HUMKO CORP.	525 W. FIRST AVE.	COLUMBUS	FRANKLIN	OH	43215	A C HUMKO CORP.	525 W. FIRST AVE.	COLUMBUS	OH		43215	YES	NO	NO		JOE SHARP	9013813124	2079							311225						39.980726	-83.01918	618464036		OHD980998926		OH0005592				ASSOCIATED BRITISH FOODS PLC	618464036	NO		
