REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10/3/2014	
2013	DIRECTOR, DOT COMPLIANCE	DAVID GIBBS	84104RGSPN1211S	AIRGAS USA LLC	1211 S PIONEER RD	SALT LAKE CITY	SALT LAKE	UT	841043718			AIRGAS USA LLC	31 N PEORIA AVE	TULSA	OK		741201633	YES	NO	NO	NO	BRANDON KETCHER	9182956214	5169							424690						40.74307	-111.95802	868306952								AIRGAS INC	024492860	NO	BRANDON.KETCHER@AIRGAS.COM	
2013	CHIEF SCIENCE OFFICER	STEPHEN ASHMEAD	8401WLBNCL11NMA	ALBION CLEARFIELD	101 N MAIN ST	CLEARFIELD	WEBER	UT	840152243			ALBION CLEARFIELD	101 N MAIN ST	CLEARFIELD	UT		84015-2243	YES	NO	NO	NO	RYAN HARDY	8017734631								339999						41.11563	-112.02606	624857249								ALBION GROUP	624857249	NO	RHARDY@ALBIONMINERALS.COM	
2013	PLANT MANAGER	MICHAEL BRAILSFORD	84401LBNMF2774S	ALBION MANUFACTURING TECHNOLOGIES	2774 S 1760 W	OGDEN	WEBER	UT	84401			ALBION MANUFACTURING TECHNOLOGIES	2774 S 1760 W	OGDEN	UT		84401	YES	NO	NO	NO	MIKE BRAILSFORD	8016272627	2099							311999						41.21491	-112.02248									ALBION GROUP	624857249	NO	MBRAILSFORD@ALBIONMINERALS.COM	
2013	VP/GM SIERRA BUILDING PRODUCTS	BRIAN AUSTIN	84054MCR  333SR	AMCOR MASONRY PRODUCTS	333 S REDWOOD RD	NORTH SALT LAKE	DAVIS	UT	84054			AMCOR MASONRY PRODUCTS	333 S REDWOOD RD	NORTH SALT LAKE	UT		84054	YES	NO	NO	NO	MICHAEL WARD	8014201287	3271							327331						40.837098	-111.93433	037176591								OLDCASTLE INC	037176591	NO	MICHAEL.WARD@OLDCASTLE.COM	
2013	PRESIDENT - UTAH OPERATIONS	DAVE THAYER	84720MRCNZ10622	AMERICAN PACIFIC CORP UTAH OPERATIONS	10622 W 6400 N	CEDAR CITY	IRON	UT	84721			AMERICAN PACIFIC CORP UTAH OPERATIONS	10622 W 6400 N	CEDAR CITY	UT		84721	YES	NO	NO	NO	FRANK CASPERSON	4358655000	2819							325188	325998					37.794865	-113.112675	077585024								AMERICAN PACIFIC CORP		NO	FCASPERSON@APFC.COM	
2013	CHIEF OPERATING OFFICER	LAYNE HADLEY	8405WMTLBS68NRT	AMT LABS INC	680 N 700 W	NORTH SALT LAKE	DAVIS	UT	84054			AMT LABS INC	680 N 700 W	NORTH SALT LAKE	UT		84054	YES	NO	NO	NO	LAYNE V. HADLEY	8012991661								325998						40.85288	-111.92799	189165483								INNOPHOS INC.	155532257	NO	LAYNEH@AMTLABS.NET	
2013	PLANT MANAGER	RONALD SMITH	84648STHWSHIWAY	ASH GROVE CEMENT- LEAMINGTON UTAH	HWY 132 6 MILES E OF LEAMINGTON	LEAMINGTON	JUAB	UT	84638			ASH GROVE CEMENT- LEAMINGTON UTAH	PO BOX 38069	LEAMINGTON	UT		84638	YES	NO	NO	NO	RONALD SMITH	4358571212	3241							327310						39.563527	-112.197061	007123698								ASH GROVE CEMENT CO	007123698	NO	RON.SMITH@ASHGROVE.COM	
2013	MGR, ENVIRONMENTAL OPERATIONS AND COMPLIANCE	MICHAEL RILEY	84029TRWLY12633	ATI ROWLEY OPERATIONS	12633 N ROWLEY RD	NORTH SKULL VALLEY	TOOELE	UT	84029			ATI ROWLEY OPERATIONS	12633 N ROWLEY RD	NORTH SKULL VALLEY	UT		84029	YES	NO	NO	NO	JIM DENHAM	5419264211								332999						40.910218	-112.736025									ALLEGHENY TECHNOLOGIES INC	949262737	NO		
2013	MANAGER, ENVIRONMENTAL SERVICES	GEORGE GOOCH	84302MRTNT9160N	ATK LAUNCH SYSTEMS PROMONTORY	9160 N HWY 83	PROMONTORY	BOX ELDER	UT	84307			ATK LAUNCH SYSTEMS PROMONTORY	PO BOX 707	BRIGHAM CITY	UT		843020707	YES	NO	NO	NO	TRINA HELQUIST	4358634368	3764							336415						41.646081	-112.431023	002241164								ALLIANT TECHSYSTEMS INC	618705925	NO	TRINA.HELQUIST@ATK.COM	
2013	MANAGER, ENVIRONMENTAL SERVICES	GEORGE GOOCH	84044HRCLS4950S	ATK LAUNCH SYSTEMS-BACCHUS	5000 S 8400 W	MAGNA	SALT LAKE	UT	84044			ATK LAUNCH SYSTEMS-BACCHUS	PO BOX 98	MAGNA	UT		84044	YES	NO	NO	NO	JENNIFER BOWMAN	4358634809	3764	2892						336415						40.668293	-112.091903	001705029								ALLIANT TECHSYSTEMS INC	618705925	NO	JENNIFER.BOWMAN@ATK.COM	
2013	HUMAN RESOURCES	KATHY SARGENT	84104TWDMB1847S	ATWOOD MOBILE PRODUCTS	1874 S PIONEER RD	SALT LAKE CITY	SALT LAKE	UT	84104			ATWOOD MOBILE PRODUCTS	1874 S PIONEER RD	SALT LAKE CITY	UT		84104	YES	NO	NO	NO	KATHY SARGENT	8019724621	3714							336399						40.72894	-111.95799	009075060								ATWOOD MOBILE PRODUCTS	005163035	NO	K.SARGENT@ATWOODMOBILE.COM	
2013	ENVIRONMENTAL ENGINEER	JANET BASS	84337NC   1360N	AUTOLIV ASP INC	1360 N 1000 W	TREMONTON	BOX ELDER	UT	843379336			AUTOLIV ASP INC	1360 N 1000 W	TREMONTON	UT		84337-9336	YES	NO	NO	NO	BRIAN THEURER	4352571000	3714							336390	325920					41.733058	-112.181597	788696565								AUTOLIV INC	602511248	NO	BRIAN.THEURER@AUTOLIV.COM	
2013	PLANT MANAGER	KURT HALLESY	84302MRTNT9160A	AUTOLIV ASP INC PROMONTORY	16700 W  HWY 83 ASP-4	PROMONTORY	BOX ELDER	UT	84307			AUTOLIV ASP INC PROMONTORY	16700 W  HWY 83 ASP-4	PROMONTORY	UT		84307	YES	NO	NO	NO	LELANI BRYAN	4354713250	3714							336390	336399					41.671594	-112.425798	179330733								AUTOLIV INC	602511248	NO	LELANI.BRYAN@AUTOLIV.COM	
