REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
1992	PRESIDENT	A. BARRY HIRSCHFELD	80216BHRSC5200S	A B HIRSCHFIELD PRESS INC	5200 SMITH RD	DENVER	DENVER	CO	80216	A B HIRSCHFIELD PRESS INC	5200 SMITH RD	DENVER	CO		80216	YES	NO	NO		MICHAEL J BORER	3033208500								323110						39.775285	-104.927001	007066368		COD982581001								NO		
2000	PLANT MANAGER	LANCE D. HORN	81144STLYM1001N	A E STALEY MANUFACTURING CO	1001 N RD 3 E	MONTE VISTA	RIO GRANDE	CO	81144	A E STALEY MANUFACTURING CO	1001 N RD 3 E	MONTE VISTA	CO		81144	YES	NO	NO	NO	LANCE D HORN	7198524722	2046							311221						37.588889	-106.093889	039055934		COD983768680								NO		
2007	DIR. OF MFG.	JOY HEEMSOTH	80205RWLFL2763B	A R WILFLEY & SONS INC	2763 BLAKE ST	DENVER	DENVER	CO	80205	A R WILFLEY & SONS INC	PO BOX 2330	DENVER	CO		80201	YES	NO	NO	NO	CHUCK HOPLEY	3038897107	3561							333911						39.761419	-104.98512	007078363		COD007078363								NO		
1997	V. P.	JAMES M. CAHILL	80205PLTNG3031B	AAA PLATING INC	3031 BLAKE ST	DENVER	DENVER	CO	80205	AAA PLATING INC	7777 E 40TH AVE	DENVER	CO		80216	YES	NO	NO		JAMES M CAHILL	3033227711	3471							332813						39.763921	-104.981896	070385620		COD070385620								NO		
2007	VP-OPERATIONS	STEVEN S. FLEAGLE	81501PBDYB610S1	ABC INDUSTRIES INC.	610 S 12TH ST	GRAND JUNCTION	MESA	CO	81501	ABC INDUSTRIES INC.	PO BOX 2928	GRAND JUNCTION	CO		81502	YES	NO	NO	NO	STEVEN S. FLEAGLE	5742675166	3052	3083	3089	3564				326130	333412	326220	326122			39.062387	-108.55262	058957598								ABC INDUSTRIES INC.	058957598	NO	SFLEA@ABC-INDUSTRIES.NET	
1999	PLANT MANAGER	BOB MCKERCHER	81002BCRLC2300S	ABC-NACO	2300 S. FWY.	PUEBLO	PUEBLO	CO	81004	ABC-NAC0	P.O. BOX 74	PUEBLO	CO		81002	YES	NO	NO		BOB MCKERCHER	7195654127	3743							332999						38.231399	-104.61429	174451286								ABC-NACO INC	174451286	NO		
2007	DIRECTOR OF OPERATIONS	DAVID JOHNSTON	80110CCLLN281SV	ACCELLENT, INC.	2801 S VALLEJO	ENGLEWOOD	ARAPAHOE	CO	80110	ACCELLENT, INC.	2801 S VALLEJO	ENGLEWOOD	CO		80110	YES	NO	NO	NO	DAVID JOHNSTON	3034324900	3469							332116						39.665859	-105.014005	058889606								ACCELLENT, INC.	799554931	NO		
1991	HUMAN RESOURCE MANAGER	SABRINA EDINGER	80501CCRTP105GA	ACCURATE PLASTICS INC.	105 GAY ST.	LONGMONT	BOULDER	CO	80501	ACCURATE PLASTICS INC.	1921 MILLER DR.	LONGMONT	CO		80501	YES	NO	NO		SABRINA EDINGER	3037724722	3089							326199						40.162003	-105.110225	062746300		COD981552201						BASE PLASTICS GROUP	062746300	NO		
2007	CERTIFYING OFFICIAL	GARTH TAYLER	80104DNVRB401SA	ACME BRICK CO DENVER PLANT	401 PRAIRIE HAWK DR	CASTLE ROCK	DOUGLAS	CO	80104	ACME BRICK CO	2821 W 7TH ST	FORT WORTH	TX		76107	YES	NO	NO	NO	JASON PENCE	8173324101	3251							327121						39.378889	-104.856111	008018772								ACME BRICK CO	008018772	NO	JPENCE@BRICK.COM	
2007	ENGINEERING MANAGER	MR. ROBERT LIEBSOCK	80011JHNHH21100	ADVANCED CIRCUITS	21100 E 33RD DR	AURORA	ADAMS	CO	80011	ADVANCED CIRCUITS	21101 E 32ND PKWY	AURORA	CO		80011	YES	NO	NO	NO	MR. ROBERT LIEBSOCK	3039619532	3672							334412						39.757708	-104.742075	603111717										NO	BLIEBSOCK@4PCB.COM	
2003	SR VP OPERATIONS	LUANN PICCARD	80525DVNCD4424I	ADVANCED ENERGY INDUSTRIES	4424 INNOVATION DR	FORT COLLINS	LARIMER	CO	80525	WAYNE HADENFELD	1625 SHARP PT DR	FORT COLLINS	CO		80525	YES	NO	NO	NO	WAYNE HADENFELD	9704076912	3679							334419						40.525182	-105.046051	021192422		COR000009654		COR011032						NO		
2007	EHS MANAGER	WAYNE HADENFELD	80525DVNCD16PRS	ADVANCED ENERGY INDUSTRIES	1600 PROSPECT PKWY	FORT COLLINS	LARIMER	CO	80525	WAYNE HADENFELD	1625 SHARP POINT DR	FORT COLLINS	CO		80525	YES	NO	NO	NO	WAYNE HADENFELD	9704076912	3679							334419						40.566324	-105.031718	021192422										NO	WAYNE.HADENFELD@AEI.COM	
1997	PRES.	ISTVAN F. K. VAMOS	80501DVNCD2150M	ADVANCED FORMING TECH. INC.	2150 MILLER DR.	LONGMONT	BOULDER	CO	80501	ADVANCED FORMING TECH. INC.	7040 WELD COUNTY RD.#20	LONGMONT	CO		80504	YES	NO	NO		MALCOLM C. MILLER	3038336000	3499							332999						40.138786	-105.129122			COD983776485						PRECISION CASTPARTS CORP.	009027970	NO		
2007	HR/ SAFETY MANAGER	MIM DUFFY	80504PRCSN74WEL	ADVANCED FORMING TECHNOLOGIES	7040 WELD COUNTY RD 20	LONGMONT	WELD	CO	80504	ADVANCED FORMING TECHNOLOGIES	7040 WELD COUNTY RD 20	LONGMONT	CO		80504	YES	NO	NO	NO	MIM DUFFY	3038336320	3499							332999						40.129398	-104.915764	160892055								PRECISION CASTPARTS CORP	009027970	NO	MIMD@PCC-AFT.COM	
2007	CHIEF EXECUTIVE OFFICER	JACK L. DAVIS	80002FRNTR6155W	ADVANCED SURFACE TECHNOLOGIES INC	6155 W 54TH AVE	ARVADA	JEFFERSON	CO	80002	ADVANCED SURFACE TECHNOLOGIES INC	6155 W 54TH AVE	ARVADA	CO		80002	YES	NO	NO	NO	JACK L. DAVIS	3034328500	3471							332813						39.794343	-105.064699	037537693								FRSL, INC		NO	JD@ASTFINISHING.COM	
2007	GENERAL MANAGER	GERALD REINSMA	80907RFLXT4350C	AEROFLEX COLORADO SPRINGS	4350 CENTENNIAL BLVD	COLORADO SPRINGS	EL PASO	CO	80907	AEROFLEX COLORADO SPRINGS	4350 CENTENNIAL BLVD	COLORADO SPRINGS	CO		80907	YES	NO	NO	NO	BOB LEE	7195948488	3674							334413						38.891562	-104.850028	795480698								AEROFLEX INC	002050532	NO	BOB.LEE@AEROFLEX.COM	
2007	V/P GM	NIEL POULSEN	80020GGRGT845CM	AGGRAGATE INDUSTRIES-BROOMFIELD RMC	845 COMPTON	BROOMFIELD	BROOMFIELD	CO	80020	AGGREGATE INDUSTRIES	1707 COLE BLVD #100	GOLDEN	CO		80401	NO	NO	NO	NO	JOE CARRANO	3037165205	3273							327320						39.927692	-105.09887	041580643								AGGREGATE INDUSTRIES	622258929	NO	JOE.S.CARRANO@AGGREGATE.COM	
2006	VICE PRESIDENT & GENERAL MANAGER	WES STEARNS	80018GNCLB3100S	AGGREGATE INDUSTRIES - WCR INC. GUN CLUB READY MIX PLANT	3100 S GUN CLUB RD	AURORA	ARAPAHOE	CO	80018	AGGREGATE INDUSTRIES - WCR INC. GUN CLUB READY MIX PLANT	3100 S GUN CLUB RD	AURORA	CO		80018	YES	NO	NO	NO	JAMIE GABORIAU	3037165304	2951	3273						324121	327320					39.660836	-104.716165	041580643								AGGREGATE INDUSTRIES INC.	622258929	NO		
2006	VICE PRESIDENT	NIEL POULSEN	80223RMNDR95SSA	AGGREGATE INDUSTRIES - WCR INC. SANTA FE READY MIX PLANT	950 S SANTE FE DR	DENVER	DENVER	CO	80223	AGGREGATE INDUSTRIES - WCR INC. SANTE FE PLANT (OWNER)	1707 COLE BOULEVARD, SUITE 100	GOLDEN	CO		80401	YES	NO	NO	NO	JAMIE GABORIAU	3037165304	3273							327320						39.699484	-104.992049	041580643								AGGREGATE INDUSTRIES INC.	622258929	NO		
2007	VP/GM	NIEL POULSEN	80116GGRGT2571N	AGGREGATE INDUSTRIES FRANKTOWN	2571 N STATE HWY 83	FRANKTOWN	DOUGLAS	CO	80116	AGGREGATE INDUSTRIES	1707 COLE BLVD #100	GOLDEN	CO		80401	NO	NO	NO	NO	JOE CARRANO	3037165205	3273							327320						39.412476	-104.76078	041580643								AGGREGATE INDUSTRIES	622258929	NO	JOE.S.CARRANO@AGGREGATE.COM	
