REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
1998	REGIONAL OPERATIONS MGR.	PAUL TAVEIRA	02886TCM  25GRA	21 EMI RI	25 GRAYSTONE ST.	WARWICK	KENT	RI	02886	21ST CENTURY ENVIRONMENTAL MANAGEMENT INC. OF RI	275 ALLENS AVE.	PROVIDENCE	RI		02905	YES	NO	NO		JOHN STILLER	4017816340	4953							562000						41.731698	-71.445602	050476858		RID980906986								NO		
2006	VP QWI OPERATIONS	STEPHEN A. PERREAULT	02865TCRSSONEAL	A. T. CROSS CO	ONE ALBION RD	LINCOLN	PROVIDENCE	RI	02865	A. T. CROSS CO	ONE ALBION RD	LINCOLN	RI		02865	YES	NO	NO	NO	WILL HANSON	4013358282	3951							339941						41.948703	-71.440843	001201508										NO		
2007	PRESIDENT	PETER C. FROST	02886TWLLC55SER	A. T. WALL CO	55 SERVICE AVE	WARWICK	KENT	RI	02886	A. T. WALL CO	55 SERVICE AVE	WARWICK	RI		02886	YES	NO	NO	NO	ARTHUR MONIZ	4017390740	3399							332999						41.738056	-71.44194	001188754										NO	AMONIZ@ATWALL.COM	
1995	PRESIDENT	STEPHEN R. POGORILICH	02860FCNC 248PI	AAFCO INC	248 PINE ST	PAWTUCKET	PROVIDENCE	RI	02860	AAFCO INC	PO BOX 97	PAWTUCKET	RI		02862	YES	NO	NO				3471							332813						41.877122	-71.390237	062314331		RID062314331								NO		
1989	OWNER	ALBERT URSILLO	02912BTRSL115RA	ABATE & URSILLO PLATING CO.	115 RAILROAD AVE.	JOHNSTON	PROVIDENCE	RI	02919	ABATE & URSILLO PLATING CO.	115 RAILROAD AVE.	JOHNSTON	RI		02919	YES	NO	NO		ALBERT URSILLO	4012312920	3471							332813						41.851275	-71.485032			RID987466026								NO		
1989	PRESIDENT	ROBERT S. MANCINI	02860CCNTP25EST	ACCENT PLATING CO INC	25 ESTEN AVE	PAWTUCKET	PROVIDENCE	RI	02860	ACCENT PLATING CO INC	25 ESTEN AVE	PAWTUCKET	RI		02860	YES	NO	NO		ROBERT S MANCINI	4017226306	3471							332813						41.865798	-71.402207	002556181		RID002556181								NO		
2002	PLANT MANAGER	DAVID FOURNIER	02895CSNDS71VIL	ACS INDUSTRIES INC	71 VILLANOVA ST	WOONSOCKET	PROVIDENCE	RI	02895	ACS INDUSTRIES INC	71 VILLANOVA ST	WOONSOCKET	RI		02895	YES	NO	NO	NO	DAVID FOURNIER	4017694700	3496							327910						42.004297	-71.502992	053959706		RID053959706		RI0021393						NO		
2007	PRESIDENT	ROBERT SPIELVOGEL	02860DMSDLREARF	ADAMSDALE CONCRETE INC	551 WEEDEN ST (REAR)	PAWTUCKET	PROVIDENCE	RI	02860	ADAMSDALE CONCRETE INC	PO BOX 516	PAWTUCKET	RI		02862	YES	NO	NO	NO	DAVID COURTOIS	4017226725	3273	3271						327320	327331					41.877319	-71.406896											NO	SUZIEQ@CHOICEONEMAIL.COM	
2007	PRESIDENT & COO	GERALD A. SMITH III	02888DVNCD105BE	ADVANCED CHEMICAL CO	105 BELLOWS ST	WARWICK	KENT	RI	02888	ADVANCED CHEMICAL CO	105 BELLOWS ST	WARWICK	RI		02888	YES	NO	NO	NO	CHARLES J. VOLPE	4017853434	3339	2899						331419						41.764215	-71.400617	059735761										NO	CHARLIE@ADVCHEM.COM	
2002		KARL SEELIG	02920M    25KEN	AIM PRODUCTS	25 KENNEY DR.	CRANSTON	PROVIDENCE	RI	02920	AIM PRODUCTS	25 KENNEY DR.	CRANSTON	RI		02920	YES	NO	NO	NO			3999							339999						41.742013	-71.452592	608201984								AMERICAN IRON & METAL	202097986	NO		
2002	PLANT MANAGER	LISA M. ULAGER	02864TRMNT1224M	AIR PRODUCTS & CHEMICALS INC.	1226 MENDON RD.	CUMBERLAND	PROVIDENCE	RI	02864	AIR PRODUCTS & CHEMICALS INC.	1226 MENDON RD.	CUMBERLAND	RI		02864	YES	NO	NO	NO			2821							325211						41.933592	-71.426945	097435473		RID062310230		RI0020451		RISUIC000405		AIR PRODUCTS & CHEMICALS INC.	003001070	NO		
1994	PRESIDENT	VICTOR PRIMAVERA, III	02905LNJWL1280E	ALAN JEWELRY CO.	1280 EDDY ST.	PROVIDENCE	PROVIDENCE	RI	02905	ALAN JEWELRY CO.	1280 EDDY ST.	PROVIDENCE	RI		02905	YES	NO	NO		VICTOR PRIMAVERA, III	4019417700	3961							339900						41.790248	-71.40329	001187970		RID001187970						DANECRAFT INC.	153621016	NO		
2006	PRESIDENT	FRED PETERS	02871LBNMN226WE	ALBIN MANFACTURING INC.	226 W SHORE RD	PORTSMOUTH	NEWPORT	RI	02871	ALBIN MANFACTURING INC.	226 W SHORE RD	PORTSMOUTH	RI		02871	YES	NO	NO	NO	ROBERT D'ASCOLI	4016821600	3732							336612						41.620133	-71.267661											NO		
1994	GENERAL MGR.	TERRENCE J. COMPTON	02809LBNMN47GOO	ALBIN MANUFACTURING INC	47 GOODING AVE	BRISTOL	BRISTOL	RI	02809	ALBIN MFG INC	226 W SHORE RD	PORTSMOUTH	RI		02871	YES	NO	NO		TERRENCE J COMPTON	4016821600	3732							336612						41.693236	-71.274544			RI5000001602								NO		
1988	GENERAL MANAGER	JOHN FITZ PATRICK	02809LCTLT20GOO	ALCATEL NETWORK SYS. INC.	20 GOODING AVE.	BRISTOL	BRISTOL	RI	02809	ALCATEL NETWORK SYS. INC.	20 GOODING AVE.	BRISTOL	RI		02809	YES	NO	NO		JOHN L. MARINE	4016833000								332813						41.692908	-71.277274	056148471		RID981065626						ALCATEL N.A. CABLE SYS. INC.	105797104	NO		
1989	GEN. MGR.	JOHN FITZPATRICK	02871LCTLT1170E	ALCATEL TRANSCOM	1170 E. MAIN RD.	PORTSMOUTH	NEWPORT	RI	02871	ALCATEL TRANSCOM	1170 E. MAIN RD.	PORTSMOUTH	RI		02871	YES	NO	NO		JOHN L. MARINE	4016833000								332813						41.562292	-71.253679	161496302		RID056148471						ALCATEL NORTH AMERICA CABLE SYSTEMS INC.	105797104	NO		
1995	PRESIDENT	RICHARD SQUIZZERO	02905LLNSM89SHI	ALLENS MANUFACTURING	89 SHIPYARD ST	PROVIDENCE	PROVIDENCE	RI	02905	ALLENS MANUFACTURING	89 SHIPYARD ST	PROVIDENCE	RI		02905	YES	NO	NO		RICHARD SQUIZZERO	4014611223	3964							339993						41.792325	-71.391632			RID987467552								NO		
1993	VICE PRESIDENT CUSTOMER SERVICE & TOTAL QLTY	JOSEPH D. MANN	02916LLDFT10NEW	ALLIED-SIGNAL FILTER & SPARK PLUG GROUP	10 NEW RD.	RUMFORD	PROVIDENCE	RI	029162000	ALLIED-SIGNAL FILTER & SPARK PLUG GROUP	10 NEW RD.	RUMFORD	RI		02916-2000	YES	NO	NO		CAIRN I. SMITH	4014313657	3714							336399						41.854405	-71.3617	001786565		RID001786565						ALLIED-SIGNAL INC.	048794986	NO		
1993	PRES.	DENNIS A. STROMBERG	02865MBNC 1DUCH	AMBI INC	1 DUCHESS WAY	LINCOLN	PROVIDENCE	RI	02865	AMBI INC	PO BOX Z	LINCOLN	RI		02865	YES	NO	NO		DENNIS STROMBERG	4017246330	3564							334512						41.891192	-71.407808	043762574		RID043762574								NO		
2003	SENIOR VICE PRESIDENT OF OPERATIONS	LARRY D. MUSCHLITZ	02862RYLLC95GRA	AMERICAN INSULATED WIRE CORP DARLINGTON	95 GRAND AVE	PAWTUCKET	PROVIDENCE	RI	02862	AMERICAN INSULATED WIRE CORP DARLINGTON	95 GRAND AVE	PAWTUCKET	RI		02862	YES	NO	NO	NO	DAVID NORTON	4016422172	3357							335929						41.882103	-71.350853	001189166		RI5000010389						LEVITON MANUFACTURING	001233089	NO		
2002	SENIOR VICE PRESIDENT OF OPERATIONS	LARRY D. MUSCHLITZ	02862MRCNN36FRE	AMERICAN INSULATED WIRE CORP. PAWTUCKET	36 FREEMAN ST.	PAWTUCKET	PROVIDENCE	RI	02862	AMERICAN INSULATED WIRE CORP.	95 GRAND AVE.	PAWTUCKET	RI		02861	YES	NO	NO	NO	DAVE NORTON	4016422172	3357							332618						41.88502	-71.366608	001189166		RID001189166						LEVITON MANUFACTURING	001233089	NO		
2006	CORPORATE CONTROLLER	MIKE RICCI	02914MRCNP40CAT	AMERICAN POWER CONVERSION CORP	40 CATAMORE BLVD	EAST PROVIDENCE	PROVIDENCE	RI	02914	AMERICAN POWER CONVERSION CORP	40 CATAMORE BLVD	EAST PROVIDENCE	RI		02914	YES	NO	NO	NO	MIKE RICCI	4017895735	3577							334119						41.802489	-71.343353	171241859										NO		
2005	CORPORATE CONTROLLER	MIKE RICCI	02892MRCNP132FA	AMERICAN POWER CONVERSION CORP	132 FAIRGROUNDS RD	WEST KINGSTON	WASHINGTON	RI	02892	AMERICAN POWER CONVERSION CORP	132 FAIRGROUNDS RD	WEST KINGSTON	RI		02892	YES	NO	NO	NO	MIKE RICCI	4017895735	3577							335999						41.48411	-71.563228	005207816										NO		
2003	PLANT MANAGER	ANDREW R. DUFRESNE	02914MRCNR19GRO	AMERICAN RING CO INC	19 GROSVENOR AVE	EAST PROVIDENCE	PROVIDENCE	RI	02914	AMERICAN RING CO INC	19 GROSVENOR AVE	EAST PROVIDENCE	RI		02914	YES	NO	NO	NO	ANDREW R DUFRESNE	4014389060	3961							339914						41.819471	-71.374196	063888242		RID063888242								NO		
1991	SENIOR VICE PRESIDENT OPERATIONS	THOMAS KORBAS	02885MRCNT91MAI	AMERICAN TOURISTER INC.	91 MAIN ST.	WARREN	BRISTOL	RI	02885	AMERICAN TOURISTER INC.	91 MAIN ST.	WARREN	RI		02885	YES	NO	NO		MIKE HILTNER	4012452100	3161							316991						41.736432	-71.286489	092196989		RID092196989						HILLENBRAND IND. INC.	050656982	NO		
2004	PRESIDENT	ALLEN MOLVAR	02861RBCND645NA	AMES ELECTRO MATERIALS CONTACT TAPE GROUP	645 NARRAGANSETT PARK DR	PAWTUCKET	PROVIDENCE	RI	02861	AMES ELECTRO MATERIALS CONTACT TAPE GROUP	645 NARRAGANSETT PARK DR	PAWTUCKET	RI		02861	YES	NO	NO	NO	JOHN SCHMITT	4017210920	3399							331491						41.862764	-71.342921									AMES ELECTRO MATERIALS CORP.	130711901	NO		
2007	SENIOR VICE PRESIDENT - OPERATIONS	CHRISTOPHER LAUS	02893MTRLN1400D	AMTROL INC	1400 DIVISION RD	WEST WARWICK	KENT	RI	02893	AMTROL INC	1400 DIVISION RD	WEST WARWICK	RI		02893	YES	NO	NO	NO	CHRISTOPHER LAUS	4018846300	3443							332313						41.666667	-71.504167	001192145										NO	CLAUS@AMTROL.COM	
