REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
2007	PLANT MANAGER	MIKE MAGNUSON	57006MCMPN60122	3M CO BROOKINGS	601 22ND AVE S	BROOKINGS	BROOKINGS	SD	57006	3M CO BROOKINGS	PO BOX 5227	BROOKINGS	SD		570065227	YES	NO	NO	NO	MIKE MAGNUSON	6056929443	2672	3069						339112	339113					44.31162	-96.768496	078668696								3M CO	006173082	NO	NA	
2007	PRESIDENT  & CEO	MIKE ADAMS	57013MCCRDROUTE	ADAMS THERMAL SYSTEMS INC.	47920 5TH ST	CANTON	LINCOLN	SD	57013	ADAMS THERMAL SYSTEMS INC.	47920 5TH ST	CANTON	SD		57013	YES	NO	NO	NO	MIKE ADAMS	6057641134	3714							336399						43.301389	-96.627778	140389755										NO	MADAMS@ADAMSTHERMAL.COM	
2007	GENERAL MANAGER	SHAWN CLEARY	57101MRQP 300EA	ALAMO SMC	300 E 60TH ST N	SIOUX FALLS	MINNEHAHA	SD	57104	ALAMO SMC	300 E 60TH ST N	SIOUX FALLS	SD		57104	YES	NO	NO	NO	SHAWN CLEARY	6057310404	3523							333111						43.601759	-96.72312									ALAMO GROUP INC		NO	SCLEARY@ALAMO-GROUP.COM	
2007	PRESIDENT	GARY L SCOTT	57001LKTCL110IO	ALKOTA CLEANING SYSTEMS INC	110 IOWA ST	ALCESTER	UNION	SD	57001	ALKOTA CLEANING SYSTEMS INC	PO BOX 288	ALCESTER	SD		57001	NO	NO	NO	NO	JOE BJORKMAN	6059342222	3569							333912						43.022222	-96.63	007495013		SD0007495013		SPP00085						NO	JBJORKMAN@ALKOTA.COM	
2007	DIVISION MANAGER	MIKE WOLKOW	57029SSCTD136EA	AMPI, FREEMAN DIV.	136 E RAILWAY	FREEMAN	HUTCHINSON	SD	57029	AMPI, FREEMAN DIV.	P. O. BOX 430	FREEMAN	SD		57029	YES	NO	NO	NO	MIKE WOLKOW	6059254234	2023							311514						43.353056	-97.4375	043225507								AMPI	047247754	NO	WOLKOW@AMPI.COM	
2007	PRESIDENT	JAMES H RITTER	57078FRMNC8THWA	ANG LLC DBA THE FREEMAN CO	719 WALNUT ST	YANKTON	YANKTON	SD	57078	ANG LLC DBA THE FREEMAN CO	PO BOX 57	YANKTON	SD		57078	YES	NO	NO	NO	JAMES RITTER	6056657456	3728							INVALD						42.876389	-97.391667	007260961		SD007260961		SDP000024						NO		
2007	DIRECTOR OF PEAKING PLANTS	LLOYD HILGART	57103NGSNS71ERI	ANGUS ANSON GENERATING SITE	7100 E RICE ST	SIOUX FALLS	MINNEHAHA	SD	57103	ENVIRONMENTAL SERVICES DEPARTMENT	414 NICOLLET MALL (MP- 8)	MINNEAPOLIS	MN	1	554011993	YES	NO	NO	NO	LEIAH BALSIS	6123302807	4911							221112						43.6033	-96.6369	848381245								XCEL ENERGY	848381245	NO	LEIAH.M.BALSIS@XCELENERGY.COM	
2007	VICE PRESIDENT OF OPERATIONS	GARY STONE	57201NGSND315WA	ANGUS INDUSTRIES (DBA ANGUS-PALM)	315 AIRPORT DR	WATERTOWN	CODINGTON	SD	57201	ANGUS INDUSTRIES (DBA ANGUS-PALM)	PO BOX 610	WATERTOWN	SD		57201	YES	NO	NO	NO	GARY STONE	6058865681	3531	3523	3532	3537				333120	333111	333924				44.925847	-97.156751	188135008										NO	GSTONE@ANGUS-PALM.COM	
2007	V.P. OPERATIONS	RON RAY	57042RCTCM70112	ARCTIC CAT INC.	701 12TH ST	MADISON	LAKE	SD	57042	ARCTIC CAT INC. ATTN:(ENVIRO. COORD.)	601 BROOKS AVE S	THIEF RIVER FALLS	MN		56701	YES	NO	NO	NO	DAMON SONNEK	2186819799	3799							336999						43.99018	-97.102235									ARCTIC CAT INC.	072429947	NO	DSONNEK@ARCTICCATINC.COM	
2003	PLANT MANAGER	MIKE HUGHES	57350TRSSB555LI	ASSAABLOY (DBA TRUSSBILT)	555 LINCOLN AVE NW	HURON	BEADLE	SD	57350	ASSAABLOY (DBA TRUSSBILT)	555 LINCOLN AVE NW	HURON	SD		57350	YES	NO	NO	NO	CHUCK SNYDER	6053525283	3442							332321						44.373238	-98.234457	161965025		SDD097901284		SDR00A235				ASSA ABLOY	000047173	NO		
