REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	20-NOV-13	
2012	ENVIRONMENTAL, HEALTH AND SAFETY MANAGER	GARY CUSHING	42025LCBNDSYMSO	3A COMPOSITES USA INC	280 W 5TH ST	BENTON	MARSHALL	KY	42025	3A COMPOSITES USA INC	280 W 5TH ST	BENTON	KY		42025	YES	NO	NO	NO	GARY A. CUSHING	2705274278	3081	3083						326130						36.83375	-88.358778	056819287								3A COMPOSITES USA INC		NO	GARY.CUSHING@3ACOMPOSITES.COM	
2012	PLANT MANAGER	COLLEEN EMERY	41031MCMPNNEWLA	3M CO - CYNTHIANA	1308 NEW LAIR RD	CYNTHIANA	HARRISON	KY	41031	3M CO - CYNTHIANA	1308 NEW LAIR RD	CYNTHIANA	KY		41031	YES	NO	NO	NO	COLLEEN EMERY	8592345671	2672							322222	322233	326112				38.374346	-84.29449	050660836								3M CO	006173082	NO	CMEMERY1@MMM.COM	
2012	MANAGER - TECHNICAL SERVICES	MICHAEL SIEROCKI	41042SMTHC8160H	A O SMITH CORP PROTECTIVE COATINGS DIV	8160 HOLTON DR	FLORENCE	KENTON	KY	41042	A O SMITH CORP PROTECTIVE COATINGS DIV	8160 HOLTON DR	FLORENCE	KY		41042	YES	NO	NO	NO	GLENN PFENDT	8597273500	2899							325510						38.975	-84.61	116229865								A O SMITH CORP	006085815	NO	GPFENDT@HOTWATER.COM	
2012	ENVIRONMENTAL, HEALTH AND SAFETY MANAGER	SCOTT WELSH	40201GLDNF2500S	AARHUSKARLSHAMN AAK	2520 S 7TH ST	LOUISVILLE	JEFFERSON	KY	40216	AARHUSKARLSHAMN AAK	2520 S 7TH ST	LOUISVILLE	KY		40216	YES	NO	NO	NO	SCOTT WELSH	2013412565	2079							311225						38.214514	-85.783019	064884786										NO	SCOTT.WELSH@AAK.COM	
2012	PRESIDENT	RONNIE ELKINS	40741CCNTM2CKIE	ACCENT MARBLE INC	200 COOKIE ST	LONDON	LAUREL	KY	40741	ACCENT MARBLE INC	200 COOKIE ST	LONDON	KY		40741	YES	NO	NO	NO	DERMOT KERIN	3193936336								326191						37.11374	-84.07362	146213228								ACCENT MARBLE CO INC		NO	DERMOT.KERIN@TETRATECH.COM	
2012	DIRECTOR OF OPERATIONS	AUSTIN HAMMOND	42420CCRDC2315A	ACCURIDE CORP	2315 ADAMS LN	HENDERSON	HENDERSON	KY	42420	ACCURIDE CORP	2315 ADAMS LN	HENDERSON	KY		42420	YES	NO	NO	NO	WILLIAM DANE FULLER	2708276808	3714							336399						37.814167	-87.551944	001213149								ACCURIDE CORP	001213149	NO	DFULLER@ACCURIDECORP.COM	
2012	FINANCIAL ASSTN:	CURT TACKETT	41653CTNPT10BAL	ACTION PETROLEUM CO LTD	10 BALDWIN ST	PRESTONSBURG	FLOYD	KY	41653	ACTION PETROLEUM CO LTD	PO BOX 609	PRESTONSBURG	KY		41653	YES	NO	NO	NO	TIM MCDONALD	6068862368	5171							424720						37.671944	-82.783056	024162075										NO	TIMMCDONALD@SETEL.COM	
2012	MANAGER	LOUIS  TURNER	42420SPRSW1921M	ADM ALLIANCE NUTRITION INC	1921 MADISON ST	HENDERSON	HENDERSON	KY	42420	ADM ALLIANCE NUTRITION INC	PO BOX 1350	HENDERSON	KY		42420	YES	NO	NO	NO	LOUIS TURNER	2708272043	2048							115210						37.80452	-87.574738	849684428								ARCHER DANIELS MIDLAND CO	001307586	NO	LOUIS.TURNER@ADM.COM	
2012	PLANT MANAGER	SCOTT GUENTHER	42701PTCHN1AUTO	AGC NA	1 AUTO GLASS DR	ELIZABETHTOWN	HARDIN	KY	42701	AGC NA	1 AUTO GLASS DR	ELIZABETHTOWN	KY		42701	YES	NO	NO	NO	MARK SPAULDING	2707658267	3231							327215						37.6675	-85.900472	195036272								AGC FLAT GLASS N.A.		NO	MARK.SPAULDING@US.AGC.COM	
2012	PLANT MANAGER	DENNIS MOLLE'	42431FLTRTHIGHW	AHLSTROM FILTRATION LLC	215 NEBO RD	MADISONVILLE	HOPKINS	KY	42431	AHLSTROM FILTRATION LLC	215 NEBO RD	MADISONVILLE	KY		42431	YES	NO	NO	NO	SHAD CLAYTON	2708241566	2621							322121						37.343056	-87.524444	121786040								AHLSTROM		NO	SHAD.CLAYTON@AHLSTROM.COM	
