REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10/3/2014	
2013	PLANT MANAGER	MICHELLE HOWELL	48205NDSTR11900	3M CO - DETROIT	11900 E 8 MILE RD	DETROIT	WAYNE	MI	48205			3M CO - DETROIT	11900 E 8 MILE RD	DETROIT	MI		48205	YES	NO	NO	NO	MICHELLE L. HOWELL	3133724200	3291							327910						42.44891	-83.00214	055693618								3M CO	006173082	NO	EPCRA@MMM.COM	
2013	ENVIRONMENTAL SPECIALIST	GREGORY SHAY	49601RBRKS201HA	AAR MOBILITY SYSTEMS	201 HAYNES ST	CADILLAC	WEXFORD	MI	49601			AAR MOBILITY SYSTEMS	PO BOX 550	CADILLAC	MI		49601	YES	NO	NO	NO	MARK PLATKO	2317794856	3499							332311						44.2511	-85.408	069510246								AAR CORP	005425814	NO	MARK.PLATKO@AARCORP.COM	
2013	PLANT MANAGER	ROGER HILL	49091RSSLB700WL	ABBOTT NUTRITION	901 N CENTERVILLE RD	STURGIS	ST JOSEPH	MI	49091			ABBOTT NUTRITION	901 N CENTERVILLE RD	STURGIS	MI		49091	YES	NO	NO	NO	ROGER HILL	2696510787	2023							311514	311511					41.8095	-85.426	005174339		MID005174339		MI0025313				ABBOTT LABORATORIES	001307602	NO	ROGER.HILL@ABBOTT.COM	
2013	PRESIDENT	BILL ACKLEY	48118BRSVF11770	ABRASIVE FINISHING INC	11770 DEXTER-CHELSEA  RD	CHELSEA	WASHTENAW	MI	48118			ABRASIVE FINISHING INC	11770 DEXTER-CHELSEA  RD	CHELSEA	MI		48118	YES	NO	NO	NO	WILLIAM A. ACKLEY	7344759111	3291							327910						42.32488	-83.96483	094555844										NO	SHO96@AOL.COM	
2013	BUSINESS SYSTEMS ENGINEER & EHS MANAGER	MACKENZIE MEEKHOF	49014CFNDR1146N	AC FOUNDRY INC	1146 N RAYMOND RD	BATTLE CREEK	CALHOUN	MI	49014			AC FOUNDRY INC	1146 N RAYMOND RD	BATTLE CREEK	MI		49014	YES	NO	NO	NO	MACKENZIE MEEKHOF	2699638539	3365							331524						42.3295	-85.14096	005377684										NO	MMEEKHOF@MELLING.COM	
2013	MANAGER, ENVIRONMENTAL HEALTH & SAFETY	CHARLES DAVISON	49355MWYCR7575E	ACCESS BUSINESS GROUP LLC	7575 FULTON ST E	ADA	KENT	MI	493550001			ACCESS BUSINESS GROUP LLC	7575 FULTON ST E	ADA	MI		49355-0001	YES	NO	NO	NO	KATE MAKLED	6167878233	2841	2842	2844					325611	323119	311423	322219			42.955454	-85.479018	006026793								ALTICOR INC	006026793	NO	KATE_MAKLED@AMWAY.COM	
2013	DIRECTOR, ENVIRONMENTAL SERVICES	THOMAS GREEN	4835WCSGNW16255	ACE - SAGINAW ASPHALT PAVING CO	16255 TINDALL RD	DAVISBURG	OAKLAND	MI	48350			ACE - SAGINAW ASPHALT PAVING CO	16255 TINDALL RD	DAVISBURG	MI		48350	YES	NO	NO	NO	THOMAS GREEN	2486750105								324121								003856689								EDW. C. LEVY CO.	005354816	NO	TGREEN@EDWCLEVY.NET	
2013	MANUFACTURING ENGINEERING SUPERVISOR	VINCENT PULTORAK	48332CCNTR23435	ACE CONTROLS INC	23435 INDUSTRIAL PARK DR	FARMINGTON HILLS	OAKLAND	MI	48335			ACE CONTROLS INC	23435 INDUSTRIAL PARK DR	FARMINGTON HILLS	MI		48335	YES	NO	NO	NO	VINCE PULTORAK	2484760213								333995						42.46256	-83.41934	006405419								SKF USA INC.	002297661	NO	VPULTORAK@ACECONTROLS.COM	
2013	PLANT MANAGER	JAMES O'DEA	48442RNGSC4146E	ACUMENT GLOBAL TECHNOLOGIES RING SCREW LLC	4146 E BALDWIN RD	HOLLY	GENESEE	MI	48442			ACUMENT GLOBAL TECHNOLOGIES RING SCREW LLC	4146 E BALDWIN RD	HOLLY	MI		48442	YES	NO	NO	NO	JIM O'DEA	8109534542	3398	3452						332722						42.88694	-83.6253	139469704								ACUMENT GLOBAL TECHNOLOGIES N.A.	005320205	NO	JODEA@ACUMENT.COM	
2013	WEST MICHIGAN OPERATIONS DIRECTOR	STACEY HENKEL	49442DCPLS2050P	ADAC AUTOMOTIVE MUSKEGON PLANT  PORT CITY & KEATING	2050 PORT CITY BLVD & 1801 KEATING AVE	MUSKEGON	MUSKEGON	MI	49442			ADAC AUTOMOTIVE MUSKEGON PLANT  PORT CITY & KEATING	2050 PORT CITY BLVD	MUSKEGON	MI		49442	YES	NO	NO	NO	JACOB M. RUPERT	2317772645	3714							336390						43.21531	-86.19582	169962623	627272024							ADAC PLASTICS INC	020884979	NO	JRUPERT@ADACAUTOMOTIVE.COM	
2013	PRESIDENT	ARCHIE DAMMAN	48309DCCRC2868B	ADCO CIRCUITS	2868 BOND ST	ROCHESTER HILLS	OAKLAND	MI	48309			ADCO CIRCUITS	2868 BOND ST	ROCHESTER HILLS	MI		48309	YES	NO	NO	NO	ARCHIE DAMMAN III	2488294666	3679							334418						42.63755	-83.1882	016883340										NO	ADAMMAN@ADCOCIRCUITS.COM	
2013	OPERATIONS MANAGER	DAVID SADOWAY	48393DPTPL29883	ADEPT PLASTIC FINISHING INC	29883 BECK RD	WIXOM	OAKLAND	MI	48393			ADEPT PLASTIC FINISHING INC	PO BOX 930359	WIXOM	MI		48393	YES	NO	NO	NO	DAVID SADOWAY	2483745870	3714							336399						42.51211	-83.51678	121524318								ADEPT PLASTIC FINISHING INC		NO	DADOWAY@ADEPTFINISH.COM	
2013	ENVIRONMENTAL MANAGER	ED BARRIAGER	4839WDPTPL354BE	ADEPT PLASTIC FINISHING PLANT #4	30540 BECK RD	WIXOM	OAKLAND	MI	48393			ADEPT PLASTIC FINISHING PLANT #4	30540 BECK RD	WIXOM	MI		48393	YES	NO	NO	NO	CHUCK GIBSON	2488635930								332813						42.51833	-83.5172	829881387								ADEPT PLASTIC FINISHING INC	121524318	NO	CGIBSON@ADEPTFINISH.COM	
2013	PLANT MANAGER	MIKE RUSSMAN	48875CNTRL401EG	ADM ALLIANCE NUTRITION INC	401 E GRAND RIVER AVE	PORTLAND	IONIA	MI	48875			ADM ALLIANCE NUTRITION INC	401 E GRAND RIVER AVE	PORTLAND	MI		48875	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2048							311119						42.86967	-84.8995	849684428								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2013	OPERATIONS MANAGER	RANDY MARKS	49221DRNST96JAM	ADRIAN STEEL CO	906 JAMES ST	ADRIAN	LENAWEE	MI	49221			ADRIAN STEEL CO	906 JAMES ST	ADRIAN	MI		49221	YES	NO	NO	NO	RANDY MARKS	5172665185	3499							332999						41.887338	-84.025489	005034947										NO	RMARKS@ADRIANSTEEL.COM	
2013	PRESIDENT	DENNIS WEBSTER	49655DVNCD23773	ADVANCED FIBERMOLDING INC	23773 14 MILE RD	LE ROY	OSCEOLA	MI	49655			ADVANCED FIBERMOLDING INC	23773 14 MILE RD	LE ROY	MI		49655	YES	NO	NO	NO	DENNIS WEBSTER	2317685177	3089							326199						44.017074	-85.558497	809634777										NO	DWEB@NETONECOM.NET	
