REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	MANAGER	LOREN MCCONNELL	98108CCLVN429SO	ACE GALVANIZING INC	429 S 96TH ST	SEATTLE	KING	WA	981084913	ACE GALVANIZING INC	429 S 96TH ST	SEATTLE	WA		98108-4913	YES	NO	NO	NO	LOREN MCCONNELL	2067620330	3479							332812						47.51723	-122.32872	009286881		WAD009286881		SO3000154						NO	LOREN@ACEGALV.COM	
2011	PRESIDENT	TAKUO SUZUKI	98203KHKKS14078	ACHILLES USA INC	1407 80TH ST SW	EVERETT	SNOHOMISH	WA	982036295	ACHILLES USA INC	1407 80TH ST SW	EVERETT	WA		98203-6295	YES	NO	NO	NO	MEL GARTON	4255136400	3081							326113						47.92553	-122.2506	067168575				S030002208						NO	MGARTON@ACHILLESUSA.COM	
2011	PRESIDENT	TAKUO SUZUKI	98203KHKKS14078	ACHILLES USA INC	1407 80TH ST SW	EVERETT	SNOHOMISH	WA	982036295	ACHILLES USA INC	1407 80TH ST SW	EVERETT	WA		98203-6295	YES	NO	NO	NO	MEL GARTON	4255136400	3081							326113						47.92553	-122.2506	067168575				S030002208						NO	MGARTON@ACHILLESUSA.COM	
2011	PRESIDENT	TAKUO SUZUKI	98203KHKKS14078	ACHILLES USA INC	1407 80TH ST SW	EVERETT	SNOHOMISH	WA	982036295	ACHILLES USA INC	1407 80TH ST SW	EVERETT	WA		98203-6295	YES	NO	NO	NO	MEL GARTON	4255136400	3081							326113						47.92553	-122.2506	067168575				S030002208						NO	MGARTON@ACHILLESUSA.COM	
2011	PRESIDENT	TAKUO SUZUKI	98203KHKKS14078	ACHILLES USA INC	1407 80TH ST SW	EVERETT	SNOHOMISH	WA	982036295	ACHILLES USA INC	1407 80TH ST SW	EVERETT	WA		98203-6295	YES	NO	NO	NO	MEL GARTON	4255136400	3081							326113						47.92553	-122.2506	067168575				S030002208						NO	MGARTON@ACHILLESUSA.COM	
2011	PRESIDENT	TAKUO SUZUKI	98203KHKKS14078	ACHILLES USA INC	1407 80TH ST SW	EVERETT	SNOHOMISH	WA	982036295	ACHILLES USA INC	1407 80TH ST SW	EVERETT	WA		98203-6295	YES	NO	NO	NO	MEL GARTON	4255136400	3081							326113						47.92553	-122.2506	067168575				S030002208						NO	MGARTON@ACHILLESUSA.COM	
2011	DIVISION ENVIRONMENTAL MANAGER	JOSEPH PORTER	99004CNTNN6011S	ADM MILLING CO	601 1ST ST	CHENEY	SPOKANE	WA	99004	ADM MILLING CO	601 1ST ST	CHENEY	WA		99004	YES	NO	NO	NO	MICHAEL L. WODELMAN	5092356216	2041							311211						47.488377	-117.5734	155358179								ARCHER DANIELS MIDLAND CO	001307586	NO	MIKE.WODELMAN@ADM.COM	
2011	ENVIRONMENTAL HEALTH AND SAFETY MANAGER	RHIDIAN GRANT	98223RSPCM2171S	AEROSPACE MANUFACTURING TECHNOLOGIES	20100 71ST AVE NE	ARLINGTON	SNOHOMISH	WA	982237447	AEROSPACE MANUFACTURING TECHNOLOGIES	20100 71ST AVE NE	ARLINGTON	WA		98223-7447	YES	NO	NO	NO	DARRELL BUSSARD	3604351119								332999						48.17827	-122.13453	106944788								SENIOR OPERATIONS PLC		NO	DBUSSARD@AMTNW.COM	
2011	PLANT MANAGER	CHRISTIAN SONNICHSEN	99336CHVRNBOWLE	AGRIUM US INC KENNEWICK FERTILIZER OPERATION	227515 BOWLES RD	KENNEWICK	BENTON	WA	99337	AGRIUM US INC KENNEWICK FERTILIZER OPERATION	227515 BOWLES RD	KENNEWICK	WA		99337	YES	NO	NO	NO	CHRIS SONNICHSEN	5095865430	2873	5169	5191					325311	424910	424690				46.165588	-119.019868	095333345								AGRIUM INC	808957229	NO	CHRIS.SONNICHSEN@AGRIUM.COM	
2011	PLANT MANAGER	CHRISTIAN SONNICHSEN	99336CHVRNBOWLE	AGRIUM US INC KENNEWICK FERTILIZER OPERATION	227515 BOWLES RD	KENNEWICK	BENTON	WA	99337	AGRIUM US INC KENNEWICK FERTILIZER OPERATION	227515 BOWLES RD	KENNEWICK	WA		99337	YES	NO	NO	NO	CHRIS SONNICHSEN	5095865430	2873	5169	5191					325311	424910	424690				46.165588	-119.019868	095333345								AGRIUM INC	808957229	NO	CHRIS.SONNICHSEN@AGRIUM.COM	
2011	PLANT MANAGER	CHRISTIAN SONNICHSEN	99336CHVRNBOWLE	AGRIUM US INC KENNEWICK FERTILIZER OPERATION	227515 BOWLES RD	KENNEWICK	BENTON	WA	99337	AGRIUM US INC KENNEWICK FERTILIZER OPERATION	227515 BOWLES RD	KENNEWICK	WA		99337	YES	NO	NO	NO	CHRIS SONNICHSEN	5095865430	2873	5169	5191					325311	424910	424690				46.165588	-119.019868	095333345								AGRIUM INC	808957229	NO	CHRIS.SONNICHSEN@AGRIUM.COM	
2011	RMP/REGULATORY COORDINATOR	MAURA MARTIN	98409RGSNR243S3	AIRGAS-NORPAC INC	2043 S 35TH ST	TACOMA	PIERCE	WA	98409	AIRGAS-NORPAC INC	2043 S 35TH ST	TACOMA	WA		98409	YES	NO	NO	NO	MAURA MARTIN	3609444092								424690						47.228247	-122.464764	603048018								AIRGAS INC	024492860	NO	MAURA.MARTIN@AIRGAS.COM	
2011	CHIEF OF DEVELOPMENT	JAMES BROWN	98134LSKNC32006	ALASKAN COPPER WORKS	3200 6TH AVE S	SEATTLE	KING	WA	98134	ALASKAN COPPER WORKS	PO BOX 3546	SEATTLE	WA		98124	YES	NO	NO	NO	JAMES BROWN	2066235800	3498	3443	3471					332996						47.57457	-122.32597	009255571		WAD980738546		SO3000139				ALASKAN COPPER WORKS	009255571	NO	JIMBROWNJR@COMCAST.NET	
2011	CHIEF OF DEVELOPMENT	JAMES BROWN	98134LSKNC32006	ALASKAN COPPER WORKS	3200 6TH AVE S	SEATTLE	KING	WA	98134	ALASKAN COPPER WORKS	PO BOX 3546	SEATTLE	WA		98124	YES	NO	NO	NO	JAMES BROWN	2066235800	3498	3443	3471					332996						47.57457	-122.32597	009255571		WAD980738546		SO3000139				ALASKAN COPPER WORKS	009255571	NO	JIMBROWNJR@COMCAST.NET	
2011	CHIEF OF DEVELOPMENT	JAMES BROWN	98134LSKNC32006	ALASKAN COPPER WORKS	3200 6TH AVE S	SEATTLE	KING	WA	98134	ALASKAN COPPER WORKS	PO BOX 3546	SEATTLE	WA		98124	YES	NO	NO	NO	JAMES BROWN	2066235800	3498	3443	3471					332996						47.57457	-122.32597	009255571		WAD980738546		SO3000139				ALASKAN COPPER WORKS	009255571	NO	JIMBROWNJR@COMCAST.NET	
2011	DIRECTOR	JEFF ARNTSON	98660LBNSP1112W	ALBINA ASPHALT	1112 W SEVENTH ST	VANCOUVER	CLARK	WA	98660	ALBINA ASPHALT	801 MAIN ST	VANCOUVER	WA		98660	YES	NO	NO	NO	JEFF ARNTSON	3608168016	2951							324121						45.62654	-122.68335											NO	JEFFA@ALBINA.COM	
2011	DIRECTOR	JEFF ARNTSON	98660LBNSP1112W	ALBINA ASPHALT	1112 W SEVENTH ST	VANCOUVER	CLARK	WA	98660	ALBINA ASPHALT	801 MAIN ST	VANCOUVER	WA		98660	YES	NO	NO	NO	JEFF ARNTSON	3608168016	2951							324121						45.62654	-122.68335											NO	JEFFA@ALBINA.COM	
2011	DIRECTOR	JEFF ARNTSON	98660LBNSP1112W	ALBINA ASPHALT	1112 W SEVENTH ST	VANCOUVER	CLARK	WA	98660	ALBINA ASPHALT	801 MAIN ST	VANCOUVER	WA		98660	YES	NO	NO	NO	JEFF ARNTSON	3608168016	2951							324121						45.62654	-122.68335											NO	JEFFA@ALBINA.COM	
2011	WORK MANAGER	DON WALTON	98807WNTCHMALAG	ALCOA WENATCHEE WORKS	6200 MALAGA HWY	MALAGA	CHELAN	WA	98828	ALCOA WENATCHEE WORKS	6200 MALAGA HWY	MALAGA	WA		98828	YES	NO	NO	NO	DAVID G. HULSE	5096639206	3334							331312						47.3589	-120.133	009270794								ALCOA INC	001339472	NO	DAVID.HULSE@ALCOA.COM	
2011	WORK MANAGER	DON WALTON	98807WNTCHMALAG	ALCOA WENATCHEE WORKS	6200 MALAGA HWY	MALAGA	CHELAN	WA	98828	ALCOA WENATCHEE WORKS	6200 MALAGA HWY	MALAGA	WA		98828	YES	NO	NO	NO	DAVID G. HULSE	5096639206	3334							331312						47.3589	-120.133	009270794								ALCOA INC	001339472	NO	DAVID.HULSE@ALCOA.COM	
2011	WORK MANAGER	DON WALTON	98807WNTCHMALAG	ALCOA WENATCHEE WORKS	6200 MALAGA HWY	MALAGA	CHELAN	WA	98828	ALCOA WENATCHEE WORKS	6200 MALAGA HWY	MALAGA	WA		98828	YES	NO	NO	NO	DAVID G. HULSE	5096639206	3334							331312						47.3589	-120.133	009270794								ALCOA INC	001339472	NO	DAVID.HULSE@ALCOA.COM	
2011	WORK MANAGER	DON WALTON	98807WNTCHMALAG	ALCOA WENATCHEE WORKS	6200 MALAGA HWY	MALAGA	CHELAN	WA	98828	ALCOA WENATCHEE WORKS	6200 MALAGA HWY	MALAGA	WA		98828	YES	NO	NO	NO	DAVID G. HULSE	5096639206	3334							331312						47.3589	-120.133	009270794								ALCOA INC	001339472	NO	DAVID.HULSE@ALCOA.COM	
2011	WORK MANAGER	DON WALTON	98807WNTCHMALAG	ALCOA WENATCHEE WORKS	6200 MALAGA HWY	MALAGA	CHELAN	WA	98828	ALCOA WENATCHEE WORKS	6200 MALAGA HWY	MALAGA	WA		98828	YES	NO	NO	NO	DAVID G. HULSE	5096639206	3334							331312						47.3589	-120.133	009270794								ALCOA INC	001339472	NO	DAVID.HULSE@ALCOA.COM	
2011	SENIOR DIRECTOR OF ENVIRONMENTAL SERVICES	DENISE WOOD	98532LLNCC223DW	ALLIANCE CARPET CUSHION CHEHALIS	223 DOWNIE RD	CHEHALIS	LEWIS	WA	98532	ALLIANCE CARPET CUSHION CHEHALIS	PO BOX 1006	DALTON	GA		30720	YES	NO	NO	NO	DENISE WOOD	7064288118								326150						46.63567	-122.92546	014540079								MOHAWK INDUSTRIES INC	612757070	NO	DENISE_WOOD@MOHAWKIND.COM	
2011	VICE PRESIDENT/GENERAL MANAGER	DAVID FOX	9822WGBNTR3765A	ALTAIR ADVANCED INDUSTRIES INC	3765 ALPHA WAY	BELLINGHAM	WHATCOM	WA	98226	ALTAIR ADVANCED INDUSTRIES INC	3765 ALPHA WAY	BELLINGHAM	WA		98226	YES	NO	NO	NO	UNITED STATES COMPLIANCE CORPORATION	9522523000								335999						48.785837	-122.524043	004996377								ALTAIR ADVANCED INDUSTRIES INC	004996377	NO	EPCRA@USCOMPLIANCE.COM	
2011	OPERATIONS MGR	DIANA MCNAMARA	98951MTCHC18EJN	AMTECH LLC	180 E JONES RD	WAPATO	YAKIMA	WA	98951	AMTECH LLC	180 E JONES RD	WAPATO	WA		98951	YES	NO	NO	NO	DIANA MCNAMARA	5098775951	3089							326199						46.46249	-120.431407	186824751								COMPOSITES CONSOLIDATION CO LLC		NO	DIANAM@AMTECHCORP.COM	
2011	FACILITIES MANAGER	RICHARD LAW	98203PPLDT63MER	APPLIED TECHNICAL SERVICES CORP	6300 MERRILL CREEK PKWY A100	EVERETT	SNOHOMISH	WA	982031577	APPLIED TECHNICAL SERVICES CORP	6300 MERRILL CREEK PKWY A100	EVERETT	WA		98203-1577	YES	NO	NO	NO	RICHARD LAW	4252495505								334418						47.94078	-122.26683	045712726										NO	RLAW@ATSCORP.NET	
2011	PLANT MANAGER	KIM HOUSEAL	98597PHLPS801NO	AQUATIC CO	801 NORTHERN PACIFIC RD	YELM	THURSTON	WA	98597	AQUATIC CO	801 NORTHERN PACIFIC RD	YELM	WA		98597	YES	NO	NO	NO	KIM HOUSEAL	3604583900	3088							326191						46.94607	-122.60063	622873552								TOMKINS BUILDING PRODUCTS INC	184101194	NO	KHOUSEAL@AQUATICBATH.COM	
2011	H. S. E. MANAGER		98421DYNVR2144M	ARCLIN SURFACES LLC	2144 MILWAUKEE WAY	TACOMA	PIERCE	WA	98421	ARCLIN SURFACES LLC	2144 MILWAUKEE WAY	TACOMA	WA		98421	YES	NO	NO	NO	KELLY GREGORY	2536823203	2672							322222						47.24798	-122.40067	181227158								ARCLIN CANADA LTD	255298184	NO	KELLY.GREGORY@ARCLIN.COM	
2011	H. S. E. MANAGER		98421DYNVR2144M	ARCLIN SURFACES LLC	2144 MILWAUKEE WAY	TACOMA	PIERCE	WA	98421	ARCLIN SURFACES LLC	2144 MILWAUKEE WAY	TACOMA	WA		98421	YES	NO	NO	NO	KELLY GREGORY	2536823203	2672							322222						47.24798	-122.40067	181227158								ARCLIN CANADA LTD	255298184	NO	KELLY.GREGORY@ARCLIN.COM	
2011	H. S. E. MANAGER		98421DYNVR2144M	ARCLIN SURFACES LLC	2144 MILWAUKEE WAY	TACOMA	PIERCE	WA	98421	ARCLIN SURFACES LLC	2144 MILWAUKEE WAY	TACOMA	WA		98421	YES	NO	NO	NO	KELLY GREGORY	2536823203	2672							322222						47.24798	-122.40067	181227158								ARCLIN CANADA LTD	255298184	NO	KELLY.GREGORY@ARCLIN.COM	
2011	ENVIRONMENTAL ENGINEER	JIM PERRYMAN	99352DVNCD2101H	AREVA NP INC	2101 HORN RAPIDS RD	RICHLAND	BENTON	WA	99354	AREVA NP INC	2101 HORN RAPIDS RD	RICHLAND	WA		99354	YES	NO	NO	NO	ANNA MARKHAM	5098323116	2819							325188						46.35098	-119.28372	005830294										NO	ANNA.MARKHAM@AREVA.COM	
2011	ENVIRONMENTAL ENGINEER	JIM PERRYMAN	99352DVNCD2101H	AREVA NP INC	2101 HORN RAPIDS RD	RICHLAND	BENTON	WA	99354	AREVA NP INC	2101 HORN RAPIDS RD	RICHLAND	WA		99354	YES	NO	NO	NO	ANNA MARKHAM	5098323116	2819							325188						46.35098	-119.28372	005830294										NO	ANNA.MARKHAM@AREVA.COM	
2011	ENVIRONMENTAL ENGINEER	JIM PERRYMAN	99352DVNCD2101H	AREVA NP INC	2101 HORN RAPIDS RD	RICHLAND	BENTON	WA	99354	AREVA NP INC	2101 HORN RAPIDS RD	RICHLAND	WA		99354	YES	NO	NO	NO	ANNA MARKHAM	5098323116	2819							325188						46.35098	-119.28372	005830294										NO	ANNA.MARKHAM@AREVA.COM	
2011	ENVIRONMENTAL ENGINEER	JIM PERRYMAN	99352DVNCD2101H	AREVA NP INC	2101 HORN RAPIDS RD	RICHLAND	BENTON	WA	99354	AREVA NP INC	2101 HORN RAPIDS RD	RICHLAND	WA		99354	YES	NO	NO	NO	ANNA MARKHAM	5098323116	2819							325188						46.35098	-119.28372	005830294										NO	ANNA.MARKHAM@AREVA.COM	
2011	PRESIDENT	KIMBERLY DRAKE	9818WSMCNC5ANDV	ASEMCO INC	500 ANDOVER PARK E	TUKWILA	KING	WA	98188	ASEMCO INC	500 ANDOVER PARK E	TUKWILA	WA		98188	YES	NO	NO	NO	KIMBERLY DRAKE	2538729053								334111						47.45053	-122.25073											NO	KDRAKE@ASEMCO.COM	
2011	PLANT MANAGER	TODD HINTON	98134SHGRV3801E	ASH GROVE CEMENT CO	3801 E MARGINAL WAY SO.	SEATTLE	KING	WA	981341147	ASH GROVE CEMENT CO	3801 E MARGINAL WAY SO.	SEATTLE	WA		98134-1147	YES	NO	NO	NO	TODD HINTON	2066235596	3241							327310						47.56825	-122.33966	007123698								ASH GROVE CEMENT CO		NO	TODD.HINTON@ASHGROVE.COM	
2011	PLANT MANAGER	TODD HINTON	98134SHGRV3801E	ASH GROVE CEMENT CO	3801 E MARGINAL WAY SO.	SEATTLE	KING	WA	981341147	ASH GROVE CEMENT CO	3801 E MARGINAL WAY SO.	SEATTLE	WA		98134-1147	YES	NO	NO	NO	TODD HINTON	2066235596	3241							327310						47.56825	-122.33966	007123698								ASH GROVE CEMENT CO		NO	TODD.HINTON@ASHGROVE.COM	
2011	PLANT MANAGER	TODD HINTON	98134SHGRV3801E	ASH GROVE CEMENT CO	3801 E MARGINAL WAY SO.	SEATTLE	KING	WA	981341147	ASH GROVE CEMENT CO	3801 E MARGINAL WAY SO.	SEATTLE	WA		98134-1147	YES	NO	NO	NO	TODD HINTON	2066235596	3241							327310						47.56825	-122.33966	007123698								ASH GROVE CEMENT CO		NO	TODD.HINTON@ASHGROVE.COM	
2011	PLANT MANAGER	TODD HINTON	98134SHGRV3801E	ASH GROVE CEMENT CO	3801 E MARGINAL WAY SO.	SEATTLE	KING	WA	981341147	ASH GROVE CEMENT CO	3801 E MARGINAL WAY SO.	SEATTLE	WA		98134-1147	YES	NO	NO	NO	TODD HINTON	2066235596	3241							327310						47.56825	-122.33966	007123698								ASH GROVE CEMENT CO		NO	TODD.HINTON@ASHGROVE.COM	
2011	PLANT MANAGER	TODD HINTON	98134SHGRV3801E	ASH GROVE CEMENT CO	3801 E MARGINAL WAY SO.	SEATTLE	KING	WA	981341147	ASH GROVE CEMENT CO	3801 E MARGINAL WAY SO.	SEATTLE	WA		98134-1147	YES	NO	NO	NO	TODD HINTON	2066235596	3241							327310						47.56825	-122.33966	007123698								ASH GROVE CEMENT CO		NO	TODD.HINTON@ASHGROVE.COM	
2011	VICE PRESIDENT	MICHAEL KELLY	98103SKPRC434N3	ASKO PROCESSING INC	434 N 35TH	SEATTLE	KING	WA	981038607	ASKO PROCESSING INC	434 N 35TH	SEATTLE	WA		98103-8607	YES	NO	NO	NO	MIKE KELLY	2066342080	3471							332813						47.65113	-122.35322	041920554										NO	MIKEK@ASKOGROUP.COM	
2011	VICE PRESIDENT	MICHAEL KELLY	98103SKPRC434N3	ASKO PROCESSING INC	434 N 35TH	SEATTLE	KING	WA	981038607	ASKO PROCESSING INC	434 N 35TH	SEATTLE	WA		98103-8607	YES	NO	NO	NO	MIKE KELLY	2066342080	3471							332813						47.65113	-122.35322	041920554										NO	MIKEK@ASKOGROUP.COM	
2011	GENERAL MANAGER	PHILLIP VOLZ	98642TTBRN1721N	ATTBAR INC	5985 S 6TH WAY	RIDGEFIELD	CLARK	WA	986423337	ATTBAR INC	5985 S 6TH WAY	RIDGEFIELD	WA		98642-3337	YES	NO	NO	NO	SANDY BRACKINS	3602548208	3713							326199						45.8107	-122.68751	009023516										NO	SBRACKINS@ERSHIGS.COM	
2011	COMMODITY LEADER	JEFF HUDSON	98103RDHKL3400P	AVTECH CORP	3400 WALLINGFORD AVE N	SEATTLE	KING	WA	981039095	AVTECH CORP	3400 WALLINGFORD AVE N	SEATTLE	WA		98103-9095	YES	NO	NO	NO	JEFF HUDSON	4252494590	3679							334418						47.65068	-122.35451	009273434								TRANSDIGM INC	622765084	NO	HUDSON@AVTECHTYEE.COM	
2011	VICE PRESIDENT	ERIC NICOLAYSEN	98107BRDHL1400N	BARDAHL MANUFACTURING CORP	1400 N W 52ND ST	SEATTLE	KING	WA	98107	BARDAHL MANUFACTURING CORP	PO BOX 70607	SEATTLE	WA		981270607	YES	NO	NO	NO	ERIC NICOLAYSEN	2067834851	2992							324191						47.66645	-122.37511	009264649										NO	ERIC@BARDAHL.COM	
2011	PRESIDENT	NORMITA CALLISON	9832WBSLTX3299I	BASALITE	3299 INTERNATIONAL PL	DU PONT	PIERCE	WA	983270510	BASALITE	3299 INTERNATIONAL PL	DU PONT	WA		98327-0510	YES	NO	NO	NO	DON AUSTIN	7076781901								327331						47.11011	-122.6268	958475138								PACIFIC COAST BUILDING PRODUCTS	129072125	NO	DON.AUSTIN@PACCOAST.COM	
2011	VP/GENERAL MANAGER	JEFF HOFFMAN	98360BXTRM19220	BAXTER MANUFACTURING A DIV OF ITW-FOOD EQUIPMENT GROUP	19220 STATE RT 162 E	ORTING	PIERCE	WA	983609236	BAXTER MANUFACTURING A DIV OF ITW-FOOD EQUIPMENT GROUP	19220 STATE RT 162 E	ORTING	WA		98360-9236	YES	NO	NO	NO	JEFF AUSTIN	3608931307	3589							333319						47.081389	-122.184444			WAD988523890						ILLINOIS TOOL WORKS INC	005146428	NO	JEFF.AUSTIN@BAXTERMFG.COM	
2011	VP/GENERAL MANAGER	JEFF HOFFMAN	98360BXTRM19220	BAXTER MANUFACTURING A DIV OF ITW-FOOD EQUIPMENT GROUP	19220 STATE RT 162 E	ORTING	PIERCE	WA	983609236	BAXTER MANUFACTURING A DIV OF ITW-FOOD EQUIPMENT GROUP	19220 STATE RT 162 E	ORTING	WA		98360-9236	YES	NO	NO	NO	JEFF AUSTIN	3608931307	3589							333319						47.081389	-122.184444			WAD988523890						ILLINOIS TOOL WORKS INC	005146428	NO	JEFF.AUSTIN@BAXTERMFG.COM	
2011	VP/GENERAL MANAGER	JEFF HOFFMAN	98360BXTRM19220	BAXTER MANUFACTURING A DIV OF ITW-FOOD EQUIPMENT GROUP	19220 STATE RT 162 E	ORTING	PIERCE	WA	983609236	BAXTER MANUFACTURING A DIV OF ITW-FOOD EQUIPMENT GROUP	19220 STATE RT 162 E	ORTING	WA		98360-9236	YES	NO	NO	NO	JEFF AUSTIN	3608931307	3589							333319						47.081389	-122.184444			WAD988523890						ILLINOIS TOOL WORKS INC	005146428	NO	JEFF.AUSTIN@BAXTERMFG.COM	
2011	PLANT MANAGER	PHILLIP SASSER	98223BLSCP18526	BLUESCOPE BUILDINGS NORTH AMERICA INC	18520 67TH AVE NE	ARLINGTON	SNOHOMISH	WA	98223	BLUESCOPE BUILDINGS NORTH AMERICA INC	18520 67TH AVE NE	ARLINGTON	WA		98223	YES	NO	NO	NO	PHILLIP SASSER	3604358871								332311						48.164146	-122.14056	118954684								BLUESCOPE STEEL NORTH AMERICA INC	830770587	NO	PHILLIP.SASSER@BLUESCOPEBUILDINGSNA.COM	
2011	PLANT MANAGER	PHILLIP SASSER	98223BLSCP18526	BLUESCOPE BUILDINGS NORTH AMERICA INC	18520 67TH AVE NE	ARLINGTON	SNOHOMISH	WA	98223	BLUESCOPE BUILDINGS NORTH AMERICA INC	18520 67TH AVE NE	ARLINGTON	WA		98223	YES	NO	NO	NO	PHILLIP SASSER	3604358871								332311						48.164146	-122.14056	118954684								BLUESCOPE STEEL NORTH AMERICA INC	830770587	NO	PHILLIP.SASSER@BLUESCOPEBUILDINGSNA.COM	
2011	PLANT MANAGER	PHILLIP SASSER	98223BLSCP18526	BLUESCOPE BUILDINGS NORTH AMERICA INC	18520 67TH AVE NE	ARLINGTON	SNOHOMISH	WA	98223	BLUESCOPE BUILDINGS NORTH AMERICA INC	18520 67TH AVE NE	ARLINGTON	WA		98223	YES	NO	NO	NO	PHILLIP SASSER	3604358871								332311						48.164146	-122.14056	118954684								BLUESCOPE STEEL NORTH AMERICA INC	830770587	NO	PHILLIP.SASSER@BLUESCOPEBUILDINGSNA.COM	
