REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
2007	PLANT MANAGER	YVONNE MITCHELL	01824MLCTR279BI	3M CO CHELMSFORD	279 BILLERICA RD	CHELMSFORD	MIDDLESEX	MA	01824	3M CO CHELMSFORD	279 BILLERICA RD	CHELMSFORD	MA		01824	YES	NO	NO	NO	YVONNE MITCHELL	9782563911	3084							326199						42.596857	-71.329888	069346799								3M CO	006173082	NO	YCMITCHELL@MMM.COM	
1998	PLANT MANAGER	BRIAN NILSSON	01887MLCTR23IND	3M CO ELECTRICAL PRODUCTS DIV	23 INDUSTRIAL WAY	WILMINGTON	MIDDLESEX	MA	01887	3M CO ELECTRICAL PRODUCTS DIV	23 INDUSTRIAL WAY	WILMINGTON	MA		01887	YES	NO	NO		BRIAN NILSSON	9782563911	3069							326299						42.527512	-71.144691	11946100		MAD982711160						3M CO INC	006173082	NO		
2001	ACTING SITE MANAGER	STEVEN TESTA	018443MTCH300GR	3M CO TOUCH SYSTEMS INC METHUEN	300 GRIFFIN BROOK PARK DR.	METHUEN	ESSEX	MA	01844	3M CO TOUCH SYSTEMS INC METHUEN	300 GRIFFIN BROOK PARK DR.	METHUEN	MA		01844	YES	NO	NO	NO	STEPHEN R. BENOIT	9786599000	3577							334119						42.689993	-71.233355	067738997		MAR000502757						3M CO INC	006173082	NO		
2005	PLANT MANAGER	STEVEN TESTA	018443MTCH501GR	3M TOUCH SYSTEMS INC. METHUEN 501	501 GRIFFIN BROOK PARK DR	METHUEN	ESSEX	MA	01844	3M TOUCH SYSTEMS INC. METHUEN 501	501 GRIFFIN BROOK PARK DR	METHUEN	MA		01844	YES	NO	NO	NO	DOUGLAS APEL	9786599141	3577							334119						42.69021	-71.23648	067738997								3M CO INC	006173082	NO		
1987	PRESIDENT	BRIAN GEISSLER	01752MNGNRHAYES	A & M ENGINEERED COMPOSITES INC.	HAYES MEMORIAL DR.	MARLBOROUGH	MIDDLESEX	MA	017521830	A & M ENGINEERED COMPOSITES INC.	HAYES MEMORIAL DR.	MARLBOROUGH	MA		01752-1830	YES	NO	NO		DOMINIC PARATORE	6174858000	3079													42.322012	-71.596837	001014364		MAD985268697						BF GOODRICH CO.	004467452	NO		
1994	PRESIDENT	JONATHAN BRUNELL	01603BRNLL41SUT	A A BRUNELL ELECTROPLATING CO	41 SUTTON LN	WORCESTER	WORCESTER	MA	01603	A A BRUNELL ELECTROPLATING CO	41 SUTTON LN	WORCESTER	MA		01603	YES	NO	NO		JONATHAN BRUNELL	5087527595	3471							332813						42.240531	-71.824492	001133552		MAD001133552								NO		
2007	DIRECTOR	DENNIS GRAZIANO	02184GRZNN71ADA	A GRAZIANO INC	71 ADAMS ST	BRAINTREE	NORFOLK	MA	02184	A GRAZIANO INC	71 ADAMS ST	BRAINTREE	MA		02184	YES	NO	NO	NO	DENNIS GRAZIANO	7818437300	3273							327320						42.223056	-70.991111											NO	DENNISG@GRAZIANOCONCRETE.COM	
1990	VICE PRESIDENT	PETER H. ROBINSON	01757JKNTT179FO	A J KNOTT TOOL & MANUFACTURING CORP	179 FORTUNE BLVD	MILFORD	WORCESTER	MA	01757	A J KNOTT TOOL & MANUFACTURING CORP	179 FORTUNE BLVD	MILFORD	MA		01757	YES	NO	NO		PETER H ROBINSON	5084731234	3469							332116						42.162056	-71.506031	001128412		MAD982201584								NO		
1990	MANAGER	GREGORY L. SMITH	01801WCHST9FORB	A W CHESTERTON CO	9 FORBES RD	WOBURN	MIDDLESEX	MA	018012103	A W CHESTERTON CO	9 FORBES RD	WOBURN	MA		01801-2103	YES	NO	NO		LINDA HEFLER	6174387000	3053							339991						42.495605	-71.123615	001014562		MAD001014570								NO		
1987		ANTONIA GERLI	01201HRCCM55SPR	A. H. RICE CO.	55 SPRING ST.	PITTSFIELD	BERKSHIRE	MA	01201	A. H. RICE CO.	55 SPRING ST.	PITTSFIELD	MA		01201	YES	NO	NO		ANTONIA GERLI	4136376477	2284													42.456291	-73.241803	056680085		MAD056680085						GERLI & CO.	001670082	NO		
