REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10/3/2014	
2013	OPERATIONS MANAGER	RANDALL SMITH	37764WRDYM151KY	A & W READY MIX CONCRETE PLT 1	151 KYKER FERRY RD	KODAK	SEVIER	TN	37764			A & W READY MIX CONCRETE PLT 1	PO BOX 578	KODAK	TN		37764	YES	NO	NO	NO	R STEVE SMITH OR KENT WOODS	8659321101								327320						35.951437	-83.58709									A & W READY MIX INC		NO	KWOODS@AWREADYMIX.COM	
2013	GROUP ENVIRONMENTAL HEALTH AND SAFETY MANAGER	STACY ELLIS	38109FLSCH2743R	AB MAURI FLEISCHMANN'S	2743 RIVERPORT RD	MEMPHIS	SHELBY	TN	38109			AB MAURI FLEISCHMANN'S	2743 RIVERPORT RD	MEMPHIS	TN		38109	YES	NO	NO	NO	JAMES HALL	9019427115	2099							311999						35.075785	-90.086	555437698								AB MAURI FOOD INC	555437698	NO	JAMESHALL@ABMAURI.US	
2013	GENERAL MANAGER	RODNEY BROOKS	38001WSTNGRT1	ABB INC ALAMO	1133 S CAVALIER DR	ALAMO	CROCKETT	TN	38001			ABB INC ALAMO	1133 S CAVALIER DR	ALAMO	TN		38001	YES	NO	NO	NO	CYNTHIA HOWARD	7316965219	3612							335311						35.780784	-89.14032	609774435								ABB INC		NO	CYNTHIA.A.HOWARD@US.ABB.COM	
2013	V.P. OPERATIONS	PATRICK RUSH	37406CCCST1911C	ACCU-CAST INC	1911 CRUTCHFIELD ST	CHATTANOOGA	HAMILTON	TN	37406			ACCU-CAST INC	1911 CRUTCHFIELD ST	CHATTANOOGA	TN		37406	YES	NO	NO	NO	PAT RUSH	4236224344	3324							331512						35.06213	-85.261192	794733352								GENERAL TECHNOLOGY INC	062488580	NO	PATR@EACCUCAST.COM	
2013	PRESIDENT	COLIN CLAMPETT	37854BGRCK600CA	ADAMS AN OLDCASTLE CO - ROCKWOOD	600 CARDIFF VALLEY RD	ROCKWOOD	ROANE	TN	37854			ADAMS AN OLDCASTLE CO - ROCKWOOD	600 CARDIFF VALLEY RD	ROCKWOOD	TN		37854	YES	NO	NO	NO	DOUG FOUTS	3362759114	3271							327331						35.89669	-84.63076	110850570								OLDCASTLE INC	110850570	NO	DOUG.FOUTS@OLDCASTLE.COM	
2013	EHS & FS MANAGER	RICHARD BOYLE	37403DXPRT1120K	ADM MILLING CO	1120 KING ST	CHATTANOOGA	HAMILTON	TN	37403			ADM MILLING CO	1120 KING ST	CHATTANOOGA	TN		37403	YES	NO	NO	NO	JERRY KUHN	4237560503	2041							311211						35.04191	-85.30621	003332939								ARCHER DANIELS MIDLAND CO	001130756	NO	JERRY.KUHN@ADM.COM	
2013	PLANT MANAGER	JOSH STROH	38301MRTHW240PR	ADM MILLING CO	240 PRESTON ST	JACKSON	MADISON	TN	38301			ADM MILLING CO	240 PRESTON ST	JACKSON	TN		38301	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2041	2045	2048					311999						35.62337	-88.81134	370915437								ADM	001307586	NO	MEDIA@ADM.COM	
2013	EHS & FS MANAGER	RICHARD BOYLE	37311DMMLL430CE	ADM MILLING CO	430 CENTRAL AVE	CLEVELAND	BRADLEY	TN	37311			ADM MILLING CO	430 CENTRAL AVE	CLEVELAND	TN		37311	YES	NO	NO	NO	JIM KOONS	4234767551	2041							311211						35.15887	-84.8693	150177780								ARCHER DANIELS MIDLAND CO	001130756	NO	JIM.KOONS@ADM.COM	
2013	VP OPEX AND STRATEGIC PURCHASING	DON GADDY	37830GGRTC100MI	ADVANCED MEASUREMENT TECHNOLOGY	801 S ILLINOIS AVE	OAK RIDGE	ANDERSON	TN	378310895			ADVANCED MEASUREMENT TECHNOLOGY	801 S ILLINOIS AVE	OAK RIDGE	TN		37831-0895	YES	NO	NO	NO	DON GADDY	8654832240	3829	3826						334519	334516					36.00313	-84.23808	003380656								AMETEK INC	043380095	NO	DON.GADDY@AMETEK.COM	
2013	PRESIDENT/GENERAL MANAGER	WILLIAM MINEHAN	37405GNRLL511MA	ADVANCED TECHNICAL CERAMICS CO	511 MANUFACTURERS RD	CHATTANOOGA	HAMILTON	TN	37405			ADVANCED TECHNICAL CERAMICS CO	511 MANUFACTURERS RD	CHATTANOOGA	TN		37405	YES	NO	NO	NO	BILL MINEHAN	4237555508	3679							334418						35.0625	-85.314444	130196517								TECHNICORP INTERNATIONAL II	161985247	NO	BILL.MINEHAN@ADTECHCERAMICS.COM	
