REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10/3/2014	
2013	HSE MANAGER	LYLE FORET	60650LYMPC5000W	/DELTA COS GROUP DBA OLYMPIC OIL	5000 W 41ST ST	CICERO	COOK	IL	60804			/DELTA COS GROUP DBA OLYMPIC OIL	5000 W 41ST ST	CICERO	IL		60804	YES	NO	NO	NO	LYLE FORET	5049042122	2992							324191						41.81666	-87.74859									GREIF INC		NO	LYLE.FORET@DELTACOGROUP.COM	
2013	PURCHASING AGENT	LOUIS SZKLANECKI	60101STYDC450SL	1ST AYD CORP	1325 GATEWAY DR	ELGIN	KANE	IL	601247866			1ST AYD CORP	1325 GATEWAY DR	ELGIN	IL		60124-7866	YES	NO	NO	NO	TOM SCHREINER	8476220001	2841							325611						42.06501	-88.34328	077007649										NO	TSHREINER@1STAYD.COM	
2013	PLANT MANAGER	MICHAEL SHERICK	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799			3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	HOLLACE A CASILLAS	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	HCASILLAS@MMM.COM	
2013	V.P. OF ENGINEERING AND PLANNING	JOHN GULIANA	60614FNKLS2011S	A FINKL & SONS CO	2011 N SOUTHPORT AVE	CHICAGO	COOK	IL	606144079			A FINKL & SONS CO	2011 N SOUTHPORT AVE	CHICAGO	IL		60614-4079	YES	NO	NO	NO	STEVE DENTEN	7739752562	3399							331111						41.91837	-87.66293	005129697										NO	STEVED@FINKL.COM	
2013	V.P. OF ENGINEERING AND PLANNING	JOHN GULIANA	60619VRSNC1355E	A FINKL & SONS CO	1355 E 93RD ST	CHICAGO	COOK	IL	60619			A FINKL & SONS CO	1355 E 93RD ST	CHICAGO	IL		60619	YES	NO	NO	NO	STEVE DENTEN	7739752562	3559							331111						41.72591	-87.59008	005129697										NO	STEVED@FINKL.COM	
2013	VP-ADMINISTRATION	SCOTT TORPHY	60131LLDDC3021C	AALLIED DIE CASTING CO OF IL	3021 CULLERTON DR	FRANKLIN PARK	COOK	IL	601312258			AALLIED DIE CASTING CO OF IL	3021 CULLERTON DR	FRANKLIN PARK	IL		60131-2258	YES	NO	NO	NO	SCOTT TORPHY	8474551950	3363							331521						41.93399	-87.89137									RCM INDUSTRIES		NO	STORPHY@RCMINDUSTRIES.COM	
2013	DIRECTOR GEHS	ROBERT NORRIS	60064BBTTLINTER	ABBOTT LABORATORIES - ABBOTT P ARK FACILITY	100 ABBOTT PARK RD	ABBOTT PARK	LAKE	IL	600643500			ABBOTT LABORATORIES - ABBOTT P ARK FACILITY	200 ABBOTT PARK ROADDEPT. 05G3, BLDG. AP52S	ABBOTT PARK	IL		600646214	YES	NO	NO	NO	THOMAS THORNTON	8479372029	2834	2833	2835					325412						42.30227	-87.89065	001307602								ABBOTT LABORATORIES	001307602	NO	THOMAS.THORNTON@ABBOTT.COM	
2013	DIRECTOR ENVIRONMENTAL COMPLIANCE & SUSTAIN.	EILEEN OPENBRIER	60064BBTTL1400N	ABBVIE - NORTH CH ICAGO FACILITY	1401 SHERIDAN RD	NORTH CHICAGO	LAKE	IL	600644000			ABBVIE - NORTH CH ICAGO FACILITY	1401 SHERIDAN RD (0830; M4)	NORTH CHICAGO	IL		600644000	YES	NO	NO	NO	EILEEN OPENBRIER	8479380569	2833	2834	2879					325411	325320	325412				42.332222	-87.837571	001307602	078458375							ABBVIE INC.	078458375	NO	EILEEN.OPENBRIER@ABBVIE.COM	
2013	QSE MANAGER	BRIAN WADE	6206WBNGBN395BI	ABENGOA BIOENERGY OF ILLINOIS	395 BISSELL ST	MADISON	MADISON	IL	62060			ABENGOA BIOENERGY OF ILLINOIS	395 BISSELL ST	MADISON	IL		62060	YES	NO	NO	NO	DAVID HENDERSON	6184514422								325193						38.682167	-90.182337	832644814								ABENGOA BIOENERGY		NO	DAVID.HENDERSON@BIOENERGY.ABENGOA.COM	
2013	CEO	SCOTT RICHTER	6017WBLDCS397WE	ABLE DIE CASTING CORP	3907 WESLEY TERRACE	SCHILLER PARK	COOK	IL	60176			ABLE DIE CASTING CORP	3907 WESLEY TERRACE	SCHILLER PARK	IL		60176	YES	NO	NO	NO	SCOTT RICHTER	8476781991								331523	331522	331521				41.9503	-87.8634	005085691										NO	SCRICHTER@ABLEDIECASTING.COM	
2013	FACILITY MANAGER/PROCESS ENGINEER	DONALD ESSER	60623BLLCT2001S	ABLE ELECTROPOLISHING CO INC	2001 S KILBOURN AVE	CHICAGO	COOK	IL	60623			ABLE ELECTROPOLISHING CO INC	2001 S KILBOURN AVE	CHICAGO	IL		60623	YES	NO	NO	NO	DON ESSER	7732771600	3471							332813						41.853933	-87.736426	005098611										NO	DONE@ABLEELECTROPOLISHING.COM	
