REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
1997	PLANT MANAGER	JOHN SEVER	55107M    42WES	3M CO	42 W. WATER ST.	SAINT PAUL	RAMSEY	MN	55107	3M	P.O. BOX 3331, BUILDING 42-2E-27	SAINT PAUL	MN		55113-3331	YES	NO	NO		JOHN SEVER	6517785757	2834							325412						44.939444	-93.088705			MND981777709						3M CO INC	006173082	NO		
2007	PLANT MANAGER	DAVID D. LAMBERT	56308MCMPN2115S	3M CO - ALEXANDRIA	2115 S BROADWAY	ALEXANDRIA	DOUGLAS	MN	56308	3M CO - ALEXANDRIA	2115 S BROADWAY	ALEXANDRIA	MN		56308	YES	NO	NO	NO	DAVID D. LAMBERT	3207636521	3291							327910						45.868356	-95.378242	120193719								3M CO	006173082	NO		
2007	SITE DIRECTOR	MICHAEL D. RETTERATH	55350MMGMDHIGHW	3M CO - HUTCHINSON	905/915 ADAMS ST SE	HUTCHINSON	MCLEOD	MN	553509431	3M CO - HUTCHINSON	905/915 ADAMS ST SE	HUTCHINSON	MN		55350-9431	YES	NO	NO	NO	STEVEN JENSEN	3202344000	2672	3695						322222	327910	326199				44.882829	-94.364845	006172902								3M CO	006173082	NO	EPCRA@MMM.COM	
2007	PLANT MANAGER	JOHN T. ILLIKMAN	56073MCMPN1700N	3M CO - NEW ULM	1700 N MINNESOTA ST	NEW ULM	BROWN	MN	560730095	3M CO - NEW ULM	POST OFFICE BOX 95	NEW ULM	MN		560730095	YES	NO	NO	NO	JOHN T. ILLIKMAN	5073590191	3643	3089	3357					335931	335929	326199				44.329651	-94.474884	006172845								3M CO	006173082	NO	JTILLIKMAN@MMM.COM	
2007	DIRECTOR OF PLANT ENG AND FABRICATION SERVICE	DAVID HULL	55144MSNTP900BU	3M CO - ST. PAUL EASTSIDE SITE	751 MENDOTA ST	SAINT PAUL	RAMSEY	MN	55106	3M CO - ST. PAUL EASTSIDE SITE	751 MENDOTA STREETBUILDING 24-1W-21	SAINT PAUL	MN		55106	YES	NO	NO	NO	DAVID HULL	6517363279	2672							322222						44.964722	-93.063889	605094051								3M CO	006173082	NO	EPCRA@MMM.COM	
2007	PLANT MANAGER	DENNIS L. WILLAMSON	56031M    710NO	3M CO -FAIRMONT	710 N STATE ST	FAIRMONT	MARTIN	MN	56031	3M CO -FAIRMONT	710 N STATE ST	FAIRMONT	MN		56031	YES	NO	NO	NO	DENNIS L. WILLIAMSON	5072352150	3089	3083						326199	326130					43.660261	-94.447246	006173025								3M CO	006173082	NO		
2007	MANAGER, LAB SAFETY	VIVIEN L. SMITH	551443MC3M251CN	3M CO 3M CENTER ST PAUL	2510 CONWAY AVE	MAPLEWOOD	RAMSEY	MN	551441000	3M CO	3M CENTERBLDG 216-3S-18   ATTN: PORTER	ST. PAUL	MN		55144-1000	YES	NO	NO	NO	VIVIEN L. SMITH	6517368174								541710	326113					44.955868	-92.994564	006173082								3M CO	006173082	NO	VLSMITH1@MMM.COM	
1997	MANAGER ENVIRONMENTAL OPERATIONS	H. LYNN SETTLE	55144MCNTRI94AN	3M CO CENTER PILOT PLANTS	I-94 & MCKNIGHT RD.	SAINT PAUL	RAMSEY	MN	551441000	3M CENTER PILOT PLANTS	BLDG 42-2E-27, P.O. BOX 3331	SAINT PAUL	MN		55133-3331	YES	NO	NO		RICK RENNER	6127331135	8731	2672	2899	3081	3842	3861		322222						45.032399	-93.094226	006173082		MND006173082		MNG610000				3M CO INC	006173082	NO		
1990	3M OPTICAL RECORDING DEPARTMENT	K. C. LUM	55110MPTCL1185W	3M CO OPTICAL RECORDING DEPT	1185 WOLTERS BLVD	VADNAIS HEIGHTS	RAMSEY	MN	55110	3M CO OPTICAL RECORDING DEPT	1185 WOLTERS BLVD	VADNAIS HEIGHTS	MN		55110	YES	NO	NO		TERRY J. SWENSON	6127330572								335999						45.046704	-93.049231	006173082		MND980898019						3M CO INC	006173082	NO		
1990	PLANT MANAGER	TOM GRAHEK	55063MCMPN4002N	3M CO PINE CITY PLANT	400 2ND ST	PINE CITY	PINE	MN	550630089	3M CO PINE CITY PLANT	400 2ND ST	PINE CITY	MN		55063-0089	YES	NO	NO		W. M. JEWELL	6126292585	3861							333315						45.825048	-92.966334	006173082		MNT280010620						3M CO INC	006173082	NO		
1987	CORPORATE SECURITY SERVICES SUPERVISOR	BERNARD BAUMANN	55144MSNTP935BU	3M CO ST. PAUL INDUSTRIAL ABRASIVES	935 BUSH AVE.	SAINT PAUL	RAMSEY	MN	551441000	3M CO ST. PAUL INDUSTRIAL ABRASIVES	3M CENTER, 2-1E-08	SAINT PAUL	MN		55144-1000	NO	YES	NO		BERNARD BAUMANN	6127785880	3291													44.965009	-93.062397	006173082		MND000824029		MN0049816				3M CO INC	006173082	NO		
2000	PLANT MANAGER	J. A. NIGGELER	56479MSTPL1030N	3M CO STAPLES PLANT	1030 N. 5TH ST.	STAPLES	TODD	MN	56479	3M CO STAPLES PLANT	1030 N. 5TH ST.	STAPLES	MN		56479	YES	NO	NO	NO	J. A. NIGGELER	2188942831	3599							332710						46.364729	-94.793316	078672722		MND982640153						3M CO INC	006173082	NO		
2002	PLANT MANAGER	PAT MAGEE	55082PRSSN1987I	3M CO STILLWATER	1987 INDUSTRIAL BLVD.	STILLWATER	WASHINGTON	MN	55082	3M CO STILLWATER	1987 INDUSTRIAL BLVD.	STILLWATER	MN		55082	YES	NO	NO	NO	PAT MAGEE	6517372000	2759	3081						323110						45.037482	-92.824176	097890834		MND078680790						3M CO INC	006173082	NO		
2007	DIRECTOR	VICKIE J. BATROOT	55016MCHMLHIGHW	3M COTTAGE GROVE CENTER	10746 INNOVATION RD	COTTAGE GROVE	WASHINGTON	MN	55016	3M COTTAGE GROVE CENTER	10746 INNOVATION RD	COTTAGE GROVE	MN		55016	YES	NO	NO	NO	VICKIE J. BATROOT	6514582001	2899	2672	2843	3081	3291	4953		325998	562211	327910	326121	325613		44.789444	-92.90833	122704067								3M CO	006173082	NO	EPCRA@MMM.COM	
1999	VP MANUFACTURING	BRIAN SABEN	55405LLBRT1001G	A & L LABORATORIES INC	1001 GLENWOOD AVE	MINNEAPOLIS	HENNEPIN	MN	554051493	A & L LABORATORIES INC	1001 GLENWOOD AVE	MINNEAPOLIS	MN		55405-1493	YES	NO	NO		GUY POCHARD	6123749141	2841	2842						325611						44.979952	-93.291422	006261077		MND006261077								NO		
1990	GENERAL MANAGER	JEFF MANION	56401TKNC HWY21	A-TEK INC	HWY 210 E	BRAINERD	CROW WING	MN	56401	A-TEK INC	HWY 210 E	BRAINERD	MN		56401	YES	NO	NO		JEFF MANION	2188291481	3661							334418						46.366667	-94.148611	121197198		MND98245563	MND982425563							NO		
2004	PRESIDENT	ULRIC TROMBLEY	55103MTRLS185LA	AAA METAL FINISHING INC	185 W PENNSYLVANIA	SAINT PAUL	RAMSEY	MN	55103	AAA METAL FINISHING INC	PMB 330 1670 S ROBERT ST	W ST PAUL	MN		55118	YES	NO	NO	NO	ULRIC TROMBLEY	6512281418	3471							332813						44.962741	-93.106621											NO		
2007	VICE PRESIDENT & GENERAL MANAGER	JON LEDIN	55447CRNNC2705C	AACRON INC	2705 CHESHIRE LN	PLYMOUTH	HENNEPIN	MN	554470190	AACRON INC	PO BOX 47190	MINNEAPOLIS	MN		554470190	YES	NO	NO	NO	JON LEDIN	7635599141	3471							332813						45.010796	-93.459312									CROWN EXTRUSIONS	006249528	NO	JONLEDIN@AACRON.COM	
1995	OPERATIONS MANAGER	WILLIAM MARTINSON	55806BCRLP2900W	ABC RAIL PRODUCTS CORP	2900 W. MICHIGAN	DULUTH	ST LOUIS	MN	55806	ABC RAIL PRODUCTS CORP	2900 W. MICHIGAN	DULUTH	MN		55806	YES	NO	NO		WILLIAM MARTINSON	7153928181	3743							336510						46.758962	-92.133674	174451286								ABC RAIL PRODUCTS CORP	174451286	NO		
2007	VP OF OPERATIONS	GARY RYAN	55428CTSCN9210S	ABELCONN, LLC.	9210 SCIENCE CENTER DR	NEW HOPE	HENNEPIN	MN	55428	ABELCONN, LLC.	9210 SCIENCE CENTER DR	NEW HOPE	MN		55428	YES	NO	NO	NO	DOUGLAS SCHUELLER	7635333533	3471	3672						332813	334418					45.0507	-93.396399											NO	DSCHUELLER@ABELCONN.COM	
2007	OPERATIONS MANAGER	MICHAEL SWAN	55110CCTRN4255W	ACCU-TRONICS MANUFACTURING INC	4255 WHITE BEAR PKWY SUITE 2100	WHITE BEAR LAKE	RAMSEY	MN	55110	ACCU-TRONICS MANUFACTURING INC	4255 WHITE BEAR PKWY SUITE 2100	WHITE BEAR LAKE	MN		55110	YES	NO	NO	NO	SHIRLEY ROHLF	6512510018	3679							334418						45.069156	-93.050514	157582297										NO	SROHLF@ACCU-TRONICS.COM	
2007	TECHNICAL DIRECTOR	GARTH TAYLER	56087CHSBRHWY14	ACME BRICK COMPANY- OCHS BRICK	801 E ROCK ST	SPRINGFIELD	BROWN	MN	56087	ACME BRICK COMPANY- OCHS BRICK	801 E ROCK ST	SPRINGFIELD	MN		56087	YES	NO	NO	NO	JASON PENCE	8173324101	3251							327121						44.244709	-94.963738	006185417								ACME BRICK CO		NO	JPENCE@BRICK.COM	
2007	CONTROLLER	PATRICK HAUBNER	55442CRYLC65NAT	ACRYLIC DESIGN ASSOCIATES	6050 NATHAN LN N	PLYMOUTH	HENNEPIN	MN	55442	ACRYLIC DESIGN ASSOCIATES	6050 NATHAN LN N	PLYMOUTH	MN		55442	YES	NO	NO	NO	GERALD NOTERMANN	7635598395	3993	2759						339950	323113					45.06284	-93.410193	056167588										NO	JNOTERMANN@ACRYLICDESIGN.COM	
2007	GENERAL MANAGER	STEVEN HOLM	55038DGRPH2300M	AD GRAPHICS	2300 MAIN ST	HUGO	ANOKA	MN	55038	AD GRAPHICS	PO BOX 437	HUGO	MN		55038	YES	NO	NO	NO	GREG JACKSON	5076252828	2759							323113	323110					45.164	-93.023068	053518325								TAYLOR CORP	006175806	NO	GWJACKSON@TAYLORCORP.COM	
2002	DIRECTOR, SAFETY AND ENVIRONMENTAL AFFAIRS	MR. BERNARD J.  WENZEL	55379DCTLC1000V	ADC TELECOMMUNICATIONS INC	1000 VALLEY PARK DR	SHAKOPEE	SCOTT	MN	55379	ADC TELECOMMUNICATIONS INC	P.O. BOX 1101 MS-539	MINNEAPOLIS	MN		55440	YES	NO	NO	NO	BERNARD WENZEL	9529170462	3499	3669						334210						44.788041	-93.451161	006249312		MNR000053959						ADC TELECOMMUNICATIONS INC	006249312	NO		
2001	DIRECTOR, SAFETY AND ENVIRONMENTAL AFFAIRS	MR. BERNARD J. WENZEL	56058DCTLC1100N	ADC TELECOMMUNICATIONS INC.	1100 N. 4TH ST.	LE SUEUR	LE SUEUR	MN	56058	ADC TELECOMMUNICATIONS INC.	P.O. BOX 1101MS 54	MINNEAPOLIS	MN		55440	YES	NO	NO	NO	BERNARD J. WENZEL	9529170462	3661							334210						44.469608	-93.904455	006249312		MND980677504						ADC TELECOMMUNICATIONS INC.	006249312	NO		
1996	CORP. MGR.	BERNARD J. WENZEL	55435DCTLC4900W	ADC TELECOMMUNICATIONS INC.	4900 W. 78TH ST.	BLOOMINGTON	HENNEPIN	MN	55435	ADC TELECOMMUNICATIONS INC.	P.O. BOX 1101       MS-257	MINNEAPOLIS	MN		55440-1101	YES	NO	NO		BERNARD J. WENZEL	6129463967	3499	3451						334210						44.858617	-93.342338	006249312		MND006249312		MNG610000				ADC TELECOMMUNICATIONS INC.	006249312	NO		
2007	DIRECTOR OF SAFETY AND ENVIRONMENTAL AFFAIRS	BERNARD J. WENZEL	55379DCTLC1187P	ADC TELECOMMUNICATIONS INC.	1187 PARK PL	SHAKOPEE	SCOTT	MN	55379	ADC TELECOMMUNICATIONS INC.	PO BOX 1101-MS#54	MINNEAPOLIS	MN		554401101	YES	NO	NO	NO	BERNARD J. WENZEL	9529170462	3499	3451						332721	333220	332999				44.785143	-93.508378	006249312								ADC TELECOMMUNICATIONS INC.	006249312	NO	NA	
2007	VICE PRESIDENT OF OPERATIONS	KAI WARNOCK	55431DDDVL9401J	ADDED VALUE TECHNOLOGY	9401 JAMES AVE S SUITE 100	BLOOMINGTON	HENNEPIN	MN	55431	ADDED VALUE TECHNOLOGY	9401 JAMES AVE S SUITE 100	BLOOMINGTON	MN		55431	YES	NO	NO	NO	CHAD NEVILS	5076647326	3672							334418						44.83308	-93.301122									ALL FLEX ACQUISITIONS LLC	782850002	NO	CNEVILS@ADDEDVALUETECH.COM	
