REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
2007	CHIEF EXECUTIVE OFFICER	KIM VANDERMEULEN	04364LTRNT3BSUM	ALTERNATIVE MANUFACTURING INC	30 SUMMER ST SUITE B	WINTHROP	KENNEBEC	ME	04364	ALTERNATIVE MANUFACTURING INC	30 SUMMER ST SUITE B	WINTHROP	ME		04364	YES	NO	NO	NO	KIM VANDERMEULEN	2073779377	3672							334418						44.308889	-69.975278	168543952										NO		
2000	PLANT MANAGER	ROBERT JACKSON	04330STTLRMAPLE	AMERICAN TISSUE MILLS OF MAINE L.L.C.	54 MAPLE ST.	AUGUSTA	KENNEBEC	ME	043320889	AMERICAN TISSUE MILLS OF MAINE L.L.C.	P.O. BOX 889	AUGUSTA	ME		04332-0889	YES	NO	NO	NO	ROBERT JACKSON	2076229900	2621							322120						44.320656	-69.767846	962580080		MED985731272		ME0002224				AMERICAN TISSUE CORP.	019683408	NO		
1991	PLANT MANAGER	WILLIAM E. ROLLER	04038THRCCGORHA	AMF REECE INC.	GORHAM INDUSTRIAL PARK	GORHAM	CUMBERLAND	ME	04038	AMF REECE INC.	P.O. BOX 15778	RICHMOND	VA		23227	YES	NO	NO		WILLIAM ROLLER	8045595000	3559							333298						43.644444	-70.391667			MED067056002								NO		
2007	SITE MANAGER	JEFF LACHAPELLE	04216NDVRW4WENT	ANDOVER DIV OF ETHAN ALLE N OPERATIONS	4 WENTZELL RD	ANDOVER	OXFORD	ME	04216	ANDOVER DIV OF ETHAN ALLEN	PO BOX 38	ANDOVER	ME		04216	YES	NO	NO	NO	JEFFREY LACHAPELLE	2073922101	2426	2421						321999						44.643333	-70.754722									ETHAN ALLEN	001213545	NO	JLACHAPELLE@ETHANALLENINC.COM	
2004	PLANT MANAGER	JOHN V. SAWYER III	04239NDRSCGATE1	ANDROSCOGGIN ENERGY LLC	GATE 15 RILEY RD	JAY	FRANKLIN	ME	04239	ANDROSCOGGIN ENERGY L.L.C.	PO BOX 29	JAY	ME		04239	YES	NO	NO	NO	JOHN FLUMERFELT	6175575381	4911							221112						44.510204	-70.243654	081799681		100000166697						CALPINE CORPORTATION	625463336	NO		
1995	PRESIDENT/CHIEF EXECUTIVE OFFICER	KENNETH S. ANSIN	04401NSWNS489OD	ANSEWN SHOE CO	489 ODLIN RD	BANGOR	PENOBSCOT	ME	044016707	ANSEWN SHOE CO	PO BOX 1428	BANGOR	ME		04402-1428	YES	NO	NO		STEPHEN E KLIMAS	2079472707	3149							316219						44.783731	-68.815655	001131614		MED077472272								NO		
2006	PRESIDENT	NATE HOPKINS	04616FLYPNFLYEP	ATLANTIC BOAT CO	355 FLYE POINT RD	BROOKLIN	HANCOCK	ME	04616	ATLANTIC BOAT CO	PO BOX 217	BROOKLIN	ME		04616	YES	NO	NO	NO	NANCY COLWELL	2073594658	3732							336612						44.277094	-68.553804											NO		
2007	PLANT MANAGER	GLENN MARTIN	04742TLNTC87HIG	ATLANTIC CUSTOM PROCESSORS LL C	87 HIGH ST	FORT FAIRFIELD	AROOSTOOK	ME	04742	ATLANTIC CUSTOM PROCESSORS LLC	PO BOX 509	FORT FAIRFIELD	ME		04742	YES	NO	NO	NO	GLENN MARTIN	2074721000	2037							311411						46.780953	-67.847991									JR SIMPLOT	009073503	NO	GMARTIN42@MAINE.RR.COM	
1992	VICE PRESIDENT, ADMINISTRATION	CLIFTON E. WHITNEY	04210TNCNC101ME	AUBURN SHOE CO.	101 MERROW RD.	AUBURN	ANDROSCOGGIN	ME	04210	AUBURN SHOE CO.	101 MERROW RD.	AUBURN	ME		04210	YES	NO	NO		WILLIAM EUGLEY	2077775096	2389							315000						44.068	-70.275	001079979		MEP000008659						SHAER SHOE INC.	001079979	NO		
2007	GENERAL MANAGER	ROBERT FAIREY	04005VXTNT69LAN	AVX TANTALUM CORP	401 HILL ST	BIDDEFORD	YORK	ME	040054335	AVX TANTALUM CORP	401 HILL ST	BIDDEFORD	ME		04005-4335	YES	NO	NO	NO	ROBERT FAIREY	2072825111	3675							334414						43.46701	-70.482507	800194482								AVX CORP	058895921	NO	NA	
