REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	20-NOV-13	
2012	PLANT MANAGER	THOMAS APSE	56308MCMPN2115S	3M CO - ALEXANDRIA	2115 S BROADWAY	ALEXANDRIA	DOUGLAS	MN	56308	3M CO - ALEXANDRIA	2115 S BROADWAY	ALEXANDRIA	MN		56308	YES	NO	NO	NO	THOMAS M. APSE	3207590229	3291							327910						45.864246	-95.377979	120193719								3M CO	006173082	NO	TMAPSE@MMM.COM	
2012	SITE DIRECTOR	MICHAEL MAGNUSON	55350MMGMDHIGHW	3M CO - HUTCHINSON	905/915 ADAMS ST SE	HUTCHINSON	MCLEOD	MN	553509431	3M CO - HUTCHINSON	905/915 ADAMS ST SE	HUTCHINSON	MN		55350-9431	YES	NO	NO	NO	STEVEN JENSEN	3202344000	2672	3695						322222	326199	327910				44.878963	-94.355028	006172902								3M CO	006173082	NO	EPCRA@MMM.COM	
2012	PLANT MANAGER	JOHN ILLIKMAN	56073MCMPN1700N	3M CO - NEW ULM	1700 N MINNESOTA ST	NEW ULM	BROWN	MN	560730095	3M CO - NEW ULM	1700 N MINNESOTA ST	NEW ULM	MN		560730095	YES	NO	NO	NO	JOHN T. ILLIKMAN	5073590191	3643	3089	3357					335931	326199	335929				44.329647	-94.474719	006172845								3M CO	006173082	NO	JTILLIKMAN@MMM.COM	
2012	PLANT MANAGER	PETER SOMMERVILLE	56031M    710NO	3M CO -FAIRMONT	710 N STATE ST	FAIRMONT	MARTIN	MN	56031	3M CO -FAIRMONT	710 N STATE ST	FAIRMONT	MN		56031	YES	NO	NO	NO	PETER W. SOMMERVILLE	5072352150	3089	3083						326199	326130					43.660208	-94.447311	006173025								3M CO	006173082	NO	PWSOMMERVILLE@MMM.COM	
2012	SITE DIRECTOR	VICKIE BATROOT	55016MCHMLHIGHW	3M COTTAGE GROVE CENTER	10746 INNOVATION RD	COTTAGE GROVE	WASHINGTON	MN	55016	3M COTTAGE GROVE CENTER	10746 INNOVATION RD	COTTAGE GROVE	MN		55016	YES	NO	NO	NO	VICKIE J. BATROOT	6514582001	2899	2672	2843	3081	3291	4953		325998	326121	325613	327910	562211		44.789444	-92.908333	122704067								3M CO	006173082	NO	EPCRA@MMM.COM	
2012	VP/GM	JON LEDIN	55447CRNNC2705C	AACRON INC	2705 CHESHIRE LN	PLYMOUTH	HENNEPIN	MN	554470190	AACRON INC	PO BOX 47190	MINNEAPOLIS	MN		554470190	YES	NO	NO	NO	JON LEDIN	7635599141	3471							332813						45.010709	-93.459145	044178721								CROWN EXTRUSIONS	006249528	NO	JONLEDIN@AACRON.COM	
2012	HSE MANAGER	SCOTT SEDERSTROM	55350HRCLS35ADA	AB MAURI FOOD INC	35 ADAMS ST NE	HUTCHINSON	MCLEOD	MN	55350	AB MAURI FOOD INC	PO BOX 100	HUTCHINSON	MN		55350	YES	NO	NO	NO	PAM TASCHE	3202344123	2099							311999						44.892631	-94.364344									ASSOCIATED BRITISH FOODS N.A. CORP	071642214	NO	PTASCHE@OHLY.US	
2012	TECHNOLOGY SUPPORT AND DEVELOPMENT MANAGER	DOUGLAS SCHUELLER	55428CTSCN9210S	ABELCONN LLC	9210 SCIENCE CENTER DR	NEW HOPE	HENNEPIN	MN	55428	ABELCONN LLC	9210 SCIENCE CENTER DR	NEW HOPE	MN		55428	YES	NO	NO	NO	DOUGLAS SCHUELLER	7635333533	3471	3672						332813	334418					45.0507	-93.396399											NO	DSCHUELLER@ABELCONN.COM	
2012	TECHNICAL DIRECTOR	GARTH TAYLER	56087CHSBRHWY14	ACME BRICK CO OCHS BRICK	801 E ROCK ST	SPRINGFIELD	BROWN	MN	56087	ACME BRICK CO OCHS BRICK	801 E ROCK ST	SPRINGFIELD	MN		56087	YES	NO	NO	NO	MICHAEL SUTTER	8173324101	3251							327121						44.244767	-94.963752	006185417								BERKSHIRE HATHAWAY		NO	MSUTTER@BRICK.COM	
2012	OPERATIONS MANAGER	DANIEL SHINNICK	55431DDDVL9401J	ADDED VALUE TECHNOLOGY	9401 JAMES AVE S SUITE 100	BLOOMINGTON	HENNEPIN	MN	55431	ADDED VALUE TECHNOLOGY	9401 JAMES AVE S SUITE 100	BLOOMINGTON	MN		55431	YES	NO	NO	NO	CHAD NEVILS	5076647326	3672							334418						44.833492	-93.30082									ADDED VALUE TECHNOLOGY LLC	782850002	NO		
