REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10/3/2014	
2013	PRESIDENT	TERRY KARST	67213RCPTL1702S	3P PROCESSING INC	1702 S KNIGHT	WICHITA	SEDGWICK	KS	67213			3P PROCESSING INC	1702 S KNIGHT	WICHITA	KS		67213	YES	NO	NO	NO	TERRY KARST	3169430731	3471							332813						37.66373	-97.38385									3P HOLDINGS INC.	073323081	NO	TERRY.KARST@3P-P.COM	
2013	GENERAL MANAGER	JOHN JAIXEN	66115CSTMM315CH	A & E CUSTOM MANUFACTURING	3150 CHRYSLER MFG	KANSAS CITY	WYANDOTTE	KS	66115			A & E CUSTOM MANUFACTURING	3150 CHRYSLER MFG	KANSAS CITY	KS		66115	YES	NO	NO	NO	RANDEN SMITH	9134324022								332710						39.14535	-94.61267									A & E CUSTOM TRUCK		NO	RANDEN@MIDWEST-TRAINING.COM	
2013	CHIEF FINANCIAL OFFICER	ROBERT SHEPARD	67337CMFND1502S	ACME FOUNDRY INC	1502 SPRUCE ST	COFFEYVILLE	MONTGOMERY	KS	673370908			ACME FOUNDRY INC	PO BOX 908	COFFEYVILLE	KS		673370908	YES	NO	NO	NO	KYLE MANLEY	6202516800	3321							331511						37.027313	-95.622187	007148315										NO	KMANLEY@ACMEFOUNDRY.NET	
2013	PRESIDENT	JOSH STUBBS	67502DWFCS83MED	ADE-WIFCO STEEL PRODUCTS INC	8003 MEDORA RD	HUTCHINSON	RENO	KS	67502			ADE-WIFCO STEEL PRODUCTS INC	PO BOX 1325	HUTCHINSON	KS		67504	YES	NO	NO	NO	JOSH STUBBS	6205432827								332116						38.142622	-97.850407											NO	JOSH@WIFCOSP.COM	
2013	PLANT MANAGER	RUSSELL JOHNSON	67410CNTRL1000N	ADM ALLIANCE NUTRITION INC	1000 N WASHINGTON ST	ABILENE	DICKINSON	KS	67410			ADM ALLIANCE NUTRITION INC	1000 N WASHINGTON ST	ABILENE	KS		67410	YES	NO	NO	NO	MEDIA RELATIONS	2174515413	2048							311119						38.92486	-97.23267	849684428								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2013	PLANT MANAGER	MIKE GERSTNER	66083FGNDS20400	AGC FLAT GLASS NA SPRING HILL PLANT	20400 N WEBSTER	SPRING HILL	JOHNSON	KS	66083			AGC FLAT GLASS NA SPRING HILL PLANT	20400 N WEBSTER	SPRING HILL	KS		66083	YES	NO	NO	NO	MIKE GERSTNER	9135926100	3211							327211						38.759188	-94.825246	003374048								AGC FLAT GLASS N.A.	003374048	NO	MIKE.GERSTNER@US.AGC.COM	
2013	EH&S MANAGER	JENNIFER BATES	67420SNFLWNO1SU	AGCO BELOIT (SEEDING & TILLAGE)	3154 HALLIE TRAIL	BELOIT	MITCHELL	KS	674200566			AGCO BELOIT (SEEDING & TILLAGE)	3154 HALLIE TRAIL	BELOIT	KS		67420-0566	YES	NO	NO	NO	JENNIFER BATES	7857386230	3523							333111						39.45591	-98.08573	023826027		KSD000819144		IS005P002				AGCO INC		NO	JENNIFER.BATES@AGCOCORP.COM	
2013	FACILITIES MANAGER	BRADLEY FIDELDY	67062HYFRG420WE	AGCO CORP	420 W LINCOLN BLVD	HESSTON	HARVEY	KS	670622094			AGCO CORP	420 W LINCOLN BLVD	HESSTON	KS		67062-2094	YES	NO	NO	NO	BRAD FIDELDY	6203276322	3523							333111						38.14472	-97.423631	023826027								AGCO INC		NO	BRADLEY.FIDELDY@AGCOCORP.COM	
2013	PLANT MANAGER	ROSS HUFFORD	67231RPRDC6601S	AIR PRODUCTS MANUFACTURING CORP	6601 S RIDGE RD	HAYSVILLE	SEDGWICK	KS	670607134			AIR PRODUCTS MANUFACTURING CORP	PO BOX 12291	WICHITA	KS		672772291	YES	NO	NO	NO	CHAD J HENNEKE	3165299604	2869							325199						37.574167	-97.426111	007237746								AIR PRODUCTS & CHEMICALS INC	003001070	NO	HUFFORRM@AIRPRODUCTS.COM	
2013	FACTORY DIRECTOR	JAY REYNOLDS	66901LSTMP1830E	ALSTOM POWER AIR PREHEATER	1830 E 6TH ST	CONCORDIA	CLOUD	KS	66901			ALSTOM POWER AIR PREHEATER	1830 E 6TH ST	CONCORDIA	KS		66901	YES	NO	NO	NO	MARK NORDELL	7852439214	3443							332313						39.5727	-97.63475	095286142		KSD068444397						ALSTOM POWER AIR PREHEATER	002130615	NO	MARK.A.NORDELL@POWER.ALSTOM.COM	
