REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	PRESIDENT OF ESTERLINE INTERFACE TECHNOLOGIES	DENNIS STAVER	83815DVNCD600WW	ADVANCED INPUT DEVICES	600 W WILBUR AVE	COEUR D'ALENE	KOOTENAI	ID	83815	ADVANCED INPUT DEVICES	600 W WILBUR AVE	COEUR D'ALENE	ID		83815	YES	NO	NO	NO	DENNIS STAVER	2087658000	3577							334119						47.736279	-116.795328	097819635								ESTERLINE TECHNOLOGIES	043190826	NO	DENNIS.STAVER@ESTERLINE.COM	
2011	PLANT MANAGER	JARED ELLISON	83845MCRCYW4000	ALERIS RECYCLING INC	16168 W PRAIRIE AVE	POST FALLS	KOOTENAI	ID	83854	ALERIS RECYCLING INC	16168 W PRAIRIE AVE	POST FALLS	ID		83854	YES	NO	NO	NO	JARED ELLISON	2087731527	3341							331314						47.743603	-117.003288	963904144								ALERIS RECYCLING INC	057896847	NO	JARED.ELLISON@ALERIS.COM	
2011	PLANT MANAGER	JARED ELLISON	83845MCRCYW4000	ALERIS RECYCLING INC	16168 W PRAIRIE AVE	POST FALLS	KOOTENAI	ID	83854	ALERIS RECYCLING INC	16168 W PRAIRIE AVE	POST FALLS	ID		83854	YES	NO	NO	NO	JARED ELLISON	2087731527	3341							331314						47.743603	-117.003288	963904144								ALERIS RECYCLING INC	057896847	NO	JARED.ELLISON@ALERIS.COM	
2011	PLANT MANAGER	JARED ELLISON	83845MCRCYW4000	ALERIS RECYCLING INC	16168 W PRAIRIE AVE	POST FALLS	KOOTENAI	ID	83854	ALERIS RECYCLING INC	16168 W PRAIRIE AVE	POST FALLS	ID		83854	YES	NO	NO	NO	JARED ELLISON	2087731527	3341							331314						47.743603	-117.003288	963904144								ALERIS RECYCLING INC	057896847	NO	JARED.ELLISON@ALERIS.COM	
2011	PLANT MANAGER	JARED ELLISON	83845MCRCYW4000	ALERIS RECYCLING INC	16168 W PRAIRIE AVE	POST FALLS	KOOTENAI	ID	83854	ALERIS RECYCLING INC	16168 W PRAIRIE AVE	POST FALLS	ID		83854	YES	NO	NO	NO	JARED ELLISON	2087731527	3341							331314						47.743603	-117.003288	963904144								ALERIS RECYCLING INC	057896847	NO	JARED.ELLISON@ALERIS.COM	
2011	PLANT MANAGER	JARED ELLISON	83845MCRCYW4000	ALERIS RECYCLING INC	16168 W PRAIRIE AVE	POST FALLS	KOOTENAI	ID	83854	ALERIS RECYCLING INC	16168 W PRAIRIE AVE	POST FALLS	ID		83854	YES	NO	NO	NO	JARED ELLISON	2087731527	3341							331314						47.743603	-117.003288	963904144								ALERIS RECYCLING INC	057896847	NO	JARED.ELLISON@ALERIS.COM	
2011	PLANT MANAGER	LARRY LLOYD	83347MLGMT500WE	AMALGAMATED SUGAR CO	50 S 500 W	PAUL	MINIDOKA	ID	83347	AMALGAMATED SUGAR CO	PO BOX 700	PAUL	ID		83347	YES	NO	NO	NO	DEAN DELOREY	2083836500	2063							311313						42.611671	-113.757423	009076738								SNAKE RIVER SUGAR CO	172022162	NO	DDELOREY@AMALSUGAR.COM	
2011	PLANT MANAGER	LARRY LLOYD	83347MLGMT500WE	AMALGAMATED SUGAR CO	50 S 500 W	PAUL	MINIDOKA	ID	83347	AMALGAMATED SUGAR CO	PO BOX 700	PAUL	ID		83347	YES	NO	NO	NO	DEAN DELOREY	2083836500	2063							311313						42.611671	-113.757423	009076738								SNAKE RIVER SUGAR CO	172022162	NO	DDELOREY@AMALSUGAR.COM	
2011	PLANT MANAGER	LARRY LLOYD	83347MLGMT500WE	AMALGAMATED SUGAR CO	50 S 500 W	PAUL	MINIDOKA	ID	83347	AMALGAMATED SUGAR CO	PO BOX 700	PAUL	ID		83347	YES	NO	NO	NO	DEAN DELOREY	2083836500	2063							311313						42.611671	-113.757423	009076738								SNAKE RIVER SUGAR CO	172022162	NO	DDELOREY@AMALSUGAR.COM	
2011	PLANT MANAGER	LARRY LLOYD	83347MLGMT500WE	AMALGAMATED SUGAR CO	50 S 500 W	PAUL	MINIDOKA	ID	83347	AMALGAMATED SUGAR CO	PO BOX 700	PAUL	ID		83347	YES	NO	NO	NO	DEAN DELOREY	2083836500	2063							311313						42.611671	-113.757423	009076738								SNAKE RIVER SUGAR CO	172022162	NO	DDELOREY@AMALSUGAR.COM	
2011	PLANT MANAGER	LARRY LLOYD	83347MLGMT500WE	AMALGAMATED SUGAR CO	50 S 500 W	PAUL	MINIDOKA	ID	83347	AMALGAMATED SUGAR CO	PO BOX 700	PAUL	ID		83347	YES	NO	NO	NO	DEAN DELOREY	2083836500	2063							311313						42.611671	-113.757423	009076738								SNAKE RIVER SUGAR CO	172022162	NO	DDELOREY@AMALSUGAR.COM	
