REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	
2007	PURCHASING MANAGER	LOUIS SZKLANECKI	60101STYDC450SL	1ST AYD CORP	1325 GATEWAY DR	ELGIN	KANE	IL	60124	1ST AYD CORP	1325 GATEWAY DR	ELGIN	IL		60124	YES	NO	NO	NO	TOM SCHREINER	8476220001	2841							325611						42.067259	-88.343267	077007649										NO	TSCHREINER@1STAYD.COM	
1998	REG. MNGR, ENVIRONMENTAL, HEALTH & SAFETY	THOMAS W. MULL	60053CMCRP3201W	3COM CORP	6201 W OAKTON ST	MORTON GROVE	COOK	IL	60053	3COM CORP TOM MULL (SAFETY & SECURITY)	3800 GOLF RD	ROLLING MEADOWS	IL		60008	YES	NO	NO		THOMAS MULL	8472621013	3661							334515						42.026329	-87.776647	938258936		ILD005104526								NO		
2007	PLANT MANAGER	PATRICK S THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	ROB W  HAYDEN	3096542291	2899	2821						325998	325211					41.755	-90.284167	054236443								3M CO	006173082	NO	EPCRA@MMM.COM	
2002	PLANT MANAGER	ROGER PLUM	60501MCMPN6850S	3M CO BEDFORD PARK	6850 S. HARLEM AVE.	BEDFORD PARK	COOK	IL	605011956	3M CO ENVIRONMENTAL TECH. & SERVICES	3M CENTER BLDG. 42-2E-27 P.O. BOX 33331	ST. PAUL	MN		55133	YES	NO	NO	NO	JEFF MCCOMAS	6517784911	2672							322222						41.766701	-87.805801	006220123		ILD006220123						3M CO INC	006173082	NO		
1995	DIRECTOR PATENT & FOOD LAW	MICHAEL F. CAMPBELL	61401STLYM701WE	A E STALEY MANUFACTURING CO GUNTHER PRODUCTS DIV	701 W 6TH ST	GALESBURG	KNOX	IL	61401	A E STALEY MANUFACTURING CO GUNTHER PRODUCTS DIV.	2200 E ELDORADO ST	DECATUR	IL		62525	YES	NO	NO		STEVEN D CARTER	3093420119	2099							311999						40.93072	-90.382861	005244462		ILD005244462								NO		
2007	PRESIDENT	JOSEPH CURCI	60614FNKLS2011S	A FINKL & SONS CO	2011 N SOUTHPORT AVE	CHICAGO	COOK	IL	606144079	A FINKL & SONS CO	2011 N SOUTHPORT AVE	CHICAGO	IL		60614-4079	YES	NO	NO	NO	STEVE DENTON	7739752562	3399							331111						41.918335	-87.662872	005129697										NO	STEVED@FINKL.COM	
2005		SERGIO R. FLORES	60188JNTNS180KE	A J ANTUNES & CO	180 KEHOE BLVD	CAROL STREAM	DUPAGE	IL	60188	A J ANTUNES & CO	180 KEHOE BLVD	CAROL STREAM	IL		60188	NO	NO	NO	NO	SERGIO FLORES	6307841000	3589							333319						41.909555	-88.117504	048308886										NO		
2007	GENERAL MANAGER	LOIS STEWART	61109WRTCH84039	A-1 WIRE TECH INC	4550 KISHWAUKEE ST	ROCKFORD	WINNEBAGO	IL	61109	A-1 WIRE TECH INC	4550 KISHWAUKEE ST	ROCKFORD	IL		61109	YES	NO	NO	NO	JAMES G. TOMEI	8153878220	3356							331491						42.212287	-89.083705	161405444								PRECISION CASTPARTS CORP	009027970	NO		
1998	ENGINEERING	BENNY GUYNES	60648BDCKC5700W	A. B. DICK CO.	5700 W. TOUHY AVE.	NILES	COOK	IL	60714	A. B. DICK CO.	6330 TOUHY AVE.	NILES	IL		60714	YES	NO	NO		BENNY GUYNES	8477791900	3579							333315						42.011895	-87.770318	005093109		ILD005093109		ILR000141				NESCO INC.	055515076	NO		
1989	CORPORATE COMPLIANCE DIRECTOR	REX R. TAMM	60525JDWPR5301D	A. J. DAW PRINTING CO. INC.	5301 DANSHER RD.	COUNTRYSIDE	COOK	IL	60525	A. J. DAW PRINTING CO. INC.	5301 DANSHER RD.	COUNTRYSIDE	IL		60525	YES	NO	NO		REX R. TAMM	2137233253	2893							325910						41.794538	-87.861502	008245474		ILD059449991						A. J. DAW PRINTING INK CO.	008245474	NO		
